"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40054",4603,2099,2108,2779,2387,1749,4155,1314,4802,3299,2716,2259,2920,2987,2667,2522,2441,3040,3043,3015,1267,1113,2939,1143,0.498629941150554,8.43325203989692,2.77327794323555,0.010179904730602,0.992447769625025,-3.92605262364569
"2","GB40407",16,15,8,6,34,24,27,13,14,13,26,12,4,14,9,6,6,2,15,17,11,22,14,7,1.0990435577025,0.79003550579353,2.96645351422847,0.00642292769875917,0.992447769625025,-4.23784273867864
"3","GB40967",1213,1270,1104,1621,4662,787,593,1610,1823,1153,6447,796,1125,3737,643,911,809,1425,703,380,903,557,574,810,0.983635596149402,7.31135294979704,2.84655335159661,0.00855953612635348,0.992447769625025,-3.76671387804117
"4","GB41037",26,24,11,52,56,30,23,21,26,59,111,56,127,49,70,64,91,64,67,55,33,37,41,79,-0.493512100733255,2.69913865535331,-2.61924626002012,0.0145725651424391,0.992447769625025,-4.07100567824107
"5","GB41280",317,262,179,234,233,256,238,151,226,334,491,234,309,290,275,284,286,310,379,252,163,160,255,115,0.292874948334596,5.12677313139386,2.62647050485038,0.0143320423391901,0.992447769625025,-3.70430780195815
"6","GB41333",96,55,48,107,68,54,49,44,64,160,230,152,223,119,115,148,244,127,112,182,72,71,128,175,-0.427266964944636,3.87660132392214,-2.68937014085131,0.0123891743836788,0.992447769625025,-3.82436230767995
"7","GB42154",17,22,6,23,25,18,31,9,23,37,55,56,25,21,30,26,27,28,22,16,12,9,13,12,0.567228248700295,1.56864378774874,2.8581289734702,0.0083270256627586,0.992447769625025,-4.15802390432636
"8","GB42242",14,8,3,7,12,10,9,6,16,9,29,18,26,11,16,29,32,24,17,16,17,11,16,24,-0.546988276983862,1.01657070980409,-2.81568613036865,0.00920992863417034,0.992447769625025,-4.24523511587579
"9","GB42315",24,25,16,30,33,31,18,13,28,31,46,36,69,27,36,55,58,49,39,57,22,15,42,37,-0.337451950686848,2.18728115817015,-2.67427063071069,0.0128316876888362,0.992447769625025,-4.12636912385973
"10","GB43036",25,18,20,18,18,24,16,21,32,31,31,20,17,23,20,17,20,34,29,21,6,7,25,17,0.502712834806252,1.5208642139446,2.7618418517473,0.0104575102335933,0.992447769625025,-4.19201237034908
"11","GB43092",662,448,308,361,485,484,459,279,506,599,660,489,682,430,511,638,663,585,546,542,272,249,502,342,0.229818914083888,6.04238067516221,2.8321814554686,0.00885676426422353,0.992447769625025,-3.60219871756106
"12","GB45270",34,22,12,30,33,19,25,9,20,48,49,39,59,47,38,39,59,56,51,51,18,24,34,37,-0.381801951987503,2.19541615991337,-2.9715708223243,0.00634410354614216,0.992447769625025,-4.02264739926453
"13","GB45525",17,22,7,6,12,19,7,3,11,17,11,11,2,10,9,7,12,2,12,8,4,3,15,12,0.900809261302609,0.324219336857087,2.6678816670261,0.0130233467176677,0.992447769625025,-4.34140908023184
"14","GB45734",76,92,50,15,72,131,85,48,41,77,81,63,60,33,38,70,63,33,46,68,35,15,51,36,0.74252219172119,2.86490401243715,2.8645142051925,0.00820134221479713,0.992447769625025,-3.93656610716296
"15","GB46281",11,16,22,18,10,12,22,3,25,17,8,12,9,29,4,16,3,10,12,2,2,5,12,2,1.1705836696062,0.435957806233651,2.9598004210639,0.00652680311066801,0.992447769625025,-4.27741988260134
"16","GB46816",10,9,5,12,8,7,6,9,10,11,20,15,6,7,10,7,13,7,14,5,7,5,6,2,0.730471399937127,0.260671902413604,3.43718197940416,0.00200771591181899,0.992447769625025,-4.20666868328613
"17","GB47358",12,15,10,15,10,4,25,6,11,25,22,24,43,44,24,31,57,25,35,35,12,11,26,18,-0.801406154663717,1.4451215720239,-3.77390277543992,0.000851071980696628,0.992447769625025,-3.938097736661
"18","GB47396",320,295,155,433,414,326,213,191,336,394,752,441,882,430,558,534,655,536,526,642,233,304,400,464,-0.320432350175904,5.81260757395697,-3.13908352937153,0.00421841250673559,0.992447769625025,-3.36800250146166
"19","GB47482",119,98,56,206,149,114,117,80,136,178,185,199,366,177,182,199,218,239,207,314,139,165,212,254,-0.479894665684395,4.5478277034459,-3.60495899526436,0.00131200311914253,0.992447769625025,-3.09550245353784
