"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40443",9,14,8,10,10,13,18,10,9,11,8,25,6,6,7,7,7,5,8,7,7,10,4,5,0.980255075551573,0.351573688991803,4.38618864228504,0.000171787250045425,0.112393666237571,0.269311394323793
"2","GB41302",215,67,118,386,141,86,217,53,83,56,144,179,336,84,272,502,406,179,406,528,225,503,112,244,-0.944783475351503,4.69158698171883,-4.07576060054302,0.000387264171882789,0.112393666237571,0.137120727393397
"3","GB41657",549,435,475,508,518,751,652,250,495,363,493,884,374,293,247,390,595,373,407,583,353,552,306,246,0.638567227840624,5.94222903163645,4.20511327674879,0.000276197157185215,0.112393666237571,0.441405529859995
"4","GB41757",180,122,66,123,240,180,101,83,175,78,89,202,29,32,16,39,46,63,90,41,116,86,75,43,1.56971753373576,3.47876564297022,5.40641006961898,1.17622880636352e-05,0.112393666237571,3.23300492478996
"5","GB42758",41,24,25,51,11,7,39,7,12,17,28,13,118,10,51,61,62,55,134,82,54,40,22,22,-1.16804172194515,2.10909759147961,-4.16154138439784,0.000309543690413037,0.112393666237571,0.235509685707937
"6","GB42894",943,649,565,711,329,382,861,292,656,259,728,698,1901,378,880,1115,1131,960,1903,1263,1417,930,458,453,-0.572698807619552,6.65588983582402,-3.92114252195324,0.000578999507225026,0.112393666237571,-0.219800062502564
"7","GB43016",405,334,322,397,588,348,539,199,373,202,405,514,402,200,214,336,512,284,401,408,354,428,184,241,0.438028066102238,5.5790445347445,3.92821677009431,0.000568470945924402,0.112393666237571,-0.229100058875908
"8","GB43105",228,169,225,222,173,115,253,118,278,122,279,201,526,129,318,288,370,200,478,360,321,352,147,236,-0.385810649344066,5.03876734080323,-4.29708942799181,0.000217049126831101,0.112393666237571,0.659658350091684
"9","GB43189",54,32,110,130,17,31,72,18,45,17,118,81,201,22,197,110,261,71,430,182,124,201,42,90,-1.20056227813535,3.44086652064618,-4.03775985523641,0.000427586316211208,0.112393666237571,0.0619014213561107
"10","GB43563",89,53,42,72,108,49,76,32,81,21,86,39,27,20,35,41,63,26,41,41,48,33,36,54,0.869056550944693,2.70086945217481,4.16442077333728,0.000307222021250112,0.112393666237571,0.317345850230054
"11","GB43733",152,233,229,177,225,109,200,97,126,78,137,238,86,175,69,32,256,60,171,120,101,81,71,58,1.0103955842261,4.08163745991025,4.13935821365686,0.000328022021217386,0.112393666237571,0.298346287428401
"12","GB44167",423,258,159,236,335,208,198,128,294,105,140,268,15,66,20,116,116,165,194,98,175,116,146,124,1.51378432010291,4.29318057275211,4.15982240282782,0.000310937986003476,0.112393666237571,0.345135498892728
"13","GB44342",46,37,33,29,40,51,46,27,46,20,29,54,29,22,17,34,38,25,31,37,25,31,19,19,0.693319408482072,2.1523777618884,4.39132628146158,0.00016948443027059,0.112393666237571,0.751895837506838
"14","GB44663",218,143,103,72,116,115,126,120,110,55,117,131,68,41,25,62,42,69,127,83,109,115,39,65,1.02004664005924,3.58202504634212,4.83445920517564,5.28006104638498e-05,0.112393666237571,1.92696021767786
"15","GB45774",120,70,60,39,23,85,36,46,123,43,64,135,15,22,14,21,31,40,57,33,68,41,29,41,1.22367983854104,2.63411584309381,4.05056118618217,0.000413560189745611,0.112393666237571,0.0559662356620345
"16","GB46425",3284,2357,2188,1888,2481,2915,2803,1253,3305,1490,1907,2723,1772,1195,1319,1697,2303,1852,2698,2054,2661,1764,1396,1275,0.573771096589324,8.14450608265236,4.35062498327252,0.000188603492880762,0.112393666237571,0.783594691717245
"17","GB47623",69,37,24,36,81,48,45,31,49,43,50,56,12,15,13,37,50,25,37,17,39,20,42,35,1.04539853912629,2.27897890837122,3.90419494568513,0.000605009560630149,0.112393666237571,-0.293495262575505
"18","GB48667",24,17,19,20,9,22,14,10,22,8,26,32,10,8,7,7,17,14,18,17,9,14,7,8,0.898944873463446,0.978928316365593,4.65425771737014,8.48651767134828e-05,0.112393666237571,0.993147142444447
"19","GB49016",36,12,27,76,13,7,16,9,11,18,59,23,110,14,57,83,154,28,127,69,50,34,23,56,-1.27975230962382,2.22129186064122,-4.07159278890547,0.000391496420180458,0.112393666237571,0.0547348729691279
"20","GB49017",188,56,94,365,65,41,78,22,60,79,246,111,433,115,268,397,607,207,389,344,225,152,126,342,-1.35694891632941,4.43586660664235,-4.80576392327334,5.69448322540345e-05,0.112393666237571,1.88841660762467
"21","GB49153",94,91,71,56,54,108,61,57,73,27,46,96,49,29,22,43,47,65,51,59,40,61,38,37,0.809389435118672,2.91523204014145,3.99844046798272,0.000473669674701278,0.112393666237571,-0.0415187515621085
"22","GB49830",84,73,48,61,96,69,75,46,81,49,101,110,43,19,44,49,67,55,73,55,82,55,52,49,0.702162003697926,3.09725771577928,4.44284219127651,0.000148025249908101,0.112393666237571,0.981472661746961
"23","GB49852",93,50,102,81,45,52,97,82,81,58,87,92,275,32,123,112,154,170,415,150,163,163,67,86,-0.704978515624261,3.80933730537512,-3.90240994593209,0.000607815105787838,0.112393666237571,-0.252352029870768
"24","GB50017",179,143,207,143,119,79,168,85,237,84,191,142,455,105,292,242,276,191,422,258,257,276,109,142,-0.50611402011014,4.65767540341401,-4.20237592696113,0.000278183098446084,0.112393666237571,0.437342576410735
"25","GB50214",143,79,50,69,134,102,93,61,75,39,62,103,25,29,12,66,66,31,56,52,68,59,59,54,1.079450964136,3.05173424435386,4.18695568880948,0.000289637616431872,0.112393666237571,0.391817663207902
"26","GB50354",239,188,163,165,184,207,163,110,196,110,159,211,151,83,62,143,197,150,147,163,178,173,101,130,0.565831847150407,4.41058753017949,4.00602366586173,0.000464416095177373,0.112393666237571,-0.0280025581568273
"27","GB50685",40,21,22,24,16,27,12,19,19,10,28,20,17,8,10,15,13,11,33,12,16,15,6,9,0.832822833981017,1.2109287154658,4.02410125435087,0.000443069726035619,0.112393666237571,-0.198188880820038
"28","GB50695",102,50,61,66,48,48,91,27,86,50,77,64,170,41,121,127,148,74,110,111,119,158,49,79,-0.514573937659601,3.46508164272171,-4.098735876856,0.000364732582313819,0.112393666237571,0.204372981245359
"29","GB50936",1550,1091,617,794,1821,990,979,632,681,410,792,1320,314,371,217,496,673,571,664,528,712,546,526,509,1.08147036438966,6.53800279727346,4.70961689671656,7.33530167447968e-05,0.112393666237571,1.65999762262066
"30","GB51001",114,85,103,121,177,91,119,60,101,75,128,192,72,77,46,75,129,80,80,92,103,113,57,69,0.681526647587462,3.71568555424909,4.18957757090186,0.000287657576965664,0.112393666237571,0.419009839424098
"31","GB51198",709,373,223,333,718,487,383,321,394,180,329,583,56,99,41,219,175,209,318,200,299,201,290,288,1.45543742156807,5.17691562903091,4.49112895972281,0.000130374467258038,0.112393666237571,1.13199764749553
