"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"13","GB44493",289,251,629,193,190,248,201,223,387,445,495,277,297,153,237,313,103,179,470,92,114,217,201,82,0.526461748436622,5.01869110693135,3.26641369171766,0.00308177471894627,0.878540372363276,-3.22270419273935
"14","GB44624",24,8,40,7,16,14,10,9,34,24,21,31,20,21,30,41,16,18,35,17,11,28,54,21,-0.601985005027416,1.53581291637876,-3.08819522527808,0.00478223210390219,0.878540372363276,-4.08264376010798
"15","GB44703",1274,1274,2550,930,1605,1044,641,1818,1655,2625,1611,1552,1277,700,1634,2163,504,947,1850,517,520,1147,1007,846,0.419611145780217,7.38190932654164,3.10777914859273,0.00455850724984349,0.878540372363276,-3.59743325689403
"16","GB44964",234,161,330,106,161,201,164,202,219,256,241,269,208,189,298,335,132,165,274,168,152,307,285,233,-0.268937814177297,4.89607448932239,-3.39878088368478,0.00221359648440983,0.878540372363276,-3.11673591649497
"17","GB45314",124,80,177,73,94,126,141,123,87,217,211,169,140,145,245,239,69,128,179,99,104,218,149,161,-0.382911548929402,4.26933854048189,-3.31989397196498,0.0026972985496762,0.878540372363276,-3.29543137358506
"18","GB45449",83,59,129,41,94,113,110,80,92,137,109,128,88,76,157,179,66,87,119,84,67,177,134,119,-0.357166619248104,3.81258282084081,-3.10136993790703,0.0046305978264388,0.878540372363276,-3.55929623707098
"19","GB45715",15,14,20,7,7,8,4,12,15,28,14,23,12,5,3,13,5,7,7,4,4,6,3,6,0.932846943403692,0.318294316206061,3.7947276376616,0.000807685302558665,0.878540372363276,-4.11883017820486
"20","GB46264",14,11,14,9,8,10,13,9,18,17,14,11,16,18,19,25,4,17,20,8,11,20,21,20,-0.544177964334229,0.974124174303432,-3.31632729695618,0.00272142719349249,0.878540372363276,-4.11558685629688
"21","GB46847",195,194,380,124,243,243,158,266,218,391,347,282,198,133,234,287,122,213,302,89,93,175,162,159,0.33808401784977,4.82505304015805,3.37455890912942,0.00235239114618399,0.878540372363276,-3.15282792552931
"22","GB46926",29,37,74,33,33,39,63,48,68,75,62,55,65,65,108,125,24,59,62,58,40,71,57,44,-0.48033699642519,2.93692548310175,-3.17587672560522,0.00385611467787887,0.878540372363276,-3.75582892725055
"23","GB47381",24,17,47,13,33,40,24,36,36,69,47,36,42,19,62,49,43,65,38,44,61,105,51,136,-0.802048248704553,2.55696553073772,-3.21494815349122,0.00350136786810059,0.878540372363276,-3.83566797431485
"24","GB47474",369,422,712,361,417,462,303,593,467,677,397,437,407,209,438,693,205,359,583,127,175,281,268,221,0.470341573317599,5.68320010566812,3.26973562918477,0.00305642609294235,0.878540372363276,-3.22418362459827
"25","GB47504",165,106,163,94,135,189,208,171,159,236,162,200,211,125,228,213,179,216,149,231,231,317,273,357,-0.60917564218081,4.72481072685687,-3.25862078632719,0.00314203835739491,0.878540372363276,-3.25053369027603
"26","GB48051",13,14,12,10,13,7,6,9,14,29,5,15,19,10,16,21,13,17,19,14,15,20,18,24,-0.723911915630701,0.991379527763481,-3.33758718891765,0.00258062954043726,0.878540372363276,-4.10913866239205
"27","GB48261",262,214,413,127,281,248,124,303,284,450,330,335,224,123,230,257,95,246,338,124,96,195,130,131,0.472157905229785,4.88887937930239,3.73788844806345,0.000934798119944917,0.878540372363276,-2.88337781755706
"28","GB48344",78,52,136,44,53,80,57,53,58,200,98,68,169,40,133,128,119,52,116,120,140,270,101,287,-0.829473704509075,3.74135813288827,-3.07252147784775,0.00496882530881311,0.878540372363276,-3.60631745453356
"29","GB48346",241,154,300,121,194,291,309,291,279,413,278,376,280,262,382,403,204,258,368,320,343,403,337,530,-0.541421768785275,5.35974205182018,-3.71697599873622,0.000986338671578951,0.878540372363276,-2.8602780822086
"30","GB48376",68,45,103,36,58,112,78,65,76,136,79,108,78,71,148,111,51,85,97,124,119,156,106,154,-0.569275035792933,3.63884113539545,-3.302130343861,0.00281955440876138,0.878540372363276,-3.49477978197675
"31","GB49001",200,91,169,128,98,146,125,118,192,207,203,201,144,176,240,205,95,181,244,134,135,208,275,202,-0.427823686766805,4.53331387234888,-3.44516745886572,0.00196962712499766,0.878540372363276,-3.14531785385809
"32","GB49286",167,105,254,101,92,131,304,107,175,265,187,175,194,272,308,297,81,244,232,165,153,258,210,222,-0.568100896808823,4.68340910000251,-3.61454155756839,0.00128177324363569,0.878540372363276,-2.99646038838019
"33","GB49372",526,475,927,390,560,589,326,637,538,815,452,602,435,286,724,568,220,434,711,208,233,414,482,305,0.359041786825845,6.0128768065144,3.19348086263609,0.00369219695663511,0.878540372363276,-3.31399398886691
"34","GB50178",40,32,63,48,22,40,16,33,87,109,56,51,100,54,64,48,97,85,75,214,119,341,82,224,-1.27974378027767,3.25940853496995,-3.39618988807842,0.00222805534955681,0.878540372363276,-3.58044208283142
"35","GB50297",54,43,54,26,36,45,39,41,57,127,58,59,82,56,65,74,45,46,79,37,37,70,76,60,-0.381468552863925,2.93037051449719,-3.08346691814011,0.00483780326416879,0.878540372363276,-3.79983796316445
"36","GB50550",419,197,1059,195,476,1299,290,546,222,1381,318,515,310,273,586,471,1696,1627,2373,7067,6731,2525,361,4521,-1.84966822000853,6.77685341681969,-3.32859052712955,0.00263932997819575,0.878540372363276,-3.36942094884962
"37","GB50871",1006,594,1146,432,832,742,434,771,1336,1336,696,884,927,1096,1131,1368,500,848,999,769,765,1338,933,982,-0.425551318655666,6.92967303118414,-3.44217989884415,0.00198452038789019,0.878540372363276,-3.31341556800266
"38","GB51340",6,12,4,4,4,6,0,2,12,11,2,7,11,6,11,5,5,16,10,11,13,27,10,36,-1.38834946338604,0.0868996085303966,-3.2111450095325,0.00353446846908467,0.878540372363276,-4.25100796117828
"39","GB51372",1086,962,1199,584,994,699,376,922,998,1340,1069,1012,844,447,777,867,351,818,1175,347,387,441,470,305,0.541453873146579,6.61993344816706,3.28906251758329,0.00291289242113426,0.878540372363276,-3.35363312781046
"40","GB51509",3,8,17,4,6,8,13,11,12,14,8,8,11,13,23,13,18,18,15,12,14,33,18,31,-1.09478207479347,0.821693944373552,-4.29033005447497,0.000222748156909745,0.878540372363276,-3.93443481807654
"41","GB52168",295,225,614,174,284,241,178,346,302,486,343,333,251,159,355,410,148,214,307,98,129,253,238,205,0.305843055341164,5.1514807271524,3.20969953068466,0.00354712800938856,0.878540372363276,-3.24900315904937
"42","GB52423",54,47,72,28,55,40,43,43,71,92,64,58,65,46,81,97,30,48,61,80,63,132,76,118,-0.52520380529187,3.10537701342603,-3.16583119745235,0.00395276361913477,0.878540372363276,-3.7180084027955
"43","GB53839",10,7,18,6,15,9,1,6,5,15,15,10,4,2,2,11,0,9,7,0,6,7,2,2,1.23906298177946,-0.405502414710409,3.07297791027659,0.00496329439176818,0.878540372363276,-4.3018189147986
"44","GB53865",796,418,1225,343,444,1163,276,566,1164,2847,583,517,1449,893,1128,774,921,828,771,1209,930,1136,704,1437,-0.776912461593636,6.85741835539183,-3.05737658134316,0.00515572736778828,0.878540372363276,-3.54266275860096
"45","GB54186",38,21,24,11,11,23,25,29,30,18,31,42,31,30,49,48,15,26,39,20,20,27,40,40,-0.551308631567559,1.93160738760472,-3.05723063728682,0.00515756074868656,0.878540372363276,-4.02079369903173
"46","GB54356",41,24,80,16,30,75,41,60,54,148,51,39,81,35,126,91,60,52,62,63,66,154,71,195,-0.832628478521611,3.10629596791762,-3.44405025278651,0.00197518375106385,0.878540372363276,-3.58784791782518
"47","GB55383",564,534,956,320,538,562,361,704,653,834,747,795,494,429,588,575,279,499,688,272,228,377,480,272,0.391531186480321,6.12379386630057,3.73686475170749,0.000937258511261316,0.878540372363276,-2.94586640659912
"48","GB55657",49,76,90,48,58,81,52,35,64,117,70,52,81,37,101,126,57,78,84,73,60,150,94,86,-0.539421243448328,3.33311865577475,-3.27595364501749,0.00300951815671393,0.878540372363276,-3.59921102021332
"49","GB55819",20,7,19,5,21,18,3,10,12,20,19,12,5,1,4,7,8,13,18,1,3,8,6,6,0.988644152931442,0.245701337989438,3.13267908658543,0.0042885109851248,0.878540372363276,-4.25070183657998
"50","GB55989",136,110,173,91,83,132,122,151,133,157,113,105,105,110,231,245,89,118,159,98,126,189,154,140,-0.373618665078374,4.20809595948977,-3.06543674149704,0.00505543602567448,0.878540372363276,-3.48182747514991
