"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41202",89,89,73,60,106,119,106,98,113,90,117,111,154,67,67,73,104,38,55,79,17,25,54,35,0.507201370063661,3.35733302374576,2.88271569452756,0.00785736173927887,0.888537702743594,-3.82178511935292
"2","GB41263",14,4,8,3,11,17,18,5,28,14,7,25,32,14,16,31,15,7,21,22,12,20,19,24,-0.908915461634788,1.00688391706209,-3.94552892337274,0.000547040972849261,0.888537702743594,-3.98623230295977
"3","GB41455",124,105,106,71,88,227,225,121,268,214,241,190,254,161,214,171,188,96,178,205,102,106,151,217,-0.303488409783982,4.46731122284639,-2.69721142602945,0.0121707736473668,0.888537702743594,-3.70237371635272
"4","GB42079",144,115,123,48,72,199,225,150,279,186,199,179,250,187,160,167,203,122,177,201,91,124,154,188,-0.344302438760874,4.44094328732935,-3.1216854590981,0.00440570251376182,0.888537702743594,-3.4172867137089
"5","GB42524",116,79,124,36,90,102,138,39,137,126,99,92,116,28,34,37,69,19,75,137,31,46,82,58,0.54862604665305,3.28247659374087,2.94573666307497,0.00675579323267495,0.888537702743594,-3.80692218340716
"6","GB42580",231,169,558,148,232,272,357,392,403,379,209,275,368,220,154,194,106,78,421,176,76,82,265,97,0.592551193924186,4.89330451717395,2.89891869965623,0.0075588972855563,0.888537702743594,-3.53300141259699
"7","GB42833",7,5,10,1,1,11,18,5,20,15,7,21,30,13,11,17,17,6,19,19,5,7,10,10,-0.836751822434403,0.488487282062825,-3.06115140109465,0.00510844843491124,0.888537702743594,-4.25173815407205
"8","GB43119",814,527,969,513,653,536,1035,468,965,1108,1090,941,1036,396,357,153,634,203,869,1045,215,248,921,222,0.694001997704556,6.31381906375409,3.18485724025116,0.00377157684643827,0.888537702743594,-3.40422697249548
"9","GB43158",274,211,204,105,188,220,296,186,372,272,331,233,310,254,265,212,242,163,295,357,148,150,291,226,-0.240364398835373,5.03065435056858,-2.88213729106698,0.00786821998024741,0.888537702743594,-3.51726151136936
"10","GB43427",37,54,33,7,18,44,51,26,79,16,35,80,63,22,36,41,60,35,48,78,46,40,65,57,-0.643463178091368,2.48924269665267,-2.71862971509955,0.011577679489717,0.888537702743594,-4.0593375328921
"11","GB43515",23,14,28,68,66,35,22,13,28,10,5,24,190,25,19,40,106,7,21,78,49,52,45,28,-1.21246844470494,2.0866889058306,-2.79677719139995,0.00963616602749242,0.888537702743594,-4.10042802047377
"12","GB43805",1640,1229,1286,748,953,2015,1880,1506,2551,2117,1772,1054,1631,738,682,527,1264,537,1953,1508,730,378,1135,472,0.604892712044262,7.29288837481764,3.7222503074711,0.000973058092264684,0.888537702743594,-3.2595520500098
"13","GB43840",96,73,86,53,91,126,136,97,133,102,124,117,155,72,104,112,123,84,144,132,66,62,120,108,-0.260029488071875,3.83595309274064,-2.755537951296,0.010618883989051,0.888537702743594,-3.77850393938613
"14","GB44069",35,21,32,14,15,45,60,23,58,44,51,61,46,36,34,39,63,22,40,60,33,41,50,47,-0.414384058826982,2.41601990400519,-2.72342557243152,0.0114486488179599,0.888537702743594,-4.06821722789536
"15","GB44425",55,45,48,27,50,51,53,27,57,61,49,37,41,26,38,22,30,24,43,46,19,16,46,17,0.40422074065335,2.36051726237015,2.75851953085659,0.0105447822319985,0.888537702743594,-4.06722882557275
"16","GB44658",4638,3982,4636,3105,4744,2715,2388,3298,3827,4161,3361,2606,2976,1686,2403,1419,2068,1608,3772,4046,1513,1573,3303,917,0.59556348832816,8.57117763251783,2.76089290765766,0.0104861445191035,0.888537702743594,-3.9421602367759
"17","GB45005",6,4,10,3,1,6,12,7,41,11,7,14,35,13,6,7,15,7,15,13,11,13,8,23,-0.835909654146766,0.485005055499046,-2.71189683450685,0.0117611309484671,0.888537702743594,-4.32028188976979
"18","GB45148",1638,1300,1822,1123,1340,2467,2130,1839,1967,2436,1838,1340,2449,1817,1516,881,1518,414,1906,1447,704,683,1388,562,0.437149030919618,7.60790621105539,2.74940866747977,0.0107727583133312,0.888537702743594,-3.84881469315195
"19","GB45341",101,54,75,37,58,106,106,68,97,100,85,97,138,87,77,67,87,51,97,123,55,54,86,123,-0.291821445197794,3.51028533930448,-2.95549033892756,0.00659901736123472,0.888537702743594,-3.74010151223698
"20","GB45440",221,147,291,95,264,350,286,219,254,308,671,355,241,201,231,80,157,48,280,286,65,97,289,77,0.599608305467556,4.76828201500077,2.87440081872414,0.00801482938019071,0.888537702743594,-3.56262485448343
"21","GB46306",127,99,112,102,107,287,240,143,268,205,256,208,248,182,247,195,291,90,223,190,142,156,216,283,-0.450513570180913,4.67030719820786,-3.36520146697518,0.00240819111828792,0.888537702743594,-3.20598118704465
"22","GB46774",463,324,563,225,161,736,972,568,1569,775,533,679,1200,841,522,644,808,438,587,794,535,361,517,720,-0.501046046170497,6.35363097002875,-2.79387161931343,0.00970249536426393,0.888537702743594,-3.66166578299521
