"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40107",102,128,112,107,144,58,114,118,121,127,51,85,91,53,101,111,120,113,146,96,145,76,136,140,-0.309699731848687,3.87629839978843,-3.6220337009181,0.00125958109868363,0.267362300640406,-0.962955450916859
"2","GB40653",2827,2763,2834,3060,3587,1187,2832,2914,3551,3023,1743,2241,2395,1676,2626,2875,3397,3916,4985,2580,4453,1845,3032,4249,-0.412458369199964,8.62190734816488,-3.7166795415381,0.000988836659158299,0.267362300640406,-0.915664336446029
"3","GB40983",455,492,335,491,624,185,521,464,520,437,224,292,341,273,392,437,368,520,532,404,637,288,457,598,-0.311419766771309,5.85001077496393,-3.5320610777664,0.00158341147805747,0.267362300640406,-1.0997749840695
"4","GB41163",237,324,177,208,313,102,262,232,276,234,130,193,206,123,233,187,274,250,464,265,317,154,242,328,-0.394206586059346,4.99402039291165,-3.98904053042467,0.000489724603606666,0.267362300640406,-0.113383449390044
"5","GB41343",60,124,68,26,61,30,94,160,48,73,22,46,28,27,51,25,12,46,27,25,24,39,44,26,0.822356737879152,2.54572017361158,3.52729103852207,0.00160267707344456,0.267362300640406,-1.37614537868686
"6","GB41648",245,216,207,261,340,140,257,265,284,228,162,172,208,162,190,340,285,259,422,261,344,157,275,360,-0.442890799901324,5.08976593110595,-3.76624124525367,0.000870711158887297,0.267362300640406,-0.594184839418126
"7","GB41742",27,62,31,45,37,15,23,103,31,37,9,18,14,10,17,12,9,15,19,16,34,8,35,18,0.740360697213226,1.64604832978802,3.53462017103421,0.00157316878214588,0.267362300640406,-1.60120140081429
"8","GB41771",98,339,214,172,215,87,178,572,210,147,92,127,77,54,86,91,85,81,218,132,112,71,145,80,0.652886178856133,4.19317006119208,3.66803066173792,0.00111999822089223,0.267362300640406,-0.847105878234074
"9","GB42317",87,184,64,76,101,45,93,180,97,93,56,111,30,28,60,44,34,86,83,58,69,49,93,66,0.50705024221193,3.31717636170137,3.61066975210721,0.0012966034939885,0.267362300640406,-1.06735495141842
"10","GB42642",33,5,1,1,22,3,6,3,5,10,1,7,39,11,9,15,15,27,34,38,9,49,21,5,-1.98531143145762,0.49238292263503,-4.07219200031226,0.00039457556040218,0.267362300640406,-1.27643053786602
"11","GB43505",124,112,102,156,148,76,112,134,137,136,61,64,117,73,119,156,127,127,205,116,201,94,109,163,-0.483988869402736,4.06106748597338,-3.92127888981505,0.000583722343810925,0.267362300640406,-0.323662927356676
"12","GB44040",14,8,5,6,8,4,6,8,7,12,4,3,10,6,5,16,16,7,11,9,16,11,9,18,-0.842286022748923,0.295464657585607,-3.6349342791028,0.00121880326055783,0.267362300640406,-1.913103023113
