"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40270",81,99,66,106,161,123,154,90,79,69,127,195,70,99,75,85,147,38,74,94,99,111,129,92,0.419650800811545,3.77526479997706,2.77517800027814,0.0101323042446663,0.787796421798848,-3.78346573731462
"2","GB40282",64,80,42,110,41,77,92,164,55,43,94,72,120,262,81,90,121,61,72,126,350,133,113,70,-0.541141802740091,3.68496650523226,-3.03445849798204,0.00544617295024539,0.787796421798848,-3.66571142070481
"3","GB41168",55,53,19,37,59,49,54,75,39,46,78,55,33,41,16,43,48,34,20,47,78,45,28,49,0.576336179310953,2.60040175151861,3.07713205121941,0.00490832322590928,0.787796421798848,-3.90073908249359
"4","GB41275",55,30,22,48,58,36,87,42,13,47,69,66,22,19,25,24,46,27,41,34,51,45,46,35,0.589221294205748,2.41900735748639,2.78385815650326,0.00992713997846542,0.787796421798848,-4.04935060535927
"5","GB41296",55,41,26,86,100,29,59,111,14,86,50,40,49,3,13,29,26,33,16,14,74,9,62,46,1.36725871245906,2.2776074397905,3.10779366643784,0.00455366259021981,0.787796421798848,-3.96629415420633
"6","GB41356",14,17,5,9,12,16,14,30,16,10,30,17,12,8,6,8,13,15,13,15,18,5,8,13,0.677647422096458,0.841032237744967,2.65980613117626,0.0132669494419911,0.787796421798848,-4.29710678730088
"7","GB41753",38,80,27,40,22,34,43,92,26,32,78,44,65,135,59,53,83,27,40,95,204,73,73,53,-0.607142737351289,2.93887716294735,-3.25162610149541,0.0031933489123614,0.787796421798848,-3.75107576973517
"8","GB41859",110,186,79,138,107,180,195,222,62,100,163,143,183,351,205,136,234,76,149,191,348,213,243,131,-0.364069225605389,4.47715066805852,-3.36389155864639,0.00241303361961239,0.787796421798848,-3.25163437334184
"9","GB42977",131,165,79,170,108,151,201,190,61,69,146,153,127,294,170,116,260,71,158,179,296,196,252,109,-0.269867650250174,4.37483084173724,-2.87432480644375,0.00800983914900495,0.787796421798848,-3.60253827294988
"10","GB43211",119,67,39,56,89,65,79,82,50,64,82,107,63,53,22,74,64,54,35,70,75,54,64,66,0.576364402239754,3.15553531013005,3.04368453819684,0.0053253197984951,0.787796421798848,-3.78827664918528
"11","GB43363",9,12,3,5,1,8,6,16,6,0,11,9,10,25,8,11,17,4,10,15,11,12,23,10,-0.915793333296831,0.231308242707685,-2.75496621085788,0.010625616335393,0.787796421798848,-4.33263688615958
"12","GB43684",32,23,10,36,26,28,43,29,11,9,45,26,24,32,7,10,22,22,14,20,34,9,13,15,0.722802309172462,1.51339943147224,3.20062254175843,0.00362356694453218,0.787796421798848,-4.07180381766958
