"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40230",26,23,12,5,12,10,11,6,15,18,15,5,5,1,7,6,12,7,14,7,2,9,9,6,1.04154373474195,0.324026713985305,3.19131832373604,0.00370631541751754,0.644963638272961,-4.21350623979281
"2","GB40748",231,150,249,135,326,216,325,485,121,271,366,134,400,329,320,437,321,365,327,470,179,337,352,243,-0.321841708646374,5.27657805633534,-3.16846177487757,0.00392137761283623,0.644963638272961,-3.22181136782895
"3","GB40906",194,155,101,73,123,126,144,175,75,150,165,57,114,51,89,106,135,109,130,100,66,110,140,76,0.497435610615617,3.94092371247496,3.56630905910946,0.00144624296391976,0.644963638272961,-3.16886583663557
"4","GB40944",800,520,691,340,392,424,527,772,429,942,1148,342,937,316,387,678,516,734,786,501,284,480,546,250,0.408001474199822,6.21689368249803,3.15150217629635,0.00408865227191032,0.644963638272961,-3.30940733449135
"5","GB41445",27,9,19,7,37,10,37,36,11,21,51,15,54,33,23,40,23,33,35,53,21,40,36,42,-0.556577123844898,1.89690180012172,-3.14255951560161,0.00417959264674544,0.644963638272961,-3.968521721036
"6","GB41708",2878,552,264,307,3438,175,475,326,1712,191,2268,199,370,51,226,3216,223,181,250,116,94,39,233,23,2.0484538755615,5.44422859897882,3.26202740114242,0.00311050166112232,0.644963638272961,-3.23430931498889
"7","GB41976",12,10,17,4,15,10,18,19,7,10,18,14,22,14,21,25,11,22,23,23,16,38,26,17,-0.561601095445919,1.18136332846815,-3.16094919478471,0.00399464769219345,0.644963638272961,-4.09546139060101
"8","GB42039",34091,35325,15811,13760,11807,15023,13238,7977,20663,21536,18985,10247,10954,7470,5758,9261,16421,16265,21327,13522,10066,6668,8479,6300,0.94910939674106,10.8322587331447,3.39969973574095,0.00220445468287094,0.644963638272961,-3.86224441546225
"9","GB42062",606,478,357,227,353,329,370,394,278,421,683,220,446,145,341,442,287,319,416,287,199,308,284,180,0.581115032730516,5.52759222057634,4.18221400105822,0.000294545841654347,0.644963638272961,-2.42690943933971
"10","GB42249",970,952,635,326,351,451,396,253,461,836,539,315,403,187,89,223,614,445,768,327,283,346,410,229,0.889880438504964,5.79097773585462,3.13933041075595,0.00421290495512123,0.644963638272961,-3.26920723026344
