"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40311",632,571,429,435,411,554,684,602,767,512,346,863,331,413,695,269,407,490,497,624,623,283,565,278,0.462613971835919,6.10020882291356,3.16446762341454,0.00396443365608181,0.495846123074486,-2.98054330990757
"2","GB40489",4208,5303,2373,3009,4384,3471,4378,2259,5703,3750,2276,6602,1525,2350,4864,2017,2149,2954,3221,5117,2805,1677,2819,1335,0.69829053117966,8.75504992094045,3.27656913760192,0.00300354887096855,0.495846123074486,-3.34949785238885
"3","GB41068",1084,1073,736,792,922,1028,1058,1088,1469,780,582,1676,533,808,1254,412,665,850,707,1278,996,489,774,411,0.588798223619638,6.88194061163822,3.3633261078356,0.00241839898671577,0.495846123074486,-2.95115009265474
"4","GB41665",25,21,35,21,9,29,16,25,27,25,18,47,11,17,21,17,16,31,34,12,18,5,18,15,0.59897896553959,1.48491639995308,3.22989261923562,0.00337269748564892,0.495846123074486,-3.82288351367035
"5","GB41850",942,539,1003,710,480,620,577,1096,792,894,403,976,346,544,822,269,467,908,885,964,820,385,645,406,0.443857854310568,6.49601325097017,3.36061168666983,0.00243490749800604,0.495846123074486,-2.86962868497077
"6","GB41981",554,2569,188,433,1005,824,559,213,1358,296,344,2172,129,126,707,738,180,224,269,708,297,147,313,147,1.40685878299387,5.84379340127877,3.17778300354804,0.00383643844802588,0.495846123074486,-2.96470780398071
"7","GB42074",193,153,659,381,91,406,153,87,435,281,341,196,402,462,592,177,422,252,1012,481,340,293,484,574,-0.721736691406322,5.46593470006367,-3.18573343893475,0.00376191830768387,0.495846123074486,-2.91075525196693
"8","GB42378",313,258,374,289,197,228,230,238,365,326,131,278,174,214,387,122,243,286,367,305,269,125,225,115,0.342521180853421,5.06839914137263,3.34868019106194,0.00250877508025944,0.495846123074486,-2.73299107714705
"9","GB42835",2864,3829,1911,2570,2909,1714,2245,1423,2705,3028,1761,3875,1268,1261,2890,1006,1533,2434,1842,3594,2393,736,1822,801,0.74589614774688,8.12545740346585,3.62620427067798,0.00124344435172462,0.495846123074486,-2.99552781459028
"10","GB44002",90,99,303,161,105,152,196,128,203,107,57,229,71,70,148,32,77,122,176,163,205,56,129,53,0.600833562186185,4.01312183065405,3.16490680221815,0.00396014733444478,0.495846123074486,-3.12186234355887
"11","GB44144",839,1070,512,625,1026,740,590,482,935,629,393,1037,305,446,839,376,444,511,494,1013,555,245,471,310,0.740988955390662,6.32800790760122,3.5656713217101,0.00145079061805281,0.495846123074486,-2.65007325609509
"12","GB44311",2091,1535,6382,4087,826,3397,1509,712,2968,4087,1927,1570,8379,3561,5512,1230,4987,2946,12401,5756,5175,1738,2739,5203,-0.865894137541742,8.71366359762249,-3.30875585811247,0.00277204664067887,0.495846123074486,-3.32431420555002
"13","GB44449",947,1005,806,812,760,930,816,684,1254,841,551,1160,633,690,1138,496,663,794,904,1169,921,361,732,425,0.416316921341357,6.7723656105831,3.14652366735489,0.00414342557957774,0.495846123074486,-3.11613572907933
"14","GB45099",5773,7008,2531,3970,6019,3365,3805,2958,4953,3717,2671,5620,1687,2009,4964,1964,2573,3262,2904,7829,2820,1479,2519,980,0.858652652752783,8.82705421977972,3.34945979582964,0.00250388305256716,0.495846123074486,-3.31390176258136
"15","GB45208",290,304,114,184,301,258,276,236,280,201,161,374,92,134,228,104,107,150,132,325,224,128,142,101,0.819740923794286,4.70606455553984,3.41451051345422,0.00212666405760941,0.495846123074486,-2.72916449225163
"16","GB45392",55,27,79,52,23,40,30,30,48,61,33,46,58,70,80,34,40,47,118,82,63,40,62,52,-0.396143637366626,2.79987547437021,-3.46298960985799,0.00188200965964514,0.495846123074486,-3.31598847853243
"17","GB45731",5271,6278,2463,4126,5152,3674,4748,3693,6014,3918,3005,6549,1665,2581,5419,2617,2636,3712,3339,6204,3590,1845,3232,1361,0.728256029885387,8.97226863143204,3.21637652035073,0.00348751249387337,0.495846123074486,-3.42306188958614
"18","GB46395",686,831,784,615,614,665,739,497,1007,744,407,912,464,647,931,341,556,655,743,862,661,357,554,353,0.405362849561826,6.4541667479502,3.32488746021332,0.00266260319212216,0.495846123074486,-2.89322059587593
"19","GB46533",104,83,197,104,49,80,62,67,135,118,64,72,125,114,163,54,114,127,194,146,141,77,119,141,-0.334782953803536,3.8619660629568,-3.23937923576813,0.00329429579703286,0.495846123074486,-3.10381722858388
"20","GB47277",35,23,94,34,10,32,16,19,37,57,33,37,56,52,77,19,34,53,158,55,49,28,61,52,-0.611916998116363,2.48851377624165,-3.28053665101121,0.00297403472566133,0.495846123074486,-3.52905219545106
"21","GB47467",158,151,80,85,135,201,115,129,124,136,79,204,40,69,168,68,51,141,62,97,86,42,119,64,0.796805190314437,3.79703599509279,3.3110759846535,0.00275604241025185,0.495846123074486,-3.07451027828969
"22","GB47576",494,473,401,320,337,392,414,322,633,460,235,597,242,334,547,232,292,369,360,548,457,197,338,242,0.422912272599719,5.68946849079192,3.21687568544734,0.00348320610202323,0.495846123074486,-2.8783097205621
"23","GB48484",1406,1389,636,907,1320,1091,1250,1120,1522,1019,757,1980,521,729,1238,552,692,886,614,1593,1105,527,892,522,0.70489283963938,7.04585612793867,3.34525266842558,0.00253039277076509,0.495846123074486,-3.00124749811495
"24","GB48605",42,39,89,70,20,50,41,19,48,56,28,46,62,52,79,30,57,73,161,68,58,31,82,66,-0.467778849309484,2.8560080951222,-3.20167778461558,0.0036166438986616,0.495846123074486,-3.46119265295331
"25","GB50039",1051,1125,666,817,934,944,909,758,1159,834,490,1400,436,601,1195,522,446,735,697,1062,872,361,818,394,0.627018864852297,6.7235896255867,3.53637674503349,0.00156288545654396,0.495846123074486,-2.7651870073778
"26","GB50112",920,1080,925,528,591,1745,810,485,730,1339,596,823,265,718,649,415,411,735,1007,891,684,390,489,284,0.744209821493306,6.53933884791358,3.82272770057829,0.000750936889552802,0.495846123074486,-2.46725729901593
"27","GB50167",582,692,465,485,494,487,582,646,845,496,351,938,329,384,691,303,387,445,423,742,601,264,493,291,0.54964861594917,6.10799586175553,3.38833172507047,0.00227133310211642,0.495846123074486,-2.76968398806864
"28","GB50210",729,882,285,408,665,489,600,568,688,448,445,693,175,345,626,315,330,395,351,799,505,249,340,245,0.771170903090125,5.96816057773982,3.24703005005752,0.00323234837264688,0.495846123074486,-2.88811573376741
"29","GB50376",6,0,13,8,1,0,2,2,0,13,2,6,7,5,10,8,8,14,20,8,12,5,10,11,-1.68923391710119,-0.463649254372017,-3.7877736254535,0.000821712709242172,0.495846123074486,-3.98544520181879
"30","GB50745",75,42,176,113,27,81,84,37,105,91,62,84,129,116,160,48,92,105,221,111,123,59,177,119,-0.506774808346295,3.67652291563202,-3.50377685400909,0.00169755263548513,0.495846123074486,-2.96066680242784
