"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40509",241,193,293,251,244,374,236,288,135,255,293,251,273,176,138,169,151,276,120,162,189,261,271,150,0.381744406887208,4.92281547127681,4.06697533519007,0.000398198060517341,0.35835418919895,-0.0634575067884908
"2","GB40624",206,120,116,204,81,201,270,165,119,153,225,72,388,609,135,189,155,227,92,351,375,706,347,94,-0.80480812565219,4.76855355284826,-3.63073008301062,0.00122796512627532,0.35835418919895,-0.968261830217659
"3","GB40873",42,30,26,61,27,46,26,20,25,37,31,34,5,7,6,5,31,31,18,19,23,21,17,22,1.1635736541655,1.62704278384966,3.60393337148846,0.00131487201845196,0.35835418919895,-1.76932459178553
"4","GB40997",366,308,335,123,188,427,546,508,188,338,426,203,937,543,229,448,308,542,181,418,454,626,837,341,-0.588859005271724,5.68178732803435,-3.6903452918357,0.00105426795869307,0.35835418919895,-0.834169759819323
"5","GB41344",30,26,25,21,23,23,49,23,11,32,21,14,64,67,16,40,18,44,18,23,62,88,44,30,-0.725194151964485,2.07124369394919,-4.01203678456693,0.000459384123886014,0.35835418919895,-0.970696718824401
"6","GB41360",37,36,54,33,26,72,43,87,15,93,85,31,29,22,9,37,25,34,17,36,35,27,55,14,0.793285441846239,2.27307304267928,3.5871294147497,0.00137240357104213,0.35835418919895,-1.55575896111787
"7","GB41625",908,486,534,531,638,898,2532,916,524,566,636,310,5613,2372,589,1225,464,1308,443,1681,2220,3430,2270,384,-0.952696194375949,7.05976379423946,-3.52292792938599,0.00161568652025988,0.35835418919895,-1.26615287239918
"8","GB41723",221,136,107,100,122,180,296,136,71,84,97,51,350,203,137,103,129,245,99,229,282,277,272,86,-0.644522995036737,4.37834144090167,-3.47239826670707,0.00183622836592581,0.35835418919895,-1.30871382220002
"9","GB41782",193,140,158,90,192,239,323,229,53,232,200,124,602,389,147,318,224,354,110,219,435,341,268,88,-0.649374770555227,4.85058644803506,-3.92688002457518,0.000573008977737809,0.35835418919895,-0.360288346341604
"10","GB42111",177,129,219,252,203,270,159,279,131,233,248,197,187,108,85,120,167,315,71,116,146,182,202,132,0.479761112280128,4.57378200598995,3.42651010686851,0.00206167501754158,0.35835418919895,-1.38117111225719
"11","GB42303",14,19,24,27,18,19,49,22,6,40,14,16,75,46,10,34,23,40,15,33,61,107,46,10,-0.841959109275616,1.87422174009642,-3.54568157597596,0.00152500721731456,0.35835418919895,-1.75382959380602
"12","GB44117",58,40,38,26,62,60,160,73,44,75,49,37,316,184,49,85,41,80,33,73,159,346,117,37,-0.910097580785234,3.33198897919672,-3.45792692356931,0.00190460684421062,0.35835418919895,-1.49383618375528
"13","GB44155",82,55,57,42,77,79,186,61,44,69,74,52,373,141,67,94,40,137,49,137,151,416,184,39,-0.891078184647745,3.64029808897777,-3.82690328022005,0.000742056023145958,0.35835418919895,-0.749229880902519
"14","GB44796",78,46,41,25,39,74,105,63,27,54,84,36,177,90,44,64,50,100,48,82,121,116,82,51,-0.632146582903045,3.16241051661992,-4.222536070534,0.000265326065008075,0.35835418919895,-0.167892478115047
"15","GB45362",63,38,96,53,84,100,64,87,50,82,88,73,59,49,29,35,33,99,44,40,55,93,67,39,0.46534615807662,3.06917376193342,3.48449690738759,0.00178089776023895,0.35835418919895,-1.49930035834226
"16","GB45548",54,32,24,50,20,19,27,27,11,22,31,29,3,6,2,0,30,17,26,13,18,6,14,10,1.74999125620522,1.0727105486878,3.80660061426517,0.000781945537385571,0.35835418919895,-1.75024937955185
"17","GB45627",101,80,66,92,74,118,112,103,53,111,108,78,89,63,35,46,66,114,43,58,103,77,93,54,0.4036412614987,3.43826466409288,3.52674797627888,0.00160010416979978,0.35835418919895,-1.33993619777645
"18","GB45943",6668,4883,3344,2488,5389,5139,7788,4858,2835,3801,3695,2470,14839,10032,4626,7508,3753,5908,2111,6988,9980,11898,7744,2961,-0.640458599395718,9.50355828439798,-3.45538219705714,0.00191688401499114,0.35835418919895,-1.6652842015853
"19","GB47118",82,38,44,60,70,114,219,94,35,75,111,33,432,262,35,81,50,209,47,160,229,415,169,41,-0.975620865537999,3.73114544467028,-3.51011707296175,0.00166902924932477,0.35835418919895,-1.32567166498245
"20","GB47602",188,169,207,231,238,280,249,222,130,255,240,195,234,153,85,149,154,314,98,169,219,282,190,126,0.2894779986365,4.74038656190505,3.44892889648257,0.00194836399460219,0.35835418919895,-1.326976863218
"21","GB47838",90,41,46,57,62,98,137,89,66,84,96,67,284,148,49,154,63,104,47,141,212,272,122,50,-0.716821797480975,3.6967498337496,-3.80282834359002,0.000789585614366087,0.35835418919895,-0.777410448545888
"22","GB47938",1010,737,538,383,594,656,1592,978,383,526,854,212,2673,1618,698,806,701,911,433,1257,2055,2154,1731,334,-0.800265914318422,6.84098722864674,-3.42646031122777,0.00206193368141464,0.35835418919895,-1.43010564954761
"23","GB48333",318,257,331,392,297,392,272,422,196,257,452,256,279,186,172,189,209,392,156,209,235,260,298,198,0.447709515924345,5.21800682976407,3.44203347413313,0.00198255551209954,0.35835418919895,-1.33144344756795
"24","GB48425",327,236,223,132,232,344,354,259,161,276,212,159,725,483,193,260,153,394,180,378,492,844,414,169,-0.567635135840423,5.29960863126974,-3.99601125038176,0.000478919042569402,0.35835418919895,-0.20105929135309
"25","GB49526",8,7,7,4,12,10,13,12,4,12,8,4,56,18,6,10,10,22,8,9,10,37,14,5,-0.813417151823313,0.580232496757365,-3.53614933134617,0.00156237576805241,0.35835418919895,-2.25207762270481
"26","GB50170",70,37,43,42,55,70,192,82,27,62,57,25,448,218,34,148,38,135,31,193,186,343,163,44,-1.22821817679884,3.50268226099376,-4.17220323154451,0.000302627933507061,0.35835418919895,-0.157901416217435
"27","GB50171",175,130,76,90,90,152,400,127,76,79,90,42,597,323,108,193,107,182,91,383,354,409,319,69,-1.04035626810291,4.41846599132723,-4.00552305071981,0.000467227592267469,0.35835418919895,-0.259501611076304
"28","GB50453",2039,915,1262,1616,1178,2597,3451,1729,1115,1297,1295,843,7487,3636,1301,2072,1866,2960,787,2609,3366,4500,3153,1116,-0.737571267539319,8.06128567393274,-4.0228301564834,0.000446672417916913,0.35835418919895,-0.463773847464545
"29","GB50525",665,359,355,224,411,485,861,379,344,426,462,248,1390,928,429,305,417,574,285,691,879,1682,736,315,-0.614241463215348,6.13373099512457,-3.40970611362269,0.00215077493715285,0.35835418919895,-1.41589814446831
"30","GB50822",284,224,166,384,157,188,165,126,133,207,195,228,52,66,51,7,213,101,180,86,97,107,102,98,1.3871443832882,4.11528475104895,3.80059593707147,0.000794141429546782,0.35835418919895,-0.715833827575696
"31","GB50865",114,71,46,56,105,150,140,105,31,95,87,38,352,204,86,168,172,164,51,263,238,140,150,40,-0.913463972346708,3.90017317108561,-3.95123902108117,0.000537942721616792,0.35835418919895,-0.457766849356473
"32","GB50995",526,289,396,584,437,487,472,345,259,541,495,353,353,355,145,265,276,543,218,312,415,459,330,219,0.414376535735173,5.65699981473673,3.52639057066188,0.00160155583553445,0.35835418919895,-1.16608386855601
"33","GB51063",1805,1430,1042,872,1091,1617,2757,1296,669,812,985,383,4221,2638,1371,1305,955,1820,827,2616,2627,3420,2692,720,-0.762520170484605,7.63373337373478,-3.47361303696577,0.00183059825710702,0.35835418919895,-1.4159622890511
"34","GB51342",508,525,611,838,515,892,504,572,305,633,778,454,523,411,288,348,316,864,258,355,393,600,525,318,0.446951248983788,6.08734725053675,3.52543741603186,0.00160543351375182,0.35835418919895,-1.18520146147864
"35","GB51668",31,31,18,16,29,38,49,45,14,25,25,15,95,59,17,49,13,49,23,36,55,103,60,21,-0.709261039655858,2.20468400953478,-3.65553032889665,0.00115254862505135,0.35835418919895,-1.46868394536039
"36","GB51844",127,99,158,118,118,199,189,149,72,158,130,92,281,250,90,109,108,271,99,140,245,367,217,80,-0.420710065684037,4.36738061779553,-3.78180404800836,0.000833527919295566,0.35835418919895,-0.693546008432708
