"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40728",198,58,112,103,123,164,148,143,169,148,115,83,108,77,73,86,37,94,147,69,37,45,115,88,0.475400409900333,3.76939258250839,2.77907786311888,0.0100446475564657,0.894055610376702,-3.78898863127939
"2","GB41118",230,125,184,184,373,254,362,318,223,215,214,253,154,104,93,96,136,212,179,161,80,125,253,144,0.566670373235008,4.65881158902216,2.98744575662553,0.00610755461744336,0.894055610376702,-3.49349241763085
"3","GB41177",56,31,62,44,39,24,58,105,50,72,77,84,115,27,77,67,35,52,141,113,35,43,56,82,-0.442801902966108,3.0388467047118,-3.11150233505319,0.0045156135152901,0.894055610376702,-3.78291155198873
"4","GB41235",11,13,16,7,6,12,6,16,12,18,7,15,8,7,7,4,1,7,9,4,1,3,10,4,0.91083186430261,0.0848550146744511,3.37978826798175,0.00232074320611351,0.894055610376702,-4.2302137331861
"5","GB42538",60,56,73,84,62,35,90,125,91,102,99,91,151,40,109,119,58,76,193,121,67,76,83,107,-0.490187327377618,3.57147408168579,-4.27898643619347,0.000229272305626431,0.894055610376702,-3.02353956138032
"6","GB42667",9,4,9,11,7,6,13,14,10,11,9,8,9,3,4,9,2,7,5,4,6,4,7,6,0.534488395222235,0.0224017209713452,2.77433255844168,0.0101575398344841,0.894055610376702,-4.34226772621499
"7","GB42702",10,11,18,16,16,12,19,22,18,9,14,23,17,4,6,8,6,9,23,8,5,8,10,6,0.578859141501115,0.70375790821603,3.09910214640559,0.00465482738266388,0.894055610376702,-4.21909966955265
"8","GB43128",401,245,395,308,306,390,462,508,411,369,441,421,445,169,287,357,141,266,412,444,174,186,411,196,0.261285659314792,5.49247184560922,2.88717961307391,0.00777204868178714,0.894055610376702,-3.52007540498035
"9","GB43520",304,185,273,220,228,240,362,484,289,303,329,315,327,131,214,229,132,201,305,322,100,164,313,186,0.234338238748549,5.08802664162616,2.79651323663014,0.00963992970937764,0.894055610376702,-3.58454513767995
"10","GB43563",89,53,42,72,108,49,76,63,81,41,48,86,27,20,35,41,32,26,41,33,21,36,39,54,0.769486635139855,2.70086945217481,3.41216249690969,0.00213942270203023,0.894055610376702,-3.74729863763552
"11","GB43584",436,334,513,291,341,319,697,632,630,521,507,470,501,232,237,293,183,219,739,358,195,204,454,214,0.420698862051724,5.6744903554205,3.77932556214823,0.000839859847182897,0.894055610376702,-2.89278300294351
"12","GB43892",3892,1175,2450,4782,1073,988,5769,6089,1127,8765,2953,4120,14642,1368,4844,8468,1071,4053,17416,3068,4938,7469,3391,3490,-0.95085541576683,8.97643220095435,-2.70385344205039,0.0119813446240149,0.894055610376702,-4.00455655587382
"13","GB44256",8,7,12,15,14,9,41,13,11,14,10,8,5,7,1,5,4,5,5,15,1,9,9,6,0.97952226262843,0.208014508451376,3.03343239865552,0.00546330716293746,0.894055610376702,-4.28118926138497
"14","GB44627",3,4,5,10,4,3,6,8,9,4,9,9,21,3,4,10,6,9,18,14,6,5,9,3,-0.657313670166118,-0.0165599193649254,-2.84480382784055,0.00859783670181621,0.894055610376702,-4.33698614285657
"15","GB45005",6,4,10,6,7,1,6,12,15,11,13,14,35,3,13,15,7,7,41,7,11,13,8,23,-0.881819737739295,0.485005055499046,-2.81224583635961,0.00928798764449834,0.894055610376702,-4.30059276326634
"16","GB45455",9,9,34,7,8,14,11,26,31,17,28,46,54,8,13,13,32,23,72,25,31,33,26,42,-0.850672865159361,1.59291780598978,-2.73342253610405,0.0111815835477684,0.894055610376702,-4.19193732159904
"17","GB46180",93,52,90,90,117,47,83,141,153,74,112,94,78,47,82,63,19,82,81,74,28,37,59,52,0.509012299662253,3.30293981895537,3.16084099893073,0.00400023470548342,0.894055610376702,-3.69651129677337
"18","GB46246",24,13,13,13,13,7,9,27,12,24,21,19,39,9,16,21,12,20,34,24,16,18,18,18,-0.555003683088242,1.29284416708636,-3.29895261262588,0.00284085528345484,0.894055610376702,-4.08192899360664
"19","GB46438",26,9,25,36,12,12,46,54,25,57,39,71,55,19,64,29,30,49,74,67,27,35,47,112,-0.811046563545088,2.35946068499809,-3.30487246675617,0.00279922255736393,0.894055610376702,-3.86709392348571
"20","GB47412",2,4,10,7,3,1,4,14,7,6,6,33,19,4,10,9,18,7,28,8,9,6,8,30,-1.06792724019303,0.239658567502137,-2.97231965647666,0.00633485259683341,0.894055610376702,-4.2940577771505
"21","GB47568",22,9,32,16,10,9,16,43,20,24,35,36,81,14,47,21,22,15,62,24,25,28,21,85,-0.800788745937723,1.82885790726572,-2.9084153843658,0.00738706603778594,0.894055610376702,-4.10504012115277
"22","GB47906",15,9,7,12,8,11,14,23,7,12,14,11,6,3,3,7,4,12,8,10,2,8,16,5,0.629366600457615,0.300224948216598,2.70912978056087,0.0118348074611998,0.894055610376702,-4.33378927499518
"23","GB48216",940,912,797,631,981,517,1248,1267,1056,1136,1066,1015,881,402,478,747,438,582,1039,815,351,483,1444,353,0.384178486791992,6.72451184529636,2.74939680843402,0.0107706745220992,0.894055610376702,-3.743805835907
"24","GB48235",16,16,33,29,10,6,39,23,17,34,31,86,61,13,28,37,29,34,86,29,52,47,17,104,-0.877290605776597,2.07893671227315,-2.71582986065277,0.0116511531845492,0.894055610376702,-4.12913527474282
"25","GB48540",64,54,66,43,51,27,65,68,64,57,49,38,52,32,24,27,35,23,70,35,17,21,63,10,0.558769187556346,2.49002108319067,2.79812285659548,0.00960335234159697,0.894055610376702,-4.03408520888675
"26","GB48580",89,70,84,59,45,90,96,127,116,102,99,96,71,50,39,69,32,35,80,123,22,34,108,46,0.476247118023906,3.24780749966737,3.00903366230564,0.00579658016585406,0.894055610376702,-3.78548926608783
"27","GB48834",32,31,44,43,38,20,37,59,48,50,61,69,120,23,69,58,26,47,92,56,63,41,36,88,-0.57433145356845,2.7575408224435,-3.20967254744551,0.00354606578342169,0.894055610376702,-3.80789829361553
"28","GB49296",197,136,209,156,122,128,221,244,211,263,265,235,426,93,226,206,116,180,377,267,145,119,194,220,-0.259454238472221,4.7669579630292,-2.89033819035858,0.00771360611059336,0.894055610376702,-3.53438192405833
"29","GB49458",75,42,73,55,31,62,75,119,76,73,77,61,92,28,38,47,15,35,76,72,14,17,65,35,0.494229009834181,2.80751384748917,3.28170553919632,0.00296558719128356,0.894055610376702,-3.77062999163003
"30","GB49734",15,30,47,28,18,20,29,27,31,35,35,42,22,6,14,12,5,16,46,27,7,14,21,16,0.645192149747114,1.54277844621183,3.31028064417019,0.00276170406777556,0.894055610376702,-4.03899735144371
"31","GB49808",12,17,16,19,10,13,18,13,19,18,22,19,38,18,16,24,12,21,23,38,6,15,16,31,-0.521112945827585,1.3440653331438,-2.72134403429049,0.0115020164498238,0.894055610376702,-4.22476870261267
"32","GB49852",93,50,102,81,45,52,97,154,81,150,163,87,275,32,123,112,82,170,415,163,58,67,92,86,-0.601533735470359,3.80933730537512,-3.10457470339127,0.00459288867871683,0.894055610376702,-3.58968911547202
"33","GB49981",26,43,27,23,16,47,44,37,58,36,27,36,49,18,16,25,7,7,33,17,18,10,24,15,0.654347670826183,1.77751138267758,2.90153672131565,0.00750974265918015,0.894055610376702,-4.11743514724101
"34","GB50072",32,27,26,25,20,24,35,32,32,32,35,27,10,14,14,28,11,12,21,21,11,9,45,19,0.613445883506363,1.62158006060402,3.0597550726895,0.00512430390976159,0.894055610376702,-4.09427962118398
"35","GB50472",41,33,41,31,45,24,67,61,46,41,54,42,58,15,24,35,23,30,45,40,16,21,35,27,0.316877443700923,2.30910983665787,2.78451201610719,0.00991682017808905,0.894055610376702,-4.06694863627278
"36","GB50529",36,32,15,14,17,22,28,20,27,36,16,15,12,12,4,11,5,7,27,23,5,10,19,4,0.868347030237427,1.07767059874616,3.32768310585346,0.00264424636358754,0.894055610376702,-4.11802332073286
"37","GB50602",193,170,203,138,110,93,177,242,223,263,229,228,412,133,226,211,104,191,410,205,147,167,150,237,-0.366929847471418,4.74084942544194,-2.96954197542291,0.00637745876192423,0.894055610376702,-3.48174980924981
"38","GB50955",816,494,597,819,375,448,672,763,611,1554,718,1865,1776,375,1022,840,1042,1219,2049,748,4201,2799,553,1972,-1.09574874998928,7.06540379129535,-3.18468332280508,0.00377190719444915,0.894055610376702,-3.52776316651229
"39","GB51702",197,136,170,193,100,108,219,288,216,278,217,223,334,120,224,256,115,197,379,276,98,125,217,185,-0.294769592826551,4.74043360054656,-3.38543002995184,0.00228810779492123,0.894055610376702,-3.18318805731798
