"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB46222",73,42,36,41,66,93,234,139,237,134,115,201,-1.76670073278866,3.70993549102539,-6.73588162352087,1.17567465673569e-05,0.116368277523698,-3.39895538618853
"2","GB42802",1339,1732,5323,1163,1505,1662,538,587,610,400,810,676,1.51874638600417,7.12291601121609,5.40882006553498,0.000106279114761523,0.525975338954779,-3.51001833255375
"3","GB41921",73,68,156,35,100,142,64,59,52,38,43,74,0.60444884160422,3.19737120445997,3.51475267716325,0.00363253609965368,0.98118118288424,-4.0009946781737
"4","GB42607",738,1982,1111,786,1447,1057,308,402,672,315,302,1564,1.19308303272801,6.62583373135957,3.15665507956852,0.00730846491536151,0.98118118288424,-3.94255526220006
"5","GB42692",200,257,244,81,157,189,140,95,80,72,102,149,0.675329596311744,4.18380466416736,2.99525254565712,0.0100146347175816,0.98118118288424,-3.97879761441669
"6","GB42703",10,14,10,4,4,7,13,9,37,29,143,115,-2.34062213654313,1.19135119403217,-3.12100075665368,0.00783554367832649,0.98118118288424,-4.3408454619712
"7","GB42761",180,144,329,117,317,263,187,171,135,87,68,160,0.615204638181534,4.45585522372784,2.95451352655928,0.0108420272627334,0.98118118288424,-3.95692986057421
"8","GB42797",210,45,222,86,56,273,427,199,370,326,143,439,-1.36678299665225,4.6548485591068,-3.93289848981573,0.00161589698869515,0.98118118288424,-3.64664403616735
"9","GB44672",117,81,188,80,120,202,158,165,216,129,161,248,-0.603452397901892,4.30931046895406,-4.16704169588278,0.00103241239450389,0.98118118288424,-3.59851628458166
"10","GB44722",39,19,69,21,59,52,76,77,70,54,78,74,-0.92298850104598,2.83120120296556,-4.21227479078601,0.000947368787455721,0.98118118288424,-3.94281905593525
"11","GB44744",105,51,80,52,75,106,115,90,108,87,110,126,-0.595858018204774,3.5864212536446,-3.35706831675724,0.00494080511084419,0.98118118288424,-3.96250489324346
"12","GB45107",248,158,276,145,218,310,150,148,159,112,148,156,0.497277297612782,4.58089889570774,3.42077622859218,0.0043630467690662,0.98118118288424,-3.78198025496871
"13","GB45742",7,5,12,2,10,12,13,8,12,20,17,14,-0.937860852548954,0.456268985582656,-2.96874822454775,0.0105455161080165,0.98118118288424,-4.3990604104265
"14","GB45758",797,1309,3970,907,1216,1153,783,842,832,439,361,840,0.95317257877523,6.95812932743386,3.27129045353598,0.00584200044401503,0.98118118288424,-3.94245541262824
"15","GB45870",225,135,157,83,173,244,180,193,318,212,240,265,-0.62090651651049,4.6942855966283,-3.06352764037288,0.00876593320832655,0.98118118288424,-3.88695892755475
"16","GB46056",25,15,35,16,64,43,18,24,10,8,5,13,1.19238809706924,1.33909345022657,3.32832196326447,0.00522610718655441,0.98118118288424,-4.29385469688001
"17","GB46096",18,12,27,10,70,69,1,16,1,1,2,17,2.79076679186256,0.400991417986248,4.19944881300083,0.000970725513936869,0.98118118288424,-4.2976711844217
"18","GB46224",355,1000,777,236,627,832,129,269,160,80,187,396,1.57417480786105,5.42746080609115,4.46409664682462,0.000589312637035723,0.98118118288424,-3.49166210937114
"19","GB47040",427,278,320,191,329,288,690,553,500,350,313,542,-0.759356595530748,5.65995146241516,-3.67588332346859,0.00265534862952828,0.98118118288424,-3.67887955932122
"20","GB47406",14,10,26,12,24,24,55,47,62,17,11,99,-1.29736816102319,1.81224543908456,-3.15896358433257,0.00727558265295992,0.98118118288424,-4.26510553942191
"21","GB47903",480,355,327,98,537,717,130,143,114,99,128,221,1.31854396570764,4.88815093230005,4.79462701233014,0.000319501387508174,0.98118118288424,-3.41875054195805
"22","GB48149",39,26,88,16,40,67,29,18,11,12,25,31,0.965056018304441,1.92879262200521,3.49175636688902,0.00379902113869586,0.98118118288424,-4.20274321219604
"23","GB48447",18,14,36,4,27,32,33,68,100,27,24,78,-1.41586440137368,2.001058323701,-3.79516961282431,0.00210749049784724,0.98118118288424,-4.15515355887693
"24","GB48687",3122,2513,7210,2388,2719,2886,1989,2596,1839,905,493,1250,1.20038325360138,8.11044200574896,3.36252231395744,0.00488846724905462,0.98118118288424,-4.03583230426085
"25","GB48844",52,33,42,47,29,65,102,45,51,70,71,231,-1.08484055331472,2.998303234039,-3.13964582540482,0.0075553547008357,0.98118118288424,-4.11810992976375
"26","GB48912",76,80,74,33,47,59,50,29,32,19,17,32,0.909870653879307,2.46786969691627,3.36160724384386,0.00489720942931788,0.98118118288424,-4.15161116822776
"27","GB49175",150,68,172,64,87,130,429,286,94,163,209,163,-1.02881579539387,4.28471849997288,-3.02065683558574,0.00953064900081464,0.98118118288424,-3.95521580977851
"28","GB49386",98,66,1049,69,81,192,44,25,54,32,29,102,1.65344787986441,3.37883031617071,2.93295354884426,0.0113068779219549,0.98118118288424,-4.12993198761966
"29","GB49543",7207,2406,9073,2301,5011,6543,2682,3795,3060,1498,1603,4122,0.772486002316663,8.88926741330195,3.05745817657433,0.00887037982404352,0.98118118288424,-4.15952062832982
"30","GB49753",1100,97,371,388,485,778,86,116,19,223,130,52,2.35641631993789,4.64871399494247,3.71799792512047,0.00244707589011916,0.98118118288424,-3.80551019693537
"31","GB50006",27,28,46,16,44,71,31,7,9,6,20,26,1.22780399896159,1.58561190011887,3.45731457725352,0.00406288539799981,0.98118118288424,-4.2525122750833
"32","GB50128",440,266,435,194,398,531,429,398,508,379,367,542,-0.369057141472156,5.72729351565792,-3.00641367486638,0.00979907290026725,0.98118118288424,-3.90338533787453
"33","GB50336",247,185,272,132,323,433,273,253,339,361,295,484,-0.491037581020254,5.25947350401272,-2.93267182005317,0.0113130806487684,0.98118118288424,-3.91392537299961
"34","GB51379",9,6,19,10,20,30,6,8,5,6,4,8,1.03790348723075,0.366288593326705,3.24805503210439,0.00611331225964827,0.98118118288424,-4.38128647772585
"35","GB51504",446,218,503,203,553,997,159,237,266,229,178,384,0.745513173452198,5.39545291046538,3.33493206828602,0.00515907222391214,0.98118118288424,-3.7797174489772
"36","GB51802",150,99,194,63,142,278,167,168,165,188,156,245,-0.433472538917636,4.41318003074628,-2.98107884202714,0.0102951574217542,0.98118118288424,-3.94081734154875
"37","GB52084",30,42,61,14,55,46,27,20,19,12,17,36,0.746546320724324,1.9281167766568,2.99225649024851,0.0100732943568146,0.98118118288424,-4.27695376489777
"38","GB52250",266,163,350,154,304,353,289,319,411,357,262,478,-0.556056586468073,5.31082088638354,-4.0306174312149,0.00133955571612543,0.98118118288424,-3.54475127141583
"39","GB52251",165,114,315,136,259,452,691,1005,217,391,327,484,-1.20398971790591,5.39851343784243,-3.67605493980192,0.00265446439067818,0.98118118288424,-3.68132872540947
"40","GB52837",94,105,102,27,48,43,255,194,627,47,165,157,-1.69567740962601,3.84974928649441,-3.1139625849999,0.00794397903763655,0.98118118288424,-4.00881823790015
"41","GB52864",4507,3752,11200,2820,3514,7226,2215,3155,2151,1677,2203,5500,0.816946271630995,8.90417425558549,3.43017621445371,0.00428375522509721,0.98118118288424,-4.08454627747768
"42","GB52910",63,43,58,36,53,66,68,30,13,16,13,28,0.999917167317423,2.24836005058429,3.14917258758464,0.00741606704506039,0.98118118288424,-4.21849475887547
"43","GB52997",258,196,512,140,321,309,215,167,95,63,224,157,0.847760239074089,4.70517422431262,2.99827274241287,0.00995584468790783,0.98118118288424,-3.92483725289605
"44","GB53370",98,87,45,30,37,112,10,34,9,2,12,48,2.0265917623368,1.92873220635536,3.62326014653095,0.00294108063670621,0.98118118288424,-4.20673963584442
"45","GB54988",118,72,157,38,86,184,62,56,50,47,19,38,1.12484103470625,3.11990803292175,4.54707458372513,0.000504744541075713,0.98118118288424,-3.83108509644294
"46","GB55029",628,167,415,331,865,708,6260,6028,11323,443,487,688,-2.22102495297052,7.00361121455153,-2.98397042665447,0.0102373035142751,0.98118118288424,-4.03946077486179
"47","GB55411",326,278,1537,240,553,411,385,295,202,65,121,229,1.13069926360056,5.27515125725388,2.95761518411813,0.0107767250692777,0.98118118288424,-3.92671468470367
"48","GB55616",533,511,803,314,403,587,221,282,249,194,293,472,0.799612079935333,5.64308165749209,4.27045164156348,0.000848459788171636,0.98118118288424,-3.50300025830969
"49","GB55803",29,49,51,19,27,48,37,14,18,10,18,15,0.900555666128936,1.74944335724142,2.94003636170601,0.0111520363913826,0.98118118288424,-4.30406557159851
"50","GB55973",672,705,2002,427,648,1077,493,559,407,292,403,903,0.662737316990079,6.3889396053462,3.10483867365995,0.00808677456420069,0.98118118288424,-3.9305418230798
