"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40167",8,36,28,8,14,9,1,1,1,3,16,9,1.83598456048495,-0.0471635011007465,3.21850689851346,0.00643356414146604,0.917280681204061,-4.45088036859649
"2","GB40686",356,302,275,235,259,544,398,317,395,500,318,548,-0.59915816637738,5.58722097509452,-2.89158199160569,0.012192463084297,0.917280681204061,-4.07975901198784
"3","GB40747",318,473,288,277,175,540,334,227,404,392,372,528,-0.413863986883936,5.53162758249724,-2.89857523989921,0.0120273917779961,0.917280681204061,-4.07485286118674
"4","GB40892",359,426,376,279,270,658,434,299,500,699,374,652,-0.5682858989086,5.82779975537728,-2.89574788060166,0.0120938631545997,0.917280681204061,-4.08933054909056
"5","GB41339",167,66,60,44,87,235,304,156,636,172,248,113,-1.55957270855567,4.2927544137869,-3.06623751912161,0.00866833770457374,0.917280681204061,-4.10846576224425
"6","GB41540",10,10,42,135,20,11,50,19,63,32,188,216,-1.99344665602688,2.39204367323213,-2.94209451113986,0.0110485342059473,0.917280681204061,-4.33432545650077
"7","GB41754",430,1016,853,1081,530,670,256,273,387,344,494,789,0.674217408160149,6.16423364388223,2.90064724445195,0.0119789074149012,0.917280681204061,-4.1155172558872
"8","GB42493",151,1179,1015,927,375,351,77,99,205,215,76,511,1.54588858444759,5.26512939714846,2.98187407296988,0.0102228040868792,0.917280681204061,-4.09049610249869
"9","GB42651",347,509,307,274,230,551,365,229,448,384,397,605,-0.382157257872998,5.63827947723283,-3.1232836076477,0.007752566439109,0.917280681204061,-4.01563200842121
"10","GB42676",455,273,311,157,257,553,725,513,458,509,316,543,-0.948288237433513,5.71989669809257,-2.93528589243472,0.0111963214573442,0.917280681204061,-4.0763115054398
"11","GB43006",1290,6118,5270,6546,1977,2392,735,1134,925,1292,1815,2255,1.15139098827882,8.10237018551298,2.97732779974108,0.0103139975693407,0.917280681204061,-4.23040347958873
