"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40142",7,12,12,26,14,24,4,3,12,3,1,7,1.27033639982197,0.1326236305231,2.74990324822723,0.0160822533667159,0.968949832306854,-4.47954582553492
"2","GB40217",98,161,314,103,212,231,93,55,56,27,91,147,0.880960117131639,3.87275649193137,2.67448540467093,0.0186075089940772,0.968949832306854,-4.23978242777887
"3","GB40228",11,6,61,15,40,47,10,5,4,1,4,13,1.72239030671505,0.569816026164703,3.12819074359445,0.00769394836814629,0.968949832306854,-4.43913319581234
"4","GB40407",16,15,4,6,6,6,14,8,34,24,27,9,-1.58506519512358,0.686977092958482,-3.10375499669916,0.00807064132599152,0.968949832306854,-4.43139792045723
"5","GB40968",11,9,2,5,11,2,11,5,19,9,13,15,-1.50908391492515,0.158305959930955,-2.97888567579476,0.010301004648505,0.968949832306854,-4.46397329629684
"6","GB41129",206,126,183,148,183,244,175,95,236,189,310,218,-0.557798687269234,4.6392203650647,-2.68581032688705,0.0182050491428027,0.968949832306854,-4.1526060621891
"7","GB41257",81,50,147,72,101,75,57,30,37,30,32,65,0.613405406973079,2.96355499371171,2.89045422932731,0.0122394682739534,0.968949832306854,-4.28304333762505
"8","GB41686",349,298,349,250,371,433,336,266,392,447,311,341,-0.469469732327139,5.51959668410307,-2.93841847116262,0.011147256216817,0.968949832306854,-4.07122986135848
"9","GB42346",27,26,96,39,42,59,18,30,23,10,12,20,0.900390922916033,1.92284641588926,2.77299401828233,0.0153783332595864,0.968949832306854,-4.38844101968181
"10","GB42745",8,3,9,2,10,9,8,5,13,20,6,11,-1.03493900940672,0.105348259531655,-2.89216322137033,0.0121987995809776,0.968949832306854,-4.47175269491953
"11","GB43287",49,47,69,42,76,99,59,50,76,85,69,84,-0.602953821238835,3.13713099823362,-3.32811057543827,0.00520275310555872,0.968949832306854,-4.18473736995686
"12","GB43313",8,8,9,11,8,15,16,5,17,13,12,11,-0.739021332795,0.568284489352146,-2.6976266925902,0.017794159191939,0.968949832306854,-4.46654903256414
"13","GB43612",17,11,86,20,14,23,23,6,2,3,4,4,1.61876290143448,0.571473483946804,2.91054912993199,0.0117696032443481,0.968949832306854,-4.45457963042582
"14","GB44527",561,307,523,318,506,531,519,270,505,410,443,450,-0.36776293940378,5.86920780119369,-2.69769506032153,0.0177918083244647,0.968949832306854,-4.15623575390165
"15","GB44548",447,169,289,59,579,142,227,1169,555,233,353,840,-1.55746908287094,5.42329349157315,-2.69560900274338,0.0178636751074683,0.968949832306854,-4.1512367887746
"16","GB44764",11,9,19,13,15,21,7,2,12,3,1,12,1.08038458337746,0.198084492840893,2.75919115841364,0.0157954042719596,0.968949832306854,-4.47746329732872
"17","GB45023",707,821,4839,892,1909,2017,1129,357,706,354,323,829,0.9635970190104,6.91129055861039,2.8455591561186,0.0133569311726836,0.968949832306854,-4.19810188285453
"18","GB45910",288,217,511,187,287,293,323,367,430,390,294,233,-0.685939012050803,5.36790578249154,-2.93981321306464,0.0111169782947939,0.968949832306854,-4.06664766448449
"19","GB45945",194,150,193,116,236,264,186,155,252,180,244,197,-0.532773102426328,4.69713033888152,-2.99222538015634,0.0100362117994679,0.968949832306854,-4.06299663755453
"20","GB46185",12,9,12,6,11,18,12,11,13,14,17,15,-0.724114517569928,0.759065505743837,-2.84077190805032,0.0134818475394388,0.968949832306854,-4.44634207034131
"21","GB46702",8,6,15,10,47,21,22,7,37,26,33,92,-1.42557501407911,1.4466179424344,-3.01057621150098,0.00968292272825873,0.968949832306854,-4.39260436811219
"22","GB46898",269,209,348,228,387,359,279,191,334,256,248,322,-0.307795062081754,5.23472321554335,-2.71203038074229,0.0173055052177656,0.968949832306854,-4.12939546911487
"23","GB47046",334,297,330,283,324,333,308,237,352,349,502,401,-0.580066953014718,5.48430307239456,-2.93078737897678,0.0113143630373868,0.968949832306854,-4.07235421368648
"24","GB47319",133,118,281,194,125,190,157,36,77,41,44,99,0.846736998089445,3.81364391751218,3.05517080441735,0.00887491591792702,0.968949832306854,-4.16268509037722
"25","GB47504",165,106,163,135,228,213,211,94,189,208,125,171,-0.416504088866941,4.44509024027461,-2.73120107202204,0.0166753775399991,0.968949832306854,-4.15329399087939
"26","GB47541",208,185,72,311,207,211,113,261,434,935,1594,344,-1.75308500848563,5.2464044438883,-2.81161575310828,0.0142677723136056,0.968949832306854,-4.12141093816661
"27","GB47909",8,2,3,10,6,12,14,4,11,6,16,18,-1.24288896396342,0.144586625858051,-2.90734161576246,0.0118433922126157,0.968949832306854,-4.46933947610675
"28","GB47929",128,56,231,162,154,196,41,62,57,39,46,135,0.901852649685054,3.60851198884932,3.0007661392793,0.00987022593533364,0.968949832306854,-4.19645528074722
"29","GB48471",38,33,46,33,45,53,45,38,50,48,53,41,-0.580273872866848,2.55104353737919,-3.07021733012266,0.00861767296182261,0.968949832306854,-4.29149736169373
"30","GB48953",34,63,74,51,43,50,25,8,31,28,18,22,0.807915224262627,2.13761024319106,2.86650229864367,0.0128236880340482,0.968949832306854,-4.36150586410999
"31","GB49380",59,88,272,129,112,127,67,20,59,56,40,71,0.806624932379832,3.35020745679367,2.77015356842951,0.0154632713200316,0.968949832306854,-4.2686510280066
"32","GB49843",58,35,113,52,101,112,28,25,32,27,30,75,0.694381818983285,2.73284442313967,2.82141341647005,0.0139987810916574,0.968949832306854,-4.31644349284861
"33","GB50604",24,9,21,10,39,18,18,130,25,136,116,201,-2.37782866556263,2.33264523606412,-3.16413104637642,0.00717148801984237,0.968949832306854,-4.31665812901397
"34","GB51003",12,6,8,8,8,22,10,13,23,23,9,15,-0.97738995407773,0.736080762147984,-2.81626421182555,0.0141395245240651,0.968949832306854,-4.44983673604866
"35","GB51061",8,5,9,4,12,12,10,6,12,15,15,9,-0.843122463168763,0.368443165407186,-2.90707874332251,0.0118494597746467,0.968949832306854,-4.45981818711757
"36","GB51247",1384,1496,3506,1624,2475,2006,958,727,1114,779,810,1438,0.61992883137648,7.5197549031616,3.43248568861727,0.0042420675895636,0.968949832306854,-4.12543957915561
"37","GB51720",51,19,34,16,52,64,48,22,54,48,79,46,-0.816706284589658,2.45317701106634,-2.74529604512699,0.016226425325094,0.968949832306854,-4.34814882108179
