"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40393",12,9,11,12,7,14,1,7,5,6,5,7,1.03450573638901,0.00983710439927945,3.11625804886878,0.00788802563948779,0.999940146045458,-4.45896965913914
"2","GB40710",17,12,48,19,13,11,3,14,9,9,13,12,0.850784267829502,0.814396960637619,2.80441411236885,0.0144860544341828,0.999940146045458,-4.44821329641546
"3","GB41311",1102,1416,1107,1953,854,1824,458,788,217,480,797,1178,1.15233380279174,6.87057062209657,3.39743607840199,0.00455178064003303,0.999940146045458,-4.08409789019171
"4","GB41352",23,14,28,26,12,8,5,9,9,13,11,15,0.698080901937022,0.847379743861781,2.55887061121937,0.0232645836022234,0.999940146045458,-4.46721617457858
"5","GB42054",3662,2672,2748,2148,1457,904,844,1287,787,1684,1098,1424,0.745328733343932,7.69095186215665,2.56870847653408,0.0228300273446436,0.999940146045458,-4.30457221080337
"6","GB42277",77,54,56,49,34,59,16,20,36,45,35,47,0.680258621058607,2.46602331243119,2.57344712349975,0.0226235209504241,0.999940146045458,-4.37873084845134
"7","GB42282",43,23,40,22,44,26,25,40,33,64,47,86,-0.606009195333033,2.36690751038553,-2.69862361441106,0.0177791535333699,0.999940146045458,-4.36637201569103
"8","GB43543",143,105,233,215,56,65,35,73,38,116,51,104,0.862035031135122,3.54238398772833,2.57876049423416,0.0223941153420489,0.999940146045458,-4.29360218635032
"9","GB43571",2046,2700,1427,504,1451,3783,619,455,125,1009,1483,379,1.62638916441916,6.97339006482854,2.67748336539248,0.0185197694593295,0.999940146045458,-4.24612304920603
"10","GB43737",314,186,571,305,267,187,165,467,215,504,467,793,-0.507713355864546,5.46786056373989,-2.55536059670709,0.0234215518473656,0.999940146045458,-4.19226228528844
"11","GB44041",43,43,20,35,24,15,5,8,7,40,9,10,1.31727450535972,1.22265811921473,2.86733475781909,0.0128191825939728,0.999940146045458,-4.42406941929987
"12","GB44092",25,25,46,33,17,23,8,13,11,14,26,20,0.804732035486705,1.4349384561302,3.62669407569375,0.00291060317410331,0.999940146045458,-4.33778433126042
"13","GB45353",16,8,19,21,25,12,1,3,11,10,10,13,1.16614414469135,0.490927696510621,2.96967474665745,0.0105024324907264,0.999940146045458,-4.45076644114035
"14","GB45615",72,298,686,270,94,7,214,659,293,730,819,500,-2.0088625541961,5.00958344427789,-2.72050675825079,0.0170429217511849,0.999940146045458,-4.19219254106633
"15","GB45641",22,17,45,30,28,35,12,17,13,13,24,24,0.692947348801236,1.56921369080284,3.02424280575384,0.00944156270406232,0.999940146045458,-4.38350497581594
"16","GB46683",7,5,13,14,9,9,7,11,12,16,19,23,-0.669375697582785,0.64247206961783,-2.77232174731429,0.0154163017305998,0.999940146045458,-4.45804152782409
"17","GB46687",10,9,35,37,11,7,2,12,3,10,6,7,1.24728026782941,0.374831283898986,2.86499648041761,0.012877611581578,0.999940146045458,-4.46283901855557
"18","GB46706",29,23,18,21,21,23,25,20,32,30,55,67,-0.758108327224682,1.93200356283195,-2.75398420539685,0.0159738304873793,0.999940146045458,-4.38929395828532
"19","GB46984",591,374,1184,1000,448,609,462,849,890,950,1360,1247,-0.588657650889068,6.68662796707897,-2.8878699441888,0.0123171257191481,0.999940146045458,-4.17376144243906
"20","GB47957",1505,1395,2621,2408,1455,1384,704,820,707,1055,1618,1660,0.671700174485204,7.48500161230306,4.10041532927124,0.00116639809344528,0.999940146045458,-4.01663029871549
"21","GB48055",143,113,107,88,61,53,37,41,53,59,47,78,0.738635256071684,3.18931497498377,2.84407127798245,0.0134122822707925,0.999940146045458,-4.27541125471972
"22","GB48435",436,249,740,450,420,249,252,763,328,636,600,1022,-0.529678871809168,5.95779599862561,-2.66112008998445,0.0191135588872628,0.999940146045458,-4.18132821930143
"23","GB48621",52,57,58,46,32,57,25,23,16,38,30,48,0.704480114818641,2.34849059686488,2.80066183234184,0.0145919147448649,0.999940146045458,-4.35474984221274
"24","GB48728",147,67,129,61,90,69,75,162,74,229,132,199,-0.659929966630585,3.8724778880478,-2.74356670259002,0.0162992899647084,0.999940146045458,-4.22494263016027
"25","GB48867",61,41,74,51,43,37,38,67,46,79,73,96,-0.419486695880254,2.92989030188084,-2.77016719379021,0.0154808081170612,0.999940146045458,-4.31079374605109
"26","GB49219",341,117,54,63,100,187,1,33,1,2,6,411,3.31944086005297,2.12249849949732,3.10174742701838,0.00811496490204643,0.999940146045458,-4.373894213347
"27","GB49276",315,201,240,336,283,156,119,139,160,98,236,170,0.698332978568883,4.68720255568077,2.86641728020249,0.0128420774229518,0.999940146045458,-4.12307067438089
"28","GB49475",21,28,46,18,26,33,6,15,18,14,21,23,0.752626565385695,1.4817188126617,2.86403417907166,0.012901733611364,0.999940146045458,-4.40611460550642
"29","GB49870",241,296,412,387,250,227,154,119,58,211,213,318,0.819535408360569,4.8590696172562,3.20769228994251,0.00659655995985974,0.999940146045458,-4.029220731731
"30","GB50899",421,334,741,401,424,397,292,564,453,653,611,833,-0.389510030011022,6.03321158916776,-3.10382627261761,0.00808205847673503,0.999940146045458,-4.0700481300779
"31","GB51071",778,491,1166,1035,542,580,499,1156,848,831,1087,1514,-0.460283215976382,6.79249160709587,-2.58592939201114,0.0220881584442134,0.999940146045458,-4.25162075289326
"32","GB51670",27,17,28,33,33,26,21,40,23,61,66,49,-0.66600853739903,2.15228449299574,-2.87067415271334,0.012736189470352,0.999940146045458,-4.35896846344833
"33","GB52002",71,44,57,68,26,22,18,12,20,19,37,36,0.91436153949986,2.08247772053782,2.92146269528844,0.0115372631329991,0.999940146045458,-4.35982603523076
"34","GB52723",487,286,453,428,185,211,135,197,152,208,272,317,0.565655818021899,5.10505219658867,2.86701824461087,0.0128270763573502,0.999940146045458,-4.10603997863543
"35","GB53366",116,89,149,110,103,105,31,34,81,99,102,125,0.562963782807624,3.56438318965625,2.58498255173781,0.0221283351300393,0.999940146045458,-4.2885504606531
"36","GB53371",9510,6284,11996,8961,8013,5259,9072,18323,20741,12218,14195,11138,-0.890224929770765,10.4649756289433,-3.1443153486619,0.00746698567257883,0.999940146045458,-4.33788108761143
"37","GB53622",14,7,15,10,8,15,8,5,6,4,6,4,0.957476013382887,0.14304946168706,2.58757934310256,0.0220183156299707,0.999940146045458,-4.48984992636019
"38","GB53671",40,19,39,41,34,31,14,17,21,21,30,30,0.547563900436263,1.86392251198357,2.6574692358778,0.0192485445855731,0.999940146045458,-4.40481270549986
"39","GB53736",104,108,236,127,88,114,39,85,70,99,136,116,0.446176854440342,3.78220393334454,2.57274497993998,0.0226540054855335,0.999940146045458,-4.26978653972313
"40","GB54272",16,23,16,16,5,9,1,3,5,9,4,10,1.3458900228811,0.111081207213828,3.12931385556327,0.00768924217461197,0.999940146045458,-4.45407745390944
"41","GB54724",174,119,134,123,98,79,27,77,78,111,90,101,0.564990264516247,3.65806884505025,2.56041136493743,0.023196002110434,0.999940146045458,-4.28500665080097
