"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40280",2507,2386,2300,1470,1349,3262,2959,8885,2054,2583,3117,3891,-0.745934923724114,8.5057313572743,-3.80300599192154,0.00206198021771948,0.959822595714663,-4.13612988209049
"2","GB40591",15,13,19,10,17,21,7,8,5,6,10,14,0.888160582322221,0.635233298586111,3.32599530737528,0.00522446966728335,0.959822595714663,-4.41514102887081
"3","GB40903",12,11,8,6,10,18,0,7,3,3,6,5,1.61081422611126,-0.290459297017972,3.37837123934817,0.00471565928522548,0.959822595714663,-4.44844735606098
"4","GB41545",4452,4190,2629,3753,3506,5740,4555,11379,4910,4525,5727,7460,-0.666884522253937,9.35903394773955,-3.25544053128585,0.00599803209673395,0.959822595714663,-4.26850297598867
"5","GB41965",17,11,31,21,10,26,5,4,6,4,4,32,1.38863428508263,0.595380570694256,2.94231986445479,0.0110629807405734,0.959822595714663,-4.4466290879112
"6","GB42351",1311,1757,1204,850,596,3043,1647,5277,1133,2774,1840,2949,-0.903017065400752,7.84824462614047,-3.57273365735467,0.00322606432406685,0.959822595714663,-4.12180387521114
"7","GB42384",236,238,196,154,181,346,262,452,208,270,262,355,-0.461067906150408,5.08675567660505,-3.54162385500857,0.00342786832798093,0.959822595714663,-3.90242368670677
"8","GB42593",23,19,12,15,7,12,4,5,3,2,10,15,1.24746813337699,0.280822407660523,3.10166413128259,0.00810389262859179,0.959822595714663,-4.44863934563514
"9","GB42607",738,308,672,315,302,1057,1982,1111,786,402,1447,1564,-1.19845484736025,6.62583373135957,-3.26015059584965,0.00594299224694329,0.959822595714663,-4.07398852203405
"10","GB42888",8,12,11,7,11,14,21,46,6,14,20,20,-0.882639298610304,0.921515665653456,-3.0250331833636,0.009413491237484,0.959822595714663,-4.42145113603562
"11","GB43509",14,944,111,19,45,523,2655,3035,725,557,260,1010,-3.32571025286719,5.35146623937963,-3.49915783384833,0.00372409753733362,0.959822595714663,-4.06652715312398
"12","GB43624",9,20,16,19,4,10,7,3,0,4,4,8,1.67111702823189,-0.173749849337011,3.05411948718167,0.00889336164118043,0.959822595714663,-4.46430454462229
"13","GB43916",14,31,13,17,17,23,12,14,3,13,6,13,0.913069994360333,0.849886275119816,2.89945248660591,0.0120270513553787,0.959822595714663,-4.43652960324653
"14","GB44356",19,8,10,22,11,22,8,9,2,3,6,12,1.17787823318295,0.36311208973448,3.337022588378,0.00511295148207676,0.959822595714663,-4.42939178779653
"15","GB44703",1274,1277,1044,641,700,2163,1274,2550,930,1605,1818,1634,-0.582735170538437,7.45351329024458,-3.27993535242849,0.00571726381881718,0.959822595714663,-4.14236229863342
"16","GB45184",369,350,340,341,193,541,484,1018,286,478,403,478,-0.552276418601665,5.77491966127089,-3.20537482284588,0.00661554158082878,0.959822595714663,-4.00972942025201
"17","GB45197",99,88,97,79,85,129,54,114,35,42,65,84,0.578090862008144,3.36132150118502,3.80116774213166,0.00206933528156158,0.959822595714663,-4.07106783615734
"18","GB45438",23,27,15,16,11,43,5,25,5,8,10,21,0.901734206957013,1.00619193420683,3.11422896414445,0.00790715926860866,0.959822595714663,-4.40939256080952
"19","GB45615",72,270,94,7,293,500,298,686,214,659,730,819,-2.14222301665162,5.00958344427789,-3.02216408429499,0.00946640318154929,0.959822595714663,-4.10947036514393
"20","GB45720",426,465,378,282,201,727,446,776,299,556,548,660,-0.51377761611302,5.91328596495247,-3.34304471145669,0.00505306188984774,0.959822595714663,-3.9838291513968
"21","GB45758",797,783,832,439,361,1153,1309,3970,907,842,1216,840,-0.967153564572778,6.95812932743386,-3.36896977389749,0.00480317771292915,0.959822595714663,-4.08014368192605
"22","GB46772",1470,1187,1372,1334,799,4199,1671,4428,1518,2242,2032,4182,-0.772609704005161,8.0027834250906,-3.28476081470787,0.00566352406266043,0.959822595714663,-4.18166565398771
"23","GB47736",783,556,593,477,413,1106,718,1325,583,1421,918,1056,-0.68984828689348,6.69475919989658,-3.93148833635241,0.00160864581827677,0.959822595714663,-3.93911570036745
"24","GB48029",423,716,208,126,178,868,511,1515,525,900,737,840,-1.31442518385683,6.08949390874125,-3.674746730411,0.00264484299675416,0.959822595714663,-3.93393973717182
"25","GB48048",149,130,94,76,126,161,54,136,59,46,93,105,0.589113154334092,3.68572989345241,2.90991318367374,0.0117844191719868,0.959822595714663,-4.19222729539881
"26","GB48062",108,110,119,92,53,110,49,63,40,34,63,107,0.75388562117891,3.29919083955442,3.36835550162511,0.00480895246678317,0.959822595714663,-4.15489895281591
"27","GB48194",160,190,205,100,80,401,268,483,203,313,334,482,-1.01906546479129,4.97815213984058,-4.99190295588376,0.000220488270787925,0.959822595714663,-3.62655541720277
"28","GB48845",309,307,273,253,203,382,304,397,219,363,454,564,-0.424252317113774,5.44013063776954,-3.18197701536526,0.00692552147696599,0.959822595714663,-3.99872843513752
"29","GB48875",1769,598,1329,2256,1817,2364,328,38,58,325,32,1127,3.4322229252277,5.9872125778577,3.90200673538867,0.00170276616079729,0.959822595714663,-3.98431373982186
"30","GB49372",526,435,589,326,286,568,475,927,390,560,637,724,-0.485707718179998,6.10481804683921,-3.36198463446907,0.0048692576720725,0.959822595714663,-3.99567402272469
"31","GB49516",55,35,38,69,49,53,30,27,14,12,33,37,0.973176033608209,2.2071234573624,3.25628067194604,0.00598817732087163,0.959822595714663,-4.30120840762051
"32","GB50034",175,25,49,99,112,96,27,2,10,26,6,51,2.59276716114226,2.14053026067617,3.42337379961504,0.00431842512824099,0.959822595714663,-4.31000820779545
"33","GB50766",18,42,8,8,15,11,17,43,14,91,54,39,-1.36838895621621,1.63044381962682,-2.93645810742446,0.0111901664858869,0.959822595714663,-4.38812530998196
"34","GB51029",140,69,44,45,50,90,43,160,81,141,213,313,-1.0440031943988,3.6636709393377,-2.91834423478488,0.0115923801733002,0.959822595714663,-4.19979375350364
"35","GB51238",394,478,567,333,179,1227,562,2596,507,548,1315,838,-1.0179043781589,6.39327373099475,-3.23185893626999,0.00628135991219964,0.959822595714663,-4.05843081856661
"36","GB51247",1384,958,1114,779,810,2006,1496,3506,727,1624,1438,2475,-0.623310250626552,7.5197549031616,-3.48077625792427,0.0038602116709324,0.959822595714663,-4.11058030649741
"37","GB51720",51,48,54,48,79,64,19,34,22,16,46,52,0.897725410268397,2.45317701106634,3.18877094871955,0.00683404949846359,0.959822595714663,-4.28530820252391
"38","GB52087",111,80,168,110,32,347,358,218,168,178,601,599,-1.45821621737271,4.63743557990855,-3.48945192664887,0.00379535461129931,0.959822595714663,-3.98228675369849
"39","GB52279",41,50,21,9,39,102,45,200,51,122,137,97,-1.48227560276944,2.95463657088161,-3.79247039145839,0.00210449817106018,0.959822595714663,-4.14738648082612
"40","GB52308",807,278,518,188,166,1081,2781,1084,870,1039,1562,1643,-1.9006121925475,6.64113556797002,-4.55466410461451,0.0004927447344344,0.959822595714663,-3.83760157668474
"41","GB52456",103,95,99,93,94,142,52,110,44,62,88,119,0.415083716139779,3.56329655963672,2.9281895521683,0.0113720304306872,0.959822595714663,-4.20205318714977
