"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",18,45,11,5,10,18,15,48,16,31,54,76,-1.40529493125414,1.59827440812358,-3.77444177842043,0.0021779101471678,0.998976425599021,-4.31412976348994
"2","GB40085",10,2,2,11,9,4,16,11,6,11,8,16,-1.25738576465949,0.0981106632808413,-2.48163926261721,0.0269350946463164,0.998976425599021,-4.49976124971549
"3","GB40363",21,43,19,10,16,41,6,22,8,10,12,16,0.780261940190545,1.13355083301513,2.67966303657511,0.0184175879413603,0.998976425599021,-4.44446086619145
"4","GB41339",167,66,44,172,87,113,304,60,156,636,248,235,-1.40443958336957,4.2927544137869,-2.5563434180647,0.0233501366383724,0.998976425599021,-4.23852345849621
"5","GB41552",25,117,51,15,17,57,8,8,5,13,24,39,1.28810005008501,1.56233939627009,2.88463913361355,0.012374895318107,0.998976425599021,-4.40362784486846
"6","GB41767",124,129,154,49,102,237,114,211,107,243,258,216,-0.784680588395053,4.31139591450367,-3.12870565898798,0.00768318057910186,0.998976425599021,-4.08272333652035
"7","GB41942",189,227,135,92,113,153,162,184,97,158,175,291,-0.420670101292146,4.40033311040084,-2.63701923319509,0.0199965034405575,0.998976425599021,-4.1948758919508
"8","GB42383",63,176,87,73,73,148,41,81,34,46,84,91,0.512028256174143,3.34008660633591,2.49030434057281,0.0264935959269694,0.998976425599021,-4.32582307010618
"9","GB42410",1346,1617,359,371,173,569,223,1357,509,5212,3535,3381,-1.57362391685469,6.91771630899597,-2.49350420806431,0.026332321917888,0.998976425599021,-4.28027323052815
"10","GB42519",158,148,99,169,84,207,40,76,45,109,104,124,0.632805997217809,3.79044808102617,2.83732792953306,0.0135682657898399,0.998976425599021,-4.21201683414432
"11","GB42607",738,1111,402,315,302,1057,1982,308,786,672,1447,1564,-0.993526721854112,6.62583373135957,-2.45455158004535,0.0283612457336875,0.998976425599021,-4.2729595958014
"12","GB42623",5,8,2,7,2,4,21,10,4,37,21,26,-2.08581610771538,0.242916874254073,-4.7037741344063,0.000373176115951788,0.998976425599021,-4.3657189311658
