"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40226",280,200,139,122,228,204,156,154,116,229,214,183,0.579612018993191,4.53002620075391,3.12903074616008,0.00786291043351407,0.747166931296792,-3.87407115710413
"2","GB40377",39,29,20,14,28,34,41,20,11,13,7,19,1.1603005116309,1.41853740889896,3.40747653867804,0.00458488992029294,0.747166931296792,-4.30621971056405
"3","GB41347",119,106,100,70,91,165,349,240,65,348,183,207,-0.576448110991172,4.23686616686735,-3.24406608543943,0.00629169039671393,0.747166931296792,-3.89741108556443
"4","GB41348",9,3,6,3,9,8,20,15,5,16,18,17,-0.78779931591666,0.294043482989353,-3.06737599697604,0.0088604398803194,0.747166931296792,-4.43721250083727
"5","GB41774",204,141,129,136,178,175,200,104,84,181,188,153,0.535963963271275,4.28508920083917,3.42747001618716,0.00441094264732277,0.747166931296792,-3.80794863340214
"6","GB42358",17,6,28,7,20,31,97,37,17,89,31,43,-1.08879641010096,1.77079586839037,-3.16427037054504,0.00734389633897915,0.747166931296792,-4.30738427791668
"7","GB42552",78,64,30,24,49,44,29,11,19,43,39,26,1.23023892483507,2.13319842415108,4.10130206020746,0.00121348367542921,0.747166931296792,-4.12260352832488
"8","GB42823",74,47,50,25,81,81,46,48,33,54,55,54,0.711578412388689,2.73573387929494,3.59533469885695,0.00318975935332296,0.747166931296792,-4.08155309584493
"9","GB43143",493,330,349,193,409,495,1068,636,280,1436,586,716,-0.516397428304847,6.01194610693403,-3.54537962816648,0.00351233378310276,0.747166931296792,-3.76348133291354
"10","GB43563",89,53,35,32,26,81,27,42,20,41,41,48,0.906307882953674,2.40400704950484,3.0974926119937,0.00835834757445455,0.747166931296792,-4.22323682495382
"11","GB43691",31,9,17,16,22,23,8,12,3,15,21,21,1.06915675574918,0.938872518669314,3.14039537983323,0.00769165148313628,0.747166931296792,-4.38134538791745
"12","GB43847",46,48,48,18,39,65,42,18,18,21,41,32,1.08774894851016,2.11777960060022,4.42989278586689,0.000655845107274529,0.747166931296792,-4.0848297749588
"13","GB43866",34,14,22,19,40,29,14,12,12,19,35,10,1.13085465950771,1.36792982375589,3.44231430226901,0.00428611219748163,0.747166931296792,-4.30808229687305
"14","GB43988",38,33,6,22,13,24,5,6,15,6,5,18,1.77055613498423,0.73782518094821,3.13378609028818,0.00779079195175723,0.747166931296792,-4.40167690623997
"15","GB44146",733,590,582,423,606,930,1494,912,600,1375,1143,1158,-0.367971632989313,6.71591005655492,-3.35416223619639,0.00508328493414699,0.747166931296792,-3.89719234055692
"16","GB44598",109,84,99,58,104,130,141,91,42,122,112,117,0.359216233921218,3.63252916571693,3.34822532991426,0.00514205629992933,0.747166931296792,-3.95435310348282
"17","GB44629",21,22,26,11,27,27,66,60,13,99,55,57,-0.864024912480819,2.10113561094854,-3.79567418881731,0.00217063101424584,0.747166931296792,-4.17557005139766
"18","GB44777",118,104,98,72,106,125,138,82,66,138,114,103,0.410923186563267,3.73015334349771,3.3640473480751,0.00498692433080831,0.747166931296792,-3.93004424509913
"19","GB44987",207,173,170,131,209,188,268,135,91,188,186,205,0.475138987070375,4.48202930406915,3.35620645858408,0.0050632052827223,0.747166931296792,-3.80294926704945
"20","GB45210",216,137,139,71,145,194,107,109,118,141,168,120,0.688723932281196,4.1063020673231,3.27263716979869,0.00595283537279654,0.747166931296792,-3.88528523782783
"21","GB45612",64,30,59,40,41,63,204,92,39,386,114,115,-1.04895018728042,3.31770809018955,-3.50207853507438,0.00381857366071492,0.747166931296792,-4.00930414211167
"22","GB45676",138,67,78,28,98,133,98,83,23,97,63,94,0.654553814080717,3.26626354962959,3.07884095946925,0.0086658566246372,0.747166931296792,-4.0925737232188
"23","GB45841",6,11,30,4,13,29,97,44,11,115,45,43,-1.56174676902231,1.65392094773908,-3.70047117898271,0.00260551377499113,0.747166931296792,-4.26832096809492
"24","GB46117",6,3,6,5,6,15,29,17,8,24,11,19,-0.949990193311016,0.443425738500039,-3.15857795827437,0.00742535774762647,0.747166931296792,-4.4219629122703
"25","GB47215",4,8,11,4,7,14,35,15,5,41,18,35,-1.11239380257073,0.707425440486773,-3.24748928138832,0.00625009264616653,0.747166931296792,-4.39651577931077
"26","GB48129",24,28,19,12,32,27,113,60,24,115,57,42,-1.01144787426487,2.26025677671272,-3.9835144377945,0.00151690895617382,0.747166931296792,-4.12849023084104
"27","GB49705",1613,1016,921,1030,752,634,364,589,283,757,674,985,1.20087190508913,6.55091052229122,3.82836188867407,0.00203900746804972,0.747166931296792,-3.7492132353828
"28","GB49793",16,11,12,12,8,32,82,46,11,108,32,43,-1.29065331530977,1.67476238015667,-3.68650496671072,0.00267638837891583,0.747166931296792,-4.26018422614985
"29","GB49794",193,193,215,94,179,291,636,355,134,643,346,334,-0.546845778956313,5.05572142746693,-3.45524227278195,0.00418030340902873,0.747166931296792,-3.75310726628037
"30","GB49830",84,73,44,46,55,81,43,48,19,73,55,82,0.73621946355855,2.82691674633403,3.40635946035104,0.00459481022702991,0.747166931296792,-4.10041636306217
"31","GB49919",17,12,11,11,6,16,41,26,9,40,28,25,-0.74916193279235,1.18640780371764,-3.10319462276465,0.00826652560881356,0.747166931296792,-4.36704213146116
"32","GB49985",28,21,29,11,18,41,83,50,21,110,46,44,-0.764870136721241,2.1663809860466,-3.40520685454821,0.00460506871341962,0.747166931296792,-4.21758734068439
