"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40439",154,86,99,82,122,139,100,47,48,85,106,115,0.859101054487872,3.58922271577424,4.97576946906057,0.000242554547037213,0.699390244581052,-3.61862691491913
"2","GB40531",42,32,49,18,44,86,159,84,30,108,206,75,-0.850194839569941,2.99963813784838,-3.54264049353036,0.00353076261708145,0.699390244581052,-4.05191331195731
"3","GB40701",732,455,686,338,929,870,2082,1132,441,1242,2416,1338,-0.613749814541738,6.84463968180511,-3.39118645633153,0.00473149343071718,0.699390244581052,-3.89814704385542
"4","GB40727",376,229,282,218,291,443,379,249,137,287,407,309,0.455226122504427,5.20952909213529,4.53861946411189,0.000536376068500278,0.699390244581052,-3.40123639670588
"5","GB41291",9,7,19,3,15,26,57,27,10,30,62,29,-1.10937640005708,1.26698065030504,-3.54205621327931,0.00353474595155172,0.699390244581052,-4.31878884595174
"6","GB41724",173,98,125,56,176,250,383,263,93,254,457,302,-0.602641396199999,4.58350656460064,-3.54405146704443,0.00352116202009371,0.699390244581052,-3.75550788465786
"7","GB42110",327,184,238,172,284,400,292,212,103,268,352,281,0.478450142834315,4.98076341292686,4.20272610576335,0.00100229712851351,0.699390244581052,-3.49484812260726
"8","GB42469",43,45,88,9,80,37,351,133,35,140,339,210,-1.63946537312074,3.38574542799043,-4.10199230436606,0.00121181327360272,0.699390244581052,-3.90070697995459
"9","GB42527",138,94,148,56,144,140,136,121,34,98,136,121,0.559464982718968,3.77177451428312,3.43650501511584,0.00433432267385844,0.699390244581052,-3.89822907902811
"10","GB42740",87,55,64,47,49,116,215,131,56,142,164,116,-0.581117592818334,3.56563221456771,-3.6563470049901,0.00283603021133951,0.699390244581052,-3.90496139708261
"11","GB42804",387,244,453,220,387,623,1981,1182,275,785,1674,676,-0.924528894898555,6.20785144998652,-3.86673090432356,0.00189472321867306,0.699390244581052,-3.69612780243388
"12","GB43173",73,45,50,33,53,80,144,117,47,81,177,89,-0.54057572589977,3.24211773632902,-3.38933861543033,0.00474844442820434,0.699390244581052,-4.03049830844148
"13","GB43586",77,40,107,37,135,121,426,184,62,192,218,210,-0.927515685430317,3.94860293110814,-3.47830005722338,0.00399788738560416,0.699390244581052,-3.88888323348358
"14","GB44002",90,99,71,32,77,107,303,161,105,122,176,163,-0.711475574746433,3.82284351913582,-3.45195922340115,0.00420671352318466,0.699390244581052,-3.91069032374258
"15","GB45073",1725,1043,1689,671,1308,1707,5700,3635,1347,3241,3727,1880,-0.824263024454114,7.96374744537319,-4.03977598767391,0.00136321285495833,0.699390244581052,-3.88445452884991
"16","GB45812",49,59,82,20,18,154,321,214,42,171,350,114,-1.37495928878636,3.53351231791118,-3.37084718457427,0.00492147886798056,0.699390244581052,-4.01216819252035
"17","GB45817",49,32,25,30,44,35,33,15,10,24,55,23,0.86485730119809,1.89436908989864,3.42465805429339,0.00443478454261413,0.699390244581052,-4.24178147525783
"18","GB46642",235,201,206,158,222,313,294,162,75,213,402,219,0.44778005389313,4.7543435167907,3.30727225424204,0.00556625964614926,0.699390244581052,-3.78934544130975
"19","GB46699",34,20,24,11,12,30,69,75,15,53,130,50,-1.10709090183354,2.11615102558068,-3.83338644349837,0.00201938190534577,0.699390244581052,-4.17114556860332
"20","GB47728",74,49,29,41,58,63,36,37,20,42,59,42,0.775252819324389,2.49423298725727,3.48723589857723,0.00392944957245452,0.699390244581052,-4.14059376746004
"21","GB47938",1010,737,806,433,1257,1592,2673,1618,698,2055,2154,1731,-0.550037815372327,7.30510213771024,-3.33071119866493,0.00531920535705737,0.699390244581052,-3.9660928899769
"22","GB48056",59,45,19,24,31,49,30,34,18,21,25,19,0.978569271648894,1.91815936795611,3.41096177213922,0.00455385912782164,0.699390244581052,-4.24003799945603
"23","GB48238",101,73,121,58,76,159,341,186,68,171,328,154,-0.630681623690827,4.06840107478978,-3.42508709440892,0.00443110563400244,0.699390244581052,-3.8670265843995
"24","GB48241",570,558,315,379,522,827,534,442,150,620,451,319,0.761512017395717,5.82077805281212,3.4517942516627,0.0042080555154468,0.699390244581052,-3.76146072239187
"25","GB48359",47,42,49,29,56,51,56,42,17,42,45,45,0.549573940770384,2.43812523045377,3.30695166894451,0.00556971744080702,0.699390244581052,-4.17891646482939
"26","GB49410",6015,4204,3177,3217,4094,6744,3882,3127,1967,3911,6462,4281,0.613226256310137,9.01694128449739,3.68722464997328,0.00267253460418156,0.699390244581052,-4.05723131546997
"27","GB49484",131,99,91,54,78,172,273,222,85,272,328,154,-0.682806102611223,4.18270675623176,-3.89057914901879,0.00181040961611186,0.699390244581052,-3.72275002791573
"28","GB49539",425,281,172,235,270,433,304,191,118,256,368,251,0.661786094271612,5.05984598293618,3.77742201216772,0.00224772713711184,0.699390244581052,-3.6216022140288
"29","GB49705",1613,1016,921,1030,752,985,364,589,283,634,757,674,1.36039640489728,6.55091052229122,5.18166738297702,0.000168342118254896,0.699390244581052,-3.44827361181926
"30","GB49953",328,231,208,201,249,317,324,192,131,246,315,267,0.46131792622321,4.9668711389982,3.68326513150439,0.00269295288702712,0.699390244581052,-3.65235913503547
"31","GB49957",639,417,447,177,515,691,333,299,148,257,681,524,0.769423278652412,5.62509014228636,3.80203687700433,0.00214421523220781,0.699390244581052,-3.63499224014189
"32","GB49985",28,21,29,11,18,44,83,50,21,41,110,46,-0.778057539374721,2.1663809860466,-3.53243183498169,0.00360101864000852,0.699390244581052,-4.19655348843245
"33","GB50184",63,44,74,31,90,99,223,168,52,159,337,97,-0.893264919541663,3.62596241155961,-3.49947245147129,0.00383764829754314,0.699390244581052,-3.94155589819426
"34","GB50383",42,36,28,12,30,55,99,73,26,70,102,69,-0.731783723249343,2.56492073144541,-4.28610729148963,0.000857225493783771,0.699390244581052,-4.01783858873399
"35","GB50449",292,66,24,42,25,91,13,15,7,22,32,17,2.26228523029213,2.01625195623718,3.79342914891796,0.00217984879254535,0.699390244581052,-4.20289545042158
"36","GB50852",290,252,290,147,189,429,827,451,184,523,719,429,-0.531153742870422,5.47049144399635,-3.58491850144926,0.0032542712580584,0.699390244581052,-3.70403792633889
"37","GB51155",64,28,30,40,79,82,181,149,39,108,331,109,-1.0522907347733,3.35087210183322,-3.47074410327107,0.00405669576002869,0.699390244581052,-4.00532147648362
"38","GB51511",248,169,149,66,112,358,521,496,142,403,579,334,-0.836601209445964,4.98123546818722,-3.81645354506101,0.00208585914872357,0.699390244581052,-3.65207950995862
"39","GB51844",127,99,109,99,140,189,281,250,90,245,367,217,-0.510201985248469,4.42084742191469,-3.55541438154271,0.00344480313473295,0.699390244581052,-3.76576610189296
"40","GB52046",41,37,42,19,43,73,161,117,31,78,204,79,-0.919966647138993,2.99080491744235,-3.8910108221098,0.00180891930077728,0.699390244581052,-3.99098319049649
"41","GB52114",165,110,126,65,134,219,358,232,125,239,316,209,-0.476727147249822,4.47829164182818,-3.98396273226499,0.00151551317701994,0.699390244581052,-3.63429665921295
"42","GB52686",84,57,83,48,48,90,155,104,49,142,198,124,-0.503950682798116,3.51423258680134,-3.45397545814604,0.00419034695735644,0.699390244581052,-3.96042540779337
"43","GB52962",186,162,181,101,199,230,369,303,130,281,441,282,-0.357425460086034,4.82411318699254,-3.35472040828353,0.00507756035366351,0.699390244581052,-3.78282431422834
"44","GB53110",37,21,65,24,51,62,267,80,31,120,284,85,-1.20613875357803,3.10715530074377,-3.48932925513767,0.00391358884449896,0.699390244581052,-4.05119679521703
"45","GB53184",99,85,68,51,73,101,88,56,38,83,91,91,0.491068103480567,3.26245307997782,3.56195976341699,0.00340158138151513,0.699390244581052,-3.97739274730729
"46","GB53931",285,214,202,90,208,427,748,439,166,430,756,440,-0.655421239349007,5.31552108397053,-3.96936132209688,0.00155816124751258,0.699390244581052,-3.58780414919145
"47","GB54005",17,11,8,6,10,24,1,4,1,7,23,3,1.85689555200149,-0.122316408215037,3.665898399657,0.00278439841932071,0.699390244581052,-4.42253668404238
"48","GB54723",24,27,35,23,21,82,214,111,31,96,199,71,-1.35846881180991,2.85702694990521,-4.24927672323761,0.000918436933448005,0.699390244581052,-3.97738727436052
"49","GB54922",11,8,3,7,6,21,34,18,12,31,27,34,-1.17602700146078,0.896393068642088,-3.68773584841706,0.00266990997097145,0.699390244581052,-4.34513899834324
"50","GB55246",3,7,2,5,3,5,28,16,4,20,24,11,-1.52882258305157,0.0650973867954411,-4.1022127095582,0.00121130876825117,0.699390244581052,-4.39078119653703
