"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40845",75,36,73,195,118,181,152,299,144,75,158,350,-0.778105351104595,4.06343808903012,-3.52037520743963,0.0036609765620842,0.743130283945147,-3.84215297159694
"2","GB41044",17,8,17,10,27,16,17,38,30,10,27,49,-0.784949236669061,1.34747372602431,-3.26921101344664,0.00595843802598219,0.743130283945147,-4.32812439538935
"3","GB41118",230,136,212,223,215,214,125,154,184,104,93,179,0.630939628423047,4.41346076447976,3.35954024322728,0.00500008771089383,0.743130283945147,-3.82552646324904
"4","GB41660",7,4,8,16,15,19,12,46,16,15,15,35,-0.926962549335078,0.934130323111016,-3.39768299521958,0.00464345019865756,0.743130283945147,-4.35788776384241
"5","GB41746",29,14,17,40,32,59,24,97,72,20,42,112,-0.832298422073162,2.29877999586765,-3.14816535575277,0.00753748736281669,0.743130283945147,-4.22999352240494
"6","GB41985",308,152,193,313,224,301,187,261,174,92,134,266,0.485862277254078,4.71849716256359,3.28013482009448,0.00583337828316677,0.743130283945147,-3.81977521772224
"7","GB42324",219,98,235,89,171,212,139,77,43,66,34,129,1.22097845936992,3.78470500799071,3.24068562404694,0.00629782487623359,0.743130283945147,-3.97476873666038
"8","GB42373",40,16,35,41,66,43,35,123,66,25,68,127,-0.768196670230945,2.65010068189415,-3.8058872109096,0.00211127085909993,0.743130283945147,-4.06377584201486
"9","GB42431",756,536,705,951,956,1063,605,535,589,286,241,935,0.779730072948081,6.32309171885941,3.39552911533519,0.00466288929201366,0.743130283945147,-3.84968048124038
"10","GB42592",79,34,24,31,37,44,43,8,25,7,8,16,1.51620769040129,1.61960603886097,3.21094829895748,0.00667225756012549,0.743130283945147,-4.31287681592407
"11","GB42753",301,240,275,314,456,394,427,735,395,294,365,811,-0.522309592235443,5.64608526590448,-3.56438684867983,0.00336219675813548,0.743130283945147,-3.7274687558233
"12","GB43064",35,12,8,16,7,11,8,1,1,6,0,5,2.28565347610171,-0.395923672422619,3.17762764441317,0.00711832328394383,0.743130283945147,-4.45734725207865
"13","GB43292",15,10,14,13,26,21,8,10,12,5,11,12,0.791111079758465,0.694983132324886,3.20678723615684,0.00672639788160374,0.743130283945147,-4.39320716895695
"14","GB43508",1584,1130,1120,1116,1219,1400,713,1606,856,376,687,929,0.736660898227889,6.99330110543026,3.46334519769434,0.00408845175090377,0.743130283945147,-3.90707354694726
"15","GB43606",80,24,37,51,25,57,40,9,25,9,6,29,1.46979952067816,1.74548486683123,3.17505706068254,0.0071539493357573,0.743130283945147,-4.30292809453391
"16","GB43691",31,16,22,23,21,21,9,8,12,3,17,15,1.17917556117406,0.938872518669314,3.80308715758687,0.00212264693666181,0.743130283945147,-4.32394374528589
"17","GB43694",52,26,40,44,51,52,26,50,33,18,29,49,0.430983002643854,2.27565946197305,3.13832254591828,0.00768294114764578,0.743130283945147,-4.23127675010968
"18","GB43910",30,13,21,24,29,20,30,43,40,19,31,60,-0.637595190069542,1.86146788653003,-3.50884402896884,0.00374360627019726,0.743130283945147,-4.23557749537833
"19","GB43927",24,22,39,20,53,38,10,41,3,1,10,20,1.63706705445534,1.0967864045451,3.40916362391073,0.00454120439339671,0.743130283945147,-4.35113624662668
"20","GB44302",97,30,45,68,89,75,38,58,42,41,28,56,0.654473818444321,2.74304245210898,3.17146142578438,0.00720408066184807,0.743130283945147,-4.15823160239627
"21","GB44366",32,14,24,37,20,29,10,17,13,10,5,26,1.02895625183218,1.19133114704311,3.71516564042092,0.00251349060694808,0.743130283945147,-4.30172499256503
"22","GB45398",46,19,37,58,37,49,22,31,33,21,17,33,0.694074971687302,2.03454357107675,3.29556248897393,0.00566122771384939,0.743130283945147,-4.24065857729635
"23","GB45548",54,26,13,18,14,27,32,3,6,2,0,6,2.42244530371922,0.344005045995348,3.3249303403277,0.0053474880769265,0.743130283945147,-4.42042985681814
"24","GB45758",797,266,665,571,1400,630,1309,3970,783,907,842,1416,-0.985185015512967,6.86651300985121,-3.28152490671162,0.0058176540020643,0.743130283945147,-3.94295366456369
"25","GB46057",60,27,82,114,114,91,63,55,8,16,8,83,1.49521337368562,2.51021009640685,3.3303952518951,0.00529106230311592,0.743130283945147,-4.18072977926956
"26","GB46087",135,74,79,88,121,196,76,59,36,42,40,122,0.984013745185095,3.34405475382142,3.66084417120324,0.00279082779538431,0.743130283945147,-3.9499733331443
"27","GB46206",49,24,42,52,63,45,31,39,31,13,30,54,0.542510117225341,2.25433966121279,3.2928646385289,0.00569095981919221,0.743130283945147,-4.20996136782024
"28","GB47420",37,33,27,72,55,72,55,136,103,33,65,154,-0.813285080236862,2.97149006295258,-3.99073394413813,0.00148269101250844,0.743130283945147,-3.96697693239568
"29","GB47939",30,44,28,62,73,62,52,142,102,38,65,216,-0.940334792500886,3.03777684249509,-3.68160027185216,0.00268136223832809,0.743130283945147,-4.01156256752215
"30","GB47951",101,49,69,114,124,94,51,67,91,32,36,91,0.671795612664285,3.1881444880824,3.64302100830551,0.00288844157472631,0.743130283945147,-3.98093629843261
"31","GB48020",45561,9563,34984,51234,30870,17060,7521,13205,3444,8815,2586,23179,1.86706985177515,10.8454227642033,3.80189908126865,0.00212749272189085,0.743130283945147,-4.19236397213499
"32","GB48481",281,125,245,297,340,373,239,820,413,210,368,961,-0.648347994164534,5.42711702143072,-4.35921573116343,0.000739718442574834,0.743130283945147,-3.48562561245556
"33","GB48698",274,70,124,148,112,150,62,43,50,40,38,140,1.33075921824551,3.47880680576804,4.24763792003142,0.000911768813641084,0.743130283945147,-3.81174724952637
"34","GB49493",58,32,65,72,99,87,76,217,83,42,97,216,-0.686153951871222,3.4042127064134,-3.78772936867691,0.00218616306018898,0.743130283945147,-3.90711724331457
"35","GB49627",121,44,69,93,130,101,49,104,64,43,61,80,0.515524440912859,3.27497376647738,3.34237787447928,0.00516942551390495,0.743130283945147,-4.02714020831138
"36","GB50123",3647,1628,2705,4252,3580,4470,1410,2910,2651,1261,2137,5096,0.510058197812526,8.44877205553384,3.28384320135403,0.00579152459286812,0.743130283945147,-4.09140661646394
"37","GB50145",79,48,58,106,94,108,95,194,122,48,83,202,-0.495874581709045,3.59004133902565,-3.6014833569592,0.00312960099267487,0.743130283945147,-3.90482121481272
"38","GB50420",119,60,76,114,104,133,59,119,77,43,74,106,0.398326700532587,3.4690626069014,3.17092539784497,0.00721158409948751,0.743130283945147,-4.03171326880467
"39","GB51250",76,50,78,109,230,126,133,884,205,56,313,1411,-1.49122814456609,4.45002420297428,-3.16627253988071,0.00727704458026066,0.743130283945147,-3.92674721761229
"40","GB51815",195,18,41,111,72,101,274,459,138,95,122,180,-1.26284999667728,3.8654711484647,-3.25715399997604,0.00609959397566469,0.743130283945147,-3.97282654309582
"41","GB52078",38,28,26,72,71,89,70,156,93,44,48,141,-0.732267019285984,3.02697552654906,-3.25052856223779,0.0061785820727667,0.743130283945147,-4.09878707409303
"42","GB53566",227,110,231,297,370,381,294,612,304,175,328,665,-0.478586617943131,5.26485102976189,-3.7478432254784,0.00236032086229668,0.743130283945147,-3.65025438619216
"43","GB53832",170,111,222,273,271,292,193,400,471,184,531,485,-0.690892708227644,5.12401033600072,-3.2514806527134,0.00616716856241714,0.743130283945147,-3.81683588917554
