"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40227",19,142,8,60,47,56,7,6,1,41,12,10,1.97080492987897,1.2429858971217,3.1779933717792,0.00711642940713417,0.938171510768709,-4.37426794769648
"2","GB41279",38,49,21,24,67,28,29,52,20,40,56,75,-0.558642407935161,2.30628679808184,-2.85543378293189,0.0132982154778014,0.938171510768709,-4.28608695779394
"3","GB41410",26,23,7,15,23,30,30,22,23,36,27,26,-0.707571014069677,1.56507919532655,-2.66061882996144,0.0193487686130582,0.938171510768709,-4.38699766976421
"4","GB41552",25,117,5,51,149,38,8,8,15,4,23,30,1.65420701779383,1.53714831356035,2.78097648242734,0.0153527862692368,0.938171510768709,-4.38619632923738
"5","GB42072",161,198,101,99,230,194,132,203,114,212,251,223,-0.508059485221775,4.43884510572606,-3.7339452016327,0.00242585634846927,0.938171510768709,-3.72252052599622
"6","GB42229",14,13,4,13,23,11,3,7,6,8,4,4,0.939056335549699,0.077797818206454,2.71539450956686,0.0174179795821565,0.938171510768709,-4.47481737861937
"7","GB42635",26,23,11,5,34,32,30,33,17,48,35,41,-1.04283293821588,1.67691233488749,-3.40375937514221,0.00459146108735248,0.938171510768709,-4.2847078124604
"8","GB43827",236,250,100,148,290,210,192,243,130,156,265,266,-0.322245877934666,4.67004382496829,-2.69691180136027,0.0180474789938226,0.938171510768709,-4.03769636797363
"9","GB44065",61,83,82,39,85,84,65,119,84,79,127,112,-0.76191436439965,3.39558203920573,-3.20968004707333,0.00669175843369638,0.938171510768709,-4.05474771742524
"10","GB44367",126,162,49,44,89,172,6,54,60,14,36,58,1.43809716897327,2.76067077885611,2.99719952063505,0.0101071731683145,0.938171510768709,-4.2228873642678
"11","GB44387",21,84,8,37,79,35,10,23,6,13,16,28,1.01686772304363,1.53010977964229,2.92748238210095,0.0115686270853859,0.938171510768709,-4.36254434055946
"12","GB46047",221,179,86,191,187,182,90,70,24,101,97,186,0.698918236770106,3.90857335298178,2.67597276166409,0.018787462494874,0.938171510768709,-4.1354735788221
"13","GB47120",17,11,7,10,28,18,9,33,13,35,38,23,-0.965820935484103,1.20918058491907,-2.91582425345388,0.0118326204448464,0.938171510768709,-4.38601178928799
"14","GB47771",73,120,10,11,73,6,1,6,5,17,3,2,2.54152860294253,0.533974743681069,2.81811563759117,0.0142917449940663,0.938171510768709,-4.45518793305367
"15","GB47929",128,231,62,162,239,117,56,41,69,34,80,85,1.08126409866253,3.54984743029177,4.23358699822611,0.000936996932921481,0.938171510768709,-3.83029557609839
"16","GB47930",34,45,19,28,49,47,29,58,19,62,59,68,-0.658978043039453,2.36721763392136,-3.5973781860287,0.00315640946136596,0.938171510768709,-4.15902961727001
"17","GB47951",101,67,32,36,91,94,51,91,49,69,114,124,-0.57646840625447,3.1881444880824,-2.77500248130574,0.015530523170299,0.938171510768709,-4.19146687758249
"18","GB48011",10,8,6,3,10,9,10,12,5,7,22,19,-0.942838329495756,0.273609576028764,-3.08744943923295,0.00848403302698277,0.938171510768709,-4.43620708328181
"19","GB48065",65,66,37,56,111,52,67,82,34,70,71,120,-0.495262080078807,3.07438056091016,-2.72794572313519,0.0170027756120595,0.938171510768709,-4.21769198677191
"20","GB48123",37,24,24,19,29,34,56,31,21,44,48,46,-0.855762013333709,2.08742339654259,-3.13653674216391,0.0077129447357819,0.938171510768709,-4.26811421953748
"21","GB48332",9,14,6,8,13,12,9,13,9,10,18,16,-0.551285081355119,0.555433843885115,-2.69670148709154,0.0180547682515109,0.938171510768709,-4.45074071309654
"22","GB48354",9,1,4,2,4,4,8,5,8,10,13,13,-1.6254425869949,-0.360267769039457,-3.36369135837358,0.00496250781779093,0.938171510768709,-4.45226161481915
"23","GB48469",77,178,50,102,212,124,66,70,33,72,77,104,0.472269429381157,3.47374806252378,2.8958527976485,0.0122987529695564,0.938171510768709,-4.12540675147106
"24","GB48544",119,133,51,91,103,123,141,105,63,101,137,156,-0.474817457515732,3.76620382624703,-2.80275777747841,0.0147214866783803,0.938171510768709,-4.10002967230868
"25","GB48832",261,92,104,65,105,151,119,886,147,399,359,249,-1.65013427798523,4.56125485535823,-3.65395505270568,0.00282991463262641,0.938171510768709,-3.77022579369116
"26","GB49016",36,110,14,57,127,50,12,27,9,28,11,69,1.14513781301938,2.07983695612884,2.78788154857702,0.0151498317667163,0.938171510768709,-4.33157480469617
"27","GB49017",188,433,115,268,389,225,56,94,22,207,60,344,1.1036220659419,4.25462572552433,2.75718541147631,0.0160726674576477,0.938171510768709,-4.08748090721427
"28","GB49071",16,11,4,5,12,10,11,12,11,17,16,22,-0.939620475079925,0.58881171437285,-3.59205741331929,0.00318901592606626,0.938171510768709,-4.37694638853018
"29","GB49153",94,49,29,22,51,40,91,71,57,65,73,59,-0.929142561666029,2.80976366547103,-3.03446460521655,0.00940261140203858,0.938171510768709,-4.191345190149
"30","GB49260",205,131,185,136,256,180,785,326,245,190,280,359,-1.22029373823812,4.95230816938412,-3.28167714672202,0.00581873163244759,0.938171510768709,-3.83519828500844
"31","GB49387",17,17,12,12,15,6,32,24,11,22,23,16,-0.99521961295961,1.0773445043698,-2.82206729780424,0.0141831778651269,0.938171510768709,-4.40626687005437
"32","GB49440",266,574,86,75,251,100,65,60,52,62,63,132,1.07670016447396,3.80577060505153,2.72142866267501,0.0172171436092222,0.938171510768709,-4.14258332250137
"33","GB50288",44,71,19,29,47,44,31,50,28,49,72,67,-0.529287419153396,2.47328714439432,-3.08970920237683,0.00844690589664419,0.938171510768709,-4.22518408618227
"34","GB50875",26,23,22,12,46,23,23,67,27,29,40,41,-0.881504976281695,1.9165005692401,-3.10534599915097,0.00819439263924351,0.938171510768709,-4.29314026739705
"35","GB51004",61,122,43,94,147,96,29,62,30,59,62,71,0.538287702733693,3.07972904434733,3.00402618845086,0.00997429733455158,0.938171510768709,-4.15997064373632
"36","GB51029",140,160,81,141,245,69,43,69,30,43,107,51,0.963299385295119,3.40489710000873,3.24795974344737,0.00621239388579305,0.938171510768709,-4.06416356166225
"37","GB51111",253,577,167,351,579,337,194,264,119,192,232,320,0.434823760952683,5.11530573865419,3.07868894715252,0.0086295062388194,0.938171510768709,-3.89468840980217
"38","GB51949",18,51,5,9,18,22,1,3,0,8,13,15,1.71903084217916,0.0807689577779097,2.91091198199548,0.0119456297527408,0.938171510768709,-4.46419215264554
