"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB40001",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0934247608911229,0.0503404251078287,3.00317535619469,0.0167623995062395,0.986626166527141,0.998562884549095
"2","GB40003",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0.114834230571465,-0.88161799246872,2.98673899582935,-0.295177447276043,0.767858329311097,0.998562884549095
"3","GB40005",3,4,5,7,0,1,0,7,5,11,5,15,1,0,10,4,1,23,13,1,2,1,7,22,7.38297694721013,-0.497854666247976,0.707569364524398,-0.703612523674785,0.481674109998502,0.998562884549095
"4","GB40006",11,11,30,9,8,12,10,31,30,753,10,690,36,25,11,8,22,239,150,13,22,25,371,426,109.361711617878,-0.735537059381382,0.856105920040606,-0.859165953841897,0.390248964057064,0.998562884549095
"5","GB40007",114,187,519,213,24,139,53,501,753,88,177,76,487,288,134,193,129,68,73,356,124,245,108,237,204.379343878545,0.245818995249464,0.382704248063758,0.642321052073899,0.520664748069428,0.998562884549095
"6","GB40008",1620,1527,2325,1256,345,1066,867,2591,2701,458,1178,396,1971,994,943,474,955,903,830,2344,1773,1360,721,1046,1212.34030283604,0.22313625849101,0.268157759063029,0.83210815629826,0.40534789842429,0.998562884549095
"7","GB40009",462,2149,801,717,76,417,589,926,1286,307,716,188,751,544,450,1152,363,258,387,1436,880,1174,401,463,701.112927561886,0.165590979152969,0.375548942019219,0.440930490344705,0.659263319334413,0.998562884549095
"8","GB40010",1905,3284,5200,1979,267,1660,1461,6512,4323,1027,2881,1236,5093,2179,1660,1389,2078,1003,1084,4785,2711,3077,1261,2777,2339.03131760553,0.192622252770933,0.297284127293573,0.64793991702327,0.517023811726914,0.998562884549095
"9","GB40011",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,2,0,0.539824380083333,-1.07465892203367,1.38285333957294,-0.77713152311983,0.437081177448212,0.998562884549095
"10","GB40012",373,226,91,38,176,92,119,162,158,90,136,119,57,30,125,123,91,190,125,155,106,78,137,164,136.513325569631,0.241141042963834,0.332177319564406,0.725940721299245,0.467875111394779,0.998562884549095
"11","GB40013",170,458,213,312,97,23,295,91,90,46,344,31,31,24,194,50,158,246,73,106,248,22,50,114,156.56895804669,0.760782074841369,0.499337288093636,1.52358354359209,0.127612776614704,0.998562884549095
"12","GB40014",148,83,143,59,94,172,145,292,201,84,94,184,359,206,128,68,215,87,118,156,172,193,104,173,142.897858083237,-0.168833602784229,0.159945989508821,-1.05556634025461,0.291166385769942,0.998562884549095
"13","GB40015",33,31,46,15,44,48,78,134,56,22,64,60,133,71,57,18,110,20,45,50,60,82,41,61,51.7698549766021,-0.208170747514778,0.196747210916723,-1.05806200019217,0.290027177204184,0.998562884549095
"14","GB40016",23,8,20,1,7,16,8,48,21,5,28,22,22,10,10,8,29,18,8,26,10,15,10,47,15.9780320547104,-0.0962879603326526,0.323969058316387,-0.297213446348998,0.766303556765829,0.998562884549095
"15","GB40017",105,70,112,39,70,114,102,214,139,74,94,136,227,134,95,70,142,43,77,137,118,135,68,140,103.254044884931,-0.0626785558212592,0.137850088397384,-0.454686366544605,0.649334890488031,0.998562884549095
"16","GB40018",261,274,208,164,375,286,483,254,264,177,435,244,295,218,401,269,392,159,262,287,315,441,220,273,284.436006616994,0.013075790459648,0.158880710448811,0.0822994208844552,0.934408614927059,0.998562884549095
"17","GB40019",168,177,231,101,308,276,328,443,239,96,277,161,464,255,262,89,541,171,269,202,326,216,110,251,230.71297416322,-0.112852295127091,0.171614432528536,-0.657592100293348,0.510800272055424,0.998562884549095
"18","GB40020",57,54,78,29,81,78,143,176,109,45,111,107,152,59,72,37,153,48,52,87,94,68,57,114,79.3298619791435,0.146112579097623,0.156174650732225,0.935571671923543,0.349493765524104,0.998562884549095
"19","GB40021",6745,4521,9563,5561,4446,12443,12105,16038,8769,5621,7109,20590,31809,12932,9202,5833,15838,4390,9801,10062,7788,6220,5502,13392,9620.56674945348,-0.0916378428889718,0.238066161264932,-0.384925948324898,0.700292280417566,0.998562884549095
"20","GB40022",220,103,138,99,147,461,213,227,214,44,181,80,193,310,370,107,434,52,192,80,256,231,108,169,180.338869481451,-0.198349470409091,0.271123704522816,-0.731582916212328,0.464423178650429,0.998562884549095
"21","GB40025",0,2,4,0,0,1,1,1,2,1,1,0,1,0,0,0,1,0,0,3,1,0,1,2,0.845691980267621,0.61239262502716,0.782500607802868,0.782609775533155,0.43385629922271,0.998562884549095
