"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB40001",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0934247608911229,-0.100827184677424,3.00317535619469,-0.033573525591653,0.973217233880149,0.999844363155821
"2","GB40003",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.114834230571465,0.380064652653654,3.00197343812139,0.126604935216047,0.899253090640086,0.999844363155821
"3","GB40005",3,1,7,0,4,1,7,2,1,11,5,15,4,5,0,10,1,0,23,13,1,5,7,22,7.38297694721013,-0.716317297342472,0.702212763779542,-1.02008584048945,0.307687751482092,0.999844363155821
"4","GB40006",11,36,9,8,8,22,31,22,25,753,10,690,11,30,25,11,12,10,239,150,13,30,371,426,109.361711617878,-0.733207413907657,0.856134781028955,-0.856415870672189,0.391767789185668,0.999844363155821
"5","GB40007",114,487,213,24,193,129,501,124,245,88,177,76,187,519,288,134,139,53,68,73,356,753,108,237,204.379343878545,-0.384129981600322,0.379230833688987,-1.01291864341219,0.311099022550372,0.999844363155821
"6","GB40008",1620,1971,1256,345,474,955,2591,1773,1360,458,1178,396,1527,2325,994,943,1066,867,903,830,2344,2701,721,1046,1212.34030283604,-0.342487211332548,0.263630788429462,-1.29911689515804,0.193903815804864,0.999844363155821
"7","GB40009",462,751,717,76,1152,363,926,880,1174,307,716,188,2149,801,544,450,417,589,258,387,1436,1286,401,463,701.112927561886,-0.321191867137633,0.37253612677197,-0.86217642815145,0.388590438906021,0.999844363155821
"8","GB40010",1905,5093,1979,267,1389,2078,6512,2711,3077,1027,2881,1236,3284,5200,2179,1660,1660,1461,1003,1084,4785,4323,1261,2777,2339.03131760553,-0.214441047602824,0.297026990877952,-0.721958118920369,0.470320227041462,0.999844363155821
"9","GB40011",0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,1,2,0,2,0,0.539824380083333,-1.0163831820334,1.42836897494845,-0.711569069238628,0.476731666254379,0.999844363155821
"10","GB40012",373,57,38,176,123,91,162,106,78,90,136,119,226,91,30,125,92,119,190,125,155,158,137,164,136.513325569631,-0.227187170676782,0.333075900262138,-0.682088288278982,0.495183125744906,0.999844363155821
