"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB40006",11,11,36,30,9,25,11,8,8,12,10,22,239,150,13,31,22,30,25,753,371,426,10,690,159.021916818578,-4.31560877484834,0.663972798207306,-6.49967707487457,8.04926061307775e-11,1.05300427340283e-06
"2","GB45462",6,4,16,12,3,6,7,6,5,5,7,12,60,22,10,19,8,4,12,35,50,61,12,121,24.3714017010159,-2.58858557456889,0.489295108922582,-5.29043828022092,1.2202359541705e-07,0.000443356529028808
"3","GB50550",419,197,1059,310,195,476,1299,290,273,546,586,471,1696,1627,222,1381,2373,318,515,7067,6731,2525,361,4521,1809.80560092167,-2.72080083690186,0.51616712393332,-5.27116259588307,1.35562308218562e-07,0.000443356529028808
"4","GB50940",2,2,3,4,3,0,2,3,5,1,2,0,23,18,4,2,6,6,2,40,25,49,6,73,14.1258456789294,-3.43219167486051,0.641394582101441,-5.35113917491383,8.74022679149327e-08,0.000443356529028808
"5","GB43779",8,9,59,13,5,21,19,8,7,13,23,27,22,32,9,128,102,18,19,133,103,98,15,126,44.3284384888204,-2.22803268013256,0.445041257374018,-5.0063508567254,5.54716056069345e-07,0.0012094659075832
"6","GB43784",64,25,334,59,33,192,141,54,33,79,154,135,225,220,64,725,721,75,68,1124,884,602,61,809,317.293538384665,-2.48355902070071,0.49601599339054,-5.00701399510171,5.52809089890636e-07,0.0012094659075832
"7","GB53833",5,3,9,7,2,4,4,4,0,3,3,7,38,8,4,34,2,7,3,21,36,69,0,94,17.1063606449303,-2.93111769655788,0.618731272101991,-4.73730329905602,2.16580904032903e-06,0.00404758769508349
"8","GB49034",0,0,1,0,0,0,0,0,0,0,1,2,10,3,1,2,2,3,3,3,8,7,0,9,2.72052711800922,-3.80401927043768,0.820335097542017,-4.63715289256271,3.53241122026331e-06,0.00577637544793557
"9","GB42046",5,3,8,11,2,13,6,2,9,4,9,17,26,24,9,16,11,2,6,48,43,87,7,90,21.3782224471264,-2.35185168210447,0.519915695958212,-4.52352506452026,6.08181135097893e-06,0.00841551224854647
"10","GB50178",40,32,63,100,48,22,40,16,54,33,64,48,97,85,87,109,75,56,51,214,119,341,82,224,93.5713329812663,-1.5946923200201,0.353461948641803,-4.51163788958839,6.43289424288829e-06,0.00841551224854647
"11","GB41739",16,10,22,21,10,12,11,7,15,17,8,24,18,20,26,46,19,23,24,33,36,56,20,50,23.0084662920546,-1.17633483495672,0.263641788083409,-4.46186791368811,8.1248303841519e-06,0.00885741925712293
"12","GB42302",2,0,2,3,1,6,2,0,1,5,1,5,32,3,9,91,175,0,2,18,40,0,2,6,15.9763105662757,-3.7531096737641,0.840083714293043,-4.4675424721481,7.91233056564028e-06,0.00885741925712293
"13","GB55188",6,7,28,16,5,11,6,4,4,6,9,15,45,31,13,41,8,22,7,29,23,43,13,37,19.0046872417775,-1.67597150556472,0.377394945158056,-4.44089547850942,8.95853023912953e-06,0.00901503789140711
"14","GB55218",135,87,224,140,81,66,87,99,98,53,150,164,30,97,76,88,73,114,66,24,55,96,59,46,87.4488384090588,0.760468750164621,0.173524643720673,4.3824827059652,1.17334482590413e-05,0.010964069294627
"15","GB53352",2,1,3,0,0,3,0,1,1,1,1,2,15,13,0,4,2,3,1,10,14,18,0,24,5.91183458563143,-3.15770004862165,0.724765337148812,-4.35685853995705,1.31942480615065e-05,0.0115071435427085
"16","GB47407",36,48,47,43,10,54,81,53,31,48,99,65,123,112,52,122,73,50,75,102,150,194,61,313,90.180687527932,-1.42683087527611,0.334681709254038,-4.26324724603664,2.01477373575395e-05,0.0164732937569582
"17","GB42908",7,5,4,16,1,5,40,7,9,2,6,7,17,31,17,30,4,9,8,202,70,93,6,32,32.4219506231131,-2.6195352787351,0.618789414106921,-4.23332270885046,2.30263718924931e-05,0.0177194704175055
"18","GB41545",4452,4555,11379,4190,4910,4525,2629,3753,3506,5727,7460,5740,1445,4173,4112,3560,4333,4445,3814,1853,2144,2900,4809,2427,4124.16378871169,0.676165282014488,0.161749677601714,4.18031919469695,2.91100190671668e-05,0.0197473192861773
"19","GB43783",13,10,147,26,1,60,30,13,6,29,41,36,48,39,22,252,199,25,13,210,205,214,16,263,82.2203122475375,-2.2276013178291,0.536355671501133,-4.15321667354532,3.27834051667123e-05,0.0197473192861773
"20","GB45704",113,88,301,158,58,101,85,87,65,86,139,257,102,131,269,304,169,145,182,129,161,428,239,382,165.129151621047,-0.879817166895714,0.210250802405286,-4.18460789129237,2.85658749877437e-05,0.0197473192861773
"21","GB47214",24,11,34,13,13,19,14,10,20,19,22,28,31,18,23,31,28,20,30,74,75,75,19,159,36.9731810445999,-1.61208471740331,0.386746311032818,-4.16832603547837,3.06844818689476e-05,0.0197473192861773
"22","GB48747",4,3,25,17,3,4,4,9,4,4,9,11,5,33,13,20,5,4,9,47,45,38,7,118,20.2903566941606,-2.18373993509186,0.527463304749282,-4.14007934851477,3.47185708287783e-05,0.0197473192861773
"23","GB52281",17,6,20,14,2,6,30,10,8,21,13,17,32,7,25,65,8,31,13,26,50,109,9,184,31.0045282523276,-1.95018468854317,0.470777642334451,-4.14247515849046,3.43577592820597e-05,0.0197473192861773
