"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB47495",192,114,105,123,137,143,331,218,221,221,173,220,295,116,212,404,179,287,392,326,126,129,138,221,200.147354762517,-0.634028916448936,0.128446034650499,-4.93615017523992,7.9679761616317e-07,0.00393179783695716
"2","GB54226",41,39,100,27,34,59,114,56,80,70,55,45,70,19,25,23,13,30,26,41,17,16,10,11,38.1807071156866,1.009811858885,0.203039665501391,4.97347085551656,6.57646648329867e-07,0.00393179783695716
"3","GB42326",1236,791,1744,1078,967,2204,1846,1184,1457,968,1223,1350,1313,549,708,444,500,683,828,767,595,354,548,421,935.062529087017,0.755595374498302,0.158757776472883,4.7594227589057,1.94147404545878e-06,0.00466458116326853
"4","GB43446",491,316,566,276,440,615,835,453,534,532,469,471,508,119,236,371,177,226,327,412,215,223,228,291,363.484657357351,0.556686597591062,0.117952417182806,4.71958617624847,2.36324914543952e-06,0.00466458116326853
"5","GB55578",321,225,502,203,203,495,989,379,370,366,394,452,463,130,194,196,103,207,180,314,104,141,145,183,272.861671909947,0.751355696360923,0.158758825508473,4.73268616062432,2.21567934914583e-06,0.00466458116326853
"6","GB55250",1385,941,1323,1038,734,1650,1491,1349,1363,1473,1106,1440,1227,599,723,670,503,863,1118,1298,444,481,625,735,968.93506757607,0.461500175528121,0.0995098168007256,4.63773515383214,3.52247745143749e-06,0.00579388832803944
"7","GB48385",298,229,421,211,169,328,402,311,431,340,263,246,355,138,198,137,100,149,145,194,83,97,144,105,214.820476545634,0.699542503599733,0.152364967245763,4.59122931107502,4.4064287113154e-06,0.00621243499313881
"8","GB45435",172,151,144,125,184,203,267,245,172,208,188,173,312,118,200,221,164,256,266,263,135,118,142,257,189.98210510405,-0.409114426939982,0.089745189262266,-4.55862236519898,5.14902610043101e-06,0.00635196732314421
"9","GB43234",2069,1623,2756,1155,954,2869,3200,2017,2315,1942,2258,3082,2423,1086,810,874,423,1173,1296,2080,625,622,769,774,1503.08775923197,0.760953432100913,0.175851169114875,4.32725830559489,1.50976869635644e-05,0.0137546575077729
"10","GB45367",100,68,83,63,94,87,130,112,119,125,122,109,178,60,99,107,121,105,154,172,57,89,63,119,101.8322838893,-0.389114772724927,0.0897962516923046,-4.3333075199872,1.4688570597392e-05,0.0137546575077729
"11","GB52191",641,342,536,414,430,388,1391,330,526,339,559,626,1765,401,490,1534,396,1034,1783,925,537,289,472,998,674.356693504943,-0.923977141645394,0.213886862997329,-4.31993404689344,1.56075839685657e-05,0.0137546575077729
"12","GB54209",207,83,114,95,97,150,355,113,139,147,164,219,360,74,118,386,169,270,389,259,164,113,127,294,183.223282224106,-0.810926991844333,0.188383774445889,-4.30465412549243,1.67246823480875e-05,0.0137546575077729
"13","GB40629",309,151,253,214,153,229,886,273,237,263,112,170,301,88,83,89,20,127,66,85,68,61,74,100,163.82898862249,1.14269418150323,0.26798773973257,4.26397932473905,2.00818034254697e-05,0.0152451783081508
"14","GB42881",525,354,428,366,472,510,945,720,593,672,582,591,933,296,520,734,445,694,774,831,350,335,390,556,539.991223393979,-0.293103748483098,0.069207965294836,-4.23511581700796,2.28433939514508e-05,0.0161029610647763
"15","GB51561",119,107,87,70,109,176,259,156,150,170,156,141,237,72,157,168,159,148,210,210,103,111,104,177,142.557858462982,-0.428799934319796,0.102753382806338,-4.1730979809002,3.00485639477886e-05,0.0197699518400483
"16","GB44879",216,140,161,135,183,184,291,238,196,280,191,207,290,99,230,232,206,267,316,285,131,133,144,227,200.296995905182,-0.351408951424658,0.0846090540458126,-4.15332561494404,3.27677946716759e-05,0.0202115853509231
"17","GB49083",469,342,430,306,416,436,888,599,537,594,535,478,763,250,503,581,462,581,688,786,234,385,359,462,479.359148036629,-0.281614404531279,0.0684943479381005,-4.11149843759048,3.930995355391e-05,0.0228205842131493
"18","GB46449",96,99,102,86,96,174,206,154,115,202,137,136,213,74,150,137,114,199,238,206,84,125,109,227,140.481820782003,-0.515681919465253,0.126342211470907,-4.08162809136834,4.47213191296451e-05,0.023229194657393
"19","GB53881",353,235,286,234,321,313,485,447,385,477,436,381,538,185,300,435,407,353,630,594,211,298,294,439,363.109348989498,-0.378566895841239,0.0925085874796452,-4.09223517681032,4.27235029690566e-05,0.023229194657393
"20","GB41860",109,56,119,96,35,109,79,98,111,48,81,142,67,45,26,45,24,40,49,61,30,34,36,34,62.8976942586038,0.849792188093552,0.209657738803051,4.05323549202175,5.05141077042495e-05,0.0237392251872971
"21","GB49180",729,640,672,558,807,850,1002,934,700,813,551,749,577,384,563,511,411,424,679,708,257,227,224,218,560.436176629414,0.549203316059225,0.135495450254588,4.05329710353597,5.05008001899513e-05,0.0237392251872971
"22","GB51889",121,73,166,75,184,222,388,230,180,173,222,171,374,98,196,287,258,264,320,333,135,120,99,294,196.058658665191,-0.620342457857526,0.153934844316061,-4.02990278525784,5.57999251678224e-05,0.0250313391582381
"23","GB40563",333,276,296,185,299,427,808,508,427,408,476,350,717,172,359,469,623,517,690,645,368,246,257,577,415.009755947704,-0.537509108625808,0.134620857614094,-3.9927624749401,6.53079792309051e-05,0.0266323226654242
"24","GB41645",1223,1108,973,1112,657,1215,1086,1010,1046,1086,638,1046,961,543,575,639,256,679,699,677,398,323,329,316,747.200142142921,0.688976931133122,0.17568989728699,3.92155122048751,8.79807410564802e-05,0.0266323226654242
"25","GB41710",191,86,75,57,29,41,3875,41,65,38,102,115,370,32,22,2281,99,224,1450,129,956,29,62,77,197.240680210858,-2.1193327252201,0.53667876056551,-3.94897819877745,7.84854985271192e-05,0.0266323226654242
