"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40076",4.95582705760126,5.22035582507832,6.3491389913798,5.8348107370626,5.13579843705026,5.47227067367148,5.30826769740121,5.21493575760899,5.04985600724954,4.99043258677874,5.11799381241676,4.62497281328427,0.132505060859587,6.80174213553307,4.18324725943194,0.000778058560831523,0.951521106157695,-0.422977841523245
"2","GB40089",5.4380793089232,5.5834963087817,5.91620206260743,5.96357934361845,5.29330482472449,5.53338948872752,5.75890177387728,5.35658627467201,5.18738580584075,4.88280192258637,5.23644196282995,4.96284463025991,0.114807431342576,6.84110588954833,3.07823965824637,0.00755224791223358,0.951521106157695,-2.31321471706477
"3","GB40101",3.2188758248682,3.52636052461616,3.46573590279973,3.73766961828337,2.99573227355399,3.76120011569356,4.24849524204936,4.27666611901606,4.27666611901606,3.68887945411394,3.95124371858143,3.66356164612965,-0.189392064431666,6.35209925100137,-3.90924106270949,0.001362651225843,0.951521106157695,-1.5925798933838
"4","GB40186",0.693147180559945,0.693147180559945,1.38629436111989,0.693147180559945,1.09861228866811,1.09861228866811,0.693147180559945,0,0,0,0,0.693147180559945,1.11024751777809,4.2381766173806,3.32403852751167,0.0045535027659644,0.951521106157695,-4.44892281264019
"5","GB40356",3.8286413964891,3.73766961828337,4.8283137373023,4.77912349311153,3.98898404656427,4.33073334028633,3.91202300542815,3.85014760171006,4.07753744390572,3.58351893845611,3.93182563272433,3.80666248977032,0.144783861988776,6.45885158459149,3.34465917076259,0.00436385253179385,0.951521106157695,-2.08015430346903
"6","GB40538",4.29045944114839,4.63472898822964,5.13579843705026,4.99721227376411,4.49980967033027,4.93447393313069,5.12989871492307,5.26785815906333,5.3890717298165,4.62497281328427,5.15905529921453,5.04985600724954,-0.0821538917274927,6.71354925652604,-3.12620110121846,0.00684381551275266,0.951521106157695,-2.23166950992268
"7","GB41303",4.15888308335967,4.7361984483945,5.21493575760899,5.03695260241363,4.46590811865458,4.97673374242057,5.03043792139244,5.52942908751142,5.49306144334055,4.72738781871234,5.5683445037611,4.89034912822175,-0.100435375591988,6.72777093211422,-3.39283582934689,0.00395086107521736,0.951521106157695,-1.78097912153024
"8","GB41603",6.23441072571837,6.62406522779989,7.76259604854007,7.11476944836646,5.92425579741453,6.75809450442773,6.76388490856244,6.8001700683022,6.32793678372919,5.84643877505772,6.29710931993394,6.3456363608286,0.0886864963768854,7.09366723399839,3.12292563392404,0.00689003803237535,0.951521106157695,-2.23592088175409
"9","GB41898",4.34380542185368,4.14313472639153,5.28826703069454,5.47646355193151,4.62497281328427,4.44265125649032,4.74493212836325,4.00733318523247,4.04305126783455,4.20469261939097,4.11087386417331,3.73766961828337,0.188585375224666,6.57090241237826,3.06859039814034,0.00770327130964497,0.951521106157695,-2.3775636301166
"10","GB42959",4.70048036579242,4.7361984483945,5.54907608489522,5.73009978297357,4.70953020131233,5.38449506278909,5.77144112313002,5.79909265446053,5.87211778947542,4.99721227376411,5.78382518232974,5.21493575760899,-0.0922079627551904,6.82142212079062,-3.27610382686315,0.00502662342848367,0.951521106157695,-1.97094352868762
"11","GB43222",4.99721227376411,5.36597601502185,6.28599809450886,6.10702288774225,5.28320372873799,5.52942908751142,5.86078622346587,5.37527840768417,5.12396397940326,4.91265488573605,5.33271879326537,4.94875989037817,0.101713337412619,6.83987249118725,3.04605180544121,0.00806770537824521,0.951521106157695,-2.36887505890604
"12","GB43788",4.14313472639153,3.73766961828337,4.77912349311153,4.15888308335967,3.73766961828337,4.64439089914137,3.71357206670431,3.95124371858143,3.49650756146648,3.40119738166216,2.77258872223978,4.07753744390572,0.238854692618812,6.39807513392683,3.20115624962053,0.00586591944685828,0.951521106157695,-2.38594336496133
"13","GB44163",5.98896141688986,5.76832099579377,6.24997524225948,6.47850964220857,6.02344759296103,5.41164605185504,5.62762111369064,5.56452040732269,5.37989735354046,5.48479693349065,5.10594547390058,4.90527477843843,0.179631706598997,6.89685552068318,3.10801554885443,0.00710436713945933,0.951521106157695,-2.26290868649968
"14","GB44302",3.43398720448515,3.8286413964891,4.04305126783455,4.33073334028633,3.3322045101752,4.29045944114839,4.23410650459726,4.49980967033027,4.70048036579242,3.97029191355212,4.46590811865458,4.21950770517611,-0.130490630901735,6.47615720667372,-3.18219768149853,0.00609935694973234,0.951521106157695,-2.28563695800403
"15","GB44315",3.58351893845611,3.73766961828337,4.97673374242057,4.67282883446191,3.68887945411394,4.40671924726425,3.97029191355212,3.36729582998647,3.25809653802148,3.09104245335832,3.09104245335832,3.87120101090789,0.290411943789352,6.37102267382001,4.64406423027266,0.00030726501360474,0.951521106157695,-0.742235980778876
"16","GB44657",3.73766961828337,4.26267987704132,4.82028156560504,4.31748811353631,3.46573590279973,4.47733681447821,4.26267987704132,3.8286413964891,3.29583686600433,3.3322045101752,3.55534806148941,3.71357206670431,0.198909731596597,6.41300044194108,3.82945542599257,0.00160545036731509,0.951521106157695,-1.53022480398708
