"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB44026",1,7,7,4,11,8,10,20,21,11,9,14,-1.6183143425735,0.397926815733388,-5.21852855691526,0.000137056505662411,0.838533402910799,-4.33495792202869
"2","GB54423",725,1927,1485,1295,1239,1653,646,1015,816,431,542,613,0.662032208557875,7.09528770386583,5.11284921459074,0.00016601334446858,0.838533402910799,-3.58906343861426
"3","GB40253",2963,6894,4164,2450,3366,2102,1650,2542,2370,656,1128,1058,0.938233650489105,8.32251622235292,3.37061123544661,0.00466411352645526,0.999189672272964,-4.09011697145338
"4","GB40263",195,556,335,486,388,578,117,452,233,100,155,114,0.863302301506123,5.2460075943486,3.45846116463286,0.00392142907039643,0.999189672272964,-3.81476508512158
"5","GB40673",2009,9529,9313,6091,5683,6159,7109,5847,9417,5764,7274,8554,-0.738110065832785,9.89115210803326,-3.2089978621258,0.00641830191127593,0.999189672272964,-4.24084647791318
"6","GB40984",75,188,174,157,155,173,138,181,201,115,117,171,-0.395084571679263,4.45625313816767,-3.28061215508217,0.00557159961260366,0.999189672272964,-3.91313322248765
"7","GB41311",777,2956,2086,2469,866,1217,662,1027,1703,527,284,340,0.939303513474658,7.16213668348804,2.95861376090505,0.0105165863124365,0.999189672272964,-4.07626087418725
"8","GB41389",225,371,401,317,303,474,218,240,205,89,128,130,0.71271954215795,5.09345292313447,3.83271186678125,0.00187881400319337,0.999189672272964,-3.70574677734806
"9","GB41798",749,3189,2032,1724,1573,1939,1131,1536,1394,509,769,873,0.451512094689035,7.56561002850542,2.94997159224447,0.010696901296502,0.999189672272964,-4.11471599612036
"10","GB42439",21,12,20,17,28,22,24,36,48,81,57,59,-1.65305337594749,2.18041716179881,-3.6359040314935,0.00276429779266205,0.999189672272964,-4.24529568656808
"11","GB42540",487,1217,1118,1408,1274,1077,1682,1511,1183,1093,1010,1738,-0.753986246499922,7.43929065212004,-4.05328322605484,0.00122249515344647,0.999189672272964,-3.84442754864757
"12","GB43812",7,28,16,24,25,16,5,14,18,2,5,5,0.961373718722327,0.722765416459861,3.05006714510043,0.00878312130869977,0.999189672272964,-4.434338900224
"13","GB43940",23,61,52,42,38,39,47,56,56,38,35,37,-0.473948684428853,2.65305805291127,-2.98273580382306,0.0100290056741526,0.999189672272964,-4.27035948226907
"14","GB44086",32,102,105,124,91,76,74,105,145,69,83,98,-0.522989715413038,3.68297505020026,-3.12799248257201,0.00753159255432255,0.999189672272964,-4.09249095075958
"15","GB44200",8,39,20,27,23,34,3,30,7,3,10,6,1.24216636980339,0.960682265468179,3.10906083965138,0.00781831954261095,0.999189672272964,-4.41665500250514
"16","GB44209",161,527,631,435,472,550,561,504,646,405,311,459,-0.512626896890743,6.03875876121508,-3.13574477850758,0.00741721925592377,0.999189672272964,-3.90638494931172
"17","GB44367",60,89,58,172,88,19,14,36,3,25,9,0,2.77326232491138,1.75182008646658,3.1872979784244,0.00669936334554023,0.999189672272964,-4.37530610232227
