"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41071",16,69,35,48,17,45,55,87,91,33,89,106,-0.970776926946697,2.86548648889312,-4.80379663220414,0.000288940212127849,0.938158749777007,-3.9825810165617
"2","GB48068",138,234,172,115,155,77,333,383,356,158,316,460,-1.14877245123184,4.95999572910226,-4.66975045971301,0.000371474460414574,0.938158749777007,-3.50614226829319
"3","GB48832",147,105,151,70,68,37,399,359,249,112,490,329,-1.76782344075508,4.55299091040159,-4.89294992431347,0.000244770593832292,0.938158749777007,-3.58175784872212
"4","GB54962",7,10,2,5,6,2,67,31,36,18,67,152,-3.26567066512741,1.22296780590724,-5.37217422889242,0.000102111709725665,0.938158749777007,-4.27608919726048
"5","GB40848",31,112,111,90,31,42,102,144,110,74,120,163,-0.770502815418451,3.61631786969429,-4.35139079358471,0.000680276822910091,0.950618272059026,-3.85853929038175
"6","GB41679",3,39,17,10,10,17,4,4,4,12,11,2,1.45489161615669,0.328606787176157,2.92833095124452,0.0111102950434505,0.950618272059026,-4.46190953910535
"7","GB41700",66,199,157,82,68,114,29,95,98,65,72,41,0.880078011274034,3.56321769554609,3.2010074139228,0.00648260285048336,0.950618272059026,-4.10035310718557
"8","GB41725",239,676,681,711,308,332,609,708,736,361,709,978,-0.433420902259416,6.31473879534839,-3.02189153877978,0.0092381276593286,0.950618272059026,-3.97149298599999
"9","GB42319",134,463,335,375,160,174,194,209,252,117,229,181,0.474164309783721,4.99594397449279,3.75946206369113,0.0021501075105344,0.950618272059026,-3.70154634292547
"10","GB42480",24,57,46,57,29,47,44,61,85,46,81,80,-0.545600150752747,2.92850628006964,-3.08614431579802,0.00813668344525127,0.950618272059026,-4.21691651762521
"11","GB42552",24,43,26,28,10,9,49,44,39,21,60,37,-0.840714711002267,2.0859458231663,-2.98745253264244,0.00988794513669754,0.950618272059026,-4.33130021184837
"12","GB42581",1,9,4,2,2,5,10,14,11,2,9,20,-1.36313406779363,-0.200233794806905,-3.31031415617108,0.00522096737920871,0.950618272059026,-4.45863281097093
"13","GB42643",1,6,5,10,0,8,30,14,18,19,24,4,-1.91329632537324,0.17355387630446,-2.95169929389214,0.0106103024157167,0.950618272059026,-4.4668572924181
"14","GB42889",45,199,104,83,60,68,39,86,71,49,75,49,0.615246693439059,3.37010168872278,3.04817529805408,0.00877076768225335,0.950618272059026,-4.160232595458
"15","GB43075",116,333,274,196,96,116,133,118,160,110,134,133,0.519471658726252,4.45059777431287,3.20557527910096,0.00642424498172321,0.950618272059026,-3.94012727796009
"16","GB43362",28,164,201,199,66,134,290,290,341,78,261,242,-0.905250965306615,4.5361618749505,-3.35048904641671,0.0048217158408683,0.950618272059026,-3.89931146030372
"17","GB43552",42,226,142,184,88,88,162,246,193,92,230,269,-0.610207738460711,4.4150136172487,-3.44657081354973,0.0039866190271426,0.950618272059026,-3.87879294637137
"18","GB44090",74,424,258,166,123,111,64,191,107,94,149,69,0.79526846039247,4.2605903951977,2.97804821517692,0.0100731060145591,0.950618272059026,-4.04236265663015
"19","GB44219",194,407,477,130,249,121,98,52,130,185,108,87,1.3294263386279,4.4992765607097,3.17825081695079,0.00678129949541598,0.950618272059026,-3.96916763084008
"20","GB44739",11,43,36,23,13,22,15,11,14,6,27,19,0.765274893444953,1.40420200203681,2.98030403783188,0.0100283816909101,0.950618272059026,-4.38953372553657
"21","GB44934",107,290,214,242,114,176,137,170,193,74,188,181,0.344372694769797,4.59036118796909,2.99124216200273,0.00981428486328639,0.950618272059026,-3.98507518134135
"22","GB45756",8,18,12,9,4,5,4,2,3,6,6,3,1.21044428407997,-0.157056453475836,3.14188929166515,0.00728725576037819,0.950618272059026,-4.46880239865104
"23","GB45861",229,191,159,373,54,170,419,369,348,504,888,843,-1.55251060376488,5.45322658007972,-4.09506264668198,0.00111570278017319,0.950618272059026,-3.65093885579134
"24","GB45969",12,122,39,17,10,16,166,87,99,31,106,93,-1.66090349866203,2.74718259920691,-4.13305564135368,0.00103641698230629,0.950618272059026,-4.1071925376814
"25","GB46073",44,125,101,61,40,40,34,48,57,45,50,35,0.626790532326033,2.94952763808011,2.91359388792228,0.0114374652908876,0.950618272059026,-4.24518242439717
"26","GB46149",14,63,30,27,15,27,13,21,21,9,28,21,0.645948108267075,1.68322014184688,2.93227627268283,0.0110242815130476,0.950618272059026,-4.37208226559584
"27","GB46249",38,122,166,206,59,70,205,222,186,60,208,237,-0.74732836414803,4.21960266908407,-2.98169649035635,0.010000872575519,0.950618272059026,-4.04563955354025
"28","GB46281",3,8,12,2,2,2,25,17,10,5,12,12,-1.43239827750028,0.102954305751035,-3.34682656297085,0.00485680951251079,0.950618272059026,-4.44443155778881
"29","GB46984",226,550,572,528,336,605,855,935,734,335,825,1148,-0.619964368699852,6.41139934203715,-2.94079219344635,0.0108408515767512,0.950618272059026,-4.00969191981538
"30","GB47722",30,41,24,38,9,41,41,51,68,29,102,83,-0.997866530456308,2.55878860272734,-3.34967958946244,0.00482945006488123,0.950618272059026,-4.22771836331677
"31","GB48130",181,47,29,113,24,85,191,205,181,229,418,184,-1.89623056306131,4.12101591324943,-3.88590064282845,0.00167768265133663,0.950618272059026,-3.87793302794454
"32","GB48146",413,118,105,247,66,70,504,401,306,257,783,172,-1.44551884215572,5.01482572079604,-2.91211568964191,0.0114708005153786,0.950618272059026,-4.00483025787307
"33","GB48653",10,36,21,14,18,9,6,11,11,4,14,4,1.14037784892111,0.754915574184499,3.33551377892391,0.00496683213546611,0.950618272059026,-4.40735871783294
"34","GB48961",262,922,777,761,239,300,1260,961,899,334,748,907,-0.664245052652295,6.48060684532271,-2.91037630101164,0.0115101483182312,0.950618272059026,-4.02538523929957
"35","GB49175",67,140,150,130,49,72,326,173,156,66,190,241,-0.785757358246759,4.22470131958076,-2.92901270405016,0.0110953848001727,0.950618272059026,-4.06063355537101
"36","GB49753",295,102,101,99,20,25,374,258,211,240,458,249,-1.92517883972891,4.41743159999859,-4.09679923981097,0.00111194683595652,0.950618272059026,-3.78715628959559
"37","GB50121",2955,5751,8321,6689,3489,4528,14247,12641,8707,5058,9219,8608,-0.774410759843786,9.95929353073515,-3.36571089225178,0.00467856356335613,0.950618272059026,-4.21764984475574
"38","GB50313",6,6,8,17,1,13,26,11,23,13,40,27,-1.50473570771972,0.869122285801534,-3.25500730595188,0.0058252645472259,0.950618272059026,-4.40916249534805
"39","GB51698",468,2068,2388,2653,1311,1691,9307,5004,3863,1915,3129,2786,-1.20858987463611,8.47509156576393,-3.41721511108673,0.00422506823069554,0.950618272059026,-4.0907391931312
"40","GB52324",44541,110652,105437,109276,37693,40924,132492,166062,164687,91398,133372,96810,-0.831454321702296,13.7240725153814,-3.34265540891249,0.00489708905829388,0.950618272059026,-4.39779425234248
"41","GB52543",36,104,122,86,25,43,105,214,114,44,128,157,-0.821566050345622,3.60494542997144,-3.35486672007928,0.00478010249824175,0.950618272059026,-4.05691966713667
"42","GB52909",2,4,6,10,4,2,8,6,12,8,12,15,-1.06263407882893,-0.00136991037141763,-2.91833403270644,0.011331210611057,0.950618272059026,-4.47466669552892
"43","GB53288",7,49,43,34,20,24,178,58,105,28,69,46,-1.24127327101805,2.6176695615625,-3.20829964524956,0.00638968876043547,0.950618272059026,-4.24639803180017
"44","GB53375",129,353,442,415,140,110,388,407,432,267,462,465,-0.696895454072825,5.45759090746133,-3.3331374988876,0.00499025809715783,0.950618272059026,-3.82809717279851
"45","GB53780",14,24,24,17,11,26,25,42,32,29,44,37,-0.796615829521601,1.91244741868922,-3.32320702441829,0.00508935856418851,0.950618272059026,-4.30594124330392
"46","GB53797",10,12,22,34,13,45,62,32,68,28,79,42,-1.26473577770279,2.19420042047059,-3.16621568940795,0.00694476942709562,0.950618272059026,-4.30021554911229
"47","GB54780",140,408,293,259,147,228,169,238,258,115,250,212,0.305478903343831,4.97705111796839,2.92297141204053,0.0112281996594875,0.950618272059026,-3.97027801534067
"48","GB54905",2,3,3,3,6,1,11,14,14,5,6,9,-1.52031021096938,-0.294454872679813,-3.64514990488121,0.0026928924553423,0.950618272059026,-4.44423372830011
"49","GB54963",0,4,3,19,4,10,26,16,17,7,22,25,-1.91709694430524,0.382292903562103,-3.51939072335439,0.00345190542790691,0.950618272059026,-4.42163791431204
"50","GB55710",220,464,516,423,204,299,178,251,285,149,378,224,0.631704921103593,5.35712248294801,4.41028286737652,0.000607739647643312,0.950618272059026,-3.50090444738155
