"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40038",1,2,14,3,0,12,6,12,14,5,17,10,-1.6122642553955,-0.234232057053456,-3.16816976987587,0.00691569369125906,0.999810582066794,-4.47057050640817
"2","GB40616",17,36,30,43,16,37,17,25,19,12,25,16,0.57536257813148,1.76696759161333,2.60602526934447,0.0208703055332558,0.999810582066794,-4.40929667583616
"3","GB40681",4,6,13,3,12,5,18,12,13,7,43,50,-1.56611811836999,0.745163436281531,-2.79977379288522,0.0143005589127165,0.999810582066794,-4.45501438254006
"4","GB41348",3,8,16,10,7,10,9,18,17,10,14,13,-0.63418901016666,0.667700899275453,-2.62977212588784,0.0199298279566887,0.999810582066794,-4.46906215893617
"5","GB41418",166,584,5634,4203,798,2048,3969,5316,5839,1441,3180,1743,-1.42175739455507,8.18650038934033,-2.42664398126598,0.0294918930975134,0.999810582066794,-4.30312430199135
"6","GB42606",8,22,33,21,9,16,9,11,18,4,20,5,0.721800819972648,0.926805552229571,2.60955202487225,0.0207279661455739,0.999810582066794,-4.45875793369504
"7","GB42642",3,6,3,9,1,5,38,5,10,49,21,7,-1.76545822936485,0.289861866578768,-2.45551811787791,0.0279044344417088,0.999810582066794,-4.49896555096228
"8","GB42643",1,14,6,10,0,4,30,18,5,19,24,8,-1.82035967584352,0.17355387630446,-2.76090632865755,0.0154319364245038,0.999810582066794,-4.48161736914289
"9","GB44168",8,14,88,9,6,12,0,8,12,6,8,3,1.66158512749151,0.260139414306675,2.42233840474126,0.0297358695345476,0.999810582066794,-4.50330092196763
"10","GB44685",354,1039,1044,1091,366,784,434,779,904,349,599,382,0.390550245776494,6.49848387726221,2.61965409505956,0.0203254229010612,0.999810582066794,-4.13153220074119
"11","GB45464",8,24,26,18,7,27,28,30,28,15,38,32,-0.701029525675822,1.66312404133993,-3.03920514448094,0.00892494152644458,0.999810582066794,-4.36647584570783
"12","GB45734",48,77,81,68,35,51,41,33,46,15,63,36,0.627053048239589,2.75515514763986,2.6811956438905,0.018031799495724,0.999810582066794,-4.31778194460222
"13","GB45954",176,134,855,220,384,331,521,884,343,1239,657,3105,-1.68213021816908,6.19051514017302,-2.91789164572104,0.0113380705100573,0.999810582066794,-4.04112401013286
"14","GB46225",614,1559,1769,1323,796,788,864,1181,658,579,679,277,0.731437772133841,6.92568591352108,2.65396783818906,0.0190138147482512,0.999810582066794,-4.1565327707845
"15","GB46466",51,100,154,107,56,88,93,131,151,59,137,130,-0.369883122396063,3.85748460505688,-2.60310648310664,0.0209888213267659,0.999810582066794,-4.2082501732426
"16","GB47059",47,123,208,132,45,92,57,109,121,45,55,48,0.517825252518515,3.54568230648323,2.57613573340817,0.0221151489796667,0.999810582066794,-4.2542464279684
"17","GB47539",143,285,487,230,188,228,235,434,411,193,378,285,-0.362529039518182,5.32747169576326,-2.48648101902939,0.0262930280095498,0.999810582066794,-4.13043361125825
