"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40766",45,30,70,80,32,35,125,235,123,135,105,96,-0.998764493364828,3.50551150788927,-5.14277017547872,0.000159811338725768,0.309005780998365,0.898781562893265
"2","GB41861",84,51,136,77,40,71,288,374,276,209,163,123,-1.15077735568526,4.2158760065691,-4.84730633246861,0.000274411768680106,0.309005780998365,0.560062509453702
"3","GB42909",36,65,47,32,43,36,22,29,29,14,29,11,1.42748407778105,2.14661565695759,4.54665177922481,0.000481027654162022,0.309005780998365,-0.280632488124645
"4","GB43140",10,11,28,17,15,10,55,75,76,62,46,25,-1.36916217859131,2.04016389005052,-5.77308008202047,5.24375137118966e-05,0.309005780998365,1.11934351184986
"5","GB43141",46,51,81,54,68,74,203,290,280,179,126,100,-1.13115100364858,3.96288480584029,-4.48344738508497,0.000542000489854083,0.309005780998365,-0.0387015747292319
"6","GB43960",6,9,18,13,10,11,39,31,43,40,32,20,-1.07218870102524,1.50518209313796,-4.40156639263894,0.000633038275165808,0.309005780998365,-0.698775049247195
"7","GB45140",49,47,102,71,46,49,241,306,259,192,163,66,-1.17526287365794,3.93243833456114,-4.72987954466319,0.000341231779937591,0.309005780998365,0.345291287722631
"8","GB45661",270,527,709,798,283,342,503,566,578,352,422,281,0.565146714922385,6.01754497054497,4.3820021656305,0.000657034096077221,0.309005780998365,-0.153458754447744
"9","GB47098",142,159,259,297,154,152,344,699,454,418,365,286,-0.608011790835707,5.34286658853611,-4.66163512493105,0.000387605131802223,0.309005780998365,0.316485134967744
"10","GB47139",11,18,26,33,13,13,70,127,63,43,58,26,-1.17504438335475,2.24920348070373,-4.67581510968911,0.000377459991801347,0.309005780998365,-0.103141031784011
"11","GB47295",16,25,43,36,14,27,80,107,70,72,47,44,-0.873354603994092,2.60190925712598,-4.63829126316579,0.000404924988580802,0.309005780998365,-0.0394670081595558
"12","GB49494",53,77,108,128,59,72,162,384,161,202,176,140,-0.750982519544092,4.18129770998816,-4.48774428552063,0.000537613207402192,0.309005780998365,-0.00902983320579676
"13","GB49730",23,11,27,27,21,16,65,113,69,65,49,62,-1.2753601276421,2.45906910233844,-5.06878076366026,0.000182786389927984,0.309005780998365,0.479739149211492
"14","GB49966",11,9,12,13,10,7,29,45,30,29,27,19,-0.996049429228072,1.37748707000699,-4.56627675089139,0.00046357165618686,0.309005780998365,-0.536578509452661
"15","GB53605",13,19,34,24,25,21,52,110,61,79,44,49,-1.00881230065716,2.45955611322546,-4.39018678296027,0.000646883611257313,0.309005780998365,-0.428377317255295
"16","GB54198",19,17,49,66,22,19,96,208,86,99,91,63,-1.2831074055341,2.96153343682625,-5.26558535200981,0.000128076704991541,0.309005780998365,0.906709920306255
"17","GB54201",12,12,26,22,8,11,31,69,40,41,32,35,-0.929173949307464,1.82429664517696,-4.40653244250657,0.000627092154370023,0.309005780998365,-0.581411322145415
"18","GB54995",87,144,202,193,96,110,277,457,279,240,234,187,-0.484481669461869,4.78908735376794,-4.44719091294036,0.000580521507289904,0.309005780998365,-0.0481246530613966
"19","GB55074",131,162,326,257,76,134,435,725,455,393,438,223,-0.804120678989428,5.26355903275527,-4.72134674437218,0.000346701329677451,0.309005780998365,0.411944405568985
"20","GB55352",30,48,86,54,42,53,138,183,131,116,88,90,-0.755124767745122,3.51483994134112,-4.3694282195157,0.000672948642047519,0.309005780998365,-0.26142281264385
"21","GB55480",17,21,36,37,25,32,81,107,90,102,75,39,-1.03850573474726,2.77310335877666,-5.00193524594302,0.000206497455576865,0.309005780998365,0.50717152990087
"22","GB55481",41,35,99,81,40,45,157,254,148,157,155,65,-0.945414433814729,3.68883819961787,-4.58569716758479,0.000446940703563144,0.309005780998365,0.0956573915310743
"23","GB51041",25,23,65,67,30,38,111,201,89,101,83,85,-0.944420019605062,3.22757039601155,-4.31629187890258,0.00074470657695247,0.327088080016254,-0.387057716678417
"24","GB46282",50,39,158,157,80,81,275,350,252,217,226,141,-0.959505649343258,4.35926864641851,-4.20942998810258,0.000913807866896182,0.332487189642158,-0.46315249667874
"25","GB47956",30,66,73,64,41,31,127,195,157,123,87,62,-0.772122122653339,3.46741760501573,-4.21168173368855,0.000909865633480347,0.332487189642158,-0.516752069549496
"26","GB49152",12,11,15,18,18,25,39,95,47,55,49,33,-1.20148644383752,2.07864142018875,-4.18676541606877,0.000954477182698732,0.332487189642158,-0.811904984166389
