"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42275",8,10,22,6,6,10,48,37,48,35,38,30,-1.38571790133046,1.52754743695317,-6.5754500576866,1.27033359655104e-05,0.0320822749808964,2.47645139645768
"2","GB45973",1391,849,4380,1172,871,1805,653,821,503,507,992,599,1.74056903394083,7.16836016591265,6.72599977421648,9.94924616906561e-06,0.0320822749808964,3.62174742965399
"3","GB46236",249,352,2001,686,497,666,80,33,139,39,328,81,3.3628590140436,5.03971504484965,7.0073669856761,6.35345100017769e-06,0.0320822749808964,4.01779339653596
"4","GB51306",2148,2609,8134,3652,3130,4642,1119,412,808,218,1301,534,3.16338775380892,7.79011281524965,7.20341656105358,4.67732714243563e-06,0.0320822749808964,4.16737273831489
"5","GB42300",150,157,477,206,181,285,137,186,158,137,217,103,1.1411204672178,4.75745699414066,5.84969690071875,4.31047067603554e-05,0.0549704042841734,2.36565334648424
"6","GB47546",2309,1902,18401,4465,5604,8285,1093,377,1142,397,2579,603,3.20828186746869,8.21964162599092,5.97542349345234,3.47004984111548e-05,0.0549704042841734,2.41676541334821
"7","GB50880",461,288,1521,375,287,578,267,339,263,218,306,330,1.3502991327942,5.76600318337621,5.9368051231623,3.70822096111237e-05,0.0549704042841734,2.51233280552112
"8","GB51938",6,12,20,5,10,7,31,46,40,53,26,38,-1.41410076580123,1.48689782667467,-5.77628199201623,4.89738307817819e-05,0.0549704042841734,1.53109269837066
"9","GB52895",106,105,574,183,138,210,58,92,89,103,143,51,1.69222766522735,4.18277556280382,5.8019945668743,4.68285064142861e-05,0.0549704042841734,2.25335899745518
"10","GB42558",113,182,863,243,131,589,66,115,102,135,159,77,1.93420278668748,4.60953497926192,5.58553346562775,6.84730427800348e-05,0.0583517385601142,1.9272916919143
"11","GB43119",203,468,965,215,248,222,869,1108,1045,1090,941,921,-1.03832642124793,6.37315818853467,-5.63893409530376,6.23091025197364e-05,0.0583517385601142,2.01466742413149
"12","GB48580",32,35,80,22,34,46,116,102,99,123,96,108,-0.869341677397111,3.24292151602083,-5.57863076720089,6.93150725323075e-05,0.0583517385601142,1.79751257055886
"13","GB42075",225,450,918,295,304,487,280,526,328,389,408,262,0.765525581311334,5.79163660575037,4.86487241077593,0.000253905044936069,0.10119673460376,0.706501054792475
"14","GB42410",997,687,4400,1418,2820,2518,586,161,279,70,976,540,3.09156630040885,6.77651329330284,4.79302594363611,0.000290408720817462,0.10119673460376,0.592500688087316
"15","GB42624",132,195,239,164,180,168,127,156,200,133,146,97,0.912272862899638,4.53363301964916,4.93772033470245,0.000221719260190859,0.10119673460376,0.841531666172581
"16","GB43358",73,241,433,69,100,153,616,546,495,756,334,506,-1.22363183266199,5.32880035970607,-5.1856650659061,0.00014048945884727,0.10119673460376,1.26665219886648
"17","GB45052",912,805,3061,880,908,922,1097,877,1022,605,908,600,0.997258821081065,7.12422392521598,4.82982653840532,0.000271077645652544,0.10119673460376,0.655386022231398
"18","GB45663",28,37,92,18,43,31,98,98,150,108,118,139,-1.04496086022697,3.27206080919872,-5.12944887438221,0.000155692846243964,0.10119673460376,1.09953687199222
"19","GB46543",86,95,211,55,102,97,207,256,263,334,239,242,-0.758583705003556,4.5467206430595,-4.95883044670273,0.000213205577219138,0.10119673460376,0.878641607602336
"20","GB48310",127,68,275,117,103,170,39,79,64,93,119,48,1.48919483784022,3.80394288181708,4.88420953038689,0.000244915960113119,0.10119673460376,0.740210389631168
"21","GB48948",96,97,221,92,99,120,288,302,311,324,194,290,-0.712520493606752,4.72383932237247,-4.80539503215564,0.000283756982925596,0.10119673460376,0.611221294133177
"22","GB49503",8,7,16,3,5,5,23,46,19,39,29,36,-1.55575118102343,1.10918230041684,-4.93416365312283,0.000223188001965802,0.10119673460376,0.309542218945631
"23","GB50527",49,53,160,40,86,149,39,61,47,65,45,47,1.23724374124617,3.20106506346855,4.79284474335543,0.000290507355326572,0.10119673460376,0.555860105671727
"24","GB50883",89545,34817,155616,47695,60574,66794,34430,33488,56938,17283,28255,31275,1.7141315304213,12.7272282827512,4.97110454118215,0.000208411966991606,0.10119673460376,0.420130522750135
"25","GB52428",2582,3477,9519,2942,4875,10373,2324,1890,2095,1464,4363,3227,1.60343791774409,8.96530475355045,4.98718102433458,0.000202301851709157,0.10119673460376,0.852513025828155
"26","GB53028",367,202,1616,472,518,1432,166,357,140,198,430,128,2.06930011123826,5.70022028293875,5.00254993223237,0.000196634266988943,0.10119673460376,0.951376687544289
"27","GB53865",921,828,2847,1209,930,1437,1164,771,583,517,1136,704,1.2759059085394,7.16589705746622,5.11549665552118,0.000159724637133983,0.10119673460376,1.13888936228866
"28","GB54996",271,408,678,197,337,339,860,895,914,827,710,991,-0.712838378209772,6.32482877324526,-5.06917107162915,0.000173906980924231,0.10119673460376,1.06800518532507
"29","GB55803",5,9,13,1,9,9,39,34,32,42,22,28,-1.64616169917751,1.12514123982118,-4.90188408272666,0.000236988049770513,0.10119673460376,0.265618231797923
"30","GB41428",41127,36188,70449,84298,35100,47565,28973,33129,29464,23490,17790,38478,1.47777406764878,12.4100479727788,4.67796690454878,0.000360579638530252,0.11181920762604,0.059189023313726
"31","GB42621",3821,1236,18040,1696,2313,5052,930,1790,1574,739,2461,779,2.04170590218229,8.24987956278958,4.6798122757304,0.000359325739113321,0.11181920762604,0.37975803833633
"32","GB42637",212,76,204,121,195,302,28,27,67,37,132,80,2.25083956656083,3.79431380282679,4.67111141084235,0.000365277554113969,0.11181920762604,0.374259944526552
