"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41361",667,885,396,250,355,1405,68,44,44,85,19,196,3.61152184985858,4.7386960577093,5.73219999577907,5.31192298434752e-05,0.322733346585609,1.79570573471986
"2","GB43007",461,3674,870,1720,1326,1056,2495,3723,3170,2870,3513,2097,-1.13819808506006,8.1245356260702,-5.25407931581076,0.00012449323605551,0.322733346585609,1.08161526954019
"3","GB53579",244,1376,256,512,1123,299,2099,2001,3316,1205,1423,829,-1.61081957058716,7.05163380674689,-5.2396768275248,0.000127789881839481,0.322733346585609,1.17970901629736
"4","GB54541",1255,4259,539,2345,757,3436,548,497,515,444,360,328,2.00806660682652,6.95339144653282,5.45065229504229,8.73841786936053e-05,0.322733346585609,1.50267312580975
"5","GB40016",18,48,10,47,28,22,8,26,10,21,15,5,1.16292266546021,1.41114161692704,3.89148517543117,0.0016467935532554,0.367781049025251,-1.40593905675407
"6","GB40058",34,56,28,38,45,25,43,86,87,96,75,42,-0.79195121082958,2.88062159630479,-4.18291505817632,0.000932600122176773,0.367781049025251,-0.650594503058115
"7","GB40565",84,297,90,206,120,179,69,137,91,103,64,69,0.968352248793147,4.04663384829038,4.38659879314297,0.000629582452507093,0.367781049025251,-0.172900708647435
"8","GB41772",1050,2898,1099,1474,2531,919,3668,4117,4204,3854,2765,1435,-0.901037073118879,8.31884464053093,-4.25833417512272,0.000805946339567575,0.367781049025251,-0.438959932213579
"9","GB41824",29,51,30,66,46,75,15,31,26,32,13,8,1.37863800426735,2.13722211636002,4.55300687329094,0.000458158544481421,0.367781049025251,-0.329266929559614
"10","GB42146",281,754,464,852,1421,395,1799,1649,1414,1792,1329,593,-1.00467450768886,7.04556787736766,-3.94749780063108,0.0014755459822187,0.367781049025251,-0.892217606761793
"11","GB42239",115,245,133,224,193,125,344,306,386,296,257,190,-0.666548062233042,5.00804541067251,-4.04117118386911,0.00122865660799018,0.367781049025251,-0.720435984243732
"12","GB42475",130,632,213,347,347,221,603,857,1009,374,530,286,-0.840798013025985,5.85472458301763,-3.81727209975094,0.00190529927866042,0.367781049025251,-1.11012066274745
"13","GB43022",10,57,9,42,14,40,3,17,7,12,5,9,1.73183406621324,1.00646036909742,3.81626252512415,0.00190908691667927,0.367781049025251,-1.63212528580966
"14","GB43823",1318,4003,2164,2401,3292,1181,6296,5053,7804,3494,4922,4344,-1.10934968245135,8.94141448099872,-4.05492627616439,0.00119613094817873,0.367781049025251,-0.803537635664065
"15","GB44095",7,14,16,19,19,13,28,29,43,51,31,14,-1.01404616236677,1.63375160887952,-3.9275499461452,0.00153434931808553,0.367781049025251,-1.29760205281216
"16","GB44511",18,71,24,60,40,43,25,34,35,22,29,12,0.798311782126487,2.2020470156364,4.00414380365089,0.00132077509635404,0.367781049025251,-1.0451627773775
"17","GB45278",237,746,426,730,589,170,696,822,1239,1972,1114,671,-1.11005005160054,6.57952934781357,-3.90733472569642,0.00159637845579408,0.367781049025251,-0.954959199245831
"18","GB45335",157,224,200,342,268,206,439,751,716,720,416,209,-0.977918374663058,5.62081695339861,-4.44731916413709,0.000560446785400558,0.367781049025251,-0.0255091209269693
"19","GB45644",55,151,46,78,111,50,116,204,212,195,150,50,-0.783719894849533,3.90788521744337,-4.00973255378986,0.00130643172563547,0.367781049025251,-0.801242220740267
"20","GB46366",1385,2955,1778,3602,4806,925,6846,13889,7135,8386,7074,1993,-1.38297025610885,9.12819163444218,-4.00987539994022,0.00130606720570629,0.367781049025251,-0.889204839229806
"21","GB46368",407,1357,622,1046,1410,580,1269,1748,1805,2313,2165,667,-0.752133396237743,7.36356212886332,-4.38934713671688,0.000626271158719097,0.367781049025251,-0.169394163480878
"22","GB47420",33,154,46,131,86,89,27,72,55,72,71,23,0.863940178938434,3.18949596861748,4.11000366970606,0.00107446361479052,0.367781049025251,-0.711013924217712
"23","GB47624",10,58,17,27,9,35,4,12,7,8,7,8,1.66555184355742,0.930275935175042,3.82622196711023,0.00187205396737701,0.367781049025251,-1.64184414819524
"24","GB48480",3,34,10,11,18,5,2,7,2,2,4,5,1.77372309587079,-0.100625092193858,3.80016010510867,0.00197054316943311,0.367781049025251,-1.98531859494649
"25","GB48820",3034,5382,1383,1115,2821,3714,680,634,794,1526,815,1147,1.66018457313507,7.78296421845688,4.03237704877627,0.00124992350655904,0.367781049025251,-0.774007242481259
"26","GB48980",442,1139,761,946,1587,518,2197,2575,2099,1720,1758,925,-0.972320663687134,7.47453231724953,-4.29278085587637,0.000754105825622176,0.367781049025251,-0.332691064645481
"27","GB49021",472,973,565,580,899,376,1265,1557,1635,1620,1011,771,-0.881911656104091,7.00975857304541,-4.24026897006782,0.000834581232516646,0.367781049025251,-0.399598694542096
"28","GB49750",29,51,42,54,63,49,164,202,116,181,128,34,-1.30220976206061,3.47170554631887,-4.48745400573478,0.000519082884624408,0.367781049025251,-0.092393066631713
"29","GB49774",56,225,117,101,86,64,146,226,243,313,252,102,-0.915049189377318,4.35937816253032,-4.52630124157169,0.000482036520951457,0.367781049025251,0.0771793491888664
"30","GB50119",175,836,350,707,671,248,873,1479,913,741,958,618,-0.94411295992949,6.50583010719046,-4.02832108148273,0.00125985837144984,0.367781049025251,-0.746481261132178
"31","GB50418",66,314,85,180,125,290,77,80,102,76,108,60,1.06844125590827,4.03616595318338,4.10235883922766,0.0010905645997645,0.367781049025251,-0.641585431114344
"32","GB50705",9,22,8,19,15,35,6,9,3,8,4,2,1.78243742838001,0.445120903532116,4.63987447189393,0.000388586875822292,0.367781049025251,-0.944266087822364
"33","GB50734",12,54,14,26,14,20,9,13,8,6,11,6,1.40988359805687,1.0015014887142,4.55306848235585,0.000458104891550434,0.367781049025251,-0.763104405225477
"34","GB51729",193,715,532,416,526,164,1589,1276,1372,1588,812,650,-1.48520351228567,6.58748912009738,-4.71848679198475,0.000335031044954392,0.367781049025251,0.396942166314859
"35","GB52191",537,1391,472,559,626,998,430,388,330,526,339,289,1.08178819735933,6.24287063721806,4.57384275308078,0.000440377707813494,0.367781049025251,0.180754979822531
"36","GB53072",92,212,80,120,154,102,219,240,230,239,260,88,-0.620664549937283,4.51504113304282,-4.26286349911562,0.000798926282754178,0.367781049025251,-0.34891079427027
"37","GB53578",555,3652,613,1773,1854,529,3101,3177,5615,4307,3538,838,-1.24765890214292,8.08013247776463,-3.84331097322765,0.00181020294303956,0.367781049025251,-1.09531653792036
"38","GB53672",298,891,341,526,544,319,890,1215,978,1131,754,336,-0.695621678318063,6.47950735695135,-4.02537724194409,0.00126711960761929,0.367781049025251,-0.750807277116595
"39","GB54097",3178,9936,1815,2425,2385,7069,843,609,987,989,707,1516,2.1179533239678,8.05693315176895,4.71927738748661,0.00033453300072433,0.367781049025251,0.291890830179482
"40","GB54207",14,52,16,43,26,43,8,32,13,16,16,7,1.21707130587759,1.57338739338052,4.2123615496362,0.000880883180328977,0.367781049025251,-0.946786783901453
"41","GB54209",164,355,127,164,219,294,97,150,113,139,147,113,0.901584558057816,4.56539256332248,4.01091526830945,0.00130341675864509,0.367781049025251,-0.776240601095767
"42","GB54507",4586,9923,4475,8288,10001,3678,22030,23975,19603,20413,11944,5632,-1.12895684894867,10.5052800029458,-4.16281363144083,0.000969681722861876,0.367781049025251,-0.793074945873829
"43","GB54510",115,452,104,259,148,235,103,149,150,183,113,78,0.786286258755382,4.50634272525896,3.92838476970493,0.00153184115039598,0.367781049025251,-0.918316821571046
"44","GB54524",4,7,7,2,4,7,13,12,18,21,15,8,-1.39532592989665,0.354032874990807,-3.86964054860544,0.00171894623432483,0.367781049025251,-1.77083367319253
"45","GB55029",1511,6700,3069,1688,3611,6395,1629,965,743,828,171,619,2.37163971526256,7.77859153415824,4.22823919807057,0.00085422628774661,0.367781049025251,-0.45859717423082
"46","GB55207",749,5860,1542,1449,4981,860,16506,7931,6777,4078,6533,3594,-1.73795273502908,9.01249228675226,-3.95060784513767,0.0014665871639863,0.367781049025251,-0.974859327875622
"47","GB55208",799,9724,1537,599,3333,814,12171,21008,8711,7712,5432,6073,-2.37306893698625,9.14783932934595,-4.34384930790648,0.000683469964033746,0.367781049025251,-0.390962388293809
"48","GB55209",3629,9054,3585,657,5625,1773,30536,23128,15015,16149,11565,11981,-2.31072527644844,10.0394843175956,-3.87765147820295,0.00169211990801653,0.367781049025251,-1.16948843294715
"49","GB55211",133,1093,457,122,1549,491,6231,6398,2689,908,1656,2124,-2.52406789906089,7.28952787361595,-3.84202574663162,0.00181478153027594,0.367781049025251,-1.07926284535216
"50","GB55212",1848,4142,4163,766,3848,1120,34061,28072,14757,8224,5274,17505,-2.62641326088718,9.70432633734365,-4.17076959429238,0.000954827868468505,0.367781049025251,-0.70746156637305
