"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB40509",241,273,138,293,251,244,374,271,288,150,293,251,193,176,169,151,276,120,162,189,261,236,135,255,217.683939197514,0.371571297977374,0.0965686384077418,3.84774295365425,0.000119211034559362,0.233712745646781
"2","GB41834",91,126,50,95,106,129,139,107,114,46,125,101,50,53,65,65,129,43,70,70,102,97,51,102,84.554837225349,0.432898055986875,0.115059818430596,3.7623738842244,0.000168308184968156,0.233712745646781
"3","GB41912",226,551,180,139,199,231,352,263,365,71,418,134,64,2018,3754,317,837,104,1117,936,94,569,72,505,546.261636910661,-1.85053283817574,0.481161308799346,-3.8459718276048,0.000120075559926066,0.233712745646781
"4","GB44657",28,80,17,25,28,35,41,45,26,27,34,40,35,69,34,26,48,41,70,70,123,74,31,87,44.6422956760448,-0.749341932480153,0.181029559653116,-4.1393346695204,3.48314514131472e-05,0.233712745646781
"5","GB45118",3,12,1,6,5,4,6,6,3,1,8,3,8,12,8,8,17,6,6,9,14,6,9,15,6.97714082501325,-1.07841214691781,0.280358063357776,-3.84655299013677,0.000119791232260685,0.233712745646781
"6","GB48552",321,369,167,473,248,451,540,359,388,185,346,330,155,231,295,147,390,161,224,310,397,239,173,238,284.545938579556,0.468041924249869,0.123921382225377,3.77692627248651,0.000158775706511674,0.233712745646781
"7","GB49440",266,574,86,148,48,297,222,132,169,58,63,185,65,60,75,54,198,52,62,63,251,100,37,82,124.590595046892,1.02131091976654,0.27079196069357,3.77157031231906,0.000162223431748443,0.233712745646781
"8","GB50831",124,137,91,355,161,232,251,157,186,115,189,138,74,98,113,63,161,77,107,106,177,113,93,93,139.00937136952,0.727368523248034,0.179955688249618,4.04193126831921,5.30127728670582e-05,0.233712745646781
"9","GB51305",364,387,205,651,169,794,285,214,174,124,179,116,212,144,75,130,177,33,88,214,173,161,84,140,212.901260370901,1.16381372330597,0.287865015562919,4.04291477041814,5.27908139330443e-05,0.233712745646781
"10","GB55798",7,8,3,2,6,2,3,2,3,6,4,16,12,11,4,6,11,8,9,25,24,28,16,20,9.70616688166472,-1.43387717026312,0.363304307608938,-3.94676622388564,7.92138330215693e-05,0.233712745646781
"11","GB41303",176,153,99,178,188,191,239,251,242,112,261,132,141,135,126,121,222,63,113,152,183,153,86,144,154.686456052453,0.418486183081445,0.113519270754985,3.68647702102215,0.000227379962840135,0.287036196727101
"12","GB50922",13,21,9,5,3,9,6,6,6,6,8,6,6,34,37,15,14,2,26,32,26,19,11,6,13.1379156548299,-1.24005789574824,0.346161996148738,-3.58230513327469,0.000340575652654541,0.375704164997708
"13","GB51110",37,51,20,20,28,24,18,33,19,28,42,45,39,68,30,21,59,29,26,73,148,80,41,59,40.8001871627982,-0.795781282261144,0.222666017784681,-3.57387844889142,0.000351732258747674,0.375704164997708
"14","GB41710",191,370,32,2281,99,224,1450,41,38,62,115,77,86,75,22,57,129,956,29,41,3875,65,29,102,130.304683410679,1.52281830471982,0.443264470185523,3.43546213862451,0.00059154411442972,0.44361258383621
"15","GB45815",7,18,7,8,7,11,10,9,16,6,15,11,16,19,12,14,27,5,7,19,30,19,9,28,12.8332397560879,-0.713743717351014,0.205086175005884,-3.48021370689924,0.000501013969320993,0.44361258383621
"16","GB45938",14,10,29,34,18,14,22,13,18,11,10,27,5,10,9,4,13,4,6,10,21,14,8,15,14.4323199045688,1.04054155388346,0.302173543144351,3.44352302672106,0.000574187696098152,0.44361258383621
"17","GB46889",95,141,42,104,88,82,115,106,118,60,98,63,58,53,53,74,110,39,53,80,115,67,54,91,77.9183927791599,0.35869847925053,0.105241011411131,3.4083526416261,0.000653563738456918,0.44361258383621
"18","GB47618",42,23,5,408,15,10,102,2,0,4,5,136,1,7,0,11,3,590,1,1,698,8,2,8,17.2248519182492,2.36635273828629,0.683401551482035,3.46260954947289,0.000534964088364395,0.44361258383621
"19","GB49386",98,1049,69,54,32,81,102,148,122,25,41,394,66,44,25,29,192,25,44,45,109,80,21,89,106.074593132012,1.45814447318655,0.428713402877719,3.4012103736408,0.000670881770168545,0.44361258383621
"20","GB53876",460,455,344,387,224,395,534,607,544,225,535,235,367,284,209,247,536,109,187,293,341,388,144,315,332.296765287569,0.530408239498036,0.151325180160898,3.50508909973921,0.000456454495200862,0.44361258383621
"21","GB55799",38,7,9,6,6,11,4,10,7,12,12,17,27,18,10,8,17,23,20,32,54,64,32,27,19.6360377778153,-1.21939817219456,0.356704137254686,-3.41851423866137,0.000629640233511483,0.44361258383621
"22","GB47754",289,311,129,368,211,302,380,326,359,170,316,231,187,199,232,197,313,107,225,235,331,269,154,222,242.136785185271,0.306680211489524,0.0909179391890947,3.37315401366147,0.000743123736079581,0.469046190872775
"23","GB40090",22,18,8,8,4,11,14,14,15,14,14,5,25,25,8,8,14,16,10,28,41,36,24,22,16.5079580741482,-0.849495999613763,0.267765137542508,-3.17254145707787,0.00151110983067246,0.542459228379695
"24","GB40467",158,276,77,167,196,163,227,207,206,114,167,137,111,146,122,100,207,90,130,145,246,180,101,165,152.421680610323,0.239170643867213,0.0795627777852746,3.00606201197112,0.00264655018780063,0.542459228379695
"25","GB41856",11,7,3,9,4,2,4,8,6,5,10,6,11,11,3,12,6,10,10,30,23,18,9,6,9.16948430081733,-1.02154349971723,0.320311760287392,-3.18921633973312,0.00142659070649552,0.542459228379695
"26","GB42293",1,1,0,2,0,0,0,0,2,0,3,0,4,3,2,0,5,2,0,3,6,2,2,4,1.61430039543837,-1.88420071659455,0.633000354839218,-2.97661873676695,0.00291446201182381,0.542459228379695
"27","GB42698",450,369,254,511,503,500,825,433,525,310,599,421,276,265,225,358,601,228,303,337,479,403,239,426,398.114633015541,0.444289908617086,0.136394877021369,3.2573797368319,0.00112445895111477,0.542459228379695
"28","GB42783",9,14,3,9,3,8,4,6,13,6,9,5,9,20,9,8,10,11,5,11,40,23,3,24,10.0095003931266,-0.934113516101731,0.290260147904551,-3.21819417114368,0.0012900045726218,0.542459228379695
"29","GB42850",5,9,2,1,0,1,0,5,4,5,1,6,22,6,5,4,3,4,3,18,25,12,3,5,5.92333720147281,-1.48070315342891,0.483005595199991,-3.06560248606606,0.00217231914457349,0.542459228379695
"30","GB42858",27,7,1,11,10,10,13,10,6,4,8,18,26,17,5,10,11,6,18,28,45,34,20,34,14.9997029564436,-1.01674577519058,0.329514296452975,-3.08558926315259,0.00203149236260714,0.542459228379695
"31","GB43096",12,34,2,1,12,11,7,15,7,7,12,12,10,21,14,7,22,7,8,21,59,39,17,33,14.5272685575688,-0.949378494932436,0.30871234257563,-3.07528518947976,0.00210301357249418,0.542459228379695
"32","GB43222",315,379,97,121,77,197,144,215,167,135,206,140,238,302,150,143,237,147,213,350,536,448,196,251,212.893945872884,-0.579617428377431,0.177868841809748,-3.25867882468926,0.00111932307946743,0.542459228379695
"33","GB43561",367,452,214,349,350,330,538,385,414,200,470,367,268,257,278,250,523,186,252,342,398,361,178,382,324.52441494479,0.251552540845267,0.0856134613135116,2.93823584499283,0.00330085814708999,0.542459228379695
