"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB40001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0934247608911229,-0.199332301437223,3.00317535619469,-0.0663738469437214,0.947080191391967,0.999652644401054
"2","GB40003",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.114834230571465,-0.678566269212923,2.99997274897751,-0.226190811047934,0.821053017150757,0.999652644401054
"3","GB40005",3,5,7,0,4,1,1,23,7,1,11,7,4,1,0,10,0,13,1,2,5,22,5,15,7.38297694721013,0.382820720042855,0.710147908502353,0.539071812307657,0.589837304435136,0.999652644401054
"4","GB40006",11,30,9,8,8,12,22,239,31,25,753,371,11,36,25,11,10,150,13,22,30,426,10,690,78.3042471344791,0.72994768441567,0.789909631771537,0.924090117471552,0.355439398188903,0.999652644401054
"5","GB40007",114,519,213,24,193,139,129,68,501,245,88,108,187,487,288,134,53,73,356,124,753,237,177,76,204.379343878545,-0.0786997490834342,0.385252262574729,-0.204281082108294,0.838133852551862,0.999652644401054
"6","GB40008",1620,2325,1256,345,474,1066,955,903,2591,1360,458,721,1527,1971,994,943,867,830,2344,1773,2701,1046,1178,396,1212.34030283604,0.0155702214081262,0.271656311724303,0.057315883107211,0.954293568261771,0.999652644401054
"7","GB40009",462,801,717,76,1152,417,363,258,926,1174,307,401,2149,751,544,450,589,387,1436,880,1286,463,716,188,701.112927561886,-0.243206012195678,0.374283670651626,-0.649790603400511,0.515827489443722,0.999652644401054
"8","GB40010",1905,5200,1979,267,1389,1660,2078,1003,6512,3077,1027,1261,3284,5093,2179,1660,1461,1084,4785,2711,4323,2777,2881,1236,2339.03131760553,-0.120842102217431,0.298753546932719,-0.404487590049083,0.68585420180813,0.999652644401054
"9","GB40011",0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0.539824380083333,1.33397403940698,1.36841841111886,0.974829064391411,0.329645057489549,0.999652644401054
"10","GB40012",373,91,38,176,123,92,91,190,162,78,90,137,226,57,30,125,119,125,155,106,158,164,136,119,136.513325569631,0.384143424230382,0.327677880865116,1.17232027751214,0.241068493442274,0.999652644401054
"11","GB40014",148,143,59,94,68,172,215,87,292,193,84,104,83,359,206,128,145,118,156,172,201,173,94,184,142.897858083237,-0.1008485909084,0.162411963278491,-0.620943118183189,0.534637049772491,0.999652644401054
"12","GB40015",33,46,15,44,18,48,110,20,134,82,22,41,31,133,71,57,78,45,50,60,56,61,64,60,51.7698549766021,-0.209820776626894,0.197830069178379,-1.06061114722506,0.288866654514077,0.999652644401054
"13","GB40016",23,20,1,7,8,16,29,18,48,15,5,10,8,22,10,10,8,8,26,10,21,47,28,22,15.9780320547104,-0.00840896727302916,0.324103646597498,-0.025945302872424,0.979300965728097,0.999652644401054
"14","GB40017",105,112,39,70,70,114,142,43,214,135,74,68,70,227,134,95,102,77,137,118,139,140,94,136,103.254044884931,-0.131142427876479,0.136287505404994,-0.962248354952086,0.33592486461022,0.999652644401054
"15","GB40018",261,208,164,375,269,286,392,159,254,441,177,220,274,295,218,401,483,262,287,315,264,273,435,244,284.436006616994,0.02624533902052,0.158822665712721,0.165249329513161,0.868747739596232,0.999652644401054
"16","GB40019",168,231,101,308,89,276,541,171,443,216,96,110,177,464,255,262,328,269,202,326,239,251,277,161,230.71297416322,-0.0629439384591255,0.172718053071679,-0.364431727545026,0.715535646861284,0.999652644401054
"17","GB40020",57,78,29,81,37,78,153,48,176,68,45,57,54,152,59,72,143,52,87,94,109,114,111,107,79.3298619791435,-0.159511884347425,0.156051594121504,-1.02217401395609,0.306698547546277,0.999652644401054
"18","GB40021",6745,9563,5561,4446,5833,12443,15838,4390,16038,6220,5621,5502,4521,31809,12932,9202,12105,9801,10062,7788,8769,13392,7109,20590,9620.56674945348,-0.394820886336419,0.225841308324655,-1.7482226314809,0.0804254842099287,0.999652644401054
"19","GB40022",220,138,99,147,107,461,434,52,227,231,44,108,103,193,310,370,213,192,80,256,214,169,181,80,180.338869481451,0.0275165766437854,0.273813459452635,0.10049387893054,0.919952242144799,0.999652644401054
"20","GB40025",0,4,0,0,0,1,1,0,1,0,1,1,2,1,0,0,1,0,3,1,2,2,1,0,0.845691980267621,-0.291781897653653,0.78477834765437,-0.371801666707245,0.710040522656151,0.999652644401054
