"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB49510",246,28,159,179,78,0,7,152,9,125,404,642,4,37,7,15,7,13,23,12,0,8,3,1,78.4393878574856,3.85750172971435,0.684189689259885,5.63805884576712,1.71977744596993e-08,0.000238808296147385
"2","GB50151",11,7,6,7,13,4,8,10,4,14,15,12,2,68,12,12,4,60,42,22,55,58,361,308,55.4493103212767,-3.47068063905626,0.645110293505308,-5.37998025143541,7.44940102230425e-08,0.000517211912978584
"3","GB51373",2,1,2,1,0,4,2,0,10,2,0,5,9,17,6,0,117,7,151,37,34,1,19,6,16.1098478638654,-3.33453351271382,0.798457847173205,-4.17621734762722,2.96396631542985e-05,0.13719212085353
"4","GB49175",150,68,172,429,286,163,209,130,67,326,190,241,64,94,87,163,173,140,156,150,130,49,66,72,153.084079078041,0.968125752118707,0.235899028564258,4.10398363236579,4.06096206815518e-05,0.140976298196007
"5","GB44829",316,201,842,816,1074,597,316,1023,202,338,649,611,246,297,404,531,588,406,299,398,327,134,158,277,433.678897584796,0.787337576075563,0.215226649054398,3.65817885254797,0.000254013769337642,0.587872533503749
"6","GB44939",744,507,856,757,713,789,631,931,339,476,850,914,334,457,687,715,823,739,614,706,636,277,298,529,612.428302582384,0.375896373967232,0.102019511868438,3.68455373960209,0.000229103686478169,0.587872533503749
"7","GB41912",226,64,551,2018,3754,199,317,837,104,1117,505,418,180,139,231,352,936,94,263,569,365,72,71,134,546.261636910661,1.69793297281031,0.495847318729864,3.42430604880479,0.000616371636985202,0.897773337538515
"8","GB44120",593,356,403,76,238,365,466,530,125,550,160,418,241,385,286,629,1171,953,2068,2270,334,1780,547,203,622.779120880787,-1.32761477432065,0.389737711939712,-3.40643138615751,0.000658180919025587,0.897773337538515
"9","GB47618",42,1,23,7,0,15,11,3,590,1,8,5,5,408,10,102,1,698,2,8,0,2,4,136,50.5207184961952,-3.20292829759502,0.934034395585697,-3.42913313763632,0.000605512418708564,0.897773337538515
"10","GB49370",509,348,882,912,895,763,581,1009,268,702,765,876,379,451,602,701,720,530,595,727,467,286,281,386,587.150484557635,0.491066481912126,0.14524131951951,3.38103842306501,0.00072212444333173,0.897773337538515
