"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB41710",191,86,370,75,2281,99,224,1450,956,3875,62,102,32,22,57,129,29,41,41,65,38,29,115,77,380.335643412866,3.701413334125,0.529953588962403,6.98441035444632,2.86054826501065e-12,3.97215732079379e-08
"2","GB41708",2878,552,370,264,3438,226,475,3216,1712,2268,94,39,307,51,175,326,223,191,181,250,116,199,233,23,722.914458148538,2.62330410750491,0.532396568453598,4.92734976696896,8.33524671635653e-07,0.00289358089758317
"3","GB47618",42,1,23,7,408,15,10,102,590,698,4,8,5,0,11,3,1,1,2,8,0,2,5,136,44.5389264154172,4.23462371788422,0.843358415288513,5.02114361002203,5.13647365993707e-07,0.00289358089758317
"4","GB55213",457,571,1035,472,460,331,1061,758,329,652,549,636,658,515,3060,832,8501,4235,2885,1028,779,958,979,908,1380.05195445809,-1.9072476810167,0.38618540127529,-4.93868404843488,7.86515247681798e-07,0.00289358089758317
"5","GB42623",5,21,8,10,37,7,21,26,13,21,6,6,4,2,2,4,3,6,2,4,2,4,3,9,9.48881679899615,1.94566619169625,0.403109670055137,4.82664231654408,1.38854178521958e-06,0.00385625824591183
"6","GB43684",32,24,32,23,36,26,28,43,22,34,9,45,10,7,10,22,14,20,9,29,13,11,26,15,21.5921480741249,0.885615757698004,0.201915353671234,4.38607437025318,1.15414674268352e-05,0.0267108027815056
"7","GB55204",1937,7183,5881,6807,512,2408,2585,5181,1405,3099,2883,2051,16395,2560,36417,83,15654,54032,14078,9000,9373,18142,19263,1295,10621.7988683381,-2.38991362650685,0.577101802012268,-4.14123403907867,3.45442262685492e-05,0.0685258751378677
"8","GB43924",25,16,18,20,169,24,15,132,109,121,32,16,9,6,11,21,13,7,20,14,16,16,19,50,38.3814074871071,1.76684971076209,0.461647547144248,3.8272697898902,0.000129572472285682,0.224905418769873
"9","GB42634",307,242,550,270,376,334,345,398,282,586,162,340,156,198,211,346,215,241,320,388,282,187,262,239,289.938080479148,0.396141690571796,0.109390987243315,3.62133755764239,0.000293083808155873,0.290147994051649
"10","GB44202",2595,2244,3465,3170,2939,3332,3375,3221,2147,4005,1049,2567,1080,1358,1087,3468,1187,3779,2140,3107,1815,1119,1573,1145,2259.05631636046,0.601730999845582,0.163412846481761,3.68227475869066,0.000231162077777359,0.290147994051649
