"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB55470",12,6,11,29,3,6,6,10,3,4,3,1,28,6,8,2,6,47,4,47,125,35,81,48,19.9917256461013,-2.07464178626439,0.514197081166239,-4.03472104812215,5.46672044520679e-05,0.759108801021415
"2","GB40001",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0934247608911229,-0.0464981572951666,3.00317535619469,-0.0154829977541119,0.987646848695221,0.999369256693755
"3","GB40003",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.114834230571465,0.434393651231972,2.99093120208882,0.145236925185239,0.884523812920521,0.999369256693755
"4","GB40005",3,4,1,0,4,1,13,7,2,1,11,15,5,7,0,10,0,1,23,1,5,7,22,5,7.38297694721013,-0.596822890356209,0.705538484903049,-0.845911177245307,0.397602296690881,0.999369256693755
"5","GB40006",11,11,36,8,8,12,150,31,22,25,753,690,30,9,25,11,10,22,239,13,30,371,426,10,56.8163670388306,-1.31680615360545,0.688884821665394,-1.91150408920615,0.055939831799657,0.999369256693755
"6","GB40007",114,187,487,24,193,139,73,501,124,245,88,76,519,213,288,134,53,129,68,356,753,108,237,177,204.379343878545,-0.595470454199036,0.369856469141735,-1.61000416075145,0.10739694796758,0.999369256693755
"7","GB40008",1620,1527,1971,345,474,1066,830,2591,1773,1360,458,396,2325,1256,994,943,867,955,903,2344,2701,721,1046,1178,1212.34030283604,-0.360653269581467,0.262735947916129,-1.37268338208746,0.169850797528293,0.999369256693755
"8","GB40009",462,2149,751,76,1152,417,387,926,880,1174,307,188,801,717,544,450,589,363,258,1436,1286,401,463,716,701.112927561886,0.136533860272417,0.376201829203773,0.362927156843946,0.716659299660467,0.999369256693755
"9","GB40010",1905,3284,5093,267,1389,1660,1084,6512,2711,3077,1027,1236,5200,1979,2179,1660,1461,2078,1003,4785,4323,1261,2777,2881,2339.03131760553,-0.274955196700345,0.295130305175116,-0.931639997245283,0.351522605317622,0.999369256693755
"10","GB40011",0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0.539824380083333,-0.287244075975178,1.42059430674437,-0.202199934641063,0.83976042422326,0.999369256693755
"11","GB40012",373,226,57,176,123,92,125,162,106,78,90,119,91,38,30,125,119,91,190,155,158,137,164,136,136.513325569631,0.2269880869418,0.33286367823324,0.681925069585836,0.495286332372207,0.999369256693755
"12","GB40013",170,458,31,97,50,23,73,91,248,22,46,31,213,312,24,194,295,158,246,106,90,50,114,344,156.56895804669,-0.764676584059978,0.49959160128621,-1.53060336100787,0.12586745056736,0.999369256693755
"13","GB40014",148,83,359,94,68,172,118,292,172,193,84,184,143,59,206,128,145,215,87,156,201,104,173,94,142.897858083237,0.0896630672619045,0.162519194008478,0.551707555584033,0.581148732549477,0.999369256693755
"14","GB40015",33,31,133,44,18,48,45,134,60,82,22,60,46,15,71,57,78,110,20,50,56,41,61,64,51.7698549766021,-0.00584251036952263,0.201225825329653,-0.0290345951368383,0.976836999288253,0.999369256693755
"15","GB40016",23,8,22,7,8,16,8,48,10,15,5,22,20,1,10,10,8,29,18,26,21,10,47,28,15.9780320547104,-0.334348961784692,0.317780369556542,-1.05213850135322,0.292736009995282,0.999369256693755
"16","GB40017",105,70,227,70,70,114,77,214,118,135,74,136,112,39,134,95,102,142,43,137,139,68,140,94,103.254044884931,0.124949000409011,0.136180322287634,0.917526102964415,0.358867021023203,0.999369256693755
"17","GB40018",261,274,295,375,269,286,262,254,315,441,177,244,208,164,218,401,483,392,159,287,264,220,273,435,284.436006616994,0.00231927142459122,0.158998373152113,0.0145867619813468,0.988361860539294,0.999369256693755
"18","GB40019",168,177,464,308,89,276,269,443,326,216,96,161,231,101,255,262,328,541,171,202,239,110,251,277,230.71297416322,-0.0429302559737581,0.173029181760081,-0.248109917281378,0.804049362603306,0.999369256693755
"19","GB40020",57,54,152,81,37,78,52,176,94,68,45,107,78,29,59,72,143,153,48,87,109,57,114,111,79.3298619791435,-0.112228791967933,0.157498789103577,-0.712569236923641,0.47611235354038,0.999369256693755
"20","GB40021",6745,4521,31809,4446,5833,12443,9801,16038,7788,6220,5621,20590,9563,5561,12932,9202,12105,15838,4390,10062,8769,5502,13392,7109,9620.56674945348,0.128585403774474,0.237561548498108,0.541271954941388,0.588320147927283,0.999369256693755
"21","GB40022",220,103,193,147,107,461,192,227,256,231,44,80,138,99,310,370,213,434,52,80,214,108,169,181,180.338869481451,-0.108380662133126,0.273181188899622,-0.396735450818135,0.691562555061744,0.999369256693755
"22","GB40025",0,2,1,0,0,1,0,1,1,0,1,0,4,0,0,0,1,1,0,3,2,1,2,1,0.845691980267621,-1.09344634162809,0.784074665447518,-1.39456915242121,0.163145802723427,0.999369256693755
"23","GB40026",2,2,1,4,5,2,3,8,3,1,3,3,6,3,1,2,2,2,0,14,9,1,6,2,3.38067193043216,-0.32720517678507,0.473285195684598,-0.691348852168878,0.489346338571704,0.999369256693755
"24","GB40027",161,119,48,86,66,98,82,137,66,86,73,77,123,33,56,91,69,73,62,135,176,74,101,110,90.6536175881557,0.0261627703027718,0.221039527876976,0.118362405828758,0.905780512140542,0.999369256693755
"25","GB40028",105,68,126,78,97,107,73,108,94,123,41,89,78,44,75,102,97,153,48,120,115,71,105,96,88.372431151351,-0.00736556173039639,0.110195923413803,-0.0668406008336402,0.946708600872595,0.999369256693755
"26","GB40029",34,18,101,25,15,36,22,77,38,49,35,69,49,19,46,26,60,68,22,38,51,34,65,37,40.3532017578299,-0.0523077254016775,0.209545043609332,-0.249625209457104,0.802877201313244,0.999369256693755
"27","GB40030",90,89,138,132,79,104,97,108,139,110,52,53,101,70,84,119,146,180,72,99,113,64,109,155,100.920596626425,-0.158318714949338,0.133306646069081,-1.18762807120131,0.234979973374305,0.999369256693755
"28","GB40031",803,778,1226,722,527,971,914,1116,1021,886,352,469,717,511,908,776,1198,1202,353,894,844,373,652,818,752.462221495275,0.0482923292556173,0.117742870400923,0.410150772536615,0.681695349760238,0.999369256693755
"29","GB40032",325,401,244,377,498,261,206,241,459,410,194,213,309,308,218,292,457,506,222,360,345,240,344,523,332.845656378615,-0.0819949431460905,0.206101657009415,-0.397837379552678,0.690750061755806,0.999369256693755
"30","GB40033",390,317,371,316,369,298,261,463,428,317,207,281,291,281,189,361,477,489,234,383,408,250,424,532,340.49547649805,-0.123494767683656,0.131020605966086,-0.942559887989087,0.345906065093464,0.999369256693755
"31","GB40034",6,11,9,1,9,3,2,11,8,6,2,1,9,4,0,3,5,4,2,8,7,3,4,7,4.95356779643093,0.250540518161465,0.374788237290638,0.66848554258969,0.50382370743279,0.999369256693755
