"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41862",113,81,47,70,71,152,259,228,121,212,348,217,-1.01463019010368,4.12455194633629,-7.19931327295736,6.85327477150414e-06,0.0192999061689124,4.13726774407688
"2","GB42784",10,9,9,15,5,16,54,40,14,47,58,51,-1.64731105041364,1.40955621715325,-7.11385896854511,7.77438314961223e-06,0.0192999061689124,3.32371402646301
"3","GB44961",19,24,12,16,16,16,78,44,24,59,100,62,-1.41276216190987,2.00413435865446,-7.30831688150277,5.8429031272012e-06,0.0192999061689124,3.82438706272388
"4","GB49515",76,52,41,94,66,92,197,168,99,181,284,193,-1.03092924846375,3.82354680192373,-7.61923297638047,3.73790131894978e-06,0.0192999061689124,4.66830798240117
"5","GB41861",108,53,45,109,51,136,268,292,84,288,374,276,-1.29158071831385,4.12791142772747,-6.46641198818623,2.08540368192927e-05,0.0258850732019471,3.09493410203067
"6","GB44090",87,75,66,79,64,107,249,221,74,191,424,258,-1.10284775260023,4.04925120725057,-6.64916643443516,1.56951025947919e-05,0.0258850732019471,3.36184050844645
"7","GB47036",65,41,24,52,49,77,198,132,41,127,278,164,-1.15622849009017,3.38786305464983,-6.55013807858133,1.82978562683896e-05,0.0258850732019471,3.17958897961824
"8","GB51058",143,105,77,194,150,257,548,385,140,378,812,509,-1.12967788201288,4.96093517532261,-6.56648264728589,1.78386609875043e-05,0.0258850732019471,3.25234224681431
"9","GB49900",36,28,10,25,19,26,105,61,25,65,156,84,-1.34771152014941,2.38640702182454,-6.17882490333657,3.29178514185812e-05,0.0363193627318346,2.51437187871679
"10","GB54348",131,116,73,116,89,148,278,202,118,245,315,222,-0.651259089992699,4.32096952088061,-5.98306747603887,4.52077480288644e-05,0.0434228472816628,2.36348983307257
"11","GB55022",137,104,65,103,90,162,322,197,100,184,320,228,-0.624967640912102,4.26292220139364,-5.94515926760753,4.81018449242992e-05,0.0434228472816628,2.30455955721797
"12","GB44962",16,27,6,34,19,38,106,61,24,74,104,85,-1.37969200299195,2.27491373619771,-5.68397227391925,7.41662898250469e-05,0.0441487792750895,1.79075393435008
"13","GB45733",119,101,51,122,104,152,318,268,78,240,381,235,-0.799883411741936,4.30572282126144,-5.70466677482703,7.16401331149849e-05,0.0441487792750895,1.92275969752195
"14","GB47083",81,96,38,112,87,123,291,184,79,175,360,260,-0.913211290458412,4.07492578859175,-5.72802377189424,6.88971242065141e-05,0.0441487792750895,1.96425758506128
"15","GB48167",1165,728,467,930,750,1435,2436,2153,693,2554,2618,2723,-0.874095651875399,7.39886696685054,-5.69970115667229,7.22379287156098e-05,0.0441487792750895,1.92120885116904
"16","GB49730",29,6,20,22,11,27,99,84,23,65,113,69,-1.65652369738808,2.14867991149929,-5.73313731521266,6.83114478664594e-05,0.0441487792750895,1.83139578192598
"17","GB52304",15,16,10,25,14,24,85,56,13,55,72,57,-1.25692644705692,1.90204182920134,-5.67269576649501,7.55819987589648e-05,0.0441487792750895,1.71409617461516
"18","GB53562",226,190,104,185,218,260,462,386,155,377,609,384,-0.590409992394257,5.08659015501481,-5.61982545086566,8.26080814580265e-05,0.0455721249376779,1.77119571932612
"19","GB43611",7,6,8,6,5,13,89,38,13,39,65,22,-2.00825515882254,1.11832021583437,-5.54393689405986,9.39138456256061e-05,0.0490823414243299,1.30409120262456
"20","GB44077",108,102,51,116,95,116,74,72,28,83,102,91,0.787367374002514,3.39332739677389,5.42728792287435,0.000114560692087158,0.0568793836212742,1.48666475533755
"21","GB53008",43,39,20,31,49,70,164,96,38,93,229,102,-1.07747330751251,3.0513433607526,-5.32410063456477,0.000136792917194916,0.0646835079878817,1.31558307616313
"22","GB41752",242,179,110,156,180,204,153,138,69,175,184,163,0.670916683014962,4.33049062524669,5.17000507408007,0.000178762504168523,0.0651363032328365,1.03170163520364
"23","GB42643",14,19,14,16,30,18,12,3,1,14,6,5,1.94860642880727,0.392976575502577,5.10793396532726,0.000199289575600721,0.0651363032328365,0.557669470405462
"24","GB47956",50,28,24,38,66,73,159,112,30,127,195,157,-1.0775065840259,3.17248449892219,-5.17053365918029,0.000178597505039918,0.0651363032328365,1.0705114349111
"25","GB48789",31,28,15,40,21,47,121,56,24,68,137,102,-1.04711716688243,2.56804848707393,-5.15365681771303,0.000183945057134731,0.0651363032328365,1.02520074579523
"26","GB51482",902,567,353,791,553,1046,2074,1412,486,1700,1957,1817,-0.750855032079214,6.96524752519803,-5.12192158613856,0.000194458334852583,0.0651363032328365,0.973449216803767
"27","GB51998",38,31,17,66,29,51,172,74,32,110,227,119,-1.23179880980614,2.97200003422535,-5.09646038466036,0.000203345961754072,0.0651363032328365,0.947660942164466
"28","GB52472",117,77,59,141,82,117,295,176,92,180,345,211,-0.722123516601078,4.14712761525451,-5.19940948586709,0.000169821272925761,0.0651363032328365,1.09608469086279
"29","GB53821",18,12,11,19,22,17,63,31,19,41,64,39,-0.954831164385713,1.72504733646525,-5.17584818588673,0.000176947375200133,0.0651363032328365,0.970389966562787
"30","GB55074",225,171,100,202,162,326,558,473,131,435,725,455,-0.782762077785858,5.1562565191214,-5.18238057194045,0.000174940898703436,0.0651363032328365,1.04257478467678
"31","GB55527",18,22,14,33,25,48,117,67,23,70,142,67,-1.18871239211803,2.43771376795013,-5.18550090653064,0.000173990863762614,0.0651363032328365,1.06463822483681
"32","GB48275",21,22,7,17,15,30,66,65,19,58,186,98,-1.61214398783569,2.14371042138623,-5.02939518061913,0.000228844335912889,0.0688613410792421,0.787752582556817
"33","GB51219",21,25,14,30,12,40,101,46,25,63,141,70,-1.23744611952962,2.2913894086829,-5.03904868392774,0.000224977540423146,0.0688613410792421,0.823456728403772
"34","GB43543",143,105,35,73,96,140,233,215,87,291,334,319,-0.955426529010705,4.20008111437806,-4.98913768232884,0.000245732334670285,0.0712423884502732,0.741590512496423
