"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40101",51,58,63,41,69,71,50,23,24,33,31,41,0.808142945551401,2.49342203567839,3.24799735889289,0.00622746770733221,0.813652101456331,-4.19219677728653
"2","GB40306",349,413,379,246,406,375,255,166,140,263,307,281,0.633720847674364,5.19199113983392,3.37327923309654,0.00488441768531547,0.813652101456331,-3.77603816771279
"3","GB40505",10,10,21,8,12,10,24,18,6,23,39,24,-0.884857242334039,0.983996862985203,-3.70668441974683,0.002565286931758,0.813652101456331,-4.32946946595225
"4","GB41122",86,40,101,45,76,70,46,39,26,40,73,70,0.469094328343802,2.83918546890571,3.05134378696625,0.00911920020879333,0.813652101456331,-4.17393607000607
"5","GB41850",942,539,1003,480,908,964,710,346,269,467,885,894,0.500043597364095,6.37495184247323,3.18505278824306,0.00703626079253294,0.813652101456331,-3.90900843577844
"6","GB42319",234,176,176,52,209,252,259,243,134,194,463,335,-0.620694256289274,4.71254001673124,-3.17331459029251,0.00719832315215912,0.813652101456331,-3.86163000214411
"7","GB42323",9,6,7,2,10,7,11,10,4,9,42,20,-1.07252079317651,0.254401058737424,-3.22408295065752,0.00652316971924243,0.813652101456331,-4.42830049389198
"8","GB42434",10499,8833,28096,6020,11854,30329,36602,26450,10881,18407,53868,20955,-0.929426980852963,11.1831959602039,-3.33762956592299,0.00523384973680135,0.813652101456331,-4.25405836758903
"9","GB42597",107,105,124,127,104,91,96,15,4,43,108,43,1.40959810677936,2.95720557339429,3.1389648948699,0.00769429964454932,0.813652101456331,-4.1607942476869
"10","GB42802",1339,1732,5323,1163,1451,1104,538,587,499,726,812,1876,1.13116239926022,7.17310365475434,3.43040589260635,0.00437275124986471,0.813652101456331,-3.92688765863489
"11","GB43325",45,108,98,34,288,74,21,45,17,12,37,73,1.50090344055094,2.66691264540349,3.05771166211051,0.00900733450301656,0.813652101456331,-4.21385283309183
"12","GB45453",4,4,26,6,19,10,28,18,13,17,58,20,-1.29881459750346,0.923008697519778,-3.55009075033253,0.00346917071784464,0.813652101456331,-4.35354207065387
"13","GB45778",3,3,5,1,12,19,9,10,11,8,32,23,-1.37331609447906,0.157694391687518,-3.10956867924901,0.0081457315179899,0.813652101456331,-4.44330431075571
"14","GB45987",74,35,122,23,47,58,44,33,11,24,44,31,0.856987909649866,2.32576787204399,3.59506802195459,0.00318065028994875,0.813652101456331,-4.16361052708985
"15","GB46224",355,1000,777,236,579,696,129,269,210,165,642,312,1.12236621558924,5.56846444727812,3.31771309619854,0.00543990079051748,0.813652101456331,-3.81535595424156
"16","GB46587",28364,13492,27561,10703,25575,77998,71958,72030,18840,38715,112346,38161,-1.06991988549423,12.1440004315951,-3.0233231043146,0.0096280714054172,0.813652101456331,-4.33754213618985
"17","GB47237",7,4,14,2,7,6,11,11,7,6,23,13,-0.848743413513205,0.10864412586866,-3.15406296264215,0.0074722298607628,0.813652101456331,-4.44126670689533
"18","GB47381",24,17,47,13,36,38,42,33,43,65,69,47,-0.792338249571125,2.22014452550578,-3.31718087774381,0.00544551740772663,0.813652101456331,-4.22111926521774
"19","GB48038",241,294,408,144,344,257,208,82,33,86,268,107,1.2317559143525,4.43896401761259,4.93703965683702,0.000258256979054384,0.813652101456331,-3.46738580040842
"20","GB48419",66,54,113,38,83,160,145,174,31,129,219,164,-0.758905945186998,3.65572893177826,-3.07024235911632,0.00879117341837298,0.813652101456331,-4.0389940898135
"21","GB48476",19,22,23,10,26,19,14,6,3,4,16,23,0.959489959656331,0.778992650065186,3.07054791939776,0.00878596728273108,0.813652101456331,-4.40510439770035
"22","GB49029",13,11,12,9,23,10,5,4,4,8,5,4,1.24949695744353,0.0924153707209048,3.45156960703019,0.00419721775378391,0.813652101456331,-4.42398644009077
"23","GB49358",18,17,39,6,16,26,29,35,18,28,49,28,-0.694604934466672,1.59399962796851,-3.08101587389282,0.00860945450443943,0.813652101456331,-4.32892531996812
"24","GB49553",301,229,497,131,333,358,341,363,190,344,589,440,-0.364478800095735,5.36073827701125,-3.61877306640899,0.00303849711291111,0.813652101456331,-3.6906344397917
"25","GB49692",89,64,148,59,93,112,72,54,38,56,102,84,0.439883913324951,3.29633482929119,3.68238786754615,0.00268804328028274,0.813652101456331,-3.95665778811415
"26","GB49723",388,540,646,310,558,569,403,327,162,305,540,395,0.515517056080923,5.69719768132607,3.51856930163843,0.00368704134660811,0.813652101456331,-3.74193453079917
"27","GB49981",26,43,49,18,58,36,27,16,7,7,33,27,0.989800416324743,1.66938258938086,3.40043909945073,0.00463403741549701,0.813652101456331,-4.285683697415
"28","GB50945",139,145,259,85,170,165,181,196,96,171,326,239,-0.356704092413027,4.44983776955786,-3.15979731322692,0.00738957246322727,0.813652101456331,-3.88535192535581
"29","GB50981",147,108,210,95,147,217,116,111,69,102,149,134,0.393447659918184,4.0387821288536,3.04326584178639,0.00926309553029394,0.813652101456331,-3.97935004635577
"30","GB51018",1,3,9,0,10,7,14,7,5,9,18,11,-1.53407698592033,-0.364963089248637,-3.21267039473159,0.00666920067288954,0.813652101456331,-4.46130141857125
"31","GB51305",364,212,387,205,214,214,144,75,33,88,173,161,1.27866452006739,4.35073000781141,5.52436769805864,9.20826586205364e-05,0.813652101456331,-3.38471286450601
"32","GB51566",209,134,317,119,216,504,339,380,166,284,733,335,-0.64390262494878,5.13549430988607,-3.11951740578392,0.00799007012438829,0.813652101456331,-3.86223876717816
"33","GB52156",21,18,50,9,32,34,40,43,13,31,76,53,-0.671984696503452,1.97185908914395,-3.26926979199671,0.00597573746157656,0.813652101456331,-4.2591621761186
"34","GB52341",98,74,228,50,131,156,168,201,109,122,341,155,-0.616312110491489,4.13327852421595,-3.27415268759877,0.00591940965386099,0.813652101456331,-3.89943164236461
"35","GB53163",171,119,148,87,142,183,100,26,35,40,93,148,1.08002239326389,3.5640369122838,3.87367205636964,0.00186241645401172,0.813652101456331,-3.87520552574147
"36","GB53369",259,106,417,496,185,245,104,4,125,115,113,7,2.64776786722053,3.73334974800852,3.21222201442681,0.00667500429669224,0.813652101456331,-4.07236472414663
"37","GB53377",29,37,58,28,51,40,22,27,4,20,36,31,0.832970260684721,1.85705043598935,3.23374379577824,0.0064020570957505,0.813652101456331,-4.28226512886633
"38","GB53622",14,7,15,8,11,18,10,5,2,2,11,6,1.04750494855578,0.0612414082793294,3.44080652131788,0.00428558098553631,0.813652101456331,-4.42603830787346
"39","GB53876",460,367,455,344,293,607,284,209,109,187,341,388,0.779022664726046,5.31284700845971,3.77769482742687,0.00223819961366394,0.813652101456331,-3.65138239402806
