"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB43039",71,72,34,154,111,97,25,65,28,36,40,50,0.890232806135443,2.86086387143664,5.65952866067689,7.41604853631417e-05,0.736413619655997,-3.81168764758658
"2","GB40031",803,717,353,1116,1021,844,778,1226,511,908,914,894,-0.373179586428673,6.68784076006043,-3.25328659466701,0.00619067920033179,0.999456478203734,-3.92382243547425
"3","GB40969",336,412,325,760,380,421,193,217,148,127,187,334,0.933440091362511,5.18943830496232,4.05103418620423,0.00133829561349103,0.999456478203734,-3.60355610485854
"4","GB41168",55,53,34,78,45,75,33,41,19,16,20,47,0.766522812503293,2.32160866173525,3.37359735953809,0.00490458358078595,0.999456478203734,-4.20928316073895
"5","GB41311",1102,1953,777,2956,2086,2469,1416,1107,458,788,662,1027,0.77285686004946,7.28042069642248,3.32213605885433,0.00541811517613736,0.999456478203734,-3.96593254069428
"6","GB41545",4452,4190,1445,3560,4333,4445,4555,11379,4910,4525,4173,4112,-0.796228587723464,9.09913462167676,-3.35682473782372,0.00506634072038149,0.999456478203734,-4.11598243561807
"7","GB41700",124,140,66,199,98,157,57,87,31,70,29,95,0.904933658657749,3.42171364231942,4.19954824075231,0.00101145132812637,0.999456478203734,-3.86008899775242
"8","GB42264",469,761,317,756,1059,756,1349,1081,518,873,663,1699,-0.788605037616046,6.64836144063173,-3.35449358562629,0.00508924363583014,0.999456478203734,-3.8915890653264
"9","GB42351",1311,1757,519,2359,2572,2182,1647,5277,1133,2774,1637,2255,-0.669966744530246,7.89256791041844,-3.10557978112406,0.00824076097476118,0.999456478203734,-4.07476899546975
"10","GB42540",1110,1481,487,1217,1118,1408,929,1975,937,1963,1682,1511,-0.632675008626901,7.31584953128436,-3.2533761896577,0.00618960521953133,0.999456478203734,-3.98843596440259
"11","GB42643",14,3,1,6,18,5,19,12,14,16,30,14,-1.56338470709388,0.392976575502577,-3.09022378337747,0.00848943654623509,0.999456478203734,-4.43386597563979
"12","GB42688",408,380,220,571,575,456,377,916,286,382,411,575,-0.339795867827644,5.80529403775705,-3.02609174077846,0.0096112829868706,0.999456478203734,-3.91930068167892
"13","GB43818",329,335,163,615,511,491,180,424,140,243,230,389,0.376667664489352,5.29418583003458,3.12585728734465,0.00792347345396141,0.999456478203734,-3.87159617304406
"14","GB45503",18,18,12,19,14,16,19,43,12,17,23,28,-0.737753510147165,1.30127066429648,-3.45406101377527,0.00419802065521275,0.999456478203734,-4.32176708622735
"15","GB45713",302,417,131,556,461,399,218,337,131,178,207,313,0.443254650774687,5.14598205170264,3.24586450996989,0.00628029988928227,0.999456478203734,-3.83279937457727
"16","GB45776",433,433,203,385,365,408,399,646,379,448,328,630,-0.556611766528061,5.7048744015292,-3.11505853160898,0.0080908981851571,0.999456478203734,-3.88452711946816
"17","GB45853",275,304,133,492,366,334,166,358,82,176,193,300,0.391458402663535,4.9385519742778,3.07086551813716,0.00881359749042332,0.999456478203734,-3.89810518696662
"18","GB46772",1470,1187,634,3123,2641,1456,1671,4428,1518,2242,1959,2068,-0.723607957072302,7.8729079376628,-3.78520072232318,0.00221995966766127,0.999456478203734,-3.91702598391326
"19","GB47304",1146,1198,435,1061,1262,1164,929,1958,817,1164,1257,1470,-0.512162729962288,7.13721724920182,-3.45966205503515,0.004152840931554,0.999456478203734,-3.91640681631006
