"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40076",292,382,123,201,571,341,156,161,118,141,184,183,0.512561167943796,4.76088594590267,2.63346634664412,0.0205072976066517,0.996207516772792,-4.06410110090613
"2","GB40355",126,126,69,108,148,118,106,123,104,92,113,159,-0.426048720218862,3.87425535830191,-3.09153326279644,0.00849560497146216,0.996207516772792,-3.99660328039689
"3","GB41010",22,19,8,20,36,25,6,18,8,3,1,11,1.27326974527625,0.539458274639318,3.02943232344084,0.00957900978406385,0.996207516772792,-4.43179710935318
"4","GB41343",60,124,27,94,160,73,28,68,51,30,25,48,0.659720802392743,2.83706760124841,2.73087806476153,0.0170218920830563,0.996207516772792,-4.25327563860917
"5","GB41469",473,622,211,512,666,505,399,505,469,312,476,629,-0.352076774563267,5.89279605337463,-3.74146857710033,0.0024264520341967,0.996207516772792,-3.70008391209337
"6","GB41839",28,83,15,56,111,70,29,30,27,14,14,32,0.791800538407888,2.14501955544973,2.8207790846398,0.0143234498415043,0.996207516772792,-4.31674543089778
"7","GB42485",34,62,25,41,63,49,10,31,20,15,25,35,0.622979278038206,1.97658973952284,2.9990111384281,0.0101587744515583,0.996207516772792,-4.30743892356745
"8","GB42660",99,222,46,115,156,159,49,72,50,51,62,101,0.588589315470808,3.4744556092833,3.37779612132387,0.00488468219036135,0.996207516772792,-4.01065359694152
"9","GB42693",244,457,150,339,405,352,267,289,397,189,271,412,-0.341626235333776,5.26897715959112,-2.77388738244158,0.0156739241964916,0.996207516772792,-3.99022705665901
"10","GB43366",182,227,80,184,283,218,115,122,101,62,116,145,0.3917979687658,4.17190635560029,3.71941834563083,0.00253108950799583,0.996207516772792,-3.78349479359044
"11","GB43778",141,128,56,73,180,144,132,116,170,98,89,201,-0.591489486354989,3.95040208224555,-2.8135888096996,0.0145228506267822,0.996207516772792,-4.06812496456747
"12","GB43983",44,79,16,40,103,85,28,45,16,18,26,30,0.694170395537967,2.25109448685498,2.62807028781062,0.0207194617163927,0.996207516772792,-4.33625589997215
"13","GB44099",39,41,15,33,57,33,32,59,41,16,36,57,-0.548062316079042,2.20486354904507,-3.11867513791032,0.00806126418387079,0.996207516772792,-4.25531774252151
"14","GB44158",40,53,12,70,109,65,26,40,8,20,14,28,0.954995263041423,2.02936123625919,2.62684809753114,0.0207678117179616,0.996207516772792,-4.35981952381754
"15","GB44285",213,425,108,302,418,241,180,180,149,102,115,204,0.401867532880708,4.66642126408654,2.66969533565488,0.0191365803402564,0.996207516772792,-4.05384843604395
"16","GB44677",34,24,16,36,36,42,29,35,34,29,49,42,-0.653029913146636,2.09122646960643,-2.80026689245928,0.0148995278029752,0.996207516772792,-4.31848753198676
"17","GB44948",27,36,15,45,50,29,15,24,9,9,4,26,0.922011128748111,1.3676983602002,2.78790594506511,0.0152576046777403,0.996207516772792,-4.39430613751751
"18","GB44985",525,675,266,500,706,686,392,627,608,271,561,795,-0.327543557439189,6.06989876259456,-2.83937052138962,0.0138202657340109,0.996207516772792,-4.00400062880131
"19","GB45846",32,33,9,22,64,32,6,8,14,5,18,25,0.932810291470778,1.19373087436431,2.96361751167048,0.0108772227215454,0.996207516772792,-4.38836119822893
"20","GB46487",143,262,53,183,263,198,74,119,92,70,81,123,0.501835175347146,3.97505379869427,3.36806063287574,0.00497740469064048,0.996207516772792,-3.91723458862426
"21","GB46956",20,52,7,35,80,41,9,9,9,5,16,30,1.11735188447453,1.29070675772101,3.16207823005833,0.00741226535987269,0.996207516772792,-4.36119625434285
"22","GB47151",142,181,59,106,194,154,106,141,169,84,142,189,-0.4256777492396,4.08710545358962,-3.38595681767864,0.00480829974914747,0.996207516772792,-3.87403187889606
"23","GB47408",39,90,21,45,84,65,39,67,68,37,57,98,-0.53539059898298,2.8185601155808,-3.14348589916039,0.00768363046522845,0.996207516772792,-4.16580312010909
"24","GB48065",65,66,37,71,111,52,67,82,56,34,70,120,-0.511095307414501,3.07438056091016,-2.87362297409642,0.0129383560872685,0.996207516772792,-4.18406892651221
"25","GB48535",118,149,69,119,134,126,117,132,104,78,115,151,-0.383882290879661,3.89050175606937,-3.10238522807851,0.0083192151667038,0.996207516772792,-3.99077294197974
"26","GB49152",25,48,10,39,95,47,10,32,19,12,11,15,0.925723891336751,1.61776388602275,2.87451591313881,0.012916122948329,0.996207516772792,-4.36193743539221
"27","GB49160",176,183,89,153,202,166,127,167,188,89,172,203,-0.375335022004144,4.31415969934705,-3.03954923032289,0.00939357890492118,0.996207516772792,-3.94667489199022
"28","GB49302",11,20,3,14,19,13,4,6,5,5,3,6,0.907322574011991,0.0299588438205402,3.27727031601986,0.00593206405716424,0.996207516772792,-4.44053830136412
"29","GB49378",23,16,10,21,19,28,29,22,21,27,21,32,-0.80430406869326,1.50352954109138,-2.94207470783748,0.011338919323764,0.996207516772792,-4.35678661776302
"30","GB49407",57,88,42,67,120,90,24,62,35,40,23,45,0.644450195098476,2.73502133587298,2.82878351427976,0.0141046357755677,0.996207516772792,-4.24633626796754
"31","GB49419",17,45,13,27,51,26,10,12,16,12,7,19,0.770742994348448,1.24835054338662,2.94654414781768,0.0112415644483274,0.996207516772792,-4.38384006476205
"32","GB49568",103,118,31,105,133,126,56,62,40,40,54,71,0.477881708752909,3.18281347244102,2.86554678888308,0.0131411648100533,0.996207516772792,-4.17587591815236
"33","GB50225",159,84,58,88,117,124,29,55,17,50,16,89,1.05702839550213,2.94677403669015,2.75589543393044,0.0162245949838533,0.996207516772792,-4.24285607068597
"34","GB50586",69,75,38,61,148,112,42,48,19,40,36,38,0.752943196110061,2.76347151663758,2.74583578682786,0.0165407000583155,0.996207516772792,-4.2602872712359
"35","GB51446",241,281,164,875,1198,142,92,47,49,39,9,433,2.11745129854754,4.17404533328827,2.93340927035699,0.0115300547929439,0.996207516772792,-4.10288130204967
"36","GB51571",141,170,76,120,153,160,132,151,111,102,131,202,-0.430655107560477,4.10557760271571,-3.1597448416317,0.00744579007866844,0.996207516772792,-3.93813869546521
"37","GB51638",10,24,7,14,21,17,4,8,4,1,2,12,1.28413422818732,0.065104182391594,3.95792032914175,0.00160619815751616,0.996207516772792,-4.40188044135964
"38","GB51797",24,112,15,42,180,114,16,20,12,22,22,27,1.33219192946018,2.11781243722333,2.95979741569665,0.0109577138714095,0.996207516772792,-4.3055533409853
"39","GB51947",47,66,20,46,77,65,55,58,85,30,59,75,-0.593554723735811,2.78781109477409,-3.73786966324309,0.00244322475061079,0.996207516772792,-4.06302945718039
"40","GB51949",18,51,5,13,18,22,1,3,9,0,8,15,1.78492195917097,0.0807689577779097,3.06121549839328,0.00900837795539537,0.996207516772792,-4.45614184013311
