"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40206",122,179,130,55,108,184,64,78,40,71,103,128,0.375323127248113,3.62635440456878,3.1287930245715,0.00791526314147857,0.992205368405124,-4.02918641222986
"2","GB40703",497,789,578,304,581,999,278,331,195,443,539,549,0.392528101960933,5.89249419132708,3.31939579491663,0.00547629761888276,0.992205368405124,-3.82528229933459
"3","GB41138",58,171,131,33,74,171,38,51,24,31,57,86,0.778156370979564,3.02831749967662,3.05312546286422,0.00916142453306534,0.992205368405124,-4.15408326819568
"4","GB41196",449,738,613,279,582,910,314,411,191,248,456,555,0.423897425060846,5.80772586678076,3.14691747326215,0.00764278524957019,0.992205368405124,-3.87652642313702
"5","GB41261",21,30,29,9,44,47,9,9,5,8,22,26,0.895492151563465,1.18928572182827,3.21227561122064,0.00673574997755277,0.992205368405124,-4.36021603858621
"6","GB41343",60,124,68,27,94,160,28,51,30,25,48,73,0.730358800536126,2.83706760124841,3.25025672441156,0.00625899481060279,0.992205368405124,-4.14295896311038
"7","GB41360",37,29,22,9,35,27,36,37,17,36,55,43,-0.833119892138938,1.93610027499699,-3.92756232638187,0.00170526275487091,0.992205368405124,-4.18156619854199
"8","GB41581",11,42,15,7,21,24,4,13,5,3,8,7,1.22529825351752,0.458059234005896,3.55822965098011,0.00345537018536501,0.992205368405124,-4.3952436891036
"9","GB42265",99,128,69,56,124,131,94,89,88,131,161,148,-0.537427646380108,3.76319385604131,-3.50207081580422,0.00384979623460093,0.992205368405124,-3.89680493398503
"10","GB42523",54,90,81,19,57,71,28,14,10,19,58,38,0.913973129403285,2.2407506511493,3.38761821144951,0.00480040289347261,0.992205368405124,-4.21664461549962
"11","GB42739",941,2009,1459,653,1251,1666,601,725,364,813,1010,1155,0.497325903779688,6.93755946648023,3.63975420573366,0.00295439685463196,0.992205368405124,-3.85442527371519
"12","GB42770",64,86,39,30,64,53,53,71,47,54,88,83,-0.571990949083437,2.91662498661439,-3.12710195284358,0.0079411754397704,0.992205368405124,-4.14745476378342
"13","GB42796",7,9,13,1,19,18,18,15,5,19,27,21,-1.08934769478639,0.631781300672821,-2.9900125791546,0.0103487290310163,0.992205368405124,-4.42189679835342
"14","GB43173",73,144,117,47,81,177,45,50,33,53,89,80,0.525557190358195,3.24211773632902,3.22141667466515,0.0066177838358384,0.992205368405124,-4.07743715193114
