"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41517",90,60,54,32,75,89,39,35,26,26,52,88,0.992410751677164,2.70820379610113,3.94509606301998,0.00160876465465563,0.468417834823445,-1.77384145870572
"2","GB41569",282,316,199,173,293,359,270,646,447,409,573,519,-0.475509010169341,5.4811748826112,-3.62574543117955,0.00297311795340504,0.468417834823445,-1.6769736996356
"3","GB41860",109,119,45,30,109,111,56,67,26,35,79,98,0.88020188579032,3.07293447025362,3.80615331221431,0.00209971943443582,0.468417834823445,-1.78589326327377
"4","GB41863",303,377,163,165,435,448,204,231,131,185,371,356,0.678440016688596,5.05841276960774,3.94900090450689,0.00159680275249513,0.468417834823445,-1.22130085225804
"5","GB42594",82,114,33,24,51,118,65,299,235,133,553,257,-1.44215601785928,3.85485793728164,-4.13186248605451,0.00112748485240294,0.468417834823445,-1.23601592206294
"6","GB42603",96,72,28,54,82,89,50,49,38,41,89,49,0.731171675243299,2.89515740498797,3.71433494070383,0.00250570132530822,0.468417834823445,-1.94622426101895
"7","GB42758",41,25,10,7,12,54,24,118,51,55,134,82,-1.43026880824989,2.2213842749592,-4.04731420395864,0.00132382584200997,0.468417834823445,-1.94761219570175
"8","GB43628",71,91,35,41,102,91,40,86,31,45,81,78,0.587358206493469,2.9811819409125,3.69831762090098,0.0025843136578902,0.468417834823445,-1.93433662717284
"9","GB43635",219,185,109,97,233,315,178,477,291,321,397,371,-0.515539490774259,4.95059853185783,-3.75273263851209,0.002326998899352,0.468417834823445,-1.50290907771134
"10","GB43761",86,37,22,47,38,55,39,13,6,32,30,15,1.57032186264927,1.91070928243349,3.60627749476485,0.00308717519872376,0.468417834823445,-2.43710051061206
"11","GB43877",628,143,136,86,145,427,283,757,859,677,1003,1291,-1.51473268115241,5.62982132589505,-3.8639228626668,0.0018792781342563,0.468417834823445,-1.3922645560362
"12","GB44072",217,217,115,101,208,284,138,209,74,111,255,186,0.590845334008941,4.39696573392103,3.81018841538694,0.00208349883130144,0.468417834823445,-1.45658593128279
"13","GB44166",39,23,12,19,30,29,24,3,5,24,6,11,1.8336041667326,0.983080019036972,3.56298578515764,0.00335696567499878,0.468417834823445,-2.83388373770964
"14","GB44887",28,37,15,17,47,33,20,24,17,15,25,26,0.768395552852214,1.64274697777373,3.90888611415629,0.00172414786323068,0.468417834823445,-2.25903727947071
"15","GB46188",212,211,88,117,228,236,146,143,80,71,200,164,0.797748139599641,4.23810835293961,4.59843787993679,0.000471104088942896,0.468417834823445,-0.485835968514596
"16","GB46543",273,263,142,86,207,263,121,200,78,95,211,256,0.720096664250738,4.42604354121741,3.69468457193677,0.00260249054872402,0.468417834823445,-1.61164870249497
"17","GB46579",360,635,263,128,526,681,412,2110,1057,646,1195,1025,-0.982580562980385,6.26013075707596,-3.6901683744535,0.00262526724406234,0.468417834823445,-1.64315607533184
"18","GB46982",158,255,105,67,218,252,124,135,64,72,221,144,0.802599780537367,4.1275151803162,3.89827316762236,0.00175954350667475,0.468417834823445,-1.38576826995441
"19","GB47580",72,169,41,79,141,176,138,255,251,145,453,352,-0.923830252358977,4.32612910444206,-3.7332816134668,0.0024158428752984,0.468417834823445,-1.5993906723554
"20","GB47715",11,14,10,5,24,17,7,7,2,7,10,12,1.17884421125423,0.294316856485918,3.57452358813947,0.00328281079976417,0.468417834823445,-3.06592285931999
"21","GB48048",149,130,59,70,164,119,54,136,46,87,126,121,0.6229451672444,3.64866239708598,3.5595847547,0.00337914644888731,0.468417834823445,-1.91760501099388
"22","GB48195",460,659,284,234,719,504,604,2289,1032,736,2301,780,-0.966776991578276,6.4914014271152,-4.49171400585441,0.000573959963477387,0.468417834823445,-0.648793194053331
"23","GB48966",85,45,24,9,14,100,52,225,184,121,218,95,-1.61106858139439,3.09212483974814,-3.58275899596281,0.00323089719241563,0.468417834823445,-2.10230504631539
"24","GB49347",743,687,266,344,645,939,537,2027,1581,1230,1731,1450,-0.916295474796413,6.77861487303321,-4.48853288277007,0.000577360207892462,0.468417834823445,-0.698929748572881
"25","GB49559",104,95,49,56,134,132,73,116,55,58,114,93,0.480131014616202,3.45384297566093,3.86018148257996,0.00189281214948083,0.468417834823445,-1.59495393111278
"26","GB50627",359,135,196,127,344,287,495,2510,499,381,1750,951,-1.56070898256294,5.80918747946119,-4.95387201264054,0.000246518820874021,0.468417834823445,-0.0544310115734783
"27","GB51142",144,112,88,80,135,157,107,110,57,66,93,130,0.709520481554376,3.72133322028702,3.6395892564405,0.00289461877223648,0.468417834823445,-1.80059725218223
"28","GB51188",209,217,112,163,291,284,213,1035,482,259,865,453,-0.857045202892452,5.31070963290091,-3.88073658897936,0.00181966498438245,0.468417834823445,-1.33422622120867
"29","GB51833",775,334,236,121,387,775,652,758,1576,1593,2972,931,-1.44289452031621,6.42052824362203,-3.94783874549697,0.00160035331767495,0.468417834823445,-1.33095521137843
"30","GB51834",390,208,124,55,230,653,520,657,944,821,1660,635,-1.5735868887344,5.72526549312155,-4.48988300413688,0.000575914552327804,0.468417834823445,-0.598566003240906
"31","GB51845",152,55,40,10,38,200,124,210,377,224,635,263,-1.82817684481566,3.9642689926873,-3.92825616609392,0.00166140995563838,0.468417834823445,-1.49930429528342
"32","GB51917",63,35,24,36,56,62,46,17,21,30,26,26,1.15332976476994,2.14049651797479,3.58005155997401,0.00324787169971264,0.468417834823445,-2.3573083204661
"33","GB52097",15,8,3,9,16,9,15,48,13,20,60,30,-1.25047751685739,1.03176303200311,-3.9514172411487,0.00158944625473358,0.468417834823445,-2.55417793258957
"34","GB52492",137,101,69,38,124,167,64,65,32,41,117,70,1.04438627135571,3.28635335721937,5.01390267091059,0.000221328661314389,0.468417834823445,-0.429457596439665
"35","GB52517",112,87,47,33,139,105,61,59,26,55,116,49,0.870292622871268,3.08959274054772,3.61494120623073,0.00303587900746131,0.468417834823445,-1.99889463865907
"36","GB52581",74,19,40,29,27,70,2,21,13,0,27,13,2.53603080748302,1.09692052956993,3.63346241691966,0.00292909737160347,0.468417834823445,-2.81561675924201
"37","GB52716",666,1001,387,251,1072,989,676,4245,1146,1043,4337,1638,-1.04507178037538,7.06822041883317,-3.6994455909929,0.00257869647617723,0.468417834823445,-1.71384685514663
"38","GB52885",21,31,11,6,36,37,15,16,9,4,17,14,1.19801477440226,0.993803374031965,3.88536824583948,0.00180358506542132,0.468417834823445,-2.58130456459719
"39","GB52910",63,68,36,24,71,67,43,58,30,27,50,50,0.668718017127267,2.57879252237368,4.01441500771378,0.00140940751079354,0.468417834823445,-1.74981750125395
"40","GB53518",85,105,43,55,105,141,128,220,150,111,237,141,-0.574163431204011,3.8815861120597,-4.15798784711128,0.00107306613250375,0.468417834823445,-1.13086680471617
"41","GB53724",45,76,37,29,54,53,18,49,16,32,38,41,0.937734847397191,2.28411977949735,4.22845866830923,0.000939333895063983,0.468417834823445,-1.68999735796086
"42","GB53751",58,50,24,37,99,83,30,55,18,31,77,35,0.846625140761474,2.51716129980738,3.79621774149811,0.0021402099280273,0.468417834823445,-1.99775507574373
"43","GB53804",21,29,14,13,14,32,32,45,49,33,94,46,-0.938339662648669,1.96707321154237,-3.69235988051213,0.00261418956057843,0.468417834823445,-2.33805152945893
"44","GB53873",0,5,8,3,12,9,27,75,14,16,49,29,-2.45169255205374,0.59632635432038,-3.90614172235647,0.00173323047450494,0.468417834823445,-2.83191760014932
"45","GB54214",395,336,187,214,311,504,344,709,510,422,834,566,-0.469834276531612,5.71028450483295,-3.81149395926938,0.00207827809930715,0.468417834823445,-1.43003252262035
"46","GB54216",1257,1652,722,502,1671,1923,1177,7318,2566,1659,4031,3133,-0.909389828582595,7.85003532044631,-3.80733507294907,0.00209495562428845,0.468417834823445,-1.68049717751951
"47","GB54860",18,19,10,10,21,20,5,13,5,12,16,9,1.06075104007909,0.679081640107294,4.72837563962653,0.000371105346560213,0.468417834823445,-2.23514971724196
"48","GB54888",310,246,123,140,470,384,388,1125,476,314,753,586,-0.788744072979474,5.5776785181063,-4.43274401477208,0.000640496085162604,0.468417834823445,-0.615128141702027
"49","GB55466",502,469,240,182,467,644,441,1039,917,618,1238,913,-0.750404000962334,6.16483223161546,-5.04661468122007,0.000208744566185092,0.468417834823445,0.0597303009728511
"50","GB55624",141,123,58,61,146,151,127,338,218,131,344,173,-0.599758695770884,4.24120878430396,-3.83404876866363,0.00199015953790904,0.468417834823445,-1.46353453799816
