"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41283",1007,705,1200,903,900,1326,384,1105,786,586,918,1055,0.753804779007905,6.79592186306893,3.03761649429615,0.00929643570886565,0.949915628283018,-4.00949338510913
"2","GB41326",88,99,54,255,294,152,52,61,35,32,95,156,1.38093675833698,3.54137081608605,3.36958363417606,0.00487295478679597,0.949915628283018,-4.00815234593605
"3","GB41428",76410,22541,41127,36188,28973,70449,12132,50246,11100,3338,33129,29464,1.67561828734658,11.7287079851968,3.35806886951137,0.00498331500836669,0.949915628283018,-4.29053786710692
"4","GB42460",3,40,1,4,46,31,221,721,625,88,37,201,-3.88860984739623,2.56835165899469,-3.4358461750534,0.00428401092349233,0.949915628283018,-4.27288710385645
"5","GB42626",826,213,590,359,210,392,96,79,96,225,149,80,2.16553183773935,4.73368940674059,4.63503618280178,0.000438112473494605,0.949915628283018,-3.54689186421459
"6","GB42825",7,3,4,11,5,16,11,19,12,23,18,19,-0.935384669886443,0.490797245327318,-3.18509675832343,0.00697762454629474,0.949915628283018,-4.4168225945234
"7","GB42899",451,195,205,251,349,466,154,364,304,195,326,313,0.485562406658577,5.18028867134999,3.45708633297024,0.00411083544138825,0.949915628283018,-3.75440928450139
"8","GB43247",55762,14824,10154,47434,26524,57228,10010,8651,1008,4234,33662,10828,2.30907486527586,10.8563954129273,3.43550119697431,0.00428688349008583,0.949915628283018,-4.23860294084498
"9","GB43509",14,725,24,15,643,107,2655,3035,944,557,158,1347,-3.45533471216306,5.1780484926941,-3.24800608294474,0.00617345853007962,0.949915628283018,-4.00970868522114
"10","GB43780",7,13,1,15,15,21,18,25,42,48,51,48,-1.55209389618165,1.2695614799307,-3.50390737560169,0.00375361972535696,0.949915628283018,-4.33290152943819
"11","GB43908",1114,500,391,1667,1842,2092,534,822,462,505,1387,1059,0.805754286816985,6.81901551807745,3.06793076206972,0.00876430736149504,0.949915628283018,-4.00296000630518
"12","GB44043",50,35,15,12,46,46,11,8,17,15,30,2,1.77720590623186,1.24227018430228,3.20232104947251,0.00674757150194632,0.949915628283018,-4.35923179602481
"13","GB44189",340,198,133,419,537,661,411,823,618,630,555,639,-0.560387869658953,5.84291589947208,-3.27415043391572,0.00586718105714479,0.949915628283018,-3.85580164751302
"14","GB44548",447,1169,379,1496,1496,1341,169,289,227,59,1016,530,2.10831232421448,5.98943411919659,3.82135189056605,0.00203233741066366,0.949915628283018,-3.72590149157297
"15","GB44549",66105,47153,32273,70904,44588,105886,24441,23907,9508,4584,60123,43229,1.83072607536547,12.0847200451384,3.57338870213718,0.00328044076210347,0.949915628283018,-4.2827698463449
"16","GB45278",772,396,237,696,822,746,1268,1918,891,680,1239,1972,-0.835194975478776,6.74254258389662,-3.74060770202289,0.00237425570275457,0.949915628283018,-3.81943826237421
"17","GB45851",625,277,224,590,646,1149,287,406,226,256,806,356,0.804851131911088,5.76621809109445,3.47087699187023,0.00400219480635745,0.949915628283018,-3.77539792082767
"18","GB45861",835,564,229,419,369,191,176,317,103,215,348,159,1.2817434164834,5.1641811524846,2.9329555726712,0.0113919398027142,0.949915628283018,-3.94696883721151
"19","GB46203",46,26,34,55,40,67,23,18,22,22,34,37,1.03803327185594,2.0956267229899,4.06370577851743,0.00127817130506789,0.949915628283018,-4.14407675007313
"20","GB46300",777,334,417,542,647,947,493,596,488,348,586,600,0.476989335291559,6.12088811330095,3.33630330458624,0.00519883156455405,0.949915628283018,-3.84840214080341
"21","GB46376",397,171,166,265,534,752,359,940,517,514,556,558,-0.459033075971016,5.76811548621331,-3.10453953643586,0.00816189880381955,0.949915628283018,-3.90427146607265
"22","GB47719",211,131,97,145,269,262,258,353,234,267,329,327,-0.452163013691372,4.85646744372008,-3.27913605822359,0.0058105272918804,0.949915628283018,-3.83448976525528
"23","GB48020",45561,8815,9563,34984,51234,23179,7521,13205,3444,2586,30870,17060,1.7147365828238,10.8454227642033,3.2245872281646,0.00646137649263117,0.949915628283018,-4.26576375244688
"24","GB48146",1031,341,413,504,401,118,81,203,202,195,306,105,1.59919547596496,5.03181047456235,3.05910314903915,0.00891606274820328,0.949915628283018,-3.9174994789775
"25","GB48175",13,11,14,12,16,55,10,10,3,5,9,10,1.47703033341445,0.565542240100825,4.04879855995626,0.00131496924478713,0.949915628283018,-4.34962928025226
"26","GB48254",67,39,47,47,88,144,49,46,51,24,69,61,0.761316652759732,2.84748034207718,3.42337531614435,0.00438909635296786,0.949915628283018,-4.10645800390795
"27","GB48523",50,18,22,61,33,69,35,110,69,107,104,98,-0.817964828613517,2.84141676632342,-3.29269908098237,0.00565916489999858,0.949915628283018,-4.13992728356488
"28","GB49376",435,240,177,455,522,625,146,452,222,175,400,258,0.861546686553003,5.30854168057297,5.28987199151154,0.000134767686307161,0.949915628283018,-3.28110248950767
"29","GB49552",4994,2772,2555,5714,6137,8861,2868,4721,4716,2844,5876,4756,0.482596386001447,9.15003408675134,3.05820490762146,0.00893164999576159,0.949915628283018,-4.19119983841968
"30","GB49726",797,376,311,467,828,948,307,289,525,261,642,620,0.762240162887714,5.9601899770247,3.30564090578897,0.00551842327646875,0.949915628283018,-3.84387289477901
"31","GB50118",1568,1878,1284,730,904,4171,364,482,190,129,1140,946,2.21128872330272,6.64248858695506,4.27433739711455,0.000857831136649514,0.949915628283018,-3.68433891398242
"32","GB50180",199,55,53,236,356,346,25,147,41,56,220,113,1.35020047041339,3.84461967613576,3.41413503543998,0.00446863135056473,0.949915628283018,-3.94146596065135
"33","GB50228",297,133,185,234,240,435,149,367,175,148,227,180,0.562263729567951,4.79826278485768,3.72949320632103,0.00242570461788887,0.949915628283018,-3.68483372883591
"34","GB50530",17,10,22,20,20,39,11,6,17,2,10,21,1.36801740361822,0.83348976557348,3.18611083907984,0.00696386564265206,0.949915628283018,-4.39134559729115
"35","GB51505",104,42,51,70,102,128,87,164,108,99,148,147,-0.373711329890465,3.64448929416745,-3.36223218297283,0.00494312570644042,0.949915628283018,-3.97140789368109
"36","GB51799",45,14,5,77,50,49,53,327,49,178,137,162,-1.68889029282079,2.95984853126963,-3.50014717537233,0.00378111265113795,0.949915628283018,-4.10813664962978
"37","GB52793",411,195,190,269,341,438,255,283,271,195,267,302,0.470118994255835,5.14632373358795,3.2279664214796,0.00641901654927353,0.949915628283018,-3.8314212422837
"38","GB53235",85,49,82,122,142,149,52,71,101,54,81,90,0.718168937022424,3.44674534492407,3.41159285028236,0.00449076658329847,0.949915628283018,-3.99842269302063
"39","GB53641",776,59,495,254,1049,342,32,138,107,73,127,88,2.32978936896626,4.49308730753722,4.32043582801026,0.000786606059791183,0.949915628283018,-3.68230849751338
"40","GB53685",85,34,55,67,94,121,50,73,47,45,76,63,0.584277680681125,3.04516782486486,3.9828875790015,0.00149114036095595,0.949915628283018,-3.96416123807926
"41","GB53730",468,255,210,432,468,529,266,401,354,306,458,386,0.372191170424477,5.55093241787244,2.96948663867204,0.0106121762967863,0.949915628283018,-3.92959163637007
"42","GB53850",13,11,11,13,22,24,8,16,9,10,11,15,0.660215393665149,0.782422162505389,3.09974008230776,0.00823846566419316,0.949915628283018,-4.39922098249214
"43","GB53914",109,60,73,106,165,210,135,231,179,131,184,205,-0.353189194942989,4.15553233826558,-3.06777414160199,0.00876697732471952,0.949915628283018,-3.96913267418481
"44","GB53925",2962,1124,2976,3406,3310,7216,1321,1383,4171,1171,2209,1700,1.04860780490482,8.23255090818852,3.05619017972271,0.00896671023837255,0.949915628283018,-4.12866305166911
"45","GB54262",63,26,29,46,72,70,68,127,71,73,82,90,-0.513136849564097,3.02097572307383,-3.56694639190837,0.00332165215521951,0.949915628283018,-4.05035167299038
"46","GB54316",272,69,38,224,490,180,53,101,49,34,210,116,1.34031984982562,3.82688887491657,3.00054844964965,0.009990864089243,0.949915628283018,-4.05324084717815
"47","GB54404",103,32,8,294,60,81,110,1523,391,595,922,254,-2.56869604573254,4.39846718693955,-4.04484478020849,0.00132490996301831,0.949915628283018,-3.83323542043419
"48","GB55007",325,183,203,546,399,984,238,471,165,165,380,302,0.775068840477087,5.33525282338674,3.40568464031736,0.00454263787373515,0.949915628283018,-3.77533013936975
"49","GB55207",24929,5448,749,16506,7931,5860,1793,1839,807,757,6777,4078,2.01811514358791,8.84334266221452,2.98169408847984,0.0103635618404048,0.949915628283018,-4.19144948560888
"50","GB55964",128,237,66,191,244,267,564,807,405,680,310,489,-1.33434658311199,5.25770775999022,-4.13326576638587,0.00111992354298512,0.949915628283018,-3.61419635050435
