"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40671",52,26,50,76,32,81,29,44,20,5,17,11,1.13076682058115,1.91940085595189,3.63326104774485,0.00295361306466295,0.999096678940115,-4.23716674769158
"2","GB41104",78,44,124,184,146,105,86,290,137,63,140,116,-0.539419399039625,3.86308671934336,-3.14071255541315,0.00766608476277669,0.999096678940115,-3.98809011572738
"3","GB41289",284,245,271,800,199,830,162,250,107,63,142,168,1.13297936976788,4.85304319906142,3.50378210591539,0.00379256115379955,0.999096678940115,-3.79563123682573
"4","GB41545",4452,1445,4112,3560,4333,4445,4555,11379,4190,4910,4525,4173,-0.860825740581959,9.09913462167676,-3.93179347621577,0.00166600659164809,0.999096678940115,-3.99697954334607
"5","GB42218",6185,1405,7315,5859,11965,9151,5814,21393,9918,5582,11105,9471,-0.989561603097171,9.90402204096553,-3.28278797142663,0.00581925275269546,0.999096678940115,-4.17543205582028
"6","GB42476",12,10,15,23,18,23,9,11,8,3,8,5,0.88414427362627,0.499828884543713,3.70782419300188,0.00255858670784715,0.999096678940115,-4.37912168633355
"7","GB42540",1110,487,1511,1217,1118,1408,929,1975,1481,937,1963,1682,-0.683126969104859,7.31584953128436,-3.78372106742997,0.0022114939501225,0.999096678940115,-3.84809480570349
"8","GB43670",31,6,28,50,19,39,22,10,7,7,10,8,1.13814685858117,1.03429000082127,3.15835537847922,0.00740813838461651,0.999096678940115,-4.37972199994085
"9","GB43818",329,163,389,615,511,491,180,424,335,140,243,230,0.388793943350038,5.29418583003458,3.2989677436244,0.00563946746692257,0.999096678940115,-3.81234053122621
"10","GB44316",80,40,72,94,48,139,53,41,27,13,35,22,1.02543574905816,2.57558752736883,3.43587572336986,0.00432515659229938,0.999096678940115,-4.16310808367439
"11","GB44576",3721,1087,4123,4334,5301,4060,2840,6670,5499,2583,5606,4668,-0.654212659878997,8.9543728850096,-3.27743503488107,0.0058799902702219,0.999096678940115,-4.10679121550586
"12","GB45690",318,111,441,378,360,335,251,825,551,238,519,332,-0.706548314253243,5.49108574256367,-3.92789211666114,0.00167844916913096,0.999096678940115,-3.61458826053522
"13","GB46277",220,87,274,490,269,248,127,162,174,85,135,140,0.573533864641077,4.51681379202316,3.57754491011833,0.00328876949470176,0.999096678940115,-3.77456012688943
"14","GB46747",29,14,31,63,32,31,26,16,4,5,4,25,1.35619842226861,1.20216682155073,3.21824054478838,0.00659553375991926,0.999096678940115,-4.3633320410373
"15","GB47028",304,138,362,410,350,351,253,526,390,189,299,410,-0.380365365406403,5.33687722187761,-3.32825846474662,0.00532806045475034,0.999096678940115,-3.79475450235335
"16","GB47301",596,225,899,768,1048,1067,708,2145,1254,603,1504,847,-0.913437924096957,6.77950709971573,-4.20761514856544,0.000987879172439183,0.999096678940115,-3.68220909936923
"17","GB47415",566,269,928,720,682,723,430,1254,888,467,890,750,-0.530152640346115,6.41816345560483,-3.12858430958169,0.00784858336690628,0.999096678940115,-3.93100556248702
"18","GB47565",2793,838,5519,2381,2685,3895,2373,6727,5808,2459,5917,3320,-0.911271284016397,8.71054372994331,-3.14101113494159,0.00766164570675297,0.999096678940115,-4.11784663463711
"19","GB48029",423,99,764,408,660,702,511,1515,716,525,900,788,-1.11818892147973,6.20325072175767,-3.85488998849462,0.00192962527799701,0.999096678940115,-3.70114928228563
"20","GB48350",494,195,613,678,848,690,520,1070,700,388,871,764,-0.630691497568153,6.27929611990522,-3.91486736116046,0.00172068131707153,0.999096678940115,-3.68580931717238
"21","GB48687",3122,594,2738,2188,1961,2852,2513,7210,1989,2388,2596,4600,-0.966395458503857,8.33598206507174,-3.34568692838978,0.00515102692692081,0.999096678940115,-4.04308019139027
"22","GB49396",10,11,13,32,9,49,6,7,3,2,7,2,1.66599250195284,0.167632898220429,3.48683720903475,0.00391891945349008,0.999096678940115,-4.4220762662675
"23","GB49405",53,50,71,124,58,75,35,52,42,22,15,29,0.879163134122469,2.55884509634988,3.59813432221915,0.00316064142218115,0.999096678940115,-4.1370235758114
"24","GB49780",24,16,26,33,33,27,26,11,9,5,3,13,1.20371798730667,1.02478253410859,3.27097340565562,0.00595415526330218,0.999096678940115,-4.37216068767437
"25","GB49866",59,22,57,63,36,45,33,18,24,15,9,24,0.991696001028457,1.92510789954036,3.13978179750727,0.00767993904302003,0.999096678940115,-4.2942434729184
"26","GB50123",3647,1628,4252,5096,3580,4470,1410,2910,2651,1261,2137,2705,0.504466414203826,8.44877205553384,3.25718757373152,0.00611553584767356,0.999096678940115,-4.07343563216381
"27","GB50225",159,50,88,117,89,124,29,84,55,58,17,16,1.16415087043265,2.94677403669015,3.31149968811439,0.00550405581574855,0.999096678940115,-4.12854733089133
"28","GB50481",9842,3499,11033,6486,9164,8356,10385,16271,9986,9954,9070,9739,-0.778247795290838,10.1743895575932,-3.33128489142607,0.00529688587059256,0.999096678940115,-4.18467759701555
"29","GB50621",44,26,63,94,32,59,34,21,28,14,8,24,1.07601881526534,2.00627861740843,3.19971813230837,0.00683686684847029,0.999096678940115,-4.2779325691686
