"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40261",2157,7080,1538,7676,4829,3382,1510,3683,1303,1276,2528,2792,0.99926925437131,8.53508432368368,2.98668171229168,0.0100910822968431,0.999925671902421,-4.270905748057
"2","GB40548",28,9,15,17,8,19,9,13,3,2,10,3,1.38936422770381,0.345404788174373,3.03720430148784,0.00914069777184329,0.999925671902421,-4.45388258018022
"3","GB41242",516,457,323,470,593,784,682,966,555,751,574,980,-0.480082120027354,6.35639206376508,-2.94553506722317,0.0109367751207419,0.999925671902421,-4.13479839503841
"4","GB41735",399,401,279,389,549,547,232,831,197,171,284,365,0.574051704490176,5.56437943826818,2.74067265071202,0.0163021377069189,0.999925671902421,-4.14167199868794
"5","GB41768",27,28,26,21,33,36,20,26,4,11,22,8,1.14768623683747,1.38821243385037,3.09395822207737,0.00817858121083759,0.999925671902421,-4.39157750397293
"6","GB42260",18,8,3,3,14,13,16,25,31,10,13,25,-1.05225230784514,0.776179113806705,-2.77599782828019,0.0152211884056378,0.999925671902421,-4.45389050846738
"7","GB42276",54,117,37,53,23,51,22,31,15,37,14,34,1.10233787795193,2.2292212471141,2.82618326707044,0.0138051768598609,0.999925671902421,-4.36125416418224
"8","GB42426",8932,13842,2750,25721,15604,12856,3134,9710,2052,3568,6088,11277,1.21495558430015,9.9591907813584,2.97317835399896,0.0103612405319589,0.999925671902421,-4.33881167574051
"9","GB43091",1627,673,375,1196,692,545,194,388,219,381,814,383,1.16738521026006,6.12134564343932,3.19858049036315,0.00666126780146449,0.999925671902421,-4.06115785720015
"10","GB43310",681,785,310,1092,1617,624,175,474,139,345,697,696,1.17759475473345,6.11801840980899,3.00212083195016,0.00979072259492663,0.999925671902421,-4.10890740565963
"11","GB43690",5186,25807,3938,28344,6627,3937,1328,8906,1118,2755,5918,2915,1.66250504207819,9.39464294703067,2.85944009617456,0.0129388431373743,0.999925671902421,-4.33191898386742
"12","GB44368",294,191,88,178,131,338,214,427,248,240,228,366,-0.508255676852528,4.92949130951526,-2.91725343700796,0.0115582391479017,0.999925671902421,-4.09153963416821
"13","GB44402",13,6,1,21,18,18,2,12,2,2,8,1,1.56867169266117,-0.29637898424622,2.69738106417301,0.0177293597680985,0.999925671902421,-4.49231686905838
"14","GB45028",1255,3284,773,2330,1501,1360,717,2549,480,679,979,1082,0.859875451158369,7.34423581721186,2.75680636778155,0.0157994492422007,0.999925671902421,-4.24852554773937
"15","GB45406",122,47,55,51,65,211,135,153,162,102,163,249,-0.889389429105749,3.89211122384635,-3.21566923233018,0.00644161044221539,0.999925671902421,-4.12028529043729
"16","GB46290",114,59,46,56,71,114,111,160,121,77,77,169,-0.578784780832565,3.61482431498233,-2.81567872967955,0.0140904623050372,0.999925671902421,-4.23217326348389
"17","GB46386",11,12,6,7,7,9,2,7,3,8,4,2,1.09537706998644,-0.264918226298476,2.84339358936151,0.0133499731553347,0.999925671902421,-4.48439980576085
"18","GB46557",143,218,132,536,589,92,11,0,0,4,900,196,4.34710859451939,2.76589907176625,2.98863530534616,0.010052578308106,0.999925671902421,-4.35801786276542
"19","GB46678",59,86,26,88,61,125,88,240,43,117,299,552,-1.21712665126979,3.81234642865555,-2.70696796640826,0.0174031653041121,0.999925671902421,-4.24437216558207
"20","GB46749",570,1440,397,2031,1163,855,239,958,133,192,631,525,1.49578111388258,6.27254127823511,3.6672514429283,0.0026598296379757,0.999925671902421,-3.97457429399496
"21","GB47840",113,135,51,217,420,149,33,69,44,62,74,172,1.23403972486608,3.73767729396718,2.96579492569559,0.0105119687823217,0.999925671902421,-4.19472801578236
"22","GB47933",716,2481,450,2202,1840,1208,318,1853,215,308,620,1017,1.32663148560092,6.79190794754829,3.11964852814659,0.00777681433171856,0.999925671902421,-4.13345192062464
"23","GB48066",362,433,330,596,406,442,148,488,194,132,387,489,0.745214223082816,5.49303390224958,2.96048447317911,0.0106217156829185,0.999925671902421,-4.0811338006978
"24","GB48079",14614,32119,7106,36498,21291,8189,4330,12370,2488,6140,8577,10805,1.45366582033983,10.4513481156981,3.3487065476745,0.00496165316857842,0.999925671902421,-4.31440746034629
"25","GB48080",11,6,6,34,30,10,0,6,1,1,7,13,2.15760164251093,-0.236325950627855,3.17738848860877,0.00694407750149139,0.999925671902421,-4.4566682880573
"26","GB48662",2426,2645,1131,6942,5720,4533,901,2878,584,1214,1831,3222,1.23195935356043,8.2217310283932,3.23996946922963,0.00614165696523984,0.999925671902421,-4.21250784967339
"27","GB48664",63,45,23,63,42,48,17,39,9,3,56,11,1.53447680402369,1.84642241070769,3.41484553739089,0.0043580927659862,0.999925671902421,-4.32901655698526
"28","GB48814",19,3,1,3,6,27,20,36,37,33,14,45,-2.02599701442801,0.87090493673281,-4.01420667971534,0.00135694244669667,0.999925671902421,-4.36489556631789
"29","GB48978",19,29,5,30,35,28,17,12,2,6,12,16,1.26872447165285,0.94171115438553,2.9293343933311,0.0112886216290802,0.999925671902421,-4.43317607874906
"30","GB49331",2079,3035,697,4566,3387,2332,850,2524,583,651,1915,1352,1.11932474766079,7.77144429215086,3.21448830174265,0.00645655464322817,0.999925671902421,-4.18734013991109
"31","GB49509",2808,126,75,491,3406,70,18,14,21,161,25,14,4.1121820190038,3.76058973538903,3.24711403611911,0.00605615195094299,0.999925671902421,-4.23829687446238
"32","GB49945",181,199,88,146,184,275,157,326,195,184,236,338,-0.367252023104609,4.73275842993517,-3.08602181604499,0.00830681899399874,0.999925671902421,-4.05257046998393
"33","GB50028",152,96,82,74,105,182,125,247,124,146,212,267,-0.647495222692656,4.23430761502282,-3.82489481919377,0.00195705439122387,0.999925671902421,-3.93796243996488
"34","GB50114",191,566,207,712,1044,454,161,22,23,70,238,708,2.24885756092083,4.82677983657128,2.89371928148702,0.0121018095731366,0.999925671902421,-4.15921843039353
"35","GB50454",273,245,113,320,322,299,153,323,99,114,204,288,0.530573748148947,4.82876063977985,2.69555289601871,0.0177922355470481,0.999925671902421,-4.15527281760946
"36","GB50629",140,551,127,589,306,190,85,300,35,46,189,155,1.3483927814136,4.47778874058316,2.79208875101689,0.0147523466564494,0.999925671902421,-4.17103227547755
"37","GB51107",1795,4015,1145,4736,4157,1391,653,1695,445,1139,1535,2407,1.23265000151208,7.81196419891227,2.95764009765426,0.01068096270369,0.999925671902421,-4.23684235390671
"38","GB51237",1270,1890,871,1535,1336,2538,1457,1274,570,562,722,1669,0.718079093697834,7.31969621847671,2.81878648901671,0.0140054640804097,0.999925671902421,-4.23427416753207
"39","GB51509",3,11,4,6,8,13,8,17,13,13,11,23,-0.887110618772115,0.427019064751672,-2.77331960520171,0.0153006261826478,0.999925671902421,-4.46783277465451
"40","GB51751",631,1485,404,2088,887,1130,300,1063,243,328,690,932,1.02584621945076,6.5508086188646,3.05630803257381,0.0088049206768902,0.999925671902421,-4.12691179684443
"41","GB51840",75,108,51,157,92,119,49,84,28,28,61,42,1.10578313270103,3.14514662313806,4.32047263398309,0.00075528223202044,0.999925671902421,-4.05402083077831
"42","GB52103",44,48,18,59,62,42,12,21,17,24,20,61,0.961692061908949,2.07876650866966,2.9167816020537,0.0115688971541557,0.999925671902421,-4.3602124075881
"43","GB52756",1763,2405,793,3675,2783,2156,856,2610,543,726,2049,1634,0.864743063263245,7.72035906053238,2.69800972987028,0.0177077882338015,0.999925671902421,-4.28144153224185
"44","GB52857",2204,11548,2262,8823,10315,3424,1537,3199,1427,1426,3130,4214,1.27506160168815,8.83695696852993,3.05019525592611,0.00891100930557282,0.999925671902421,-4.27685838179594
"45","GB52995",240,386,148,408,343,218,122,344,93,137,182,149,0.878130542825108,4.80127039238195,3.21774638874783,0.00641540862740808,0.999925671902421,-4.02358755097826
"46","GB53888",1309,6840,1562,4716,5450,1536,1004,2875,523,981,1723,1824,1.26275893629067,8.01654317456424,2.80046898206464,0.0145137998299046,0.999925671902421,-4.27745489052515
"47","GB54237",311,533,248,476,425,554,212,422,242,186,384,495,0.503667559150142,5.56486931262436,2.91750632035912,0.0115525308957962,0.999925671902421,-4.09213364221069
"48","GB55029",628,6260,331,6028,11323,708,167,415,443,487,865,688,2.18799352960282,7.00361121455153,2.93364541023437,0.0111939192670161,0.999925671902421,-4.19277397842912
"49","GB55505",331,352,165,176,155,362,102,284,121,133,221,207,0.576460935260161,4.75270776667134,2.82351760439781,0.0138770308485484,0.999925671902421,-4.12408415771223
"50","GB55864",149,95,29,117,55,109,34,121,15,35,44,23,1.2299653573222,2.88111010522357,3.2034765058755,0.00659758153497626,0.999925671902421,-4.2483938941872
