"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",170,31,24,50,23,295,458,213,312,194,97,158,-2.02799605193605,3.92393631404482,-3.10067289817079,0.00810599867140381,0.999997081379713,-4.16916853103128
"2","GB40892",359,426,279,270,374,658,434,376,299,500,699,652,-0.579063760889397,5.82779975537728,-2.97291284344732,0.0104062892199937,0.999997081379713,-4.08283214890393
"3","GB41311",1102,1107,788,217,480,797,1416,1953,458,854,1824,1178,-1.06685795028868,6.87057062209657,-2.99782483791596,0.00991199366102809,0.999997081379713,-4.15144982881649
"4","GB41331",61,30,26,23,31,49,47,72,41,61,80,76,-1.04368298843247,2.64116218451776,-4.22926774056328,0.000906394188599653,0.999997081379713,-4.1467360570216
"5","GB41389",243,245,147,171,206,363,751,347,333,282,346,449,-1.10584606208094,5.31106375795629,-4.04836324106895,0.00128081228092037,0.999997081379713,-3.81065759695765
"6","GB41390",3013,875,592,982,816,3657,6715,2796,4563,2203,2531,3151,-1.68101442553428,8.13498672343973,-3.3661573660882,0.00481974320253309,0.999997081379713,-4.16292681236414
"7","GB41741",116,141,66,88,98,179,371,154,245,182,281,218,-1.30318141855067,4.42383693917558,-4.0837064337542,0.0011968625925267,0.999997081379713,-3.87964058338273
"8","GB41981",554,188,129,213,126,1358,2569,433,1005,824,559,707,-1.88852848123882,6.03649136081421,-3.05851659862191,0.00880296453040048,0.999997081379713,-4.09087686444843
"9","GB42234",450,326,188,334,264,588,724,428,510,355,538,621,-0.885865053072801,5.80836938031977,-2.98288251192321,0.0102056146182851,0.999997081379713,-4.08149414023938
"10","GB42526",6369,5460,3728,2754,4063,7425,10588,6224,7280,5808,6621,8140,-0.907564908848038,9.62150079836887,-3.41378518172197,0.00439077822585794,0.999997081379713,-4.23794258227124
"11","GB42571",646,1007,681,827,567,935,1263,824,630,1341,1225,1411,-0.729772794397217,6.92624911142361,-3.40850025892794,0.00443641853049638,0.999997081379713,-4.06688503345582
"12","GB43482",5834,3176,1988,3790,3118,7373,8949,4348,7222,6731,6708,6905,-1.06332646523135,9.41117846148494,-3.01867060295796,0.00951628872339096,0.999997081379713,-4.28505914172215
"13","GB43733",152,86,69,109,32,200,233,229,175,177,225,256,-1.44729748426356,4.24860027951907,-4.15444628822227,0.00104535717604369,0.999997081379713,-3.89825237162147
"14","GB44149",40,60,29,29,33,36,36,63,33,49,37,82,-0.6106506118667,2.50207785123361,-3.50018906231192,0.00370820751110773,0.999997081379713,-4.24734855544377
"15","GB44363",345,497,214,163,290,447,389,407,308,291,353,549,-0.5520171635357,5.50444127210942,-3.182686757525,0.00690352380224784,0.999997081379713,-4.01262360858138
"16","GB44464",505,544,348,330,503,571,537,499,419,572,532,622,-0.461718645780307,6.04507900730255,-2.95778531371594,0.0107182554290944,0.999997081379713,-4.09926310857972
"17","GB44501",1946,2525,1051,714,1723,1730,1827,2867,1203,1641,2239,2308,-0.640321831712371,7.83906842979047,-3.0459348481931,0.00902227828575417,0.999997081379713,-4.20258615141348
"18","GB44967",564,521,315,325,493,675,765,504,527,535,618,724,-0.646776965588133,6.15651810669655,-3.1129411543043,0.00791367299869265,0.999997081379713,-4.06784956123232
"19","GB45434",370,240,169,248,253,561,478,391,370,415,629,528,-0.953975973412316,5.60762298964873,-3.56371172228471,0.0032755739603071,0.999997081379713,-3.92503660604914
"20","GB46123",175,195,137,100,157,211,250,191,196,163,236,252,-0.641917405482131,4.62563118401807,-3.20464880475993,0.00661287964525174,0.999997081379713,-4.03085413502276
"21","GB46214",4182,3831,2230,2146,2892,5197,7338,3662,5429,4377,5203,5436,-0.940151454617856,9.09820837832959,-3.38695448568203,0.00462747860463321,0.999997081379713,-4.21313957446835
"22","GB46236",1201,2965,81,301,5485,368,133,86,99,160,49,95,2.71175849211423,5.18645333646883,3.32023844162938,0.00527314898303503,0.999997081379713,-4.08956539631084
"23","GB46369",4942,2886,1897,2659,2738,6592,8872,4539,6376,5031,6849,6031,-1.16773744084102,9.24279234587571,-3.48528635515703,0.00381779816483348,0.999997081379713,-4.20744489872239
"24","GB47500",8474,5795,3481,4071,5598,9476,13135,7287,9572,8225,8766,9376,-0.951071600011057,9.939911236988,-3.21624404195632,0.00646439009331425,0.999997081379713,-4.28061458325069
"25","GB48527",1474,1562,780,640,1185,2189,3635,2106,2296,1971,2350,2180,-1.26824531448035,7.82655129964295,-4.52283934999063,0.000520815197223099,0.999997081379713,-3.96133329008975
"26","GB48538",537,360,206,331,318,791,669,583,507,445,876,718,-0.942923828393267,6.03940742042812,-3.26878129599919,0.00583226505087569,0.999997081379713,-4.0227632766952
"27","GB48709",612,564,297,223,501,665,560,636,437,408,760,800,-0.65295909648314,6.09600661400249,-3.01887258619044,0.00951253213796237,0.999997081379713,-4.08746602000645
"28","GB48784",9411,3687,2775,4180,4858,9352,14393,8131,11888,7879,10195,8869,-1.23342533943788,9.91198915538237,-3.24865682659981,0.00606674725696218,0.999997081379713,-4.27516049058553
"29","GB48943",2092,2112,1148,976,1773,3257,4007,2097,2663,2808,3555,3275,-1.05612281895651,8.26846557337741,-3.97008262095969,0.00148888088064241,0.999997081379713,-4.07385497812125
"30","GB49306",5246,4102,2700,3475,4232,7109,7301,4404,5545,6203,7444,6970,-0.802979966916242,9.43699238912417,-3.03949015437277,0.00913670675850619,0.999997081379713,-4.28281779747932
"31","GB49400",856,665,416,328,779,767,862,698,904,671,1007,969,-0.770311899099668,6.57993819181863,-2.99771407873352,0.00991413905838638,0.999997081379713,-4.12919791393622
"32","GB49786",559,425,235,309,376,924,777,565,671,593,745,776,-0.955830307333834,6.1827238138304,-3.45519250301518,0.00404916121509072,0.999997081379713,-3.98962776660899
"33","GB49987",265,223,153,234,205,405,321,232,315,369,419,448,-0.785694256122384,5.26307463676954,-3.14237152876018,0.00747061203651844,0.999997081379713,-4.02220712075714
"34","GB50943",2688,1658,740,1051,1029,2908,6010,2515,3659,2376,1707,2315,-1.23192156198532,8.10544009775316,-2.96729847425866,0.0105210098105972,0.999997081379713,-4.23180909762214
