"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40020",57,54,29,59,72,37,152,78,81,78,143,153,-0.630044606366532,3.30778541592197,-3.77162661596241,0.00219424959473413,0.393605762577001,-1.80628981553944
"2","GB40063",237,134,132,154,245,182,167,157,114,172,195,207,0.589855313007381,4.52305738699165,3.92113025100687,0.00164353832688349,0.393605762577001,-1.32600791376665
"3","GB40204",6,9,3,17,8,6,60,25,12,26,25,38,-1.3864985664433,0.987592500156702,-4.12044084902542,0.00112111469266903,0.393605762577001,-2.39927320611393
"4","GB40426",93,74,40,73,113,69,264,128,164,147,186,206,-0.739587828573008,3.94827443539196,-4.66213030566986,0.000404372135414858,0.393605762577001,-0.61033193750049
"5","GB40830",29,11,18,46,27,16,78,67,40,49,78,80,-0.98517071568362,2.3518897313836,-3.97678406325767,0.00147653876495642,0.393605762577001,-1.92759791655349
"6","GB40885",1144,1115,703,700,581,805,929,741,235,735,658,534,1.00099357590794,6.54414918429309,3.62702522267224,0.0029058310624314,0.393605762577001,-1.78636082290999
"7","GB41737",426,305,255,268,341,328,356,257,246,310,415,345,0.507799185394871,5.41251095871627,3.67370316470106,0.00265361233561037,0.393605762577001,-1.62339201339725
"8","GB41752",242,179,110,156,127,216,153,138,91,155,142,134,0.823339946812081,4.32622435715844,4.2546328639326,0.000868323722884575,0.393605762577001,-0.934824388466621
"9","GB42729",35,33,6,15,22,13,15,6,10,10,9,15,1.30113119050141,0.919544400045904,3.95929552282114,0.00152706069669595,0.393605762577001,-2.48800818755082
"10","GB42828",66,46,26,101,73,41,178,113,101,105,123,162,-0.700392908366944,3.48531346307542,-3.74992072936009,0.00228856281171386,0.393605762577001,-1.78744433015509
"11","GB42969",130,82,67,179,114,85,351,220,139,175,242,317,-0.625808517279383,4.37881527381847,-3.72264551830416,0.00241294331087443,0.393605762577001,-1.63705657764849
