"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40336",919,711,1571,551,1019,1079,3051,2148,1873,535,1031,1780,-0.896485187928528,7.31496357393294,-3.02660029461542,0.00939651704064255,0.999514531383268,-4.18370460932032
"2","GB41191",214,122,191,102,243,222,258,323,364,162,174,224,-0.680458439331485,4.78390710475175,-3.52933261161793,0.00351752764127629,0.999514531383268,-3.93224426967392
"3","GB41779",912,428,996,365,1235,1684,846,1074,1499,887,748,1717,-0.624476820256755,6.97906941157467,-2.80092400335654,0.0145823494510044,0.999514531383268,-4.21004522285323
"4","GB42252",846,1221,488,756,1126,919,552,316,468,458,360,319,0.950318444948869,6.30629841948299,3.02106568848173,0.00949861323024612,0.999514531383268,-4.10874289488993
"5","GB42319",234,176,176,52,216,214,259,243,279,198,237,227,-0.753260392296154,4.72685794944435,-3.77612251961009,0.00217692788817352,0.999514531383268,-3.88062880142332
"6","GB42346",27,26,96,30,42,59,18,39,23,10,12,20,0.93594434829838,1.92284641588926,2.93268730639729,0.011285824911987,0.999514531383268,-4.37165647063707
"7","GB42607",738,1982,1111,786,1564,1057,308,402,672,315,302,1447,1.10751030159509,6.62583373135957,2.77262388132687,0.0154050709478443,0.999514531383268,-4.19175645610526
"8","GB43007",2203,1932,7100,1366,2890,3460,2200,1665,1236,700,1326,1285,0.827717335989069,7.99939731296514,3.14825062820026,0.0074082806036425,0.999514531383268,-4.20534690468701
"9","GB43313",8,8,9,5,8,15,16,11,17,13,12,11,-0.839741328830428,0.568284489352146,-3.34323170390877,0.00505935754357846,0.999514531383268,-4.41968205573511
"10","GB44722",39,19,69,21,74,52,76,77,70,54,78,59,-0.922914295150488,2.83120120296556,-4.18790589915541,0.000986728667009373,0.999514531383268,-4.11916444349928
"11","GB44985",525,392,675,266,643,720,627,608,717,487,412,606,-0.360198055618712,6.17514735665653,-3.08141375162773,0.00844235149716859,0.999514531383268,-4.07834948206589
"12","GB45194",41,47,67,19,60,62,23,20,26,24,29,31,0.659374448932249,2.2151983059179,3.33869918309812,0.00510439591032603,0.999514531383268,-4.2963968633122
"13","GB45551",83,60,58,19,91,101,75,87,100,83,69,103,-0.665449541246625,3.28767460452901,-3.06406874741211,0.0087333900140922,0.999514531383268,-4.22000344792503
"14","GB45557",132,116,179,76,170,181,133,176,182,134,135,173,-0.387384420579187,4.29008480154222,-2.91765381680938,0.0116212814437457,0.999514531383268,-4.12716744357408
"15","GB46222",73,42,36,41,201,93,234,139,237,134,115,66,-1.30673333800777,3.70993549102539,-3.11152475523826,0.00795981727261258,0.999514531383268,-4.16270974186249
"16","GB46224",355,1000,777,236,396,832,129,269,160,80,187,627,1.25150749038853,5.42746080609115,2.82412984628904,0.0139399872087576,0.999514531383268,-4.12913074237244
"17","GB46461",15,8,9,2,9,24,13,14,28,13,18,20,-1.03605399099553,0.793144055587048,-3.00187869763454,0.00986113641308367,0.999514531383268,-4.43356015318029
"18","GB46601",283,172,260,121,276,304,502,554,726,136,237,379,-0.907668564856911,5.27585901164157,-2.97971317614615,0.0102970152190207,0.999514531383268,-4.06872930873383
"19","GB46674",8,10,16,6,9,14,10,2,3,7,2,1,1.27278162478195,-0.254847549442342,2.96652612689992,0.0105653203762426,0.999514531383268,-4.47453497769111
"20","GB46962",336,246,538,189,395,519,467,388,483,324,304,367,-0.351708257168267,5.61709508675172,-2.89098838383562,0.0122406425790342,0.999514531383268,-4.09511363081086
"21","GB47690",105,22,61,44,55,72,133,111,169,35,63,137,-1.07400454081563,3.282492271066,-2.95019695406658,0.0109071472233218,0.999514531383268,-4.24311621787589
"22","GB47830",68,40,67,41,93,115,67,71,92,104,80,101,-0.563039259932089,3.33633217524368,-2.76862389289115,0.0155249612309745,0.999514531383268,-4.26937297819203
"23","GB47909",8,2,3,4,6,12,14,10,11,6,16,18,-1.38220968627844,0.144586625858051,-3.54407642532362,0.00341783932971283,0.999514531383268,-4.42811062163378
"24","GB48173",24,37,18,19,35,19,8,3,9,7,1,16,1.6696006969486,0.727370926296684,3.34446476364071,0.00504717415680248,0.999514531383268,-4.41882005378029
"25","GB49386",98,66,1049,69,102,192,44,25,54,32,29,81,1.65915049032663,3.37883031617071,2.93439382305025,0.0112483548477894,0.999514531383268,-4.25226706038911
"26","GB49590",1060,1158,618,924,773,845,639,380,428,385,409,452,0.868944279611337,6.38952994835922,2.86375323132161,0.0129067741500844,0.999514531383268,-4.15251819647788
"27","GB50444",31,14,15,12,23,15,37,76,78,8,45,39,-1.39433741353532,1.82482410485094,-2.75082002696428,0.0160697528374884,0.999514531383268,-4.39838722362043
"28","GB50537",273,201,230,102,208,240,390,378,502,202,219,327,-0.8853036412545,5.09244768767063,-4.25587862903583,0.000867166346478969,0.999514531383268,-3.7605406421432
"29","GB52017",130,112,293,79,257,240,104,140,117,82,79,107,0.501874549092569,4.14097784380498,2.94057901931664,0.011113572291405,0.999514531383268,-4.14781759884739
"30","GB52184",99,16,6,16,51,58,311,242,877,20,106,70,-2.65130861598241,3.12272004769606,-2.77638692981622,0.0152931096059217,0.999514531383268,-4.30991838393127
"31","GB52389",7,6,4,2,8,14,12,12,10,5,15,21,-1.12565661333317,0.236706241513584,-2.97842069212902,0.0103230116100865,0.999514531383268,-4.46000270377722
"32","GB52826",257,173,367,157,339,399,292,291,368,270,225,333,-0.351570688423286,5.23137088421808,-2.98251522509098,0.0102408783191885,0.999514531383268,-4.05991456376636
"33","GB52864",4507,3752,11200,2820,5500,7226,2215,3155,2151,1677,2203,3514,0.917514420365086,8.90417425558549,4.37456108475079,0.000692867107391453,0.999514531383268,-4.09209252083779
"34","GB53146",308,210,428,158,409,455,347,409,422,298,270,352,-0.381085604465693,5.45226610586344,-3.14431004112081,0.00746558773343479,0.999514531383268,-4.02012750543368
"35","GB53331",51,18,60,18,56,46,17,25,20,19,25,18,0.682628457058391,1.91550622707396,2.78668428035285,0.0149907900660483,0.999514531383268,-4.38727044140873
"36","GB53370",98,87,45,30,48,112,10,34,9,2,12,37,2.05981188372311,1.92873220635536,3.71037389979674,0.00247299273749858,0.999514531383268,-4.30523042945226
"37","GB53414",67,36,111,32,83,70,39,27,23,34,31,52,0.672816336154617,2.61073899089395,3.15506705646006,0.00731018378776127,0.999514531383268,-4.28139052346128
"38","GB53536",35,43,56,31,68,56,31,26,21,21,26,20,0.720035463695281,2.18562400491201,3.29773793798016,0.00553010638881814,0.999514531383268,-4.30491567176379
"39","GB53834",27,39,21,14,56,40,12,6,14,20,17,7,1.11460133458605,1.36677857189146,2.79869847149869,0.0146454582325705,0.999514531383268,-4.42287177639151
"40","GB54172",206,212,567,120,378,496,150,258,126,126,161,194,0.609822459881179,4.86925429001346,2.77490812751971,0.0153370128650732,0.999514531383268,-4.13547115156919
"41","GB54218",11,23,17,24,17,20,9,4,7,2,6,8,1.31619308303984,0.501623135065202,3.12604248480357,0.00773707089876555,0.999514531383268,-4.44284123135312
"42","GB54333",2,5,4,2,5,10,7,7,10,9,6,8,-1.04931610971702,-0.279765358020622,-3.25406774259401,0.00602324190447581,0.999514531383268,-4.46135388483821
