"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47566",429,287,685,462,330,518,177,209,239,215,260,380,0.636896464995535,5.44047387023534,5.15433536221865,0.000171139510451487,0.56464629148294,0.266863665880414
"2","GB53517",196,134,218,197,120,168,64,62,86,54,88,113,0.928217399536647,3.92887029919303,5.2707692995632,0.000139304577620426,0.56464629148294,0.0711753464915432
"3","GB55757",70,66,134,83,88,94,21,19,35,34,32,64,1.18863712026345,2.82994226676541,5.31379456062997,0.000129162773882326,0.56464629148294,-0.465630653045091
"4","GB45212",157,130,284,160,115,238,72,101,84,84,118,99,0.703745358105886,4.08364331305545,4.81476140198642,0.000315136861861477,0.62384493174098,-0.331771698287262
"5","GB46306",127,99,248,112,107,240,102,182,247,195,291,287,-0.731616029568695,4.53701540614767,-4.85425111574129,0.000293312465684977,0.62384493174098,-0.137254194304605
"6","GB40480",213,117,318,247,110,354,65,113,96,102,144,189,0.655606778965394,4.35728344766373,3.91099008774493,0.00171061074591459,0.631141099269399,-1.35990261903862
"7","GB40690",93,99,151,151,50,105,32,38,36,31,77,70,0.959292890740073,3.18308645652199,3.91542330908555,0.00169614037611905,0.631141099269399,-1.65360795304034
"8","GB40764",245,236,337,353,148,292,137,130,99,87,126,240,0.797917708754105,4.62366991509557,3.6075519637139,0.00306973973923221,0.631141099269399,-1.73700144827599
"9","GB42206",48,40,56,42,42,53,18,12,24,17,24,37,0.897483130011642,2.08641223190748,4.04727018993338,0.0013184368762516,0.631141099269399,-1.90072519884397
"10","GB42355",712,591,1289,628,490,1082,546,835,1212,832,998,1102,-0.485843350995978,6.78528017595967,-3.58876988505828,0.00318345775384929,0.631141099269399,-1.84389373423092
"11","GB42524",116,79,116,124,90,138,36,28,34,37,69,102,0.981406127085509,3.25410410733271,4.20403032603754,0.000979193222064987,0.631141099269399,-1.31462557675632
"12","GB43221",21,16,31,24,22,16,9,9,6,2,7,6,1.51001256486423,0.666697848056698,3.97813046639088,0.00150435316212899,0.631141099269399,-2.52623681265376
"13","GB43222",315,238,379,302,143,237,97,150,121,77,197,144,0.828591555691425,4.59860218992211,3.78017315496621,0.00219942475306181,0.631141099269399,-1.50769698627019
