"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40285",17,6,64,2,3,17,93,69,100,9,56,79,-2.22388552183499,1.67277648708198,-3.39667237454129,0.00454934669209857,0.734415777881778,-4.34855987467605
"2","GB40608",1783,915,1552,1398,1192,1240,476,385,871,823,894,265,1.31876898014638,6.85489710623482,3.36202496982364,0.00486833383844245,0.734415777881778,-4.05294628164065
"3","GB40718",1361,1129,3186,873,859,2999,2195,2458,2534,1567,2660,2844,-0.599134926177836,7.97264405509742,-3.17371431684658,0.00703773969626233,0.734415777881778,-4.18263973613999
"4","GB40769",2926,1969,3299,926,1438,5788,3004,4703,4708,4057,3732,7433,-0.906740239704304,8.74442579203044,-3.81923268869955,0.00199789867876366,0.734415777881778,-4.13641200893946
"5","GB41723",221,136,350,137,129,245,203,103,107,100,122,180,0.587249368708656,4.40557504899782,3.42409269502081,0.0043118608161585,0.734415777881778,-3.97387722496463
"6","GB41945",522,365,311,216,423,371,243,159,205,234,264,277,0.739806269799448,5.25739877179911,3.18403971925753,0.0068969528386261,0.734415777881778,-3.98332863701776
"7","GB42183",828,585,835,348,469,517,514,290,358,292,441,432,0.67564109412409,5.96800711424898,3.61117111330854,0.00299283855890941,0.734415777881778,-3.90247773905809
"8","GB42323",9,6,7,2,6,7,11,10,9,15,13,14,-0.94045666211594,0.232609425119898,-3.3789652690267,0.00470965508992937,0.734415777881778,-4.43094833782887
"9","GB42401",478,344,568,199,456,632,309,215,257,187,362,405,0.657212943836492,5.52393541686657,4.11607865842631,0.00112842285494295,0.734415777881778,-3.75132037149321
"10","GB42802",1339,1732,5323,1163,810,1662,538,587,610,400,1505,676,1.38843244079671,7.12291601121609,4.22103129951722,0.0009237469229653,0.734415777881778,-3.91721035566736
"11","GB43440",32,28,54,23,22,70,54,40,66,44,55,89,-0.617492210832333,2.58355353798092,-3.32079368209739,0.00527734965284119,0.734415777881778,-4.24636120682931
"12","GB43512",144,105,361,138,131,142,110,78,44,56,37,77,1.34829270731005,3.73838832796989,4.41253966982803,0.000642970461985453,0.734415777881778,-3.91862172771002
"13","GB44159",871,753,588,307,489,476,585,179,320,131,347,291,1.09063339726153,5.71418921260002,3.32331657506765,0.00525136009293551,0.734415777881778,-3.96436975921445
"14","GB44832",29,24,41,14,32,30,23,13,11,11,13,24,0.851894188293815,1.47380010403567,3.50399602509417,0.00368863117649621,0.734415777881778,-4.33734098805357
"15","GB44948",27,15,36,15,18,31,24,9,10,5,15,17,0.913959796872716,1.17834175618878,3.34517271883991,0.00503151687671646,0.734415777881778,-4.37554392553552
"16","GB45110",591,458,410,430,460,383,374,236,164,197,315,304,0.935248692515698,5.51334590932015,3.40194709452299,0.00450266204268746,0.734415777881778,-3.93107636888661
"17","GB45212",157,130,284,72,115,238,160,101,84,84,118,99,0.607951877829214,4.08364331305545,3.47745383134918,0.00388487692262053,0.734415777881778,-4.00674798877909
"18","GB45526",443,369,767,272,298,704,504,603,809,484,737,772,-0.47947518229599,6.15594794159185,-3.33219431274718,0.00516092277479172,0.734415777881778,-3.99046189253123
"19","GB46030",18,14,29,8,18,41,25,34,76,40,36,75,-1.10550399984619,1.97536459637733,-3.72419151146809,0.00240219431800825,0.734415777881778,-4.2690808817912
"20","GB46113",276,207,264,123,244,204,208,107,109,88,132,160,0.775203254286573,4.47999452191701,3.48106784744677,0.00385754854736648,0.734415777881778,-3.95655645812991
"21","GB46222",73,42,36,41,115,93,234,139,237,134,66,201,-1.36912461774443,3.70993549102539,-3.33987730075534,0.0050839187500301,0.734415777881778,-4.10238723578093
"22","GB46333",249,212,358,137,209,438,283,307,505,349,390,426,-0.50584911543153,5.35287007559827,-3.27676021012809,0.00575230406002743,0.734415777881778,-3.95992197436447
"23","GB46587",28364,13492,27561,10703,13379,27188,71958,72030,146271,13716,61400,34369,-1.44865890774985,12.0425097609343,-3.34830272750008,0.00500079856696418,0.734415777881778,-4.36745724434043
"24","GB46652",601,317,1461,289,391,1170,1144,1192,1141,526,998,1228,-0.762521062166837,6.67658093051587,-3.22259435169707,0.00639566027608633,0.734415777881778,-4.06971010686191
"25","GB47406",14,10,26,12,11,24,55,47,62,17,24,99,-1.46080632590219,1.81224543908456,-3.99987211570283,0.00141001336461242,0.734415777881778,-4.26440668623269
"26","GB47486",40,35,63,23,28,74,60,54,71,61,81,105,-0.724264570238833,2.85167625901873,-4.59480115869165,0.0004571339045745,0.734415777881778,-4.04756236365884
"27","GB47808",402,257,442,178,327,366,328,200,197,108,240,260,0.648434306587848,5.11741948855139,3.21914882617722,0.00643893802248541,0.734415777881778,-3.9741533133655
"28","GB48437",5,2,2,1,0,11,7,10,8,11,8,12,-1.82782037870387,-0.572559226869898,-3.81147487094776,0.00202813451427862,0.734415777881778,-4.42822807027536
"29","GB48447",18,14,36,4,24,32,33,68,100,27,27,78,-1.31198718107304,2.001058323701,-3.26120272001361,0.00593015681776199,0.734415777881778,-4.31993283843869
"30","GB48476",19,22,23,10,27,14,14,6,5,3,7,6,1.47255956109991,0.589330419305422,3.78388038997876,0.00213950983764151,0.734415777881778,-4.38924582009999
"31","GB49404",229,158,238,87,174,235,114,103,113,91,163,191,0.557530999944607,4.32596867178826,3.59647377397105,0.00307978120519275,0.734415777881778,-3.94300543222934
"32","GB49568",103,56,118,31,44,93,62,40,37,36,54,62,0.575569204662815,2.92804069126497,3.16978420486808,0.00709207680361079,0.734415777881778,-4.2286965992047
"33","GB50055",72,47,116,49,115,91,27,46,29,42,32,89,0.933076948583052,2.91711813407135,3.23577732405947,0.00623274192244609,0.734415777881778,-4.22195276355454
"34","GB50344",216,194,479,134,181,419,353,407,371,255,367,394,-0.479983907998752,5.30392327470965,-3.28238417690414,0.00568933382405292,0.734415777881778,-3.9570017571199
"35","GB51046",5,8,12,4,7,12,16,13,11,10,20,33,-1.01034726915921,0.610512483131067,-3.60155517088491,0.0030494365349342,0.734415777881778,-4.39572576628504
"36","GB51104",1971,1427,2618,1130,1342,2263,1922,857,904,577,1352,1561,0.720217313691784,7.53251155224164,3.29995231950093,0.00549704068326174,0.734415777881778,-4.12773141375169
"37","GB51348",50,45,84,40,33,72,45,29,24,18,35,42,0.768631822299531,2.43353316359903,3.84034743366705,0.0019179084890095,0.734415777881778,-4.19697284008484
"38","GB51354",188,182,311,153,223,191,203,115,65,97,97,146,0.881220303506292,4.35334065361092,3.42598681344942,0.00429592423012148,0.734415777881778,-3.98965392769939
"39","GB52766",1815,1434,1303,871,818,850,988,363,701,647,572,768,0.915126803824708,6.84232700879472,3.19531687894333,0.00674639765901167,0.734415777881778,-4.08684746285439
"40","GB53163",171,119,148,87,111,118,100,26,72,54,52,83,1.04855270846535,3.53158712432756,3.76195679985858,0.00223241969441274,0.734415777881778,-4.05112227196083
"41","GB53424",510,270,1095,253,374,1095,596,759,891,687,850,1350,-0.683765441353069,6.43555210059104,-3.28728245896196,0.00563505171852358,0.734415777881778,-4.0305128864246
