"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40093",2.19722457733622,1.79175946922805,2.07944154167984,3.80666248977032,2.77258872223978,1.6094379124341,1.6094379124341,0,0,3.04452243772342,1.09861228866811,0,1.41377336807575,5.07731163282899,2.95036278167877,0.0100836066592233,0.997306876050906,-4.35441323579227
"2","GB40475",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.94591014905531,1.38629436111989,0.693147180559945,0,0,1.38629436111989,0,0.693147180559945,1.11090067269543,4.5664936527038,3.26977330839008,0.0052767740665327,0.997306876050906,-4.4190745876016
"3","GB40529",0,0.693147180559945,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,1.38629436111989,1.09861228866811,1.09861228866811,1.09861228866811,1.6094379124341,-0.850035825117291,4.56302934903828,-2.92179581929697,0.0106817358449843,0.997306876050906,-4.44058039911855
"4","GB40837",4.31748811353631,2.70805020110221,2.70805020110221,2.83321334405622,3.13549421592915,4.44265125649032,3.95124371858143,4.68213122712422,3.49650756146648,4.26267987704132,4.8283137373023,5.38449506278909,-0.329056253560079,6.39537569292354,-2.98615160338392,0.00938048074314691,0.997306876050906,-2.82482238835991
"5","GB40900",2.07944154167984,1.09861228866811,1.79175946922805,2.19722457733622,1.38629436111989,2.30258509299405,1.38629436111989,0,0,0.693147180559945,1.09861228866811,1.38629436111989,1.09100967005546,4.9413702733333,3.06243914602772,0.00803871968032064,0.997306876050906,-4.35692175435061
"6","GB41517",4.51085950651685,4.11087386417331,4.00733318523247,4.60517018598809,4.21950770517611,4.70953020131233,3.68887945411394,3.58351893845611,3.29583686600433,3.8286413964891,4.07753744390572,4.00733318523247,0.21989990379557,6.4696079032405,3.66424122202095,0.00236524688045788,0.997306876050906,-1.82689811764821
"7","GB42470",2.94443897916644,3.29583686600433,2.484906649788,2.89037175789616,3.25809653802148,3.52636052461616,3.36729582998647,4.14313472639153,2.99573227355399,3.73766961828337,3.43398720448515,4.30406509320417,-0.204074664941056,6.22687093547156,-2.93439803241258,0.0104137035609105,0.997306876050906,-3.10262373422499
"8","GB42550",5.46806014113513,5.41610040220442,4.86753445045558,4.78749174278205,5.54907608489522,5.5683445037611,4.91998092582813,4.71849887129509,4.33073334028633,4.40671924726425,5.19849703126583,5.32787616878958,0.149392528214813,6.75573859340186,3.02707841833884,0.00863535379555088,0.997306876050906,-2.42564468974931
"9","GB42984",6.77536609093639,5.92958914338989,4.12713438504509,6.14846829591765,5.93753620508243,5.04342511691925,6.54678541076052,3.49650756146648,3.13549421592915,5.48893772615669,4.20469261939097,3.52636052461616,0.440237932574634,6.71762713676939,3.00120278607808,0.00909937716375067,0.997306876050906,-2.49969274765136
"10","GB43119",6.70318811324086,6.87729607149743,6.24222326545517,6.4831073514572,6.45362499889269,6.94312242281943,6.26909628370626,6.94408720822953,5.98393628068719,5.8805329864007,5.03695260241363,6.28599809450886,0.14592724202214,7.05828092850117,3.26893892502002,0.00528573578787511,0.997306876050906,-2.01524196603159
"11","GB43201",2.77258872223978,2.99573227355399,2.19722457733622,2.484906649788,2.19722457733622,2.83321334405622,2.39789527279837,1.38629436111989,1.38629436111989,1.09861228866811,1.79175946922805,2.484906649788,0.513772429181201,5.66418940144989,3.32123786366379,0.00475228427202771,0.997306876050906,-3.83708449904419
"12","GB43517",1.38629436111989,1.94591014905531,0.693147180559945,2.07944154167984,1.38629436111989,0.693147180559945,0,0,0.693147180559945,1.09861228866811,0,0,1.3544593050975,4.44910786227167,3.35801114871702,0.00440965906473391,0.997306876050906,-4.42523356123121
"13","GB44126",0,0,0,0,0,0.693147180559945,1.09861228866811,2.19722457733622,0.693147180559945,1.09861228866811,0.693147180559945,1.09861228866811,-1.45314282904829,4.22382252894328,-4.5000054797243,0.000442212611308994,0.997306876050906,-4.36815556524925
"14","GB44620",2.07944154167984,1.79175946922805,1.6094379124341,0.693147180559945,1.6094379124341,2.39789527279837,0.693147180559945,0.693147180559945,1.09861228866811,0,1.09861228866811,0,1.17413353904401,4.81915097563053,3.31891559322426,0.00477479155926178,0.997306876050906,-4.36436140931632
"15","GB44785",1.38629436111989,1.6094379124341,2.19722457733622,0.693147180559945,1.79175946922805,1.6094379124341,0,1.38629436111989,1.38629436111989,0,0,0,1.34838975771071,4.60355861940955,3.3666504242736,0.00433280815233539,0.997306876050906,-4.41314315133785
"16","GB44998",1.09861228866811,0.693147180559945,0.693147180559945,1.09861228866811,1.09861228866811,1.09861228866811,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.915989163029744,4.37006323483994,2.97811773006303,0.0095340017467554,0.997306876050906,-4.46108927315441
"17","GB46310",4.60517018598809,4.84418708645859,4.20469261939097,3.29583686600433,4.00733318523247,5.47227067367148,4.72738781871234,5.44241771052179,4.81218435537242,5.57215403217776,5.25227342804663,5.35185813347607,-0.191211803840352,6.68169174505531,-2.93979965755413,0.0103008470972526,0.997306876050906,-2.58697285038774
"18","GB46528",5.3890717298165,5.51745289646471,4.90527477843843,5.2040066870768,5.39816270151775,5.87773578177964,5.56452040732269,6.44888939414686,5.49306144334055,5.59471137960184,5.59098698051086,5.98141421125448,-0.0757727481410138,6.88978973882402,-3.09466788098604,0.00753045081168869,0.997306876050906,-2.3037317277122
"19","GB46543",5.61312810638807,5.57594910314632,4.96284463025991,5.39816270151775,5.12989871492307,5.65948221575962,4.80402104473326,5.30330490805908,4.36944785246702,4.89783979995091,4.68213122712422,5.42934562895444,0.137737235913768,6.78349958878825,3.71289246949665,0.00214277563946556,0.997306876050906,-1.31862800328517
"20","GB47561",0,1.38629436111989,0.693147180559945,1.09861228866811,0,0,1.09861228866811,2.07944154167984,1.6094379124341,1.09861228866811,1.38629436111989,1.6094379124341,-1.19512873477915,4.67472802700616,-3.38285491299028,0.00419224875592854,0.997306876050906,-4.3932922098179
"21","GB47582",1.6094379124341,1.6094379124341,1.09861228866811,1.38629436111989,1.6094379124341,1.6094379124341,0.693147180559945,1.09861228866811,0.693147180559945,1.09861228866811,0.693147180559945,0,0.835498048905951,4.87311533570374,3.22316884360275,0.00580122514774216,0.997306876050906,-4.34571944457159
"22","GB47673",2.83321334405622,2.19722457733622,1.79175946922805,1.6094379124341,2.63905732961526,2.30258509299405,1.6094379124341,1.38629436111989,1.79175946922805,1.6094379124341,1.09861228866811,1.38629436111989,0.495209325816897,5.49137617876919,3.2122203497727,0.00593175778903541,0.997306876050906,-4.03216607179351
"23","GB47890",2.30258509299405,2.19722457733622,1.38629436111989,1.38629436111989,1.38629436111989,1.6094379124341,0.693147180559945,1.38629436111989,0,0,0,1.09861228866811,1.30132629983956,4.75404352208728,3.86593828310594,0.00157144721947021,0.997306876050906,-4.34550961008363
"24","GB48146",6.93925394604151,5.31320597904179,5.8348107370626,5.97126183979046,5.56452040732269,6.83410873881384,4.40671924726425,5.31811999384422,5.27811465923052,3.87120101090789,5.92958914338989,4.93447393313069,0.30351329769492,6.86227345178621,3.63309813473457,0.00251973825836279,0.997306876050906,-1.43846656603379
"25","GB48283",0,0,0,0,0,0.693147180559945,0.693147180559945,1.09861228866811,1.38629436111989,0.693147180559945,0.693147180559945,1.38629436111989,-1.3235787856894,4.16555301723206,-4.39473792043846,0.000544527098150462,0.997306876050906,-4.38105235594354
"26","GB48517",2.39789527279837,2.484906649788,2.56494935746154,1.79175946922805,2.19722457733622,2.70805020110221,2.19722457733622,2.19722457733622,1.09861228866811,0,0.693147180559945,1.79175946922805,0.834751587108259,5.37406666129503,2.9175102231911,0.0107744160016835,0.997306876050906,-4.20596101608302
"27","GB48946",6.15485809401642,6.38012253689976,5.51342874616498,6.11589212548303,5.85507192220243,6.63331843328038,5.77765232322266,6.50578406012823,5.47227067367148,5.55682806169954,5.18738580584075,6.09356977004514,0.0998306180463411,6.97145875066858,3.07930077306831,0.00776871578338093,0.997306876050906,-2.32844635072262
"28","GB49450",5.79301360838414,5.47646355193151,5.21493575760899,5.67675380226828,5.11799381241676,5.87773578177964,5.33753807970132,5.2040066870768,4.63472898822964,4.89034912822175,4.59511985013459,5.59471137960184,0.13960082386607,6.81683529559077,2.99084989697264,0.00929182865520268,0.997306876050906,-2.4771663640022
