"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40411",115,79,47,85,105,141,52,68,65,40,69,92,0.760545415358614,3.34415798794968,3.86925169090734,0.00181104319983326,0.751014752507007,-4.05268925686603
"2","GB40449",10,7,6,8,12,15,3,5,5,5,5,12,0.936051016036767,0.0208354858310969,3.07375533904415,0.00855058381671834,0.751014752507007,-4.46130467692002
"3","GB40728",198,112,77,123,164,143,58,108,73,103,86,148,0.700244870153327,3.88733887450685,3.1904519057793,0.00680472628485681,0.751014752507007,-4.09581206809426
"4","GB40803",14,21,9,13,18,22,7,12,5,9,14,14,0.869318482866754,0.769863358397163,3.3676933793527,0.0048096295100187,0.751014752507007,-4.40128541753617
"5","GB41517",90,60,54,58,99,110,39,35,26,45,67,54,1.04510197438136,2.940996116548,3.93011274245899,0.00161023999233407,0.751014752507007,-4.11290784796252
"6","GB42693",244,289,150,216,180,337,267,457,397,380,403,383,-0.509185461950142,5.30171427565171,-3.86295340096515,0.00183323187172683,0.751014752507007,-3.8151547675292
"7","GB42825",7,12,3,2,1,14,11,19,23,14,17,13,-1.36061200597825,0.292050250388432,-3.27974513033036,0.00571320869259023,0.751014752507007,-4.43525766029675
"8","GB43246",386,481,135,457,328,500,153,312,178,188,180,511,0.835483632031859,5.25923735082943,3.62758523853682,0.00289506139603055,0.751014752507007,-3.86827741473196
"9","GB43831",157,222,108,153,124,406,186,556,300,275,329,330,-0.598135099529019,4.97971623043712,-3.46135221510379,0.00400455891051976,0.751014752507007,-3.92238366374911
"10","GB44156",54,61,32,42,31,73,43,151,95,79,97,90,-0.685851352528926,3.10657837306205,-3.5666919677017,0.0032599687556011,0.751014752507007,-4.14210646404584
"11","GB45650",52,38,28,27,31,54,30,19,19,24,13,35,0.966833027166279,1.96979645342078,3.58229470247672,0.00316225096416276,0.751014752507007,-4.28035711907853
"12","GB46076",39,28,23,51,26,63,26,25,13,23,11,46,0.942334914618359,1.92856944714419,3.10550078443701,0.00803571889694202,0.751014752507007,-4.33848458759486
"13","GB46103",28,56,11,10,7,32,29,57,152,123,51,69,-1.56205914257657,2.29239494116266,-3.17937049286158,0.00695397052562358,0.751014752507007,-4.30850476705433
