"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40746",868,566,1178,1164,1239,742,1257,1104,989,716,735,643,791,1074,756,577,967,851,899,522,763,1101,938,664,-0.279041867052407,6.905438745345,-2.27239283823485,0.0316535731917718,0.999844381662588,-4.04918882064212
"2","GB41127",1900,903,4526,1895,5742,2807,6688,3164,2177,1895,1841,935,640,4130,713,651,2577,3378,1166,426,844,2608,500,741,0.687910100840385,7.85396185515837,2.29413359134085,0.0301944463824159,0.999844381662588,-4.11061631918511
"3","GB41770",462,329,502,535,579,390,582,592,571,407,456,289,405,645,412,276,489,454,367,261,507,555,272,284,-0.179339512562839,5.90870286638181,-2.42683806598831,0.0225401172954311,0.999844381662588,-3.86912173266441
"4","GB41922",1287,1336,1149,1287,1780,1045,1359,1339,1305,1198,1269,924,621,1372,1013,774,702,858,560,496,1225,1425,476,575,0.282815500610956,7.12575191342763,2.40526652047126,0.0236487837097951,0.999844381662588,-3.99587648393576
"5","GB42170",134,181,126,151,121,75,128,247,157,101,100,145,180,200,130,119,175,104,78,78,218,217,117,114,-0.450709669262404,4.24441560493712,-2.46748262790295,0.0205801495784981,0.999844381662588,-3.89584895197336
"6","GB42242",14,9,16,29,32,16,29,24,17,18,16,24,8,26,11,3,7,12,10,6,9,16,17,11,0.502378053047567,1.01657070980409,2.54867919915715,0.0171275369279705,0.999844381662588,-4.31110496795777
"7","GB42282",43,33,64,47,86,41,64,40,38,67,70,21,23,40,22,25,40,44,26,8,23,68,9,23,0.490012481560739,2.30720522977275,2.3384899506366,0.0274056293032356,0.999844381662588,-4.23529168904692
"8","GB42549",62,10,161,110,75,38,114,50,24,46,24,35,61,47,3,18,27,15,7,22,28,35,6,29,1.00652458897824,2.11247292873653,2.40941600614912,0.0234317056130313,0.999844381662588,-4.23925192056414
"9","GB42919",4451,2991,3496,2762,4016,2869,1826,2546,3341,2394,3425,790,1264,2660,1253,1146,2005,2011,1348,361,1579,3746,772,952,0.606868777356852,8.07528881995397,2.52666431180722,0.0180063436074328,0.999844381662588,-4.01612203547544
"10","GB42931",4521,1361,4602,3635,7418,3711,2997,3650,4658,3333,3257,839,1006,4722,1507,868,3407,2656,1410,279,1229,4149,771,1000,0.775904047467465,8.25112341811584,2.61006053259142,0.0148832496845523,0.999844381662588,-3.99279863070076
"11","GB43509",14,45,260,1010,523,15,107,158,1347,839,4,99,2655,3035,944,725,557,111,19,24,643,782,1574,905,-2.23295970986226,5.08066379453684,-2.41660292548793,0.0230600524729208,0.999844381662588,-3.91660551347759
"12","GB43516",93,310,154,252,515,170,454,294,199,139,346,134,84,97,23,41,175,406,68,17,27,770,53,114,1.02139609565116,4.25459593919803,2.35145145061025,0.0266362796137275,0.999844381662588,-3.99394273022447
"13","GB43772",19,8,9,33,11,2,29,12,57,21,12,8,12,30,27,7,16,24,34,9,39,36,12,27,-0.901623964720502,1.26362463963954,-2.93670537314228,0.00689954879515309,0.999844381662588,-4.18828090356837
"14","GB43943",31,28,16,19,19,24,36,24,24,25,15,13,27,35,28,11,19,27,17,10,29,29,38,34,-0.500670459308977,1.70521564550473,-2.50124949169711,0.019072775012958,0.999844381662588,-4.2479416708225
"15","GB44145",11,3,16,10,26,9,41,23,38,17,13,2,10,61,33,11,26,25,12,12,19,23,11,10,-0.802257054074648,1.1492594585886,-2.71041143202971,0.0117958261029295,0.999844381662588,-4.25762029601032
