"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40142",7,26,12,7,14,24,3,60,19,27,7,5,12,12,4,3,3,1,8,6,19,9,9,2,1.09437993744777,0.351407253611619,3.17070724582962,0.00390143265259687,0.999973981917263,-4.24933680601918
"2","GB40356",71,40,27,75,66,91,45,124,118,58,53,35,29,47,29,17,52,28,41,49,46,75,50,44,0.549663578808618,2.80016154018418,2.99292178883914,0.00602361455929129,0.999973981917263,-3.89899912705239
"3","GB40381",34,16,30,20,38,38,15,21,27,53,22,13,22,34,33,18,35,45,29,57,35,43,81,41,-0.599028384420467,2.11544533389211,-2.88045070825609,0.00789376065463663,0.999973981917263,-4.06952916870987
"4","GB41071",70,34,38,58,95,71,16,69,35,48,17,33,47,59,75,55,25,70,55,87,91,89,106,45,-0.557458217424901,2.87899323338939,-2.87713394642125,0.00795651178391719,0.999973981917263,-3.93200420000027
"5","GB41147",1023,1092,880,1187,1411,1593,611,1722,1345,981,709,707,660,1570,813,408,970,790,848,841,1101,926,729,744,0.300435726928699,7.03613094760545,3.03348892603605,0.00545917589655007,0.999973981917263,-3.61799608711072
"6","GB41222",90,136,229,93,169,173,103,380,65,125,66,54,16,86,79,21,40,27,32,60,121,90,65,172,1.04714294173091,3.50651767964309,3.65783551220871,0.00114579784856397,0.999973981917263,-3.40767795532166
"7","GB41235",11,7,7,4,6,16,1,9,7,4,1,3,13,8,16,7,6,12,7,12,18,15,10,4,-0.917037380564934,0.0848550146744511,-3.41294504458752,0.00213335324134814,0.999973981917263,-4.22920752088566
"8","GB41439",360,377,304,303,391,384,156,491,381,362,216,184,235,523,501,220,273,393,423,456,444,389,396,269,-0.276221833763927,5.56088457060012,-2.8416331446755,0.00865843475444759,0.999973981917263,-3.5570839653679
"9","GB42037",14,10,21,17,15,17,8,20,17,20,8,10,7,25,8,4,10,9,9,9,9,10,15,5,0.52055606083572,0.724810739043098,3.0972620028517,0.00467275721717062,0.999973981917263,-4.21817439302039
"10","GB42534",266,127,130,147,244,264,113,228,250,183,132,91,162,315,303,102,170,275,282,371,183,241,228,137,-0.411046958228067,4.7581022176221,-2.80202083096338,0.00951066036406309,0.999973981917263,-3.60572336779419
"11","GB42558",134,159,628,186,252,297,113,863,102,135,243,131,43,193,58,26,95,34,182,66,115,159,77,589,1.0883549851061,4.3058481024001,2.86180597412425,0.00825269723973717,0.999973981917263,-3.66590105671458
"12","GB42580",231,220,154,106,272,357,78,403,176,209,76,82,169,368,558,148,194,232,392,421,379,275,265,97,-0.647819122887591,4.89330451717395,-3.27768773488686,0.00299307064916672,0.999973981917263,-3.26089254979442
"13","GB42980",24,26,22,16,9,10,3,12,34,54,11,21,7,1,5,1,3,2,22,7,21,4,7,5,1.58936696822455,0.412145017906532,3.57469239953791,0.00141658692122146,0.999973981917263,-4.16819897584594
"14","GB43075",192,120,137,171,249,292,116,333,274,196,96,110,95,187,72,72,145,189,133,118,160,134,133,116,0.47352435441763,4.37942681921508,3.45908181528018,0.00189909519301795,0.999973981917263,-3.2258124233811
"15","GB43225",1248,985,1274,1030,1186,1117,523,2138,991,1510,529,547,675,671,779,393,446,473,1015,659,1225,892,879,858,0.435026325556827,6.89014693476898,3.17563794910946,0.0038542859044897,0.999973981917263,-3.50789524439495
"16","GB43282",224,186,164,320,278,345,260,519,470,220,237,206,153,347,134,105,176,147,198,179,233,196,129,136,0.6050839967741,4.90966256627296,3.72696264859681,0.000959773868192764,0.999973981917263,-2.94466848770362
"17","GB43552",174,129,123,103,183,246,42,226,142,184,88,92,80,289,238,94,161,166,162,246,193,230,269,88,-0.417524609475229,4.39634100191481,-2.88768140602132,0.00775858250883541,0.999973981917263,-3.59686932568117
"18","GB43672",28,8,12,31,21,27,14,43,86,12,46,24,8,11,1,8,17,11,8,5,25,8,4,9,1.49758973720646,1.00046444795265,3.64814864950793,0.00117453485757933,0.999973981917263,-4.06955266010154
"19","GB43718",1640,696,858,2853,2867,3248,1582,5924,4364,918,2127,1556,740,1973,131,608,1683,1080,1383,676,1412,1027,521,663,1.18368383038465,7.48285152838308,3.17652584905165,0.00384585431071892,0.999973981917263,-3.60799490415579
"20","GB43738",672,377,379,551,838,673,230,901,898,587,337,380,406,2594,1000,487,743,891,1582,1761,885,721,584,315,-0.715373049639394,6.53665749589239,-3.46959041847218,0.00184934075057284,0.999973981917263,-3.26110640314474
"21","GB44056",894,884,791,1037,935,1077,427,1251,983,966,717,535,531,1136,664,432,695,537,612,761,1082,687,641,654,0.272408875488138,6.73151259587654,2.86871190866996,0.00811798255563425,0.999973981917263,-3.67123991805967
"22","GB44219",177,54,88,225,381,387,194,407,477,130,249,185,116,128,14,63,293,191,98,52,130,108,87,121,1.10227575817514,4.31092727781154,2.81137828131511,0.00930247580191003,0.999973981917263,-3.69313858475452
"23","GB44505",158,60,94,229,346,349,172,273,325,147,257,199,73,142,23,61,282,172,98,72,127,125,72,53,1.04483968910615,4.2260198378899,3.15512605466489,0.00405408824680163,0.999973981917263,-3.4918091908292
"24","GB45884",641,297,327,921,1153,1256,513,935,1066,533,742,568,330,458,79,192,1023,647,422,297,438,398,331,221,0.950909484806186,6.08027167897095,2.92410107080726,0.00711044838283079,0.999973981917263,-3.55622046390365
"25","GB45969",49,107,49,24,130,64,12,122,39,17,10,31,48,116,167,58,75,152,166,87,99,106,93,16,-1.07056699649013,3.04660389035664,-3.03968591939722,0.00537753022077533,0.999973981917263,-3.8318464042698
"26","GB46073",54,30,45,47,66,86,44,125,101,61,40,45,34,75,32,15,43,26,34,48,57,50,35,40,0.504945024918843,2.72638222206556,3.39292637986863,0.00224350710885097,0.999973981917263,-3.74856218745832
"27","GB46264",14,8,10,9,19,25,4,17,14,11,8,11,11,14,16,9,13,18,17,18,20,20,21,20,-0.491847168032997,0.974124174303432,-2.87824410749514,0.00793545575634192,0.999973981917263,-4.23481281113066
"28","GB46301",26,7,5,35,22,35,22,46,56,13,47,19,12,8,1,6,14,15,9,6,12,2,7,3,1.70051897596477,0.828001969697171,3.82205719009502,0.000751410118804513,0.999973981917263,-4.06541940718484
"29","GB46612",231,65,95,312,329,287,231,366,609,158,350,245,75,182,22,54,197,159,152,115,206,135,89,93,1.07392476915382,4.48077533035756,3.06743559537585,0.00502602518321973,0.999973981917263,-3.50106422093097
"30","GB46663",12,10,20,19,22,34,10,79,43,15,6,14,3,17,4,5,24,7,9,2,18,4,11,9,1.28357420373517,0.784017092103234,3.77358652147353,0.000851367798673107,0.999973981917263,-4.07448477218362
"31","GB47077",12,24,14,33,13,59,2,40,16,26,3,10,4,37,5,2,4,3,17,3,10,16,5,2,1.25828382726333,0.493584354381823,3.27565210810563,0.00300827522584599,0.999973981917263,-4.21490675821762
"32","GB47495",192,212,404,287,392,326,126,331,221,221,129,138,114,295,105,116,179,123,137,143,218,173,220,221,0.466121299312268,4.76556169059291,3.11751271955684,0.00444659723372725,0.999973981917263,-3.38879704727187
"33","GB47662",511,548,297,360,783,756,146,983,622,443,272,277,278,947,1047,372,482,628,789,827,912,595,550,305,-0.487214575783093,6.16638513131501,-2.8114254320548,0.00930143777055229,0.999973981917263,-3.63345305638806
"34","GB47930",34,28,23,20,30,40,19,49,47,31,20,21,29,45,58,19,20,40,62,59,68,34,44,25,-0.499587161215243,2.2456918030831,-2.99005843518578,0.00606548988063123,0.999973981917263,-4.00776263756422
"35","GB48100",62,45,34,89,39,73,23,55,48,71,22,21,28,30,36,27,18,13,20,42,43,40,28,18,0.654377655842415,2.28980569963371,3.56743348415751,0.0014429954876586,0.999973981917263,-3.79664202920938
"36","GB48697",296,53,134,355,400,364,324,287,464,210,507,321,143,96,3,80,338,335,188,69,204,109,60,75,1.52413466353233,4.50410899465104,2.7905402798206,0.00977208741668154,0.999973981917263,-3.70048642115348
"37","GB49327",37,63,38,83,81,93,30,123,72,75,18,33,36,129,112,42,92,55,144,72,106,99,108,36,-0.537369816776723,3.20156459852447,-2.82256393312248,0.00905926348827796,0.999973981917263,-3.89051795493041
"38","GB50097",12,7,11,5,7,14,1,13,6,14,3,7,8,25,14,7,4,18,9,14,12,13,10,13,-0.667285144271225,0.397289538798903,-2.77901055452217,0.0100414447672722,0.999973981917263,-4.31490202604668
"39","GB50098",804,182,377,730,1421,1426,747,1469,2085,551,940,727,255,668,10,112,1146,485,492,155,615,353,129,318,1.63108206327237,5.9917868362125,2.88679833953456,0.00777497303170461,0.999973981917263,-3.5980972970953
"40","GB50373",194,136,160,213,139,166,78,357,268,184,103,139,107,176,107,74,90,110,118,152,184,150,89,117,0.427017093814082,4.30217413553857,3.31423143100743,0.00273241289214423,0.999973981917263,-3.33978094911248
"41","GB50450",30,7,43,25,61,17,27,229,23,18,20,14,9,27,9,2,19,14,7,10,22,12,6,8,1.32240797883486,1.2775521233541,3.24253973690319,0.00326631690068959,0.999973981917263,-4.11574835449823
"42","GB50479",105,22,14,134,112,136,88,187,285,88,180,120,57,81,1,13,72,114,36,40,69,23,16,19,1.60321071318702,2.92729127289606,2.87566893672414,0.00798437914455515,0.999973981917263,-3.94548261681012
"43","GB51189",408,200,260,366,555,513,313,673,630,290,366,296,274,453,146,163,318,254,312,226,377,233,284,166,0.541995182386015,5.45020248450578,2.96623848975555,0.00642476120254729,0.999973981917263,-3.46810475078427
"44","GB51281",591,598,495,1153,769,1113,324,895,798,588,520,361,320,750,346,258,606,344,528,311,761,539,395,408,0.493279547802059,6.21353542602212,3.28135288227395,0.00296588160144207,0.999973981917263,-3.32018494445071
"45","GB52543",123,58,56,92,95,136,36,104,122,86,25,44,106,139,133,70,45,151,105,214,114,128,157,43,-0.570159118664434,3.63282800713332,-2.88696518907237,0.00777187363796908,0.999973981917263,-3.76262440976595
"46","GB52666",12,17,17,22,27,46,3,21,17,26,2,12,6,32,4,3,4,2,12,3,15,10,21,2,1.05551418153037,0.524045208466808,2.97906402470448,0.00622887082726454,0.999973981917263,-4.26768972346672
"47","GB53986",467,133,221,370,738,467,238,814,982,418,787,425,70,144,15,147,722,461,209,145,135,232,224,129,1.49721139724119,5.19903588304437,3.29009001554215,0.00290202543494227,0.999973981917263,-3.28954385663006
