"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40442",117,209,61,102,92,61,115,126,140,68,55,107,95,159,96,113,103,201,208,171,260,187,152,177,-0.36079327089915,4.10204226886518,-4.08421312203316,0.0003813778998059,0.807195602018377,-2.81038659052914
"2","GB43916",14,14,3,13,6,6,7,9,16,4,3,14,12,31,13,17,17,13,23,16,19,23,29,34,-0.917178433557098,0.858375049044325,-4.06134595669459,0.000404771638761597,0.807195602018377,-3.95336877283593
"3","GB49561",10,25,6,6,14,2,4,20,14,4,3,3,10,22,19,6,8,28,35,25,51,17,22,23,-1.07693860953606,0.764925536791302,-4.08723054657584,0.0003783925250602,0.807195602018377,-3.96726879945395
"4","GB51306",6554,15199,2985,19848,37674,2148,2609,412,808,3652,3130,4642,943,1284,934,867,1565,289,1206,1119,8134,218,1301,534,2.37397314458775,8.13396841869473,4.10687221007001,0.000359516313187576,0.807195602018377,-3.17772639535043
"5","GB55356",915,749,381,560,511,269,506,661,692,438,429,482,502,448,317,195,379,315,380,522,780,606,308,287,0.710876870315361,5.99688015169165,4.45040225366312,0.000146344809996086,0.807195602018377,-2.3554645771839
"6","GB40148",1588,5123,1018,2457,2838,1370,380,516,1502,1303,1777,1347,1079,752,473,512,395,2175,1706,464,3674,403,627,1151,1.09541909529628,7.27675314117238,3.11432843844877,0.00448501872675271,0.999818566300367,-3.55018215622747
"7","GB41219",12,10,2,9,13,16,6,16,8,15,5,24,4,3,6,5,6,4,13,6,16,3,7,2,1.04401422282996,0.119882571101403,3.22660941640637,0.00340093916774671,0.999818566300367,-4.23316731879739
"8","GB41376",542,858,233,590,516,544,381,528,633,292,328,300,449,333,315,262,225,379,342,494,1140,277,345,150,0.67692882330877,5.79197083717314,3.35840731793738,0.00244895320041557,0.999818566300367,-3.12072271699742
"9","GB41428",76410,50246,22541,95996,132138,41127,36188,33129,29464,84298,35100,47565,12132,11100,3338,37315,40014,110934,17425,28973,70449,23490,17790,38478,1.36145268217916,12.2538904991183,3.23437007510973,0.00333615529606282,0.999818566300367,-4.07309676186539
"10","GB43160",126,191,59,128,147,68,94,156,138,75,90,124,88,92,104,87,68,160,135,104,196,111,125,85,0.310398722735029,3.94498040171315,3.41017631153788,0.00215049524852436,0.999818566300367,-3.29281051824288
"11","GB43285",343,408,142,702,433,265,306,564,331,421,1095,854,283,208,265,320,196,330,471,275,487,287,389,301,0.80366692434934,5.66912049811032,3.26071417459506,0.00312499502385839,0.999818566300367,-3.18506720831592
"12","GB44017",6,8,5,3,12,6,2,7,17,7,4,7,17,20,5,6,6,12,24,27,21,12,23,22,-0.895312090721027,0.471343879355977,-3.11881885710148,0.00443592045649659,0.999818566300367,-4.21449371468226
"13","GB44137",16,12,3,4,6,11,7,9,17,4,6,8,9,15,10,10,8,18,25,15,21,14,18,18,-0.603315576068848,0.617197295143128,-3.12459824232523,0.00437348679915862,0.999818566300367,-4.19650410143743
"14","GB44455",111,232,21,199,221,130,70,563,40,459,393,82,39,51,75,25,16,62,38,25,617,31,139,30,1.66831800573111,3.59235261046795,3.06848202469101,0.00501703146253133,0.999818566300367,-3.64943430629846
"15","GB44787",33,48,19,14,28,20,31,28,37,18,28,20,51,62,27,21,23,84,70,48,47,57,51,45,-0.553338707688962,2.27795913947186,-3.05226476853022,0.00521929109828853,0.999818566300367,-3.93841452892222
"16","GB44871",697,1910,603,1574,1045,791,129,342,415,355,468,1951,379,119,90,314,97,1185,469,173,1777,166,712,193,1.48039136200033,5.95780369984407,3.25437743305485,0.00317457748194678,0.999818566300367,-3.24485945823408
"17","GB45120",36,45,20,30,36,13,27,41,48,14,24,40,36,48,32,28,28,70,71,56,49,57,72,59,-0.422926004540707,2.40476497207973,-3.17994205657176,0.00381680599048319,0.999818566300367,-3.85971846567639
"18","GB45515",151,129,101,109,149,67,148,203,185,70,69,95,115,188,121,144,179,264,267,203,176,217,201,220,-0.392495182637835,4.36533198018651,-3.10379757434271,0.00460221512425132,0.999818566300367,-3.39941952084219
"19","GB45536",44,55,35,28,49,21,21,56,77,23,13,30,44,55,44,43,79,52,62,76,79,77,66,94,-0.554012186747753,2.69936142268086,-3.15964364773034,0.00401257670223759,0.999818566300367,-3.80247016476813
"20","GB45689",290,504,152,300,320,215,281,360,362,197,219,364,254,278,247,155,141,246,394,295,539,322,318,221,0.377127432001411,5.27566008012976,3.51653788064077,0.00164397187260438,0.999818566300367,-2.96220107744123
"21","GB45910",288,511,367,430,233,639,199,451,708,254,375,401,217,323,187,390,294,287,293,359,317,346,272,259,0.69014071143439,5.5414726651323,3.11473883197475,0.00448050993633834,0.999818566300367,-3.28720292274296
"22","GB47546",13029,16227,3148,16049,57295,2309,1902,377,1142,4465,5604,8285,1803,647,1019,700,1655,3003,1426,1093,18401,397,2579,603,2.14168269698006,8.55379683926443,3.51288343672098,0.00165926808019316,0.999818566300367,-3.54788073844293
"23","GB47717",497,201,263,181,183,219,254,319,343,362,227,142,356,232,127,58,185,184,122,355,250,205,121,137,0.823748786091607,4.87926549458296,2.97419700306092,0.00630691027781014,0.999818566300367,-3.41408161567083
"24","GB47799",1108,1662,506,611,858,857,840,1438,1068,1592,944,1239,674,727,926,395,526,917,861,747,2161,781,1381,483,0.670174818340234,6.96991518563931,3.22820340375089,0.00338753486928261,0.999818566300367,-3.42394113865716
"25","GB47805",6188,14738,890,8748,9303,492,2402,547,659,3593,7831,1840,457,511,1034,805,478,764,1102,789,10134,555,2683,321,1.90249283482812,7.77815473219197,3.5618740544122,0.00146526170912081,0.999818566300367,-3.38173198265142
"26","GB48337",184,229,94,127,143,90,135,178,169,77,110,157,110,128,123,83,94,171,178,142,209,181,157,120,0.25997892090583,4.25668920743236,3.25001049901097,0.00320918764068837,0.999818566300367,-3.3100408579135
"27","GB49051",11,25,10,12,15,4,16,19,12,8,5,12,4,7,6,6,3,9,16,10,29,15,6,8,0.667019096376959,0.507622575426683,3.18926999664485,0.00372995200332388,0.999818566300367,-4.19472147112031
"28","GB49078",14,163,8,19,18,18,40,47,28,12,20,35,16,61,71,60,25,83,73,50,221,63,96,46,-0.949581433040624,2.45231650482589,-3.06315698742778,0.00508260335414602,0.999818566300367,-3.90666178922599
"29","GB49156",305,384,144,344,333,212,290,344,282,141,176,264,199,244,265,165,159,273,316,280,452,334,234,196,0.330813306071478,5.14922479665208,3.37242022342495,0.00236442290369125,0.999818566300367,-3.07752444775661
"30","GB49722",9,25,5,15,10,20,17,21,19,11,10,13,11,11,7,4,6,3,11,12,23,10,15,9,0.82127266860831,0.692148956536944,3.28026853872098,0.00297665514877607,0.999818566300367,-4.14990003694748
"31","GB50014",44,67,17,47,40,17,43,45,67,17,20,42,30,57,39,41,53,67,98,59,80,63,73,76,-0.42139473196361,2.67830363877687,-3.38840753172763,0.00227143260498883,0.999818566300367,-3.70523421885703
"32","GB50550",419,1059,195,1299,546,1696,1627,2373,318,7067,6731,4521,197,310,476,290,273,586,471,222,1381,515,2525,361,1.92033946724949,6.77685341681969,3.49284074838711,0.00174565457484609,0.999818566300367,-3.22579655889173
"33","GB50780",428,423,165,166,250,197,197,185,292,100,159,168,231,153,111,75,302,208,151,233,335,141,143,115,0.619154849955383,4.72345338448805,2.96261309325849,0.00648564336937996,0.999818566300367,-3.43448881322333
"34","GB50883",98588,108627,39019,141759,75560,89545,34817,33488,56938,47695,60574,66794,63655,45652,26135,18929,35974,92397,44664,34430,155616,17283,28255,31275,1.00804897385266,12.8037004518663,3.22950890688685,0.00337659444281986,0.999818566300367,-4.11418222116162
"35","GB50955",816,1776,375,819,840,1042,1219,1554,718,4201,2799,1972,494,597,1022,375,448,672,763,611,2049,748,1865,553,1.10946843344943,7.06540379129535,3.22442098693138,0.00341942555272135,0.999818566300367,-3.44483980304533
"36","GB51174",18980,16834,6965,18976,16749,12970,6682,6725,16560,6643,9040,9748,8159,7876,6503,4386,6877,17288,10722,6964,25181,3985,4777,7272,0.827250359094965,10.3680644716012,3.3681381066367,0.00238994954506589,0.999818566300367,-3.85149281081145
"37","GB51376",3,8,2,20,3,2,13,15,13,1,3,6,7,16,14,4,5,15,17,9,46,20,21,32,-1.05783264031711,0.351812807077421,-3.12603409256279,0.00435810677171374,0.999818566300367,-4.22524789185669
"38","GB51603",359,641,208,365,362,143,265,435,561,162,258,344,325,458,315,335,321,555,768,542,593,517,532,493,-0.272411958846549,5.73887453227433,-2.98402737038763,0.00615892269977061,0.999818566300367,-3.40823215883717
"39","GB51673",44,33,27,172,53,34,23,31,32,32,46,213,19,18,21,26,17,36,26,19,49,17,36,41,1.05783827598526,2.28459508133646,2.95230214033556,0.00664878225957639,0.999818566300367,-3.97666869657495
"40","GB52039",1080,1700,683,888,742,759,770,1309,1262,819,975,856,881,1108,570,361,355,722,1046,795,2013,751,1326,776,0.587326201615604,6.93686695371401,3.36663697984884,0.00239896112013355,0.999818566300367,-3.32846821797838
"41","GB52251",165,315,136,217,259,146,204,190,168,123,170,301,114,691,1005,391,327,484,452,421,327,224,495,461,-0.795244505488583,5.27921985058359,-3.16358166770498,0.0039738568049301,0.999818566300367,-3.2731364218258
"42","GB53318",353,205,129,121,182,183,258,288,254,376,299,337,316,160,114,43,137,133,101,180,242,236,274,83,0.95601385577376,4.71169770906043,3.33547719134734,0.0025936227723873,0.999818566300367,-3.1696616260136
"43","GB53516",475,1645,403,475,841,235,395,442,434,345,238,362,260,275,231,325,159,1026,710,279,1041,277,148,254,0.729259378501787,5.76681078925288,2.98595542943354,0.00613028822291903,0.999818566300367,-3.4031637709976
"44","GB53792",39,52,17,25,18,6,26,25,38,15,15,29,17,6,13,7,13,20,28,17,27,43,16,13,0.769573517508319,1.45188830823331,3.49785516035955,0.0017236401220106,0.999818566300367,-3.95833447636629
"45","GB54421",711,823,377,578,787,465,524,754,817,508,561,705,558,595,480,524,462,715,749,627,1037,615,777,545,0.292163554222684,6.44783461009889,2.99169201681806,0.00604584002753667,0.999818566300367,-3.48817259080744
"46","GB54524",20,23,16,7,12,4,13,18,21,8,7,7,25,5,8,3,2,7,2,12,7,15,2,4,1.29025023560789,0.275462483287552,3.7632333164426,0.000875548873420818,0.999818566300367,-4.11353532521653
"47","GB54978",86,208,43,120,123,38,73,121,131,49,65,79,101,125,157,126,62,217,216,135,163,148,147,133,-0.379264945833159,3.92663552158614,-2.98044718672512,0.00621243202154086,0.999818566300367,-3.58397394075561
"48","GB54986",180,237,93,159,184,121,182,193,171,124,100,210,129,104,108,108,97,196,168,134,322,169,188,101,0.410652132715259,4.39724601267441,3.40012073829059,0.0022055626569022,0.999818566300367,-3.16953762793732
"49","GB55259",70,109,45,59,83,33,59,86,76,44,46,89,45,72,61,44,23,64,87,53,97,79,81,40,0.386771646454907,3.09972287206157,2.97711740043958,0.00626259622697702,0.999818566300367,-3.78524278212664
"50","GB55875",71,72,23,34,30,27,39,40,53,18,36,40,54,44,33,47,60,69,104,76,96,87,67,85,-0.513992593905715,2.80532466798308,-3.51297912205441,0.00165886581485494,0.999818566300367,-3.61500461597943
