"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40253",3710,1709,2166,2897,1650,2542,4164,2450,656,3366,2102,1058,2195,3607,3186,1687,3214,3187,4851,5174,2963,6894,2370,1128,-0.554424442491007,8.47801041512574,-2.73777045634712,0.0110628842684978,0.999233086732086,-3.9487724585757
"2","GB40320",501,477,286,559,402,519,716,647,259,614,635,406,554,961,532,320,526,604,779,845,351,873,593,301,-0.261114660213652,6.19495418616786,-2.89745545042302,0.00757904429262263,0.999233086732086,-3.58042449382614
"3","GB40740",45,8,22,20,17,43,17,56,18,37,40,32,39,22,39,6,9,4,15,16,10,27,19,13,0.785298620030597,1.51103877247641,2.59931469319901,0.0152529996575528,0.999233086732086,-4.24360948061676
"4","GB41658",61,37,26,54,37,69,46,100,30,112,61,55,35,72,51,17,32,33,25,52,28,92,40,29,0.462357870804847,2.66508394853791,2.52470332081892,0.0180841825891026,0.999233086732086,-4.11670068055059
"5","GB41710",191,22,57,224,29,41,41,65,29,102,115,77,86,370,75,32,2281,99,1450,129,956,3875,38,62,-1.88057416420811,4.11448775055261,-2.50841661891826,0.0187637829547215,0.999233086732086,-3.94811649886443
"6","GB41798",1314,1218,427,1656,1131,1536,2032,1724,509,1573,1939,873,2189,2229,1603,1157,1516,1514,1901,2478,749,3189,1394,769,-0.44136975042244,7.60217662411713,-2.61724626761407,0.0146370391403282,0.999233086732086,-3.92545446190204
"7","GB41981",554,129,213,126,180,224,708,296,147,313,2172,147,2569,188,433,1005,824,559,1358,707,738,269,297,344,-1.21588997612563,5.84379340127877,-2.58135822277271,0.0158939516180787,0.999233086732086,-3.77404045321753
"8","GB42497",8,11,6,12,6,8,4,16,6,19,10,10,9,25,13,5,15,21,23,33,10,17,11,10,-0.682477840598339,0.723713981251492,-2.95682161526124,0.0065720345638875,0.999233086732086,-4.24976488110519
"9","GB42584",61,5,20,17,13,24,13,43,22,20,9,16,31,5,14,4,8,9,10,9,16,15,6,11,0.915472735599262,0.972025276550288,2.44475745107916,0.021653081735073,0.999233086732086,-4.3359599780868
"10","GB42622",21,11,10,13,3,3,22,11,2,13,6,5,13,46,15,13,25,4,33,23,8,25,16,8,-0.971199942803769,0.724565525053916,-3.121505748587,0.00440304354224508,0.999233086732086,-4.21735285181329
"11","GB42743",79,49,40,84,60,71,99,91,34,93,74,79,60,118,60,40,88,81,125,158,59,159,101,55,-0.32224379205193,3.41682675396784,-2.84701747206416,0.00854801169774623,0.999233086732086,-3.83602454810332
"12","GB42753",301,365,161,412,275,314,456,394,182,508,331,459,427,735,395,294,380,348,473,578,240,811,324,260,-0.336103208237265,5.68894848408704,-2.51166054212805,0.0186265648700542,0.999233086732086,-3.80023187664855
"13","GB42984",875,22,467,378,354,739,87,774,453,623,292,405,696,32,375,61,241,66,33,154,399,180,20,205,1.63044095611184,4.84286451637032,2.50323898121485,0.0189847374825415,0.999233086732086,-3.84606172249435
"14","GB43420",52,46,33,41,37,44,52,44,31,75,48,48,21,53,35,20,21,31,45,60,22,60,56,17,0.385462970861338,2.4557421492416,2.99238153951579,0.0060312334854612,0.999233086732086,-3.97074231054816
"15","GB44076",15,7,7,6,6,10,10,6,8,23,12,16,6,9,10,2,5,4,12,11,2,11,6,5,0.573215159315325,0.188200328607943,2.45706828367268,0.0210641761670876,0.999233086732086,-4.38904689950613
"16","GB44430",1189,1093,423,1206,1068,1274,2057,1582,527,1044,1315,631,1806,1953,1580,933,1299,1066,1357,1733,783,2628,1145,617,-0.397735863630163,7.34612215446992,-2.49915433345278,0.019160745410969,0.999233086732086,-3.96317910795174
"17","GB44509",50,25,57,38,39,29,55,56,22,40,48,29,21,28,36,22,27,36,37,41,19,36,45,20,0.41303352322994,2.27010269809887,2.55259271916803,0.016973181924386,0.999233086732086,-4.160561666658
"18","GB44865",285,388,210,380,351,358,411,409,156,298,324,277,217,504,298,133,275,189,320,376,161,444,328,174,0.217363523103862,5.32953551327312,2.4676285487268,0.0205708184209848,0.999233086732086,-3.82158657887601
"19","GB44968",24,15,6,19,19,32,13,25,15,37,23,13,14,15,22,6,11,7,6,18,10,30,13,11,0.590734165639227,1.11651949067907,2.46131000579045,0.0208647129718328,0.999233086732086,-4.31815875098389
"20","GB45677",41,28,33,15,17,46,24,34,26,24,18,23,24,27,25,11,12,9,20,12,6,34,29,8,0.650976444922144,1.5441128287566,2.84648601237033,0.00855882008330553,0.999233086732086,-4.17112459782211
"21","GB45797",723,53,414,208,756,859,196,135,541,21,375,147,80,102,40,193,24,89,368,2,28,87,200,52,2.04163841397962,4.10503737664348,2.75878332464481,0.0105306153256045,0.999233086732086,-3.80132004093798
"22","GB46627",764,578,383,709,594,816,1040,963,344,719,998,476,904,1053,751,639,756,868,1045,1128,553,1110,814,448,-0.353789358197258,6.68415062320612,-2.9907114774902,0.00605565359874349,0.999233086732086,-3.59097165667531
"23","GB47302",89,85,33,72,104,92,154,80,32,50,94,29,79,173,83,82,81,102,108,193,57,230,90,36,-0.519040264652803,3.51889630478779,-2.6658888416679,0.0130810526659378,0.999233086732086,-3.91094514246183
"24","GB47536",63,45,3,26,54,75,89,49,18,77,120,26,35,0,11,19,39,7,13,0,7,165,3,5,2.47270657031599,1.40893182876156,3.31656019545375,0.00271640899231782,0.999233086732086,-4.0969074594085
"25","GB47579",180,150,116,164,234,239,100,157,59,162,317,104,120,29,214,108,54,185,283,60,46,101,43,35,0.976440422310412,3.97819716740313,2.79698623163427,0.00962414109584115,0.999233086732086,-3.74963604176148
"26","GB48173",24,3,1,16,9,13,15,10,15,10,2,3,37,18,8,19,9,7,35,19,17,62,10,13,-1.10386862276953,0.732822881475054,-2.64303736530058,0.0137917005657326,0.999233086732086,-4.31715093516653
"27","GB48232",37,16,26,50,29,44,19,43,27,34,12,16,36,20,35,7,13,5,6,19,19,36,13,13,0.812847040770553,1.54921683417454,2.56605112734823,0.0164600363153949,0.999233086732086,-4.24836581378232
"28","GB48240",128,76,75,144,92,83,117,90,39,73,112,58,52,69,105,46,100,58,79,65,30,69,89,42,0.468499482066195,3.38030283190425,2.85802337523433,0.00832706495010087,0.999233086732086,-3.83769499812805
"29","GB48308",3741,2841,1804,3249,3390,3445,6083,4296,1727,3490,4438,2256,5824,5193,4346,3960,3497,3783,5253,5445,2705,4938,3560,2172,-0.405768518012653,8.98581079719167,-2.61102620609124,0.0148480250674753,0.999233086732086,-4.04971947130249
