"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB43004",4738,3151,3118,3081,2103,2730,2291,2964,6089,3620,2537,2307,950,733,2166,2664,1722,1838,2277,2224,2009,1653,2305,1337,0.99620362705403,8.3366539033819,5.1929894248503,2.08644224969507e-05,0.134748542251475,2.00787147991667
"2","GB45714",268,290,279,350,220,238,216,132,263,292,422,174,109,149,184,253,241,80,161,297,136,199,110,106,0.810465088051418,4.80666760045805,4.93959933378882,4.05421348665554e-05,0.134748542251475,1.94215170828119
"3","GB50003",268,312,310,199,157,188,264,117,372,309,231,132,108,109,103,135,148,162,243,255,112,134,215,73,0.810524929371117,4.64482899958257,5.03388541546786,3.16559617350606e-05,0.134748542251475,2.12511379394506
"4","GB52093",84,86,105,47,39,40,51,33,111,90,70,20,39,26,37,38,36,44,66,64,24,34,36,27,0.769064442885497,2.72258959340583,4.57686751294746,0.000105129023778731,0.244065188997976,0.633933268703932
"5","GB55312",49,28,44,38,27,32,20,21,80,45,51,21,14,11,23,14,23,18,39,20,25,36,41,14,0.853449889107128,1.96359880281063,4.51897845919791,0.000122387518302064,0.244065188997976,0.184859941073398
"6","GB41011",1536,1344,1104,989,713,622,542,738,1583,1157,1013,616,636,159,657,670,484,942,1183,1148,483,559,498,532,0.808512070179678,6.71488199474585,3.45437756930905,0.00192500009636062,0.323067686389043,-1.2823593193444
"7","GB41609",516,419,611,455,289,428,324,217,777,583,582,207,382,235,438,371,486,314,541,543,219,360,351,275,0.341878308319012,5.77417992333018,3.68829453954278,0.00106197919541828,0.323067686389043,-0.762095603235876
"8","GB42021",781,975,1219,702,552,528,762,472,904,855,956,455,601,248,540,586,579,569,922,774,447,547,537,505,0.56548110492398,6.4759078877047,3.76221752297651,0.000878504705159537,0.323067686389043,-0.629759443207227
"9","GB42035",142,82,296,91,44,96,94,82,202,121,102,56,74,43,74,101,83,78,103,112,60,84,81,50,0.592508307339424,3.64410211086531,4.15258930526931,0.000319429066236221,0.323067686389043,0.091373586074039
"10","GB42178",893,625,1112,1234,508,709,477,558,2240,1183,1033,1123,669,298,803,1135,696,590,632,701,562,700,446,582,0.64245250747768,6.70474058284738,3.69371405681075,0.00104734080001896,0.323067686389043,-0.786230029219089
"11","GB42677",50,36,112,52,23,46,26,27,141,67,50,36,66,100,91,105,131,65,68,75,44,99,82,56,-0.543885008872342,3.11529988074669,-3.81182214235545,0.000773210906729888,0.323067686389043,-0.700980016942323
"12","GB44254",2924,2203,2524,3009,1778,1163,2679,1136,3053,2970,1975,1007,1348,836,1053,1217,1209,2005,2987,2642,1220,991,1213,730,0.768091584153588,7.85764270536699,3.55371342696306,0.00149693559280182,0.323067686389043,-1.14613302102772
"13","GB44492",489,264,589,389,255,430,383,181,475,536,699,195,548,643,756,888,942,499,487,530,293,519,624,422,-0.463623386039167,6.02313031874594,-3.81212881942802,0.000772600122228853,0.323067686389043,-0.505495140524874
"14","GB44598",109,84,141,91,42,100,70,58,122,112,143,61,99,124,121,158,185,104,130,117,73,143,130,158,-0.360645832855141,3.89623788145864,-3.58474753082406,0.00138334768173735,0.323067686389043,-1.03181743783568
"15","GB44802",728,492,691,441,339,427,605,309,576,651,637,309,365,196,397,395,387,499,642,558,264,349,437,254,0.54833729281023,5.92428746545971,3.82970206237415,0.000738381213790711,0.323067686389043,-0.462244001837188
"16","GB45009",506,551,662,437,293,328,370,285,743,608,541,209,392,125,347,278,302,427,553,499,208,294,289,202,0.644318689742146,5.67016744020463,3.84078873561663,0.00071756368574226,0.323067686389043,-0.432546691391961
"17","GB45051",804,606,614,556,411,444,501,311,853,612,587,370,379,211,522,373,448,528,664,599,335,379,488,334,0.49453880520205,6.05877519036219,3.45405088715481,0.00192658745220315,0.323067686389043,-1.26449567058316
"18","GB45142",1414,1466,1236,1215,1119,705,520,982,1522,1362,800,554,503,167,669,856,597,705,1326,1431,394,637,596,273,0.980770623022397,6.75674136263547,3.84292594943619,0.000713617451899255,0.323067686389043,-0.478216354998771
"19","GB47059",122,115,182,157,65,89,98,47,208,109,132,45,91,13,76,69,84,57,123,121,45,55,92,48,0.8080695296586,3.52552597706042,4.00889562601022,0.000464337043866932,0.323067686389043,-0.228466524040856
"20","GB47062",263,234,201,197,154,101,170,94,207,216,189,76,104,35,128,99,104,124,257,187,87,101,137,44,0.767205696524939,4.20316815405359,3.44598184674596,0.00196620113774116,0.323067686389043,-1.29830382863028
"21","GB47333",57,43,97,58,27,57,36,32,107,83,97,46,82,67,77,117,122,63,90,74,45,95,85,83,-0.37171781912116,3.25326162231396,-3.68051165920582,0.00108335195200605,0.323067686389043,-0.927231672326569
"22","GB47387",49,41,73,56,42,29,30,17,81,79,51,16,53,19,39,40,32,31,46,46,14,18,25,13,0.692362872657782,2.29499356061514,3.5189665716346,0.00163490930862839,0.323067686389043,-1.42429963343139
"23","GB47788",83,82,99,68,32,28,40,44,98,77,69,25,27,15,35,31,27,43,98,77,27,45,31,19,0.823654689307098,2.64374131616081,3.65578297534007,0.00115409033569289,0.323067686389043,-1.09955633785556
"24","GB48629",351,260,294,264,197,207,277,154,275,302,339,144,208,67,198,169,168,254,275,261,150,152,208,140,0.613399924440968,4.87946430870835,3.55890370674603,0.00147732503065642,0.323067686389043,-1.03929478544336
"25","GB48965",47,20,75,55,29,50,24,18,74,51,83,16,56,56,51,96,159,59,65,82,30,96,87,55,-0.656880275324417,2.87612297229879,-4.24746197115573,0.00024932290113325,0.323067686389043,0.0685289193010403
"26","GB49276",315,201,240,336,119,283,160,148,461,259,170,145,139,156,98,236,170,197,293,259,116,122,117,76,0.652208668188764,4.68742400328173,3.62156933813096,0.00125945446690192,0.323067686389043,-0.910730286374709
"27","GB49778",84,84,98,58,42,33,54,41,75,83,47,40,36,14,33,42,29,61,68,69,24,26,47,16,0.830358039328759,2.66811732644808,3.71007813123669,0.00100432888978304,0.323067686389043,-0.994762567562192
"28","GB50257",426,356,213,214,174,214,351,202,616,347,268,221,135,125,199,216,172,197,271,299,208,140,160,74,0.842778901499116,4.9520094107032,4.15012858369848,0.000321486113660034,0.323067686389043,0.235227991423449
"29","GB50282",435,156,500,343,155,471,197,182,714,564,456,161,411,446,530,618,1011,535,406,511,277,627,511,315,-0.509793711072662,5.78501352811651,-3.79091093870051,0.00081599559719416,0.323067686389043,-0.544571381445159
"30","GB50985",532,726,564,484,471,263,536,300,527,540,639,262,312,133,339,248,304,348,684,528,311,335,289,218,0.730448127389606,5.74520707523799,3.4469098261198,0.00196160541839521,0.323067686389043,-1.27588153177674
"31","GB51045",1531,1674,1045,1220,915,1089,1287,972,1224,1484,1615,542,830,242,876,783,569,900,1500,1286,723,611,988,576,0.788746681339756,7.04554462347018,3.46933649580072,0.00185366004777977,0.323067686389043,-1.26626133951597
"32","GB51048",36,26,32,34,14,17,19,23,47,32,29,15,19,5,19,11,20,22,39,25,18,12,13,10,0.785575531428342,1.53136267962047,3.60998965818405,0.0012971999867981,0.323067686389043,-1.48698591638429
"33","GB51435",20,27,11,25,16,12,12,22,27,28,24,13,3,3,8,17,8,21,10,20,5,10,16,5,1.08253281973316,0.902548277937848,3.71227775478563,0.000998680823807184,0.323067686389043,-1.56420134583175
