"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40162",132,85,196,258,132,252,362,185,204,272,57,188,48,102,97,48,64,121,43,91,164,71,179,99,0.542400489948581,4.10135884908638,3.19050385008859,0.00371965727628599,0.69727826660887,-3.4693020189114
"2","GB40655",309,192,399,256,454,442,352,359,295,404,181,281,185,242,338,309,325,304,176,298,310,208,427,252,-0.270901467037636,5.36542282600562,-2.9492188955899,0.00669982069787766,0.69727826660887,-3.44595911973755
"3","GB41153",137,88,135,80,180,173,129,170,131,169,102,150,87,124,167,177,119,152,71,132,118,128,165,183,-0.463492206497565,4.21636988378889,-3.42246469151253,0.00208573069004226,0.69727826660887,-3.25242868302077
"4","GB42523",54,28,90,81,54,71,71,58,38,46,12,58,19,14,25,16,24,29,10,19,57,15,40,31,0.66651497643121,2.24783430573115,3.45230625330151,0.00193462107162786,0.69727826660887,-3.84791896613492
"5","GB42524",116,79,116,124,102,138,137,126,137,99,31,92,36,28,34,37,90,69,19,39,75,46,82,58,0.661725570755279,3.28247659374087,3.87476781352589,0.000657070620833251,0.69727826660887,-3.35661257374939
"6","GB42692",200,257,244,140,149,189,435,225,222,218,91,224,81,95,80,72,102,157,105,93,193,96,107,123,0.492020608150768,4.359570491993,3.02727050158094,0.00554769709430633,0.69727826660887,-3.51205415936794
"7","GB42952",51,33,54,43,65,65,46,65,61,80,40,53,36,52,60,57,54,49,44,47,62,40,59,44,-0.383133997774329,2.86722741823027,-2.95422219715408,0.00661960202423886,0.69727826660887,-3.88915686823388
"8","GB43007",2203,1932,7100,2200,2890,3460,3674,3170,2870,3513,2097,1720,1366,1665,1236,700,1326,1285,461,2495,3723,870,1326,1056,0.701349137979316,8.06205299714362,3.25753703101534,0.00315070607948168,0.69727826660887,-3.65016447389804
"9","GB43137",51,53,169,128,51,90,164,60,103,60,33,94,24,27,22,9,30,49,12,20,123,31,84,34,0.869127426630511,2.78111656701237,3.11427983235553,0.00448673382762475,0.69727826660887,-3.85701108898793
"10","GB43314",67,45,149,61,150,132,197,102,82,75,28,123,41,63,46,69,24,46,20,53,82,18,63,46,0.583806322411797,3.13216349962064,3.12325210143022,0.00438911806138483,0.69727826660887,-3.76032208814892
