"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40057",582,855,564,479,183,479,257,444,707,444,361,435,619,400,576,394,567,627,1066,718,690,760,371,297,-0.403712506606682,6.135778460062,-2.86580290810975,0.00817660896120927,0.998131443127245,-3.58943944743649
"2","GB40288",178,319,160,261,129,83,87,125,178,125,156,157,152,66,224,120,177,296,525,396,336,438,98,137,-0.557972157688115,4.64033850542079,-2.89377674804288,0.00764839440949523,0.998131443127245,-3.55738518249818
"3","GB41719",229,237,265,239,96,248,69,211,206,221,246,144,246,105,297,265,282,301,507,360,319,596,89,94,-0.472551818437062,4.9222566708953,-2.80394280207927,0.00946986322675734,0.998131443127245,-3.59038809537042
"4","GB42220",854,737,664,570,393,696,456,473,604,860,855,369,730,390,451,855,931,1007,1550,727,1239,1052,512,398,-0.38427201171108,6.56214413941785,-2.77069147743146,0.0102425447001707,0.998131443127245,-3.70810656730531
"5","GB42470",18,62,26,41,30,73,11,55,71,40,26,27,28,11,19,17,25,33,33,33,24,30,10,17,0.618900989879124,1.97967874039974,3.0811295041651,0.00486234331872319,0.998131443127245,-4.02688074184178
"6","GB42797",210,222,427,370,326,439,65,287,249,212,290,80,45,86,199,143,56,273,454,167,170,96,109,78,0.797764762802068,4.59792070763605,2.83048020872942,0.00889302115803399,0.998131443127245,-3.61781687986442
"7","GB42979",86,145,75,57,81,98,30,41,100,76,80,73,55,35,61,44,48,104,102,52,63,69,34,36,0.358228409026868,3.16484135954367,2.79608323851986,0.00964737420629916,0.998131443127245,-3.90786251905341
"8","GB43508",1584,1606,856,853,1642,2218,1130,1120,1116,995,2586,842,713,376,687,576,347,1531,929,1219,1400,1049,267,1094,0.735445803149904,7.10201241241639,3.14523281358535,0.00415540506013218,0.998131443127245,-3.56560142467172
"9","GB43672",28,11,1,12,17,21,14,8,5,8,4,9,8,8,8,11,31,27,43,25,86,12,46,24,-1.27919458313543,1.00046444795265,-2.96471885250504,0.00645021961180204,0.998131443127245,-4.21714119751034
"10","GB43684",32,32,23,36,26,43,22,14,20,45,26,15,24,10,7,10,28,22,34,9,29,13,11,9,0.707490690528763,1.51339943147224,3.0707180447,0.00498752814318246,0.998131443127245,-4.1118835618911
"11","GB44418",165,227,189,154,178,240,94,125,204,260,206,186,119,64,114,137,150,258,247,155,163,177,75,121,0.297906174173777,4.47023579065836,3.0106759107153,0.00577180220332751,0.998131443127245,-3.49898455797516
"12","GB44433",241,336,218,209,157,260,135,169,259,253,249,188,265,178,240,230,235,273,377,336,263,336,148,169,-0.25850226153168,5.01979472901143,-2.94244058583545,0.006805797312779,0.998131443127245,-3.48123292814752
"13","GB44460",30,40,36,27,17,41,2,26,51,53,27,12,66,24,54,20,82,49,60,72,42,62,22,64,-0.888257100000085,2.27022445211322,-3.30900034041607,0.00276943543127835,0.998131443127245,-3.89543477571943
