"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48411",104,77,51,85,65,96,116,149,46,62,101,76,60,90,52,36,68,59,90,86,37,71,66,71,0.563235600167951,3.33963932225984,4.84341858974278,5.19807124567071e-05,0.518299683905827,-2.85679256146185
"2","GB40253",3710,1709,3187,2166,1650,4164,2450,2370,656,1128,2102,1058,2195,3607,3186,1687,3214,2897,4851,5174,2963,2542,6894,3366,-0.628989320642487,8.47801041512574,-3.20875796356011,0.00355162942922433,0.753999571477714,-3.7261282132977
"3","GB40425",76,22,88,78,26,83,102,111,36,50,50,51,31,70,21,18,30,61,31,51,31,38,57,67,0.75032373270197,2.74249997158715,3.22791161954202,0.00338711210470754,0.753999571477714,-3.80173235900298
"4","GB40888",255,238,259,197,206,267,289,356,154,153,301,239,127,361,176,89,232,265,292,358,86,223,242,205,0.379400185105835,4.94021216793213,3.77939816271085,0.00083877380714708,0.753999571477714,-2.85928649962111
"5","GB42409",37,22,33,19,15,18,41,13,54,71,44,122,43,204,85,8,207,105,420,128,47,65,455,60,-1.60266021728288,2.99547127281326,-3.48075535631781,0.00179794724275991,0.753999571477714,-3.65027251065382
"6","GB42607",738,402,315,302,385,666,383,384,260,228,375,206,1982,1111,308,786,672,1447,1564,1057,362,562,1341,357,-1.03892572060232,6.25232124955814,-3.96459553589933,0.000519669032336023,0.753999571477714,-2.87432208411798
"7","GB43812",17,13,5,4,5,16,24,18,2,5,16,5,11,29,15,4,21,33,23,38,7,14,28,25,-0.810292616172961,0.846198734173375,-3.23498816564495,0.00332820636424893,0.753999571477714,-4.17279760245701
"8","GB43876",82,101,29,53,82,113,139,91,49,70,101,30,65,263,173,89,63,161,107,159,64,209,260,113,-0.67079299547546,3.74509828136083,-3.22626796786569,0.00340093703642843,0.753999571477714,-3.54046161877108
"9","GB43953",850,737,326,411,946,1171,1036,861,442,373,700,398,714,1919,1280,545,634,1269,943,1192,455,1030,2104,813,-0.466536809184902,6.77942783858794,-3.04000546546141,0.00537351356351751,0.753999571477714,-3.56442415946533
"10","GB44202",2595,1358,3332,1087,1187,2140,3107,1815,1119,1049,1573,1145,2244,3465,3170,1080,2939,3375,3221,3468,2147,3779,4005,2567,-0.619054437482533,8.23994113850438,-3.67291662133401,0.00110247847596231,0.753999571477714,-3.46863088471904
"11","GB44502",1571,1004,456,301,750,2052,2044,1055,295,525,1690,343,2379,1873,2190,1229,1040,1146,1317,1599,884,2609,2709,1352,-0.90487250320965,7.30425069723596,-3.44549030746204,0.001965463098906,0.753999571477714,-3.41675439737426
"12","GB44509",50,25,36,57,39,55,56,45,22,20,48,29,21,28,36,22,27,38,37,41,19,29,36,40,0.530383734978387,2.27010269809887,3.60211249822901,0.00132108270491386,0.753999571477714,-3.77290578738722
"13","GB44709",436,194,70,194,175,280,399,192,115,150,420,223,346,653,768,246,202,389,294,308,264,531,1043,358,-0.756931350159191,5.34502424855917,-3.28304525044293,0.0029535189449768,0.753999571477714,-3.23533343405924
"14","GB45057",323,399,211,181,451,503,494,333,131,133,286,174,291,878,534,247,328,386,553,557,172,522,813,456,-0.495741730639769,5.59341084922904,-3.39623918040313,0.00222499734342285,0.753999571477714,-3.14981812832493
"15","GB45609",479,247,873,160,564,1366,599,381,187,181,296,864,542,2702,396,802,1031,960,1024,1167,1092,487,1068,1016,-1.0181604590351,6.43119349181473,-3.24374424703399,0.00325668551921279,0.753999571477714,-3.38251837442377
"16","GB45775",563,1063,444,485,620,673,798,561,302,414,542,753,432,2164,931,490,1029,1129,1171,1388,396,1069,1408,989,-0.522247384207649,6.68871193009707,-3.51249875280344,0.00165909191974385,0.753999571477714,-3.24967889847877
"17","GB45870",225,193,212,240,182,265,275,391,107,143,335,195,135,157,180,83,318,173,265,244,97,161,232,223,0.478698074409129,4.78869405457403,3.50947650293079,0.00167184929583633,0.753999571477714,-3.07636179566128
"18","GB45912",3459,4161,2799,3150,3777,5308,6662,7475,4826,1979,3015,2342,2146,4229,3033,1906,3088,3369,3796,3923,1355,3177,4333,3368,0.504401109385391,8.88502443235712,3.3693259845784,0.00238055614121942,0.753999571477714,-3.70718499331791
"19","GB47484",10,6,20,19,11,12,7,13,8,15,10,12,3,6,4,2,14,6,9,5,8,9,11,11,0.875271417760226,0.348271154205847,3.09619830353552,0.00468508496700916,0.753999571477714,-4.25770800272969
"20","GB48194",160,313,100,80,184,263,272,203,77,55,172,94,268,483,190,203,205,334,482,401,84,296,259,164,-0.623380549426401,4.74647487643983,-3.05015890204497,0.00524235287398824,0.753999571477714,-3.43733212667579
"21","GB48412",34,25,23,35,18,40,22,39,13,21,35,22,15,12,11,12,25,26,27,48,9,18,19,30,0.640130855842634,1.6642254320604,3.04694649535745,0.0052835157791981,0.753999571477714,-4.08616636236675
"22","GB48443",34,88,37,23,51,92,55,50,13,7,40,13,54,280,121,25,44,76,171,79,10,113,236,78,-1.10971676984682,2.842454963629,-3.29983911756664,0.00283244854369635,0.753999571477714,-3.75905509575859
"23","GB48539",559,353,361,230,373,761,734,473,182,216,573,189,799,859,695,343,329,527,665,836,396,902,1056,577,-0.605796414745616,6.0812841024082,-3.66202638284858,0.0011336375976662,0.753999571477714,-3.02579578035951
"24","GB49558",33,19,25,32,15,41,41,37,16,17,43,22,11,36,15,9,13,22,15,34,8,27,19,28,0.737653076797457,1.64032350536108,4.3519217396626,0.000189099123322064,0.753999571477714,-3.72264522708074
"25","GB50751",70,54,49,65,49,108,98,98,46,67,87,59,50,88,42,52,52,52,72,99,28,59,48,52,0.501375600168478,3.11548749681017,3.50392819861842,0.00169551848032603,0.753999571477714,-3.57190414608887
"26","GB51116",8,7,6,8,4,16,22,20,5,8,16,6,16,29,15,7,16,12,18,24,5,24,49,19,-0.697125192093184,0.853957162113885,-3.31016293622457,0.0027604165343577,0.753999571477714,-4.15354599964818
"27","GB51238",394,548,333,179,309,662,635,356,178,228,442,345,562,2596,478,507,567,1315,838,1227,335,409,589,481,-0.800102860670553,6.11111661101903,-3.79772799121914,0.000800096804183209,0.753999571477714,-2.94660587471705
"28","GB51250",76,313,47,11,78,230,126,89,56,47,74,113,133,884,205,56,141,270,253,419,50,109,1411,198,-1.27711177178223,4.19003600280182,-3.24244426854823,0.00326720948772219,0.753999571477714,-3.45325987132448
"29","GB51581",280,241,275,255,213,317,303,389,228,219,417,381,181,258,215,141,316,275,363,361,141,253,255,315,0.39113236684465,5.21968933951072,3.13848534382004,0.00422359397333427,0.753999571477714,-3.31771532917495
"30","GB51661",209,147,164,164,175,190,189,241,124,100,202,138,148,200,135,86,186,158,218,198,85,132,212,168,0.283243152024958,4.49310864696582,3.04711198539075,0.00528138770898302,0.753999571477714,-3.45325388304192
"31","GB51844",127,109,118,108,140,217,189,149,72,80,130,92,99,281,250,90,158,118,199,271,99,245,367,158,-0.367218276200659,4.36738061779553,-3.08214434889788,0.0048488841178107,0.753999571477714,-3.46449083447171
"32","GB52087",111,178,110,32,51,137,134,96,96,34,69,46,358,218,80,168,168,601,599,347,60,71,913,85,-1.21895384649131,4.19107351642397,-3.04549201802561,0.00530225448755957,0.753999571477714,-3.5723739733183
"33","GB52340",57,64,35,37,48,89,120,59,54,54,91,76,59,181,137,43,51,71,119,154,41,111,223,158,-0.537380094220397,3.44816610558121,-3.08193959933933,0.00485131052584321,0.753999571477714,-3.69366615598176
"34","GB52820",16,18,17,8,9,20,17,23,6,6,29,12,9,36,26,7,17,19,41,44,13,32,45,31,-0.599800513550382,1.34814583270217,-3.15204719046729,0.00408506121957085,0.753999571477714,-4.11318844180641
"35","GB52856",75,40,17,18,25,110,116,75,10,36,101,18,106,141,154,49,61,58,84,109,34,67,160,115,-0.845686480639956,3.04737160286974,-3.18723986452023,0.00374562995858645,0.753999571477714,-3.75366519055109
"36","GB53137",15,1,3,5,4,11,3,4,5,2,4,5,13,12,8,13,12,10,24,12,11,13,20,6,-1.1848398700128,0.117813704551724,-3.94855192308719,0.000541753538888394,0.753999571477714,-4.13272221122812
"37","GB53241",11,24,28,4,16,29,40,27,14,11,22,23,20,59,36,10,28,35,35,59,16,29,77,42,-0.687872260924028,1.79830876484832,-3.16353423855541,0.00397114502164523,0.753999571477714,-4.03235392368225
"38","GB53550",1552,1353,1614,487,1109,1998,1737,1439,706,857,1499,886,1452,2803,1899,1009,2181,1515,1898,2046,1076,1696,3236,1581,-0.432852141001774,7.66684786655763,-3.08472665073419,0.00481838180729238,0.753999571477714,-3.67724461730522
"39","GB53775",18,14,22,7,38,32,13,15,21,13,10,30,18,74,19,15,38,20,74,51,23,34,112,26,-0.875141736176764,1.80997881994875,-3.13076121697302,0.0043044988050683,0.753999571477714,-4.04255550260717
"40","GB53830",3587,3606,1819,1835,3601,4718,5298,2182,1711,1205,2212,2161,3636,19050,4712,3272,3352,5663,4796,7169,1673,3756,10220,2453,-0.688797248554227,8.92972953181697,-3.20122401122444,0.00361842665130358,0.753999571477714,-3.78889861754287
"41","GB54584",158,87,129,134,118,169,137,201,105,91,167,122,90,124,88,67,156,128,163,167,57,122,118,148,0.385706750335026,4.10229899606205,3.110333186587,0.00452569616554706,0.753999571477714,-3.49578055282267
"42","GB54654",158,93,146,138,131,175,198,190,84,98,163,132,95,123,106,50,151,156,166,169,79,142,148,159,0.34747686495556,4.191426493233,3.13283398694914,0.00428264319490857,0.753999571477714,-3.45912569339964
