"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"15","GB44227",13,20,5,13,2,25,52,6,21,28,3,29,16,20,30,9,32,8,69,31,68,18,37,11,-0.871394291173809,1.31663767671759,-2.67987093650365,0.0126664105937336,0.99981101138925,-4.24704167055172
"16","GB44626",220,398,178,204,182,289,326,271,294,261,195,210,167,168,155,196,306,88,283,264,192,177,204,87,0.390653797770638,4.88025247760966,2.90437083986504,0.00745694963748647,0.99981101138925,-3.53284582725022
"17","GB44739",15,24,6,7,14,14,26,15,11,14,13,27,18,18,14,17,35,11,43,36,23,6,19,22,-0.531589526604527,1.26268594287588,-2.78390598385475,0.00992863313166688,0.99981101138925,-4.22455282003544
"18","GB44889",24,48,18,24,22,24,49,15,42,28,17,36,23,31,36,20,61,16,93,61,36,22,42,27,-0.439782438152531,2.11608779194239,-2.8707922793991,0.00807995017192592,0.99981101138925,-4.07501884178438
"19","GB45339",12,15,8,22,11,10,18,9,13,13,10,12,14,20,9,21,22,10,21,16,12,18,26,23,-0.48128248337545,1.06436567980396,-2.39025530851325,0.0244510874440646,0.99981101138925,-4.33938361001817
"20","GB45425",66,78,26,43,44,54,82,47,62,52,23,52,36,44,44,25,50,26,75,57,46,28,36,42,0.240163831008809,2.6655233406465,2.32953138660448,0.0279507532989274,0.99981101138925,-4.19215920062476
"21","GB45854",75,93,53,83,59,92,76,80,78,107,54,88,53,100,93,58,107,50,151,96,130,57,101,97,-0.260157625122519,3.51955328602928,-2.37227027368406,0.025443299734904,0.99981101138925,-4.05752389808852
"22","GB46528",218,631,134,268,267,220,356,288,464,456,149,344,260,248,242,181,395,101,297,221,364,144,194,112,0.374643751743568,5.12239887289354,2.51761372104439,0.0183809205636563,0.99981101138925,-3.79119182829906
"23","GB46580",47,89,26,49,50,50,73,39,54,63,31,66,32,46,26,39,49,15,54,48,61,20,60,47,0.32388285678698,2.64257269371814,2.71563213196819,0.0116539555203194,0.99981101138925,-4.04511034970463
"24","GB46853",141,163,77,140,153,142,177,118,108,160,81,171,80,99,108,132,164,36,135,115,137,59,126,81,0.33084788322575,4.008613388673,2.74231235258906,0.010948630110006,0.99981101138925,-3.7694870388713
"25","GB46971",99,143,42,98,66,80,132,73,123,113,65,90,48,66,84,69,96,26,106,83,115,54,86,76,0.260436963695088,3.49043588441749,2.45791210200688,0.0210283591119655,0.99981101138925,-4.01940805909847
"26","GB47140",254,1171,200,225,228,400,442,249,277,308,90,268,198,243,272,86,244,122,386,314,255,126,180,160,0.449370818990937,5.0648210266194,2.43107401021979,0.0223295356352184,0.99981101138925,-3.85351700219065
"27","GB47615",84,94,33,46,21,76,77,56,85,77,31,78,59,84,77,45,67,35,161,105,140,38,107,49,-0.392482183501495,3.18847748897372,-2.48822130718107,0.0196431846586855,0.99981101138925,-4.05336008427363
"28","GB47696",159,106,65,48,33,84,117,51,169,141,72,96,129,160,71,152,118,48,153,150,115,104,163,214,-0.567858341744487,3.85427789521925,-2.60797241599866,0.0149560473809176,0.99981101138925,-3.87928331015307
"29","GB48777",20,52,12,24,18,33,46,13,43,27,29,57,28,40,45,28,41,15,63,39,40,25,45,51,-0.420869976315648,2.1775796073169,-2.38178127466543,0.0249140840044616,0.99981101138925,-4.23045119147449
"30","GB48918",24,33,8,35,13,36,25,20,24,35,25,45,14,14,14,1,21,8,32,29,14,15,12,24,0.762555563465261,1.39806617136092,2.64287313193442,0.0138002031185421,0.99981101138925,-4.24698051089544
"31","GB48938",19,26,15,16,8,23,36,15,23,24,35,45,20,68,27,26,29,12,45,34,50,11,58,30,-0.568089521134098,1.8659670703607,-2.49146191080898,0.0195001839634524,0.99981101138925,-4.23214194263422
"32","GB49261",26,21,12,7,30,4,21,19,36,33,8,22,82,35,12,41,52,9,38,43,34,29,36,15,-0.892451456091298,1.69843220300534,-2.78280279572952,0.00995449011872386,0.99981101138925,-4.17067529023698
"33","GB49376",435,452,240,435,354,358,326,455,522,400,777,360,146,222,175,324,654,177,625,258,323,181,382,301,0.520806164404306,5.57571571111625,2.39785981457055,0.0240423324204617,0.99981101138925,-3.87784668529075
"34","GB49912",2,16,0,19,4,11,19,6,4,11,2,3,7,8,17,1,10,6,109,15,18,15,8,25,-1.18580449279698,0.236480254449392,-2.38797336407916,0.0245749836161628,0.99981101138925,-4.39943816332083
"35","GB50180",199,147,55,53,119,109,69,236,356,220,147,102,25,41,56,45,199,53,346,113,75,33,65,27,0.8328088365483,3.68395612731302,2.42872452760248,0.022446902992534,0.99981101138925,-4.01329076237992
"36","GB50223",23,43,3,17,8,11,32,11,23,31,10,58,18,55,25,13,24,11,92,52,58,12,52,23,-0.776506398517747,1.68965155765383,-2.80289969027579,0.00949326305404145,0.99981101138925,-4.16493264313511
"37","GB50767",65,51,22,44,21,35,49,38,59,88,35,74,40,94,62,60,65,42,112,51,68,41,70,40,-0.444949952748568,2.86004741663018,-2.6864074182836,0.0124754008414579,0.99981101138925,-4.02035479549806
"38","GB51292",7,13,2,5,2,5,6,3,12,10,1,14,9,15,9,7,9,6,16,19,8,6,7,5,-0.727148631011407,0.0445235429086356,-2.91857412886188,0.00720738870553702,0.99981101138925,-4.32123817176967
"39","GB51504",446,503,203,266,229,553,997,269,283,351,127,262,218,159,237,178,384,183,483,252,290,194,301,104,0.441372069052163,5.26638047868765,2.42253386771294,0.0227588781509167,0.99981101138925,-3.85558818165028
"40","GB52023",3176,10996,1753,1813,1513,3841,9775,3828,3489,6817,1563,3030,2219,2340,4123,1424,2189,797,3659,4016,3714,1448,2569,1005,0.584098924128504,8.58476781779518,2.55100119267666,0.0170384639387468,0.99981101138925,-4.05042156266533
"41","GB52157",101,158,42,69,47,93,148,51,138,107,71,130,86,119,131,65,112,44,277,209,145,80,141,82,-0.403109801634991,3.7995162176293,-2.72011348032789,0.0115325770777288,0.99981101138925,-3.82332332235678
"42","GB52202",13,10,3,9,13,5,4,2,12,8,2,12,15,12,4,19,11,7,11,16,17,9,19,7,-0.778957162372845,0.345620002738639,-2.63111817763512,0.0141798484458722,0.99981101138925,-4.3487503002344
"43","GB52797",135,202,68,115,76,137,159,146,157,162,83,150,114,133,129,126,165,94,268,170,175,92,151,148,-0.21101554807089,4.23560192348703,-2.50601951232844,0.0188695886772252,0.99981101138925,-3.87296960633738
"44","GB52836",2521,3623,1302,16084,1187,2557,1315,2215,3086,4709,1790,2209,9857,7635,4719,4608,4916,955,7835,4013,19633,6117,5390,1487,-0.969170042570084,8.98391451105922,-2.52443152237627,0.0180990676091945,0.99981101138925,-4.09479166694761
"45","GB53100",6,37,9,20,2,14,7,11,6,30,7,16,13,28,40,10,11,7,89,22,39,7,18,17,-0.909885822339974,1.04461920469669,-2.54919753852632,0.0171085953661288,0.99981101138925,-4.30659684231189
"46","GB53284",58,58,17,46,39,62,61,57,81,76,28,70,56,100,39,63,89,38,114,107,88,56,67,31,-0.418055971367583,3.02319578238032,-2.74237505583677,0.0109470207727847,0.99981101138925,-3.96652790962961
"47","GB53579",1396,1875,592,890,539,1954,620,2099,2001,3316,829,512,535,1799,725,194,1051,244,1376,1205,1423,256,1123,299,0.797920397614225,6.93898228811803,2.52568413737239,0.0180477212125605,0.99981101138925,-3.91109999223155
"48","GB53647",479,550,193,201,213,653,562,409,186,330,111,349,136,273,460,80,244,77,284,468,290,118,218,189,0.529538127596041,5.14177512923416,2.33250503874213,0.027769244040033,0.99981101138925,-3.91989342372671
"49","GB53732",1024,1633,231,380,299,1602,2733,913,136,651,135,646,64,705,1383,19,348,22,315,949,229,202,261,74,1.40056629727078,5.55120175582353,2.51970138125346,0.0182941860600119,0.99981101138925,-3.82727233014259
"50","GB54905",11,5,3,7,11,8,10,11,14,14,6,6,3,13,7,5,11,2,3,3,3,5,9,1,0.760512587094761,-0.129281197354715,2.38503970958873,0.0247351096709691,0.99981101138925,-4.41734525257694
