"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40401",31,68,36,33,23,35,44,20,45,111,12,37,15,14,10,17,25,15,32,44,27,13,22,20,0.694573587408464,1.91509145921841,3.85519642111318,0.000689975657644815,0.26815557606978,-0.964393009959127
"2","GB40676",99,316,136,135,91,121,179,51,139,408,58,144,61,34,38,36,100,70,96,158,112,45,88,86,0.755318624921031,3.75278056829473,4.19961136741642,0.000281813768369184,0.26815557606978,0.202413113453749
"3","GB40862",612,505,450,335,629,451,855,358,559,469,400,629,675,534,738,561,940,460,816,624,633,403,1036,490,-0.516274084135252,6.31375866465661,-3.44268892876088,0.00197968382501541,0.26815557606978,-1.29426791673133
"4","GB40880",162,279,168,169,138,172,212,74,201,330,111,184,84,72,104,94,169,115,181,173,182,76,158,153,0.288129582222375,4.35734359666877,3.50260262935987,0.00170147604609111,0.26815557606978,-1.17045780528302
"5","GB41343",60,124,68,51,26,46,61,30,94,160,39,44,28,27,25,12,27,25,48,73,24,22,26,46,0.850031016957151,2.54572017361158,3.70647753356243,0.00101180895272951,0.26815557606978,-1.03879143454505
"6","GB41419",52,61,36,32,47,65,84,27,62,51,39,74,47,27,77,65,89,41,71,72,89,43,83,67,-0.489061910216831,2.96434196841013,-3.43632603290192,0.00201170409398879,0.26815557606978,-1.44325418466854
"7","GB41777",4613,1833,1185,678,2930,4484,1133,1892,6083,4537,1675,571,2465,3871,3155,6535,7553,10436,6559,5953,3822,6145,3711,1556,-1.34952542910143,8.74365599340024,-3.44495230684898,0.0019684135015688,0.26815557606978,-1.43292923589007
"8","GB41810",201,230,141,139,200,169,246,108,199,203,146,183,210,143,186,208,321,160,258,196,309,125,260,159,-0.405198600038348,4.73449593539667,-3.78556053855603,0.000825724159947451,0.26815557606978,-0.55450524250646
"9","GB42015",138,141,152,71,125,111,203,45,177,110,90,125,103,86,206,170,219,122,189,143,212,95,211,97,-0.518160633592964,4.19736925400907,-3.44604473539217,0.00196299615272807,0.26815557606978,-1.29407733290704
"10","GB42324",219,77,43,34,247,115,70,98,89,129,108,59,139,66,338,221,226,235,171,212,176,182,229,60,-1.14446522411427,4.14006368793675,-3.68047289199633,0.00108153851477349,0.26815557606978,-0.817539114215369
"11","GB42578",9,37,23,16,14,17,23,4,19,46,5,13,7,0,7,4,10,4,12,13,9,2,18,3,1.26901697092419,0.434398703159794,3.90565257185863,0.000605571853231148,0.26815557606978,-1.49923435537128
"12","GB43165",214,175,127,110,174,159,225,89,158,155,124,136,140,128,200,201,230,163,234,222,213,100,207,157,-0.455330219948692,4.51907278633257,-3.92700430984225,0.000572993321638374,0.26815557606978,-0.260769702677936
"13","GB43167",66,104,73,51,41,53,85,24,86,101,33,64,22,14,27,41,37,57,51,78,50,26,51,19,0.570533427582399,2.70677863434658,3.68621880584582,0.00106573754731092,0.26815557606978,-1.03186605944666
"14","GB43497",34,84,36,35,16,51,36,24,55,74,21,25,12,11,10,9,16,20,28,59,19,9,21,17,0.916854181994671,1.81627912799933,4.06646006475724,0.000398861986321087,0.26815557606978,-0.659864098387922
"15","GB43538",151,109,103,62,125,120,205,59,127,105,72,128,125,118,166,133,214,103,162,136,169,76,203,93,-0.523525145820235,4.09009720677774,-3.49770006414881,0.00172273306357214,0.26815557606978,-1.19372989530626
"16","GB44027",212,179,135,107,171,168,216,91,163,160,149,187,169,145,174,172,252,135,219,188,233,150,222,223,-0.443045851465463,4.59305307573507,-3.4665640635159,0.00186389089003177,0.26815557606978,-1.23734160864819
"17","GB44387",21,84,23,37,18,31,44,6,16,79,13,30,10,8,9,5,11,13,28,35,22,7,20,9,0.898423117924176,1.39735978182595,3.43274323409655,0.00202995464248371,0.26815557606978,-1.82201679284487
"18","GB44902",149,178,171,117,184,111,177,71,161,158,94,152,114,98,185,146,212,147,227,169,201,101,195,126,-0.351441195694066,4.36519926497869,-3.44292381629589,0.00197851131218142,0.26815557606978,-1.29314159614106
"19","GB44997",43,179,76,84,60,84,116,24,69,236,44,90,33,16,26,19,60,46,78,80,74,28,36,61,0.745905697116959,2.99281229052591,3.61347970107142,0.00128354407110998,0.26815557606978,-1.11003171699056
"20","GB45158",82,54,71,37,62,50,81,45,55,51,49,85,71,50,82,69,78,82,103,68,98,52,88,62,-0.547498130385829,3.21354839244432,-3.47834927763951,0.00180918658236828,0.26815557606978,-1.32530763851937
"21","GB45306",26,20,21,23,36,22,40,17,16,22,23,39,30,19,46,37,45,24,36,44,48,21,39,42,-0.726115920169233,2.04962949373318,-3.94709072698404,0.000543923916118716,0.26815557606978,-0.750993651297084
"22","GB45444",66,70,51,39,79,52,86,43,52,61,44,71,69,51,86,65,110,59,101,72,81,57,101,64,-0.560355131866884,3.21342687780294,-4.23368275014446,0.000257795800602898,0.26815557606978,0.149981972808394
"23","GB45454",9,26,20,17,12,12,28,11,16,58,18,27,8,1,5,3,9,11,16,14,12,10,13,15,0.919419374916009,0.85160744288555,3.43400996265005,0.00202348371552651,0.26815557606978,-1.99331047970773
"24","GB46164",21,65,40,35,18,34,54,9,38,80,14,43,9,8,10,9,16,9,28,46,22,10,21,5,1.06538530202221,1.56915419043921,4.56747709966668,0.000107412140298361,0.26815557606978,0.022067001105583
"25","GB46165",104,178,142,124,90,148,139,50,132,210,61,138,67,37,39,43,82,39,113,149,124,23,69,38,0.773392549727714,3.55680810067954,4.99405897724291,3.50027891329361e-05,0.26815557606978,1.75241001928332
"26","GB46179",11,11,8,10,27,10,11,12,9,5,8,18,13,19,25,24,18,12,26,17,21,12,33,9,-0.957939102260073,1.01509066082086,-3.45319147439989,0.0019279110513733,0.26815557606978,-1.90172649034833
"27","GB46210",107,100,80,72,94,96,120,47,102,107,73,99,78,69,105,109,159,95,127,122,141,61,109,78,-0.380196619415757,3.74046548973884,-3.85883937648525,0.000683512412986595,0.26815557606978,-0.487483873746123
"28","GB46535",23,36,40,27,26,31,55,19,59,29,20,35,75,36,54,65,68,25,58,45,74,34,60,26,-0.801475471816893,2.47317321189194,-4.01205927719801,0.000459500838958062,0.26815557606978,-0.496104093048918
"29","GB47266",298,212,201,155,238,235,338,124,218,203,166,241,236,259,351,297,381,228,384,214,353,174,419,162,-0.572624897618411,5.08851512073489,-3.63181968982266,0.0012248431309758,0.26815557606978,-0.879094543299025
"30","GB47401",25,16,11,31,10,48,50,8,18,28,21,43,8,6,7,1,17,4,10,11,13,4,11,12,1.29401914321877,0.896750697610039,4.04944864308105,0.00041692161095296,0.26815557606978,-1.11135697682914
"31","GB48576",35,304,115,62,45,81,90,18,113,157,18,106,15,17,11,20,52,8,44,37,49,20,67,89,1.20153228576542,2.66414748540093,3.53649422091209,0.0015613517325687,0.26815557606978,-1.32825670085338
"32","GB49714",50,179,65,78,51,77,106,39,83,159,41,89,40,32,47,24,78,38,82,72,52,37,45,49,0.531765439156413,3.07656856222588,3.57396469719804,0.00141950599723345,0.26815557606978,-1.1668007127257
"33","GB49924",7,41,24,21,20,13,16,5,11,60,5,16,2,2,2,1,8,7,13,10,13,5,7,13,1.27185829804574,0.438402026987264,3.81138416843489,0.000772571235709138,0.26815557606978,-1.62314863949692
"34","GB50853",356,439,272,232,266,321,409,174,349,538,178,355,203,128,187,185,310,210,295,359,304,151,299,247,0.231366043893562,5.22450409605482,3.54734184498842,0.00151892525848887,0.26815557606978,-1.05946805737328
"35","GB50952",105,316,129,128,107,125,266,53,134,283,48,160,43,38,84,70,122,83,125,139,112,50,111,102,0.513217872165101,3.89167352168585,3.46612390763453,0.00186596483067828,0.26815557606978,-1.27509282182817
"36","GB51425",220,277,240,162,264,189,314,123,214,218,168,233,271,165,268,217,308,236,350,245,323,175,331,178,-0.419613687520088,5.01433643774031,-3.80749017012348,0.000780365667336808,0.26815557606978,-0.500728201018861
"37","GB51652",996,4687,2811,2014,491,1575,1526,522,3180,5147,541,2153,522,343,513,112,652,469,1469,3499,919,293,723,472,1.28652618341789,7.08990251528266,3.62634287237274,0.00124209260431684,0.26815557606978,-0.955032854517722
"38","GB52106",32,164,96,71,26,38,76,28,64,190,23,44,18,16,17,10,43,49,27,53,13,16,21,32,1.14292052668941,2.35513066451516,3.92294652326205,0.000579048948504595,0.26815557606978,-0.714343623490606
"39","GB52189",64,204,92,145,122,128,146,59,94,213,53,125,40,26,36,34,99,72,81,99,72,51,79,130,0.646625244744625,3.53715222622755,3.67167984749085,0.00110616362827057,0.26815557606978,-0.903527236680213
"40","GB52620",10,32,24,28,12,15,15,6,31,47,7,19,4,6,1,3,11,8,5,15,10,10,5,23,1.1740208096323,0.667009068071015,3.63520832057871,0.00121428791838572,0.26815557606978,-1.77656866504766
"41","GB52763",176,168,241,166,143,161,126,108,209,374,86,135,57,51,88,32,137,70,168,197,122,40,119,102,0.670621019359816,4.05785048565611,3.6019655561387,0.00132179179382867,0.26815557606978,-0.9875161908033
"42","GB52983",349,430,323,251,300,350,513,182,327,397,219,368,297,220,396,269,474,283,440,417,506,226,418,317,-0.276156869988549,5.54722443242401,-3.63648924086588,0.00121032118239523,0.26815557606978,-0.869186414678436
"43","GB53190",378,312,369,211,256,247,309,202,401,246,256,271,494,325,236,602,422,292,460,371,548,290,389,295,-0.629666138511647,5.52317062268444,-3.52396775941263,0.001611781342911,0.26815557606978,-1.11001137275941
"44","GB53389",71,245,100,125,71,112,153,30,88,199,32,85,33,31,44,23,87,48,94,115,68,32,40,71,0.702742533580097,3.27763978555588,3.5456922403052,0.00152530388453891,0.26815557606978,-1.19026460817304
"45","GB53646",54,127,52,48,41,49,83,40,86,139,31,95,35,25,26,24,54,33,55,76,53,27,47,51,0.503780691458487,2.82566637746699,3.46024094299836,0.00189390058313588,0.26815557606978,-1.42486243439739
"46","GB53722",132,123,130,105,123,137,169,62,108,143,100,137,202,111,193,134,153,127,166,125,167,87,211,156,-0.498284899901952,4.2295785962397,-3.47729876932371,0.00181399874680829,0.26815557606978,-1.22788152987261
"47","GB54530",65,135,63,61,47,60,94,31,59,151,32,75,30,25,33,22,65,38,60,70,66,30,49,50,0.47108446942443,2.88895496590194,3.66303661142909,0.00113090332514459,0.26815557606978,-1.03338351763087
"48","GB54988",118,157,62,56,50,86,184,80,112,352,22,109,72,38,47,19,38,104,101,65,33,8,36,27,1.06216168563345,3.1097695307056,3.50363990939697,0.00169701132777369,0.26815557606978,-1.30276082034277
"49","GB55497",53,157,71,68,62,86,115,28,103,194,37,99,33,17,45,12,48,50,87,91,58,29,57,66,0.687442445301894,3.03499377724225,3.51266702252982,0.00165863462576845,0.26815557606978,-1.292575945958
"50","GB55814",84,50,61,88,32,161,81,36,50,83,47,68,16,26,24,14,25,32,32,57,44,8,33,16,1.13569512522357,2.48435361733488,4.65535277887774,8.52583590779764e-05,0.26815557606978,0.634186929567162
