"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40080",84,71,30,30,49,84,54,46,32,86,32,36,15,15,24,39,25,25,46,25,33,34,23,38,1.15310121804781,2.36983856761515,3.98841703268852,0.000488642771474684,0.190070026920879,-0.349516030779346
"2","GB40089",501,409,210,146,165,230,229,265,370,388,131,142,182,87,73,158,165,162,316,211,178,198,252,187,0.854363331944741,4.83047276968148,3.998495278466,0.00047601726546685,0.190070026920879,-0.0396622460608622
"3","GB40626",5814,5217,1915,1574,1772,2699,3032,2564,2546,3533,1685,1470,750,408,777,1606,1029,926,2967,1415,1805,2072,1244,1590,1.37521362179208,7.95689117343526,4.30942003579496,0.000211452654053823,0.190070026920879,0.525566583197829
"4","GB40973",412,379,227,48,149,152,145,268,126,404,98,105,17,28,72,143,34,72,338,42,23,236,201,100,1.74698494284904,3.9843302976559,3.78466759127997,0.000827672240274958,0.190070026920879,-0.548794388151361
"5","GB40975",254,184,78,54,51,98,87,82,66,121,41,46,13,13,16,41,26,19,145,48,51,62,43,77,1.55378032888061,2.94869501611107,3.97992768426194,0.000499533611603283,0.190070026920879,-0.25285409574364
"6","GB41031",105,79,109,49,110,61,50,76,152,120,74,65,184,105,110,109,159,168,141,136,148,54,138,152,-0.31181916883278,3.86173848421345,-3.77984267269172,0.000838017621885187,0.190070026920879,-0.558677017929766
"7","GB42000",4705,4305,3796,2481,1836,2079,3374,2850,5211,3848,2114,1827,2993,1509,762,2352,2085,2070,4129,3485,2401,1830,2101,2271,0.816279683404129,8.4860907670445,3.90562661531109,0.000605650325679816,0.190070026920879,-0.366592038929892
"8","GB42039",34091,35325,15811,13760,11807,15023,20663,16421,18985,21327,10066,6300,10954,7470,5758,13238,9261,7977,21536,16265,13522,10247,6668,8479,1.02966222073454,10.8322587331447,3.82657440047438,0.000742933607705527,0.190070026920879,-0.75638978348193
"9","GB42208",41,35,21,15,13,24,24,28,31,51,21,14,14,9,9,22,14,11,23,23,25,21,7,16,1.03074255874701,1.46352837856653,4.02720544835729,0.000441788367929959,0.190070026920879,-0.539544165338699
"10","GB42233",330,245,88,78,65,135,146,110,147,212,79,59,53,22,41,112,69,37,144,58,89,131,48,78,1.28318142392079,3.65051745973592,3.9501338146546,0.000539683262223334,0.190070026920879,-0.21272018129631
