"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40635",588,186,341,286,502,387,472,476,315,216,243,244,660,142,188,1050,535,284,1160,512,465,1582,376,411,-0.684544865623385,5.82962394518306,-2.68438392982265,0.0125341696800269,0.999915419085316,-3.69235130867161
"2","GB40740",45,39,39,20,16,17,17,56,13,37,40,32,22,6,8,9,4,22,15,10,43,27,19,18,0.816577496201925,1.51103877247641,2.70051391941624,0.0120722721587344,0.999915419085316,-4.21773421248494
"3","GB41283",1007,384,786,860,1373,903,918,1055,529,751,963,725,1105,705,586,1884,1018,1140,2006,1200,900,1326,1266,577,-0.558720970983555,7.03380526362953,-3.13585366605861,0.00425227618031421,0.999915419085316,-3.56495747643903
"4","GB41709",19,10,12,8,14,20,12,12,6,6,7,3,17,9,17,25,9,19,17,15,9,18,16,10,-0.629689765928859,0.782710619005074,-2.48844863949725,0.0196330324458071,0.999915419085316,-4.34128705934971
"5","GB42412",45,41,36,27,54,29,47,47,40,72,46,56,18,22,14,20,19,48,39,29,37,28,34,28,0.653962386515536,2.27429919904707,2.82641961463755,0.00897904036920687,0.999915419085316,-4.0659875512898
"6","GB42591",15,11,19,15,14,14,10,31,14,20,20,11,5,6,8,14,6,3,6,6,27,22,11,4,0.765009749957424,0.706169899570761,2.88418910978768,0.00782564069524477,0.999915419085316,-4.2671760078318
"7","GB42688",408,377,380,434,624,411,575,456,269,396,434,259,916,286,382,444,548,510,813,220,575,571,478,276,-0.329427680326921,5.93192356815816,-3.01057390078306,0.00577319822463205,0.999915419085316,-3.47134481847821
"8","GB42703",10,14,13,4,7,16,6,8,8,18,19,8,10,4,9,37,29,143,115,12,19,18,20,19,-1.21820726701485,1.09882744109511,-2.54623590806462,0.0172242503782999,0.999915419085316,-4.3036581308616
"9","GB42984",875,696,375,378,154,354,87,774,205,623,292,405,32,61,22,241,66,467,33,399,739,180,20,453,1.75350686010294,4.84286451637032,2.80113639445882,0.00953284799988928,0.999915419085316,-3.66408225631374
"10","GB43201",15,10,19,8,16,7,18,20,5,13,17,9,3,8,3,2,5,11,11,3,17,10,10,8,0.808870917855724,0.384850664439836,2.78046229801811,0.0100094947465035,0.999915419085316,-4.31643933985643
"11","GB43705",10,5,15,12,20,7,10,13,4,14,15,6,9,1,9,6,4,4,13,1,11,8,12,4,0.667810551873548,0.145732492164469,2.89239235996013,0.0076737182900244,0.999915419085316,-4.31516640360532
"12","GB43735",64,41,51,63,102,45,83,74,31,63,82,42,112,33,57,113,63,50,110,42,60,104,84,35,-0.289225326758492,3.13475209184112,-2.45890304852103,0.0209815896694649,0.999915419085316,-4.07383679266215
"13","GB44201",16,11,24,5,18,11,10,19,5,17,22,8,17,5,5,3,6,2,6,1,23,22,12,0,0.986020390325567,0.255927412527791,2.68482603836652,0.0125212916646035,0.999915419085316,-4.34328145805875
"14","GB44495",23,14,13,10,21,14,23,19,5,15,10,5,10,7,11,13,8,3,12,5,10,10,6,8,0.586284634397238,0.59022977066224,2.58323619479708,0.015829181052017,0.999915419085316,-4.33811531836477
"15","GB45464",34,21,27,43,49,28,30,28,15,38,27,32,34,11,6,14,28,16,25,8,24,26,18,7,0.747175023561823,1.64017316530355,4.17488785591519,0.000300747650237583,0.999915419085316,-3.78748477055073
"16","GB45853",275,166,304,405,446,193,366,334,219,468,312,175,358,82,176,172,182,69,298,133,300,492,269,93,0.476031051207848,5.02573212499742,3.04698288796955,0.00528451270672414,0.999915419085316,-3.42496438364327
"17","GB46480",28,20,31,20,35,20,35,29,13,27,38,24,20,7,19,18,14,26,26,8,25,23,34,15,0.383552251198936,1.62503542547852,2.4938162733968,0.0193968070135283,0.999915419085316,-4.25758831303778
"18","GB46759",16,14,10,9,9,9,9,21,2,16,14,14,0,1,1,4,4,5,7,7,17,13,8,8,1.15311834513451,0.0293692102538507,2.53223729578918,0.0177812077761123,0.999915419085316,-4.38232798957711
"19","GB46814",101,111,75,103,152,119,168,77,78,83,100,54,324,101,91,124,141,111,228,94,182,230,81,80,-0.6007907342999,4.01069830759619,-3.34341635602894,0.00254115945160413,0.999915419085316,-3.40884300974058
"20","GB46925",244,193,324,227,320,111,273,369,210,409,373,407,281,136,156,180,98,123,232,115,343,430,230,146,0.41193373620048,4.98528002919473,2.37750408117949,0.0251507175208235,0.999915419085316,-3.8919629106539
"21","GB46948",19,11,19,13,26,14,14,14,11,20,11,14,17,6,15,3,5,3,14,2,11,33,15,10,0.584529639007353,0.727322258572134,2.3782933527132,0.0251068787194269,0.999915419085316,-4.36898829214529
"22","GB47091",101,93,73,88,51,36,20,182,43,138,51,80,17,10,7,40,46,56,27,37,87,67,20,64,1.01665168958789,2.72090540618257,2.48023708781043,0.0199995673111943,0.999915419085316,-4.13198866542193
"23","GB47906",15,9,7,7,23,12,12,14,8,11,16,5,6,3,3,12,8,11,14,4,7,8,10,2,0.599958664061861,0.300224948216598,2.53583907877491,0.0176363302149662,0.999915419085316,-4.3677679056812
"24","GB48311",170,100,246,165,329,182,267,203,170,214,235,196,422,88,168,432,151,156,345,246,254,534,249,154,-0.379763641981238,4.92732975022256,-2.38215635781165,0.0248933227804765,0.999915419085316,-3.88770762516275
"25","GB48489",265,163,223,227,300,144,208,325,118,322,128,180,195,88,189,115,172,103,185,66,257,197,207,121,0.350600924279241,4.61475769587429,2.46544033367832,0.0206760443022567,0.999915419085316,-3.85601047853646
"26","GB48509",5,3,7,12,19,5,15,16,4,10,7,2,16,8,20,21,15,14,25,6,6,17,8,8,-0.772810224933812,0.480217028801774,-2.74789240699041,0.0108062147248396,0.999915419085316,-4.31624101930747
"27","GB49134",18,17,27,11,11,16,22,30,14,23,18,20,8,20,6,9,8,2,20,5,30,11,12,6,0.801957971755733,0.920831545706567,2.75320221641934,0.0106723780627041,0.999915419085316,-4.27277482249402
"28","GB49764",116,55,111,83,149,131,136,107,57,68,151,63,197,73,71,121,138,128,206,55,176,209,100,93,-0.43886354610195,3.91985023670596,-2.83841016593375,0.00872715750438025,0.999915419085316,-3.73100893278977
"29","GB49871",977,650,803,1247,1308,962,1188,1004,614,863,1080,817,1655,589,959,1311,885,834,1511,526,1326,1489,1179,617,-0.235754629699728,7.08948163583362,-2.75200385219463,0.0107024464954172,0.999915419085316,-3.79749805704914
"30","GB50118",1568,364,190,1030,320,730,1140,946,397,519,1143,199,482,1878,129,3323,3013,1326,2884,1284,904,4171,611,2824,-1.45043568853704,6.95557272815206,-2.95866621260442,0.00654500066250851,0.999915419085316,-3.66003316414227
"31","GB50173",51,32,46,51,55,28,62,63,35,48,57,44,88,23,36,58,42,52,69,35,72,95,75,42,-0.334702998079875,2.81395222391183,-3.00167080746187,0.00589910049868017,0.999915419085316,-3.89283915879483
"32","GB50188",67,39,39,56,65,31,29,52,30,55,48,33,40,10,22,20,51,39,22,24,51,52,28,16,0.507273604369973,2.31364896605384,2.57598544597796,0.0160939977256249,0.999915419085316,-4.14771539030658
"33","GB50313",28,1,8,23,18,26,23,8,13,40,27,13,11,9,13,5,1,5,6,6,11,6,17,1,1.12687888884205,0.487811219147346,2.61602488385066,0.0146815401549465,0.999915419085316,-4.34010775419347
